osmid,name,highway,oneway,reversed,length,lanes,maxspeed,geometry,ref,bridge
13281376,Gaydon Avenue,residential,False,False,154.252,,,"LINESTRING (-118.0885592 34.0699329, -118.0885951 34.0713198)",,
34642473,Hellman Avenue,tertiary,False,False,23.69,2,30 mph,"LINESTRING (-118.0885592 34.0699329, -118.088302 34.0699327)",,
34642473,Hellman Avenue,tertiary,False,True,89.375,2,30 mph,"LINESTRING (-118.0885592 34.0699329, -118.0895295 34.0699282)",,
13281376,Gaydon Avenue,residential,False,True,154.252,,,"LINESTRING (-118.0885951 34.0713198, -118.0885592 34.0699329)",,
13327527,Artson Street,residential,False,False,88.682,,,"LINESTRING (-118.0885951 34.0713198, -118.0876323 34.0713242)",,
13327527,Artson Street,residential,False,True,88.709,,,"LINESTRING (-118.0885951 34.0713198, -118.0895582 34.0713169)",,
13297663,Danna Court,residential,False,False,76.684,,,"LINESTRING (-118.0928707 34.0706986, -118.0920382 34.0707057)",,
13341558,Eckhart Avenue,residential,False,True,87.344,,,"LINESTRING (-118.0928707 34.0706986, -118.0928673 34.0699131)",,
13341558,Eckhart Avenue,residential,False,False,85.59,,,"LINESTRING (-118.0928707 34.0706986, -118.0928723 34.0708428, -118.0928745 34.0710682, -118.092879 34.0714683)",,
13297663,Danna Court,residential,False,True,76.684,,,"LINESTRING (-118.0920382 34.0707057, -118.0928707 34.0706986)",,
13308869,Whitmore Street,residential,False,False,100.386,,,"LINESTRING (-118.0871697 34.0652481, -118.0860799 34.0652457)",,
13470001,Angelus Avenue,residential,False,True,88.767,,,"LINESTRING (-118.0871697 34.0652481, -118.0871675 34.0644498)",,
13470001,Angelus Avenue,residential,False,False,279.895,,,"LINESTRING (-118.0871697 34.0652481, -118.0871846 34.0660351, -118.0871066 34.0664327, -118.0870653 34.0666466, -118.0870925 34.067757)",,
13308869,Whitmore Street,residential,False,True,100.386,,,"LINESTRING (-118.0860799 34.0652457, -118.0871697 34.0652481)",,
34642473,Hellman Avenue,tertiary,False,True,26.122,2,30 mph,"LINESTRING (-118.0830251 34.0699532, -118.0833087 34.0699543)",,
13311831,Rockhold Avenue,residential,False,False,154.13899999999998,2,,"LINESTRING (-118.0830251 34.0699532, -118.0830251 34.070038, -118.0830251 34.0700603, -118.0830246 34.0713394)",,
34642473,Hellman Avenue,tertiary,False,False,42.112,2,30 mph,"LINESTRING (-118.0830251 34.0699532, -118.0829591 34.0699532, -118.0825679 34.0699532)",,
13327527,Artson Street,residential,False,False,34.771,,,"LINESTRING (-118.0830246 34.0713394, -118.0826471 34.0713416)",,
13327527,Artson Street,residential,False,True,158.112,,,"LINESTRING (-118.0830246 34.0713394, -118.0847412 34.0713394)",,
13311831,Rockhold Avenue,residential,False,True,154.13899999999998,2,,"LINESTRING (-118.0830246 34.0713394, -118.0830251 34.0700603, -118.0830251 34.070038, -118.0830251 34.0699532)",,
13311832,Rockhold Avenue,residential,False,False,242.117,2,,"LINESTRING (-118.0833021 34.0677769, -118.0833036 34.0682794, -118.0833084 34.0698714, -118.0833087 34.0699543)",,
13346217,Dorothy Street,residential,False,True,128.997,,,"LINESTRING (-118.0833021 34.0677769, -118.0843662 34.0677837, -118.0847025 34.0677858)",,
34642473,Hellman Avenue,tertiary,False,False,26.122,2,30 mph,"LINESTRING (-118.0833087 34.0699543, -118.0830251 34.0699532)",,
34642473,Hellman Avenue,tertiary,False,True,129.573,2,30 mph,"LINESTRING (-118.0833087 34.0699543, -118.0847154 34.0699459)",,
13311832,Rockhold Avenue,residential,False,True,242.117,2,,"LINESTRING (-118.0833087 34.0699543, -118.0833084 34.0698714, -118.0833036 34.0682794, -118.0833021 34.0677769)",,
13327527,Artson Street,residential,False,False,31.704,,,"LINESTRING (-118.0899024 34.071319, -118.0895582 34.0713169)",,
13327527,Artson Street,residential,False,False,88.709,,,"LINESTRING (-118.0895582 34.0713169, -118.0885951 34.0713198)",,
13327527,Artson Street,residential,False,True,31.704,,,"LINESTRING (-118.0895582 34.0713169, -118.0899024 34.071319)",,
13366447,Twin Avenue,residential,False,True,154.439,,,"LINESTRING (-118.0895582 34.0713169, -118.0895295 34.0699282)",,
13327527,Artson Street,residential,False,False,89.879,,,"LINESTRING (-118.0876323 34.0713242, -118.0866565 34.0713272)",,
13327527,Artson Street,residential,False,True,88.682,,,"LINESTRING (-118.0876323 34.0713242, -118.0885951 34.0713198)",,
13455760,Charlotte Avenue,residential,False,True,154.586,,,"LINESTRING (-118.0876323 34.0713242, -118.087602 34.0699342)",,
13327527,Artson Street,residential,False,False,88.147,,,"LINESTRING (-118.0866565 34.0713272, -118.0856995 34.0713272)",,
13327527,Artson Street,residential,False,True,89.879,,,"LINESTRING (-118.0866565 34.0713272, -118.0876323 34.0713242)",,
13428826,Delta Avenue,residential,False,True,154.101,,,"LINESTRING (-118.0866565 34.0713272, -118.0866404 34.0699414)",,
13327527,Artson Street,residential,False,False,88.277,,,"LINESTRING (-118.0856995 34.0713272, -118.0847412 34.0713394)",,
13327527,Artson Street,residential,False,True,88.147,,,"LINESTRING (-118.0856995 34.0713272, -118.0866565 34.0713272)",,
13373589,Chariette Avenue,residential,False,True,154.108,,,"LINESTRING (-118.0856995 34.0713272, -118.0856771 34.0699414)",,
13327527,Artson Street,residential,False,False,158.112,,,"LINESTRING (-118.0847412 34.0713394, -118.0830246 34.0713394)",,
13327527,Artson Street,residential,False,True,88.277,,,"LINESTRING (-118.0847412 34.0713394, -118.0856995 34.0713272)",,
13328464,Earle Avenue,residential,False,True,154.969,,,"LINESTRING (-118.0847412 34.0713394, -118.0847154 34.0699459)",,
13341558,Eckhart Avenue,residential,False,False,15.622,,,"LINESTRING (-118.092879 34.0714683, -118.0928879 34.0716086)",,
13327529,Artson Street,residential,False,False,138.74099999999999,,,"LINESTRING (-118.092879 34.0714683, -118.0927925 34.0714895, -118.0913765 34.0715028)",,
13341558,Eckhart Avenue,residential,False,True,85.59,,,"LINESTRING (-118.092879 34.0714683, -118.0928745 34.0710682, -118.0928723 34.0708428, -118.0928707 34.0706986)",,
