osmid,oneway,name,highway,reversed,length,geometry,lanes,maxspeed,ref
17059859,False,Depot Street,unclassified,False,123.331,"LINESTRING (-106.3924779 40.0550539, -106.3913031 40.0544046)",,,
17060080,False,3rd Street,residential,True,21.022,"LINESTRING (-106.3924779 40.0550539, -106.3924719 40.0552429)",,,
17060490,False,Railroad Street,unclassified,True,120.60000000000001,"LINESTRING (-106.3924779 40.0550539, -106.3926329 40.0551496, -106.393067 40.055355, -106.3936389 40.0556738)",,,
622179615,False,Central Avenue,tertiary,False,100.82,"LINESTRING (-106.3935515 40.05993, -106.3923672 40.0599079)",2,,
621846447,False,2nd Street,unclassified,True,108.505,"LINESTRING (-106.3935515 40.05993, -106.3935547 40.059441, -106.3935538 40.0589542)",2,,
622179604,False,2nd Street,residential,False,112.843,"LINESTRING (-106.3935515 40.05993, -106.3935417 40.0604246, -106.3935309 40.0609447)",,,
622179615,False,Central Avenue,tertiary,False,100.433,"LINESTRING (-106.3923672 40.0599079, -106.3911875 40.0598845)",2,,
622179615,False,Central Avenue,tertiary,True,100.82,"LINESTRING (-106.3923672 40.0599079, -106.3935515 40.05993)",2,,
621846442,False,3rd Street,unclassified,False,111.096,"LINESTRING (-106.3923672 40.0599079, -106.3923653 40.0604021, -106.3923618 40.060907)",,,
621846442,False,3rd Street,unclassified,True,108.68700000000001,"LINESTRING (-106.3923672 40.0599079, -106.3923755 40.0594264, -106.3923767 40.0589305)",,,
622179609,False,Central Avenue,tertiary,False,103.923,"LINESTRING (-106.3911875 40.0598845, -106.3899671 40.0598527)",,,
622179615,False,Central Avenue,tertiary,True,100.433,"LINESTRING (-106.3911875 40.0598845, -106.3923672 40.0599079)",2,,
17059524,False,4th Street,unclassified,True,108.14800000000001,"LINESTRING (-106.3911875 40.0598845, -106.3911845 40.0594127, -106.3911845 40.0590654, -106.3911845 40.0589119)",2,,
622179618,False,4th Street,unclassified,False,109.964,"LINESTRING (-106.3911875 40.0598845, -106.3911936 40.0603819, -106.3911908 40.0608734)",,,
