osmid,oneway,lanes,ref,name,highway,reversed,length,maxspeed,geometry
641817612,True,2,FM 1171,West Main Street,secondary,False,55.568,,"LINESTRING (-96.9990885 33.0462549, -96.9984937 33.0462889)"
9945376,False,2,,Elm Street,residential,True,191.721,25 mph,"LINESTRING (-96.9990885 33.0462549, -96.9990072 33.0461014, -96.999 33.045609, -96.998987 33.045561, -96.99897 33.045499, -96.998913 33.045457, -96.998857 33.045454, -96.998683 33.045454, -96.998623 33.04544, -96.998519 33.045423, -96.9984066 33.0454186, -96.9980027 33.0454064, -96.9978596 33.0453969)"
9965394,False,,,Leonard Street,residential,True,102.415,,"LINESTRING (-96.98923 33.046329, -96.98922 33.04725)"
327694480,False,,,South Leonard Street,residential,True,113.946,,"LINESTRING (-96.98923 33.046329, -96.9892241 33.045807, -96.9892185 33.0453043)"
9965059,False,,,Henrietta Street,residential,True,102.902,,"LINESTRING (-96.9904142 33.0463207, -96.9904205 33.0472461)"
1085039941,True,2,FM 1171,East Main Street,secondary,False,110.38,,"LINESTRING (-96.9904142 33.0463207, -96.98923 33.046329)"
327694479,False,,,Henrietta Street,residential,True,61.256,,"LINESTRING (-96.9904142 33.0463207, -96.9904045 33.04601, -96.990397 33.04577)"
9961855,False,,,Harris Street,residential,True,101.316,,"LINESTRING (-96.99174 33.046329, -96.99176 33.04724)"
"[1085039939, 1085039940]",True,2,FM 1171,East Main Street,secondary,False,123.578,,"LINESTRING (-96.99174 33.046329, -96.9912388 33.0463258, -96.9904142 33.0463207)"
784649671,False,2,,North Kealy Avenue,tertiary,True,103.416,35 mph,"LINESTRING (-96.99279 33.04632, -96.9928 33.04725)"
9981496,False,2,,South Kealy Avenue,tertiary,False,131.71699999999998,30 mph,"LINESTRING (-96.99279 33.04632, -96.9927934 33.0461045, -96.9927903 33.0458009, -96.99279 33.045769, -96.9928048 33.0455119, -96.9928094 33.0454331, -96.99282 33.04525, -96.992822 33.0451361)"
"[1085039937, 1085039938]",True,2,FM 1171,East Main Street,secondary,False,97.872,,"LINESTRING (-96.99279 33.04632, -96.9922538 33.0463246, -96.99174 33.046329)"
144999328,False,,FM 3504,North Mill Street,secondary,True,102.255,,"LINESTRING (-96.99415 33.04632, -96.9941622 33.0468087, -96.9941659 33.0469567, -96.9941729 33.0472394)"
"[1085039936, 1085039935]",True,2,FM 1171,East Main Street,secondary,False,126.762,,"LINESTRING (-96.99415 33.04632, -96.9936477 33.04632, -96.9933175 33.04632, -96.99279 33.04632)"
1101761322,False,4,FM 3504,South Mill Street,secondary,False,110.087,,"LINESTRING (-96.99415 33.04632, -96.9941538 33.0459472, -96.994158 33.0455717, -96.99416 33.04533)"
9961541,False,2,,North Charles Street,residential,False,103.41199999999999,25 mph,"LINESTRING (-96.99648 33.04631, -96.9964782 33.0467634, -96.9964783 33.0468422, -96.9964796 33.0471425, -96.99648 33.04724)"
9979163,False,2,,South Charles Street,residential,False,103.416,35 mph,"LINESTRING (-96.99648 33.04631, -96.9964748 33.0458283, -96.9964744 33.0457919, -96.99647 33.04538)"
"[1081384913, 1081384915]",True,2,FM 1171,West Main Street,secondary,False,217.2,,"LINESTRING (-96.99648 33.04631, -96.99566 33.0463, -96.9952195 33.046303, -96.9944864 33.0463144, -96.99415 33.04632)"
9961541,False,2,,North Charles Street,residential,False,101.205,25 mph,"LINESTRING (-96.99648 33.04724, -96.9964696 33.0477133, -96.99646 33.04815)"
9961541,False,2,,North Charles Street,residential,True,103.412,25 mph,"LINESTRING (-96.99648 33.04724, -96.9964796 33.0471425, -96.9964783 33.0468422, -96.9964782 33.0467634, -96.99648 33.04631)"
9967902,True,2,FM 1171,West Church Street,secondary,False,150.39499999999998,,"LINESTRING (-96.99648 33.04724, -96.9978107 33.0472511, -96.9980935 33.0472535)"
9961541,False,2,,North Charles Street,residential,False,127.888,25 mph,"LINESTRING (-96.99646 33.04815, -96.99648 33.0493)"
9961541,False,2,,North Charles Street,residential,True,101.205,25 mph,"LINESTRING (-96.99646 33.04815, -96.9964696 33.0477133, -96.99648 33.04724)"
9967819,False,2,,West Walters Street,residential,False,195.08800000000002,25 mph,"LINESTRING (-96.99646 33.04815, -96.99804 33.04815, -96.9985531 33.0481473)"
9967819,False,2,,West Walters Street,residential,True,215.321,25 mph,"LINESTRING (-96.99646 33.04815, -96.9960168 33.0481494, -96.995657 33.048149, -96.99536 33.048144, -96.9946661 33.0481363, -96.9945463 33.0481348, -96.99415 33.04813)"
9961541,False,2,,North Charles Street,residential,False,77.731,25 mph,"LINESTRING (-96.99648 33.0493, -96.99647 33.049999)"
9961541,False,2,,North Charles Street,residential,True,127.888,25 mph,"LINESTRING (-96.99648 33.0493, -96.99646 33.04815)"
9980794,False,2,,West College Street,tertiary,False,111.85,30 mph,"LINESTRING (-96.99648 33.0493, -96.99768 33.04931)"
9980794,False,2,,West College Street,tertiary,True,218.102,30 mph,"LINESTRING (-96.99648 33.0493, -96.99554 33.0493, -96.99414 33.04929)"
9961541,False,2,,North Charles Street,residential,True,77.731,25 mph,"LINESTRING (-96.99647 33.049999, -96.99648 33.0493)"
9963615,False,2,,Stuart Street,residential,False,100.858,25 mph,"LINESTRING (-96.99647 33.049999, -96.997552 33.050013)"
9963615,False,2,,Stuart Street,residential,True,212.554,25 mph,"LINESTRING (-96.99647 33.049999, -96.99553 33.049979, -96.994534 33.049979, -96.99419 33.04999)"
9974440,False,,,East College Street,tertiary,False,96.492,,"LINESTRING (-96.99174 33.049239, -96.992775 33.0492591)"
9974440,False,,,East College Street,tertiary,True,119.32,,"LINESTRING (-96.99174 33.049239, -96.99046 33.04922)"
9961855,False,,,Harris Street,residential,False,121.001,,"LINESTRING (-96.99174 33.049239, -96.99176 33.04849, -96.9917696 33.0481511)"
9961891,False,,,East Walters Street,residential,True,96.039,,"LINESTRING (-96.9917696 33.0481511, -96.9928 33.04815)"
9961855,False,,,Harris Street,residential,False,101.326,,"LINESTRING (-96.9917696 33.0481511, -96.9917681 33.0476105, -96.99177 33.04749, -96.99176 33.04724)"
9961855,False,,,Harris Street,residential,True,121.001,,"LINESTRING (-96.9917696 33.0481511, -96.99176 33.04849, -96.99174 33.049239)"
9961891,False,,,East Walters Street,residential,False,123.964,,"LINESTRING (-96.9917696 33.0481511, -96.9912018 33.0481545, -96.9904396 33.048156)"
9961855,False,,,Harris Street,residential,False,101.316,,"LINESTRING (-96.99176 33.04724, -96.99174 33.046329)"
9961855,False,,,Harris Street,residential,True,101.326,,"LINESTRING (-96.99176 33.04724, -96.99177 33.04749, -96.9917681 33.0476105, -96.9917696 33.0481511)"
