osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,tunnel,width,access,bridge,junction
"[229033665, 1023937354, 553127694, 354850544, 229033716, 1189405400, 1189405401]",True,"['4', '5']",B227,Franz-Josefs-Kai,primary,50,False,170.015,"LINESTRING (16.3765745 48.2122762, 16.3766355 48.2122504, 16.3766466 48.2122457, 16.37666 48.2122406, 16.3766857 48.2122308, 16.3767926 48.2121859, 16.3771132 48.2120625, 16.3773141 48.2119974, 16.3774159 48.2119641, 16.3775516 48.2119294, 16.3778266 48.2118586, 16.3779541 48.211826, 16.3781583 48.2117726, 16.3783789 48.2117233, 16.3785219 48.2116971, 16.3786681 48.2116658)",,,,,
7830283,True,,,Wollzeile,residential,30,False,158.531,"LINESTRING (16.3734907 48.2096467, 16.3735515 48.209616, 16.3744895 48.2091428, 16.374575 48.2090968, 16.374938 48.2089168, 16.3751996 48.2087891)",,,,,
"[44028860, 629255351]",True,,,Rotenturmstraße,living_street,20,False,72.946,"LINESTRING (16.3734907 48.2096467, 16.3735838 48.2097185, 16.3736399 48.2097618, 16.3740635 48.2100664, 16.3741539 48.2101314)",,,,,
30323046,True,,,Rotenturmstraße,living_street,20,False,133.78,"LINESTRING (16.3741539 48.2101314, 16.3742495 48.2101984, 16.3744458 48.2103439, 16.374703 48.2105462, 16.3748196 48.2106267, 16.3750011 48.2107494, 16.3752404 48.2108614, 16.3754516 48.2109582)",,,,,
745742180,False,,,Lichtensteg,living_street,20,True,37.721000000000004,"LINESTRING (16.3741539 48.2101314, 16.3740816 48.2101668, 16.3737436 48.2103322)",,,,,
"[44005502, 30323046]",True,,,Rotenturmstraße,living_street,20,False,110.191,"LINESTRING (16.3754516 48.2109582, 16.3754998 48.2110155, 16.3757165 48.2112728, 16.3758148 48.2113917, 16.3759236 48.2115137, 16.3760244 48.2116251, 16.3761639 48.211783, 16.3761943 48.2118166)",,,,,
176378054,True,,,Fleischmarkt,living_street,20,False,49.431,"LINESTRING (16.3754516 48.2109582, 16.3753596 48.2110027, 16.3750967 48.2111025, 16.3748788 48.2111853)",,,,,
745742182,True,,,Fleischmarkt,residential,30,False,47.275999999999996,"LINESTRING (16.3754516 48.2109582, 16.3755278 48.2109358, 16.3758327 48.2108255, 16.376031 48.2107841)",,,,,
25950723,False,,,Franz-Josefs-Kai,residential,30,True,82.03399999999999,"LINESTRING (16.3761943 48.2118166, 16.3761322 48.2118354, 16.3760815 48.2118517, 16.3757476 48.2119509, 16.3753103 48.2120857, 16.3751924 48.2121298)",,,,,
"[437864416, 31130930, 239945781, 252813847, 980086104]",True,"['3', '2']",,Rotenturmstraße,residential,"['50', '30']",False,58.47699999999999,"LINESTRING (16.3761943 48.2118166, 16.3762568 48.2118787, 16.3762705 48.2118923, 16.3763364 48.2119594, 16.3763674 48.2119925, 16.3764042 48.2120381, 16.3764522 48.2121052, 16.3765745 48.2122762)",,,,,
4952816,True,,,Brandstätte,residential,30,False,65.531,"LINESTRING (16.3705516 48.2102528, 16.3706296 48.2101938, 16.3706651 48.2101666, 16.3708211 48.2100985, 16.3712557 48.2099013)",,,,,
25950172,False,,,Tuchlauben,living_street,20,True,33.491,"LINESTRING (16.3705516 48.2102528, 16.370461 48.2102444, 16.3703746 48.2102271, 16.3701196 48.2101674)",,,,,
4952856,True,,,Tuchlauben,residential,30,False,43.921,"LINESTRING (16.3720356 48.2112615, 16.371951 48.2112023, 16.3718167 48.2111151, 16.3717016 48.2110375, 16.3716207 48.2109795)",,,,,
4952857,False,,,Marc-Aurel-Straße,residential,30,False,13.988,"LINESTRING (16.3720356 48.2112615, 16.3721227 48.2113236, 16.3721665 48.2113521)",,,,,
4952861,False,2,,Hoher Markt,residential,30,False,93.48400000000001,"LINESTRING (16.3720356 48.2112615, 16.3721517 48.211181, 16.3722544 48.2111252, 16.372486 48.211003, 16.3728813 48.2107964, 16.3730115 48.2107302)",,,,,
4998714,True,,,Wipplingerstraße,residential,30,False,155.855,"LINESTRING (16.3720356 48.2112615, 16.3719731 48.2113241, 16.3712908 48.2116132, 16.3711878 48.2116661, 16.3708174 48.2118195, 16.3702903 48.2120317)",,,,,
4952862,False,,,Lichtensteg,residential,30,False,29.73,"LINESTRING (16.373425 48.2104947, 16.3737436 48.2103322)",,,,,
165778776,False,,,Hoher Markt,residential,30,True,40.306,"LINESTRING (16.373425 48.2104947, 16.3730115 48.2107302)",,,,,
4952863,False,1,,Judengasse,residential,30,True,74.237,"LINESTRING (16.3736891 48.2114637, 16.3735186 48.2113158, 16.3733766 48.2111912, 16.3731297 48.2109113)",,,,,
4952863,False,1,,Judengasse,residential,30,False,74.237,"LINESTRING (16.3731297 48.2109113, 16.3733766 48.2111912, 16.3735186 48.2113158, 16.3736891 48.2114637)",,,,,
4952878,True,1,,Hoher Markt,residential,30,False,86.584,"LINESTRING (16.3731297 48.2109113, 16.3722824 48.2112971, 16.3721665 48.2113521)",,,,,
28151969,False,,,Hoher Markt,residential,30,True,22.846,"LINESTRING (16.3731297 48.2109113, 16.3731288 48.2108441, 16.3730856 48.2107974, 16.3730115 48.2107302)",,,,,
745747365,True,,,Fleischmarkt,residential,30,False,39.366,"LINESTRING (16.3748788 48.2111853, 16.3744072 48.2113483)",,,,,
185242442,False,,,Fleischmarkt,residential,30,True,16.689999999999998,"LINESTRING (16.3741977 48.2114033, 16.3743238 48.2113683, 16.3744072 48.2113483)",,,,,
506998433,True,,,Bauernmarkt,residential,30,False,63.347,"LINESTRING (16.3744072 48.2113483, 16.3738527 48.2109147)",,,,,
185242442,False,,,Fleischmarkt,residential,30,False,16.689999999999998,"LINESTRING (16.3744072 48.2113483, 16.3743238 48.2113683, 16.3741977 48.2114033)",,,,,
"[506998432, 506998433, 4952878, 4952871]",True,1,,"['Hoher Markt', 'Bauernmarkt']",residential,30,False,78.509,"LINESTRING (16.3738527 48.2109147, 16.3736948 48.2107817, 16.3736494 48.2107434, 16.3735505 48.2106601, 16.3731712 48.2108567, 16.3731297 48.2109113)",building_passage,,,,
4952862,False,,,Lichtensteg,residential,30,True,29.73,"LINESTRING (16.3737436 48.2103322, 16.373425 48.2104947)",,,,,
4952872,True,,,Rotgasse,residential,30,False,53.716,"LINESTRING (16.3737436 48.2103322, 16.3738604 48.2104359, 16.374215 48.2106987)",,,,,
"[26419634, 349488863]",True,"['1', '2']",,Kramergasse,residential,30,False,144.694,"LINESTRING (16.3737436 48.2103322, 16.373702 48.2102898, 16.373437 48.2100531, 16.3732001 48.2098803, 16.3730876 48.2098194, 16.3728045 48.2096136, 16.3724427 48.2093662)",,,,,
745742180,False,,,Lichtensteg,living_street,20,False,37.721000000000004,"LINESTRING (16.3737436 48.2103322, 16.3740816 48.2101668, 16.3741539 48.2101314)",,,,,
4952877,True,,,Fischhof,residential,30,False,36.022,"LINESTRING (16.374215 48.2106987, 16.3738527 48.2109147)",,,,,
4952872,True,,,Rotgasse,residential,30,False,73.123,"LINESTRING (16.374215 48.2106987, 16.3743188 48.2107748, 16.3748788 48.2111853)",,,,,
73227422,False,,,Marc-Aurel-Straße,residential,30,False,25.803,"LINESTRING (16.3721665 48.2113521, 16.3723698 48.2115405)",,,,,
4952857,False,,,Marc-Aurel-Straße,residential,30,True,13.988,"LINESTRING (16.3721665 48.2113521, 16.3721227 48.2113236, 16.3720356 48.2112615)",,,,,
25949689,False,,,Fischerstiege,residential,30,False,20.523,"LINESTRING (16.3718391 48.2123669, 16.3718075 48.2123225, 16.3716871 48.2122134)",,8,,,
25950172,False,,,Tuchlauben,living_street,20,False,16.3,"LINESTRING (16.3699137 48.2101158, 16.3701196 48.2101674)",,,,,
4998726,True,,,Steindlgasse,residential,30,False,79.774,"LINESTRING (16.3699137 48.2101158, 16.3698985 48.2101817, 16.369864 48.2102132, 16.3695864 48.2104283, 16.3692582 48.2106728)",,,,,
"[1187222413, 26154383]",False,,,Weihburggasse,residential,30,True,42.596000000000004,"LINESTRING (16.3721881 48.2070582, 16.3724007 48.2070407, 16.3724252 48.2070366, 16.3727506 48.2069826)",,,,,
26154386,True,,,Weihburggasse,residential,30,False,16.83,"LINESTRING (16.3727506 48.2069826, 16.3729623 48.2069278)",,,,,
"[1187222413, 26154383]",False,,,Weihburggasse,residential,30,False,42.596000000000004,"LINESTRING (16.3727506 48.2069826, 16.3724252 48.2070366, 16.3724007 48.2070407, 16.3721881 48.2070582)",,,,,
"[1198882920, 344663251, 344663252, 4997588, 344663253]",True,,,Rauhensteingasse,residential,30,False,135.63400000000001,"LINESTRING (16.3729623 48.2069278, 16.3728256 48.2066598, 16.3727762 48.2065877, 16.372663 48.2063521, 16.3726055 48.2062291, 16.3724646 48.2059925, 16.3724184 48.2059158, 16.3723612 48.2058207, 16.372347 48.2057802)",,,,,
"[116758240, 26154386, 116758239]",True,,,Weihburggasse,residential,30,False,241.66099999999997,"LINESTRING (16.3729623 48.2069278, 16.3732765 48.2068545, 16.3733806 48.2068131, 16.3736114 48.2067178, 16.3737902 48.2066234, 16.3740099 48.2064954, 16.3742024 48.2062878, 16.3742134 48.2062694, 16.3747146 48.205954, 16.3749324 48.2058853, 16.3753543 48.2056585, 16.3754372 48.2055774)",,,,,
26154331,False,,,Himmelpfortgasse,residential,30,True,11.848,"LINESTRING (16.372347 48.2057802, 16.372196 48.2058152)",,,,,
"[1198882918, 1213571089, 185127704, 185127705, 26581342]",True,,,Himmelpfortgasse,residential,30,False,179.60200000000003,"LINESTRING (16.372347 48.2057802, 16.372487 48.2057464, 16.3726258 48.2057127, 16.3731592 48.2055763, 16.3739086 48.2053839, 16.3742971 48.2052522, 16.3744385 48.2052043, 16.3745511 48.2051304)",,3.7,,,
75529655,True,,,Himmelpfortgasse,residential,30,False,90.12,"LINESTRING (16.3745511 48.2051304, 16.3755071 48.2046295)",,,,,
1213571088,True,,,Seilerstätte,residential,30,False,82.357,"LINESTRING (16.3745511 48.2051304, 16.3754372 48.2055774)",,,,,
26154250,False,,,Johannesgasse,residential,30,True,187.164,"LINESTRING (16.3741593 48.2044262, 16.3740576 48.2044741, 16.3718606 48.2051196)",,,,,
32008717,True,,,Seilerstätte,residential,30,False,70.275,"LINESTRING (16.3741593 48.2044262, 16.3740976 48.2043744, 16.3735555 48.2039389)",,,,,
"[1213571087, 1213571086, 32008719]",True,,,Seilerstätte,residential,30,False,83.61,"LINESTRING (16.3741593 48.2044262, 16.3742025 48.2044763, 16.3742891 48.2046387, 16.3744869 48.20501, 16.3745511 48.2051304)",,,,,
30692804,True,,,Johannesgasse,residential,30,False,67.256,"LINESTRING (16.374902 48.2040801, 16.3748216 48.204116, 16.3742354 48.2043782, 16.3741593 48.2044262)",,,,,
43308572,True,,,Schellinggasse,residential,30,False,75.78299999999999,"LINESTRING (16.374902 48.2040801, 16.3749663 48.2041384, 16.3755071 48.2046295)",,,,,
185196004,False,,,Seitzergasse,residential,30,False,34.686,"LINESTRING (16.3692582 48.2106728, 16.3691962 48.2106694, 16.3691348 48.210661, 16.3690796 48.2106408, 16.3689607 48.2104717)",,,,,
868062640,False,,,Schulhof,residential,30,False,39.861,"LINESTRING (16.3692582 48.2106728, 16.3692305 48.2106953, 16.369228 48.2107149, 16.3692305 48.2107341, 16.3692437 48.2107607, 16.3692407 48.2108013, 16.3692225 48.2108512, 16.3691967 48.2108963, 16.3691498 48.2109614, 16.3690959 48.2109961)",,,,,
4998704,False,,,Kleeblattgasse,living_street,20,False,61.911,"LINESTRING (16.3709007 48.2104604, 16.3702613 48.2108188)",,,,,
4952856,True,,,Tuchlauben,residential,30,False,34.691,"LINESTRING (16.3709007 48.2104604, 16.3706487 48.2103042, 16.3705516 48.2102528)",,,,,
4998704,False,,,Kleeblattgasse,living_street,20,True,61.911,"LINESTRING (16.3702613 48.2108188, 16.3709007 48.2104604)",,,,,
"[113296985, 349495913]",True,,,Kleeblattgasse,living_street,20,False,86.108,"LINESTRING (16.3702613 48.2108188, 16.3698956 48.2104661, 16.3698889 48.2103963, 16.3701196 48.2101674)",,,,,
25950172,False,,,Tuchlauben,living_street,20,True,16.3,"LINESTRING (16.3701196 48.2101674, 16.3699137 48.2101158)",,,,,
25950172,False,,,Tuchlauben,living_street,20,False,33.491,"LINESTRING (16.3701196 48.2101674, 16.3703746 48.2102271, 16.370461 48.2102444, 16.3705516 48.2102528)",,,,,
345649138,False,,,Jasomirgottstraße,living_street,,True,89.899,"LINESTRING (16.3711829 48.2094149, 16.3721669 48.208942)",,,,,
"[27204217, 4998730, 4998724]",True,,,"['Freisingergasse', 'Bauernmarkt', 'Goldschmiedgasse']",living_street,20,False,122.025,"LINESTRING (16.3711829 48.2094149, 16.3709145 48.2092667, 16.3709042 48.2092099, 16.3708864 48.2091117, 16.3708709 48.2090171, 16.3708554 48.2089977, 16.3708298 48.2089833, 16.3708036 48.2089769, 16.37076 48.2089787, 16.3707275 48.2089912, 16.3704111 48.2091583, 16.370157 48.2093106)",,,,,
30322208,True,,,Petersplatz,living_street,20,False,65.741,"LINESTRING (16.370157 48.2093106, 16.3703933 48.2094584, 16.3704142 48.2094936, 16.3704161 48.2095383, 16.3703935 48.2095802, 16.3702041 48.2097155, 16.3701563 48.20977)",,,,,
4998730,True,,,Bauernmarkt,living_street,20,False,49.25,"LINESTRING (16.3716513 48.2097289, 16.3715886 48.2096829, 16.371505 48.2096228, 16.3711829 48.2094149)",,,,,
1116876278,True,,,Brandstätte,residential,30,False,18.393,"LINESTRING (16.3716513 48.2097289, 16.3717769 48.2096689, 16.3718675 48.209653)",,,,,
5930457,True,,,Liliengasse,residential,30,False,70.162,"LINESTRING (16.3730102 48.2075894, 16.3727506 48.2069826)",,,,,
24774407,False,,,Singerstraße,residential,30,False,76.52799999999999,"LINESTRING (16.3730102 48.2075894, 16.3729154 48.2076225, 16.3720725 48.2078775)",,,,,
