osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,tunnel,width,access,bridge,junction
82137513,True,,,Singerstraße,residential,30,False,144.234,"LINESTRING (16.3746136 48.2068637, 16.3740424 48.2071852, 16.3738155 48.207293, 16.3736493 48.2073573, 16.3731568 48.2075387, 16.3730102 48.2075894)",,,,,
26565617,True,,,Riemergasse,residential,30,False,110.241,"LINESTRING (16.3759976 48.206302, 16.3767388 48.2071616)",,,,,
"[1214297264, 1214297265, 82137513]",True,,,Singerstraße,residential,30,False,120.461,"LINESTRING (16.3759976 48.206302, 16.3758267 48.2063448, 16.3754923 48.2064729, 16.3751276 48.2066192, 16.3747329 48.2068034, 16.3746136 48.2068637)",,,,,
"[5930432, 1213571090]",True,,,Seilerstätte,residential,30,False,124.985,"LINESTRING (16.3768494 48.2061919, 16.3766479 48.2061042, 16.3764858 48.2060337, 16.3754372 48.2055774)",,,,,
"[1213571110, 1213571111]",True,,,Singerstraße,residential,30,False,64.3,"LINESTRING (16.3768494 48.2061919, 16.3765723 48.2062276, 16.3759976 48.206302)",,,,,
344649349,False,,,Hegelgasse,residential,30,False,21.671,"LINESTRING (16.3762031 48.2043068, 16.3763705 48.2044666)",,,,,
75529655,True,,,Himmelpfortgasse,residential,30,False,62.741,"LINESTRING (16.3762031 48.2043068, 16.376839 48.2040241, 16.3769074 48.2039937)",,,,,
387002798,False,,,Weihburggasse,residential,30,True,63.467999999999996,"LINESTRING (16.3768276 48.2048393, 16.3767168 48.2048894, 16.3762035 48.2051229, 16.376121 48.2051618)",,,,,
"[344047864, 1214299334]",False,,,Weihburggasse,residential,30,False,57.628,"LINESTRING (16.3768276 48.2048393, 16.3773592 48.2046009, 16.377401 48.2045822, 16.3774728 48.20455)",,,,,
"[8072643, 1198882916, 1198882917]",False,,,Coburgbastei,residential,30,False,154.81,"LINESTRING (16.376121 48.2051618, 16.3762126 48.2052333, 16.3763152 48.2053183, 16.3764704 48.2053806, 16.376595 48.2054209, 16.3767383 48.2054764, 16.3769255 48.2055741, 16.3771069 48.2056788, 16.3772146 48.2057543, 16.3775119 48.2060751, 16.3775659 48.2061304)",,,,,
8072744,True,,,Schellinggasse,residential,30,False,74.656,"LINESTRING (16.376121 48.2051618, 16.3760677 48.2051181, 16.3755071 48.2046295)",,,,,
387002798,False,,,Weihburggasse,residential,30,False,63.467999999999996,"LINESTRING (16.376121 48.2051618, 16.3762035 48.2051229, 16.3767168 48.2048894, 16.3768276 48.2048393)",,,,,
75529655,True,,,Himmelpfortgasse,residential,30,False,62.833,"LINESTRING (16.3755071 48.2046295, 16.3762031 48.2043068)",,,,,
8072631,True,,,Weihburggasse,residential,30,False,68.622,"LINESTRING (16.3754372 48.2055774, 16.3757538 48.2053716, 16.3760517 48.2052043, 16.376121 48.2051618)",,,,,
5930438,True,,,Grünangergasse,residential,30,False,135.10899999999998,"LINESTRING (16.3759438 48.2081118, 16.3759043 48.2080452, 16.3756772 48.2077791, 16.3756667 48.2077399, 16.3752696 48.2073653, 16.3752335 48.2073376, 16.3749353 48.20711)",,,,,
8043885,True,,,Schulerstraße,residential,30,False,88.911,"LINESTRING (16.3759438 48.2081118, 16.3755134 48.2082253, 16.3751119 48.2083124, 16.374831 48.208407)",,,,,
8052916,True,,,Strobelgasse,residential,30,False,50.51,"LINESTRING (16.374831 48.208407, 16.3751996 48.2087891)",,5.6,,,
"[635027136, 116758242, 397704243]",True,,,Schulerstraße,residential,30,False,64.284,"LINESTRING (16.374831 48.208407, 16.3747199 48.2084498, 16.3743371 48.2085587, 16.3742734 48.20857, 16.3741436 48.208599, 16.3740454 48.2086241, 16.3740323 48.2086289)",,,yes,,
8072989,True,,,Riemergasse,residential,30,False,50.944,"LINESTRING (16.3771326 48.2076226, 16.3771859 48.2076836, 16.3774092 48.2079781, 16.3774491 48.2080292)",,,,,
26565618,True,,,Riemergasse,residential,30,False,58.987,"LINESTRING (16.3771326 48.2076226, 16.3770876 48.2075676, 16.3767388 48.2071616)",,,,,
"[8043885, 1214297263]",True,,,Schulerstraße,residential,30,False,103.816,"LINESTRING (16.3771326 48.2076226, 16.3770555 48.2076564, 16.3764752 48.207888, 16.3762798 48.2079965, 16.3759438 48.2081118)",,,,,
75529656,True,,,Himmelpfortgasse,residential,50,False,20.189999999999998,"LINESTRING (16.3769074 48.2039937, 16.3769964 48.2039538, 16.3770631 48.2039239, 16.3771335 48.2038924)",,,,,
25950762,True,,,Laurenzerberg,residential,30,False,69.34400000000001,"LINESTRING (16.3779148 48.2103644, 16.3779551 48.2104196, 16.3781542 48.2106876, 16.378208 48.2107727, 16.3783052 48.2109308)",,,,,
"[1216387580, 9225239]",True,,,Fleischmarkt,residential,30,False,70.361,"LINESTRING (16.3789121 48.2100491, 16.3788138 48.2100802, 16.3787209 48.2101096, 16.3780542 48.2103203)",,,,,
8052922,False,,,Liebenberggasse,residential,30,True,34.294,"LINESTRING (16.3775659 48.2061304, 16.3776433 48.2060972, 16.3779509 48.2059593)",,,,,
29066993,True,,,Liebenberggasse,residential,30,False,35.827,"LINESTRING (16.3775659 48.2061304, 16.3774798 48.2061734, 16.3771746 48.2063196)",,,,,
"[8072643, 1198882916, 1198882917]",False,,,Coburgbastei,residential,30,True,154.81,"LINESTRING (16.3775659 48.2061304, 16.3775119 48.2060751, 16.3772146 48.2057543, 16.3771069 48.2056788, 16.3769255 48.2055741, 16.3767383 48.2054764, 16.376595 48.2054209, 16.3764704 48.2053806, 16.3763152 48.2053183, 16.3762126 48.2052333, 16.376121 48.2051618)",,,,,
29066138,True,,,Sonnenfelsgasse,living_street,AT:walk,False,74.91499999999999,"LINESTRING (16.3774409 48.2088216, 16.3774473 48.2088611, 16.3774342 48.2088933, 16.3773811 48.2089473, 16.3773265 48.2089803, 16.3767104 48.2092421)",,,,,
714680570,False,,,Dr.-Ignaz-Seipel-Platz,living_street,,True,21.689,"LINESTRING (16.3774409 48.2088216, 16.3773537 48.2087142, 16.3773023 48.2086498)",,,,,
26565521,False,,,Lugeck,living_street,AT:walk,False,26.008,"LINESTRING (16.3748415 48.2098481, 16.3745552 48.2099834)",,,,,
"[192797122, 26565523, 714680566]",True,,,"['Bäckerstraße', 'Lugeck']",living_street,AT:walk,False,231.59099999999998,"LINESTRING (16.3748415 48.2098481, 16.3748259 48.2098219, 16.3748271 48.2097956, 16.3750008 48.2096279, 16.3750795 48.209566, 16.3753782 48.2094355, 16.3755168 48.2093749, 16.3759977 48.2091708, 16.3763191 48.2090329, 16.3764076 48.2089959, 16.3771315 48.2086985, 16.3773023 48.2086498)",,,,,
"[355382610, 8034547]",True,,,Jakobergasse,residential,30,False,51.824,"LINESTRING (16.3767388 48.2071616, 16.3768556 48.2071089, 16.3773205 48.2069029)",,,,,
"[1213571152, 1213571160, 8024755]",True,,,"['Stubenbastei', 'Jakobergasse']",residential,30,False,123.029,"LINESTRING (16.3773205 48.2069029, 16.3780176 48.2065783, 16.3779663 48.2065278, 16.3776209 48.2061876, 16.3775659 48.2061304)",,,,,
"[1213571147, 8034548]",True,,,An der Hülben,residential,30,False,66.451,"LINESTRING (16.3771746 48.2063196, 16.3772262 48.20637, 16.3772459 48.2064811, 16.3773205 48.2069029)",,,,,
29066987,True,,,Seilerstätte,residential,30,False,28.301,"LINESTRING (16.3771746 48.2063196, 16.3770698 48.2062987, 16.3768494 48.2061919)",,,,,
"[39314766, 116761140, 116761144, 116761145, 116761148]",False,,,Bäckerstraße,living_street,AT:walk,False,104.391,"LINESTRING (16.3773023 48.2086498, 16.3774432 48.208613, 16.3775097 48.2085884, 16.3778758 48.2084525, 16.3779222 48.2084353, 16.3782139 48.2083297, 16.3782871 48.2083119, 16.3785664 48.2082402)",building_passage,,,,
714680570,False,,,Dr.-Ignaz-Seipel-Platz,living_street,,False,21.689,"LINESTRING (16.3773023 48.2086498, 16.3773537 48.2087142, 16.3774409 48.2088216)",,,,,
"[8034540, 912905972]",False,,,Dr.-Ignaz-Seipel-Platz,living_street,,True,15.187,"LINESTRING (16.3773023 48.2086498, 16.3773186 48.2085789, 16.3773261 48.2085466, 16.3773043 48.2085179)",,,,,
"[1216387584, 1216387585, 26420450, 1216387582, 1216387583]",False,,,Postgasse,residential,30,False,98.407,"LINESTRING (16.3785664 48.2082402, 16.3785278 48.2083728, 16.378526 48.2084154, 16.3785285 48.2084606, 16.3785395 48.2085023, 16.3785819 48.2086326, 16.3786032 48.2086979, 16.3786144 48.208717, 16.3787142 48.2088865, 16.3788693 48.2090773)",,,,,
26420460,True,1,,Postgasse,residential,30,False,55.764,"LINESTRING (16.3785664 48.2082402, 16.3785623 48.2081834, 16.3784324 48.2078141, 16.378412 48.2077502)",,,,,
"[30018144, 30018145, 192914507]",False,,,Bäckerstraße,residential,30,False,42.474000000000004,"LINESTRING (16.3785664 48.2082402, 16.3786623 48.2082258, 16.3788053 48.2081793, 16.3790753 48.2080702)",building_passage,,,,
"[39314766, 116761140, 116761144, 116761145, 116761148]",False,,,Bäckerstraße,living_street,AT:walk,True,104.39099999999999,"LINESTRING (16.3785664 48.2082402, 16.3782871 48.2083119, 16.3782139 48.2083297, 16.3779222 48.2084353, 16.3778758 48.2084525, 16.3775097 48.2085884, 16.3774432 48.208613, 16.3773023 48.2086498)",building_passage,,,,
"[1071580802, 777589459, 8024749, 352684735]",True,1,,Postgasse,residential,30,False,105.49700000000001,"LINESTRING (16.37913 48.2115548, 16.3793192 48.2114647, 16.3793585 48.2114318, 16.3793629 48.2114259, 16.3793661 48.2114176, 16.3793691 48.2114107, 16.3793706 48.211402, 16.3793718 48.2113509, 16.379369 48.2113296, 16.3793303 48.2111801, 16.3792751 48.2109909, 16.3792405 48.2108513, 16.3792406 48.2108212, 16.3792412 48.2106891)",,,,,
352684735,True,1,,Postgasse,residential,30,False,75.963,"LINESTRING (16.3792412 48.2106891, 16.3792234 48.2105323, 16.3789777 48.2101562, 16.3789423 48.2101016, 16.3789121 48.2100491)",,,,,
1216387581,False,,,Postgasse,residential,30,True,16.067,"LINESTRING (16.3789696 48.2092054, 16.3788693 48.2090773)",,,,,
30018147,True,,,Postgasse,living_street,AT:walk,False,29.493000000000002,"LINESTRING (16.3789696 48.2092054, 16.3790084 48.2093134, 16.379009 48.2094161, 16.3789803 48.2094639)",,,,,
1216387581,False,,,Postgasse,residential,30,False,16.067,"LINESTRING (16.3788693 48.2090773, 16.3789696 48.2092054)",,,,,
"[1216387584, 1216387585, 26420450, 1216387582, 1216387583]",False,,,Postgasse,residential,30,True,98.40700000000001,"LINESTRING (16.3788693 48.2090773, 16.3787142 48.2088865, 16.3786144 48.208717, 16.3786032 48.2086979, 16.3785819 48.2086326, 16.3785395 48.2085023, 16.3785285 48.2084606, 16.378526 48.2084154, 16.3785278 48.2083728, 16.3785664 48.2082402)",,,,,
7830283,True,,,Wollzeile,residential,30,False,186.997,"LINESTRING (16.3751996 48.2087891, 16.3753556 48.2087288, 16.3762524 48.2084025, 16.3770346 48.2081593, 16.3772637 48.2080871, 16.3773686 48.2080562, 16.3774491 48.2080292)",,,,,
30322934,True,3,,Parkring,secondary,50,False,147.854,"LINESTRING (16.3788315 48.2055563, 16.3778144 48.2045572, 16.3777897 48.2045329, 16.37771 48.2044566)",,,,,
1198882914,False,,,Liebenberggasse,residential,30,False,20.421999999999997,"LINESTRING (16.3788315 48.2055563, 16.3787619 48.2055863, 16.378696 48.2056147, 16.3786024 48.2056583)",,,,,
8052922,False,,,Liebenberggasse,residential,30,False,58.747,"LINESTRING (16.3786024 48.2056583, 16.3785331 48.2056903, 16.3779509 48.2059593)",,,,,
1198882914,False,,,Liebenberggasse,residential,30,True,20.422,"LINESTRING (16.3786024 48.2056583, 16.378696 48.2056147, 16.3787619 48.2055863, 16.3788315 48.2055563)",,,,,
"[8052944, 1198882915, 1214299351]",True,,,Parkring,residential,30,False,148.98800000000003,"LINESTRING (16.3786024 48.2056583, 16.3784711 48.2055319, 16.3779639 48.2050437, 16.3775672 48.2046457, 16.377546 48.2046244, 16.3774728 48.20455)",,,,,
5930438,True,,,Grünangergasse,residential,30,False,36.31,"LINESTRING (16.3749353 48.20711, 16.3746136 48.2068637)",,,,,
8072628,False,,,Nikolaigasse,living_street,7,False,40.551,"LINESTRING (16.3749353 48.20711, 16.37456 48.207339, 16.3745307 48.2073555)",,,,,
8072641,False,,,Cobdengasse,residential,30,False,120.321,"LINESTRING (16.3779509 48.2059593, 16.3788632 48.2068544)",,,,,
8052922,False,,,Liebenberggasse,residential,30,False,34.294,"LINESTRING (16.3779509 48.2059593, 16.3776433 48.2060972, 16.3775659 48.2061304)",,,,,
8052922,False,,,Liebenberggasse,residential,30,True,58.747,"LINESTRING (16.3779509 48.2059593, 16.3785331 48.2056903, 16.3786024 48.2056583)",,,,,
8072641,False,,,Cobdengasse,residential,30,True,120.321,"LINESTRING (16.3788632 48.2068544, 16.3779509 48.2059593)",,,,,
"[1213571161, 768586799]",True,,,Zedlitzgasse,residential,30,False,154.09699999999998,"LINESTRING (16.3788632 48.2068544, 16.3784863 48.2070283, 16.3774007 48.2075056, 16.3772117 48.207588, 16.3771326 48.2076226)",,,,,
27368746,False,,,Heidenschuss,residential,30,True,67.74600000000001,"LINESTRING (16.367113 48.2109374, 16.3669684 48.2110129, 16.3666754 48.2111312, 16.3664302 48.2112296, 16.3663435 48.2112651)",,,,,
172986927,False,,,Am Hof,residential,30,False,58.704,"LINESTRING (16.367113 48.2109374, 16.3676119 48.2106287, 16.3676427 48.2106162, 16.3676716 48.2106099, 16.3677165 48.2106115)",,,,,
190494839,False,,,Am Hof,residential,30,True,106.51400000000001,"LINESTRING (16.367113 48.2109374, 16.3672107 48.2110099, 16.3673517 48.2111147, 16.3675488 48.2112611, 16.368046 48.2116658)",,,,,
8072723,True,,,Färbergasse,residential,30,False,128.323,"LINESTRING (16.368046 48.2116658, 16.3682359 48.2117068, 16.3685648 48.2119602, 16.3691465 48.2124088, 16.3691966 48.2124585, 16.3692244 48.2124861)",,,,,
