osmid,name,highway,maxspeed,oneway,reversed,length,lanes,geometry
"[405502749, 405502750, 405502751]",North Glendale Avenue,secondary,30 mph,False,False,210.478,5,"LINESTRING (-118.2464572 34.14815, -118.2466012 34.1477868, -118.2466064 34.1477737, -118.2467483 34.1474158, -118.2469406 34.1469306, -118.2470006 34.1467794, -118.2471678 34.1463508)"
"[405502752, 405502919, 405502922, 1098233489, 1098233490]",North Glendale Avenue,secondary,30 mph,False,True,214.13799999999998,5,"LINESTRING (-118.2464572 34.14815, -118.2462788 34.1485748, -118.2462261 34.1487003, -118.2461767 34.1488169, -118.2461471 34.1488871, -118.2459833 34.1492787, -118.2459593 34.1493392, -118.2458555 34.1495913, -118.2457005 34.1499711)"
"[405516448, 509076136, 405516432, 405516437, 405516443, 1161602527]",East Wilson Avenue,tertiary,30 mph,False,True,220.71699999999998,"['4', '3']","LINESTRING (-118.2464572 34.14815, -118.2466695 34.1481513, -118.2470021 34.1481533, -118.2471564 34.1481542, -118.2475552 34.1481566, -118.2476462 34.1481569, -118.2479191 34.1481577, -118.2482104 34.1481557, -118.2486129 34.1481521, -118.2488556 34.1481499)"
"[1036525608, 1036525610, 405516453, 405516439]",East Wilson Avenue,tertiary,30 mph,False,False,80.13100000000001,3,"LINESTRING (-118.2464572 34.14815, -118.2460949 34.1481464, -118.2460269 34.1481457, -118.2457775 34.1481433, -118.2457018 34.1481426, -118.2455865 34.1481415)"
"[405502752, 405502919, 405502922, 1098233489, 1098233490]",North Glendale Avenue,secondary,30 mph,False,False,214.138,5,"LINESTRING (-118.2457005 34.1499711, -118.2458555 34.1495913, -118.2459593 34.1493392, -118.2459833 34.1492787, -118.2461471 34.1488871, -118.2461767 34.1488169, -118.2462261 34.1487003, -118.2462788 34.1485748, -118.2464572 34.14815)"
"[405502921, 657766475]",North Glendale Avenue,secondary,30 mph,False,True,172.72600000000003,5,"LINESTRING (-118.2457005 34.1499711, -118.2455607 34.1503243, -118.2455152 34.1504392, -118.2453531 34.1508492, -118.2453184 34.1509368, -118.2452997 34.1509841, -118.2452076 34.1511428, -118.2451178 34.151277, -118.2450273 34.1514161)"
"[161717537, 706103859, 818697245]",East California Avenue,residential,,False,False,63.591,"['3', '2']","LINESTRING (-118.2457005 34.1499711, -118.245387 34.1499681, -118.24534 34.1499677, -118.2450095 34.1499645)"
"[731224576, 1014071229]",East California Avenue,residential,,False,True,61.976,"['3', '2']","LINESTRING (-118.2457005 34.1499711, -118.2462036 34.1499713, -118.2463056 34.1499713, -118.246374 34.1499713)"
161690547,East California Avenue,residential,,False,True,115.821,2,"LINESTRING (-118.248869 34.1499773, -118.2495038 34.14997, -118.2501275 34.1499628)"
"[706103860, 1014071229]",East California Avenue,residential,,False,False,114.92699999999999,2,"LINESTRING (-118.248869 34.1499773, -118.2485602 34.1499774, -118.2482374 34.1499776, -118.2481203 34.1499768, -118.2479919 34.1499767, -118.2476201 34.1499765)"
"[1014071228, 1014071230]",North Isabel Street,residential,,False,False,203.20200000000003,2,"LINESTRING (-118.248869 34.1499773, -118.2488673 34.1497503, -118.2488666 34.1496498, -118.2488654 34.1494884, -118.2488643 34.1493417, -118.2488626 34.149101, -118.2488601 34.1487647, -118.2488587 34.1485773, -118.2488556 34.1481499)"
"[405516449, 405516446, 405516430]",East Wilson Avenue,tertiary,25 mph,False,True,115.47500000000001,2,"LINESTRING (-118.2488556 34.1481499, -118.2491111 34.1481476, -118.2494878 34.1481459, -118.2495227 34.1481439, -118.2496254 34.1481428, -118.2496998 34.1481421, -118.2499117 34.14814, -118.2501103 34.148138)"
"[405516448, 509076136, 405516432, 405516437, 405516443, 1161602527]",East Wilson Avenue,tertiary,30 mph,False,False,220.717,"['4', '3']","LINESTRING (-118.2488556 34.1481499, -118.2486129 34.1481521, -118.2482104 34.1481557, -118.2479191 34.1481577, -118.2476462 34.1481569, -118.2475552 34.1481566, -118.2471564 34.1481542, -118.2470021 34.1481533, -118.2466695 34.1481513, -118.2464572 34.14815)"
456751400,North Isabel Street,residential,,False,False,199.31000000000003,2,"LINESTRING (-118.2488556 34.1481499, -118.2488523 34.1477368, -118.2488501 34.1474509, -118.2488461 34.1469387, -118.2488456 34.1468744, -118.2488451 34.1468103, -118.2488416 34.1463575)"
"[1014071228, 1014071230]",North Isabel Street,residential,,False,True,203.202,2,"LINESTRING (-118.2488556 34.1481499, -118.2488587 34.1485773, -118.2488601 34.1487647, -118.2488626 34.149101, -118.2488643 34.1493417, -118.2488654 34.1494884, -118.2488666 34.1496498, -118.2488673 34.1497503, -118.248869 34.1499773)"
"[509059409, 509059410, 405502748]",South Glendale Avenue,secondary,30 mph,False,False,220.865,5,"LINESTRING (-118.2471678 34.1463508, -118.2472805 34.1460651, -118.2474023 34.1457564, -118.2474535 34.1456266, -118.2474604 34.1456091, -118.2475158 34.1454763, -118.2477295 34.1449638, -118.2477836 34.144834, -118.247789 34.1448211, -118.2478341 34.144735, -118.2479998 34.1444925)"
"[405502749, 405502750, 405502751]",North Glendale Avenue,secondary,30 mph,False,True,210.47799999999998,5,"LINESTRING (-118.2471678 34.1463508, -118.2470006 34.1467794, -118.2469406 34.1469306, -118.2467483 34.1474158, -118.2466064 34.1477737, -118.2466012 34.1477868, -118.2464572 34.14815)"
405508168,East Broadway,secondary,35 mph,False,False,62.679,,"LINESTRING (-118.2471678 34.1463508, -118.2468185 34.1463511, -118.2464867 34.1463513)"
"[1001360552, 608019133]",East Broadway,secondary,,False,True,154.035,,"LINESTRING (-118.2471678 34.1463508, -118.2478531 34.1463535, -118.2488416 34.1463575)"
"[405491896, 405491894]",East Colorado Street,primary,35 mph,False,False,74.98599999999999,"['4', '5']","LINESTRING (-118.2492639 34.1426532, -118.2494583 34.1426492, -118.2498022 34.1426383, -118.249834 34.1426376, -118.2500783 34.1426324)"
"[405492313, 405492291, 724286988, 405491895]",East Colorado Street,primary,35 mph,False,False,341.449,"['4', '5']","LINESTRING (-118.2492639 34.1426532, -118.2490529 34.1426691, -118.2487531 34.1426687, -118.2485186 34.1426684, -118.2482433 34.142668, -118.248131 34.1426678, -118.247848 34.1426674, -118.2475812 34.142667, -118.2474505 34.1426668, -118.2473581 34.1426667, -118.2472127 34.1426665, -118.247139 34.1426664, -118.2468154 34.1426659, -118.2465303 34.1426655, -118.2464778 34.1426654, -118.2464441 34.1426654, -118.2463263 34.1426652, -118.2460683 34.1426649, -118.2460146 34.1426648, -118.2455546 34.1426664)"
"[1039351032, 509078611, 509078612]",South Glendale Avenue,secondary,30 mph,False,True,119.99199999999998,5,"LINESTRING (-118.2492639 34.1426532, -118.24913 34.1428468, -118.2489633 34.1430877, -118.2489283 34.1431383, -118.2489015 34.143177, -118.2488695 34.1432233, -118.248804 34.1433181, -118.2486898 34.1434831, -118.2486161 34.1435897)"
"[1036478986, 1036478983]",North Kenwood Street,residential,,False,False,200.082,2,"LINESTRING (-118.2513667 34.1481273, -118.2513666 34.1479569, -118.2513658 34.147068, -118.2513641 34.1469679, -118.251353 34.146328)"
"[1036478984, 405516440]",East Wilson Avenue,tertiary,25 mph,False,False,115.625,2,"LINESTRING (-118.2513667 34.1481273, -118.2507414 34.1481329, -118.2503556 34.1481364, -118.2501103 34.148138)"
"[1036478985, 161691011, 405516428]",East Wilson Avenue,tertiary,25 mph,False,True,115.28899999999999,2,"LINESTRING (-118.2513667 34.1481273, -118.2515668 34.1481255, -118.2517795 34.1481236, -118.2519376 34.1481221, -118.2520057 34.1481215, -118.2522626 34.148118, -118.2523687 34.1481166, -118.2526194 34.1481132)"
"[161690530, 1036478987]",North Kenwood Street,residential,,False,True,202.49,2,"LINESTRING (-118.2513667 34.1481273, -118.2513683 34.1483326, -118.2513697 34.1485205, -118.251371 34.1486984, -118.2513717 34.1487875, -118.2513732 34.1489882, -118.2513742 34.1491173, -118.2513756 34.149307, -118.2513764 34.1494176, -118.2513769 34.1494829, -118.2513782 34.1496518, -118.2513786 34.1496977, -118.2513805 34.1499483)"
314285928,North Jackson Street,residential,,False,False,199.197,2,"LINESTRING (-118.2501103 34.148138, -118.2501083 34.1477368, -118.2501076 34.1475951, -118.2501066 34.1473973, -118.2501062 34.1473187, -118.250106 34.1472907, -118.2501055 34.1471834, -118.2501038 34.1468382, -118.2501036 34.1467997, -118.2501034 34.1465974, -118.2501032 34.1463466)"
"[405516440, 1036478984]",East Wilson Avenue,tertiary,25 mph,False,True,115.625,2,"LINESTRING (-118.2501103 34.148138, -118.2503556 34.1481364, -118.2507414 34.1481329, -118.2513667 34.1481273)"
"[405516449, 405516430, 405516446]",East Wilson Avenue,tertiary,25 mph,False,False,115.47500000000001,2,"LINESTRING (-118.2501103 34.148138, -118.2499117 34.14814, -118.2496998 34.1481421, -118.2496254 34.1481428, -118.2495227 34.1481439, -118.2494878 34.1481459, -118.2491111 34.1481476, -118.2488556 34.1481499)"
1094457046,North Jackson Street,residential,,False,True,202.915,2,"LINESTRING (-118.2501103 34.148138, -118.2501135 34.1484274, -118.2501147 34.1485416, -118.2501173 34.1487783, -118.2501231 34.1493138, -118.250125 34.1496004, -118.2501275 34.1499628)"
161690547,East California Avenue,residential,,False,False,115.821,2,"LINESTRING (-118.2501275 34.1499628, -118.2495038 34.14997, -118.248869 34.1499773)"
161690547,East California Avenue,residential,,False,True,115.315,2,"LINESTRING (-118.2501275 34.1499628, -118.2506134 34.1499572, -118.2507443 34.1499557, -118.2513805 34.1499483)"
1094457046,North Jackson Street,residential,,False,False,202.91500000000002,2,"LINESTRING (-118.2501275 34.1499628, -118.250125 34.1496004, -118.2501231 34.1493138, -118.2501173 34.1487783, -118.2501147 34.1485416, -118.2501135 34.1484274, -118.2501103 34.148138)"
176020865,East Harvard Street,residential,,False,False,109.07300000000001,,"LINESTRING (-118.2479998 34.1444925, -118.2476011 34.1444902, -118.2472596 34.1444883, -118.2471824 34.1444881, -118.2468146 34.1444874)"
441109591,East Harvard Street,tertiary,25 mph,False,False,76.169,2,"LINESTRING (-118.2479998 34.1444925, -118.2483273 34.1444888, -118.2485123 34.1444867, -118.2488274 34.1444833)"
"[509059409, 509059410, 405502748]",South Glendale Avenue,secondary,30 mph,False,True,220.86499999999995,5,"LINESTRING (-118.2479998 34.1444925, -118.2478341 34.144735, -118.247789 34.1448211, -118.2477836 34.144834, -118.2477295 34.1449638, -118.2475158 34.1454763, -118.2474604 34.1456091, -118.2474535 34.1456266, -118.2474023 34.1457564, -118.2472805 34.1460651, -118.2471678 34.1463508)"
509078612,South Glendale Avenue,secondary,30 mph,False,False,115.301,5,"LINESTRING (-118.2479998 34.1444925, -118.2481333 34.1442969, -118.2481668 34.1442479, -118.2482416 34.1441383, -118.2483171 34.1440277, -118.2483775 34.1439392, -118.2484614 34.1438163, -118.2486161 34.1435897)"
"[405492265, 405492315, 405492318]",East Colorado Street,primary,35 mph,False,False,145.263,5,"LINESTRING (-118.2455546 34.1426664, -118.2451201 34.142664, -118.2442967 34.1426593, -118.244181 34.1426586, -118.2440755 34.1426579, -118.2439762 34.1426579)"
"[405492313, 405492291, 724286988, 405491895]",East Colorado Street,primary,35 mph,False,True,341.449,"['4', '5']","LINESTRING (-118.2455546 34.1426664, -118.2460146 34.1426648, -118.2460683 34.1426649, -118.2463263 34.1426652, -118.2464441 34.1426654, -118.2464778 34.1426654, -118.2465303 34.1426655, -118.2468154 34.1426659, -118.247139 34.1426664, -118.2472127 34.1426665, -118.2473581 34.1426667, -118.2474505 34.1426668, -118.2475812 34.142667, -118.247848 34.1426674, -118.248131 34.1426678, -118.2482433 34.142668, -118.2485186 34.1426684, -118.2487531 34.1426687, -118.2490529 34.1426691, -118.2492639 34.1426532)"
"[706531117, 1072554167]",South Everett Street,residential,,False,True,99.852,2,"LINESTRING (-118.2455546 34.1426664, -118.2455585 34.1428922, -118.245561 34.1430341, -118.2455703 34.1435643)"
"[161690530, 1036478987]",North Kenwood Street,residential,,False,False,202.49,2,"LINESTRING (-118.2513805 34.1499483, -118.2513786 34.1496977, -118.2513782 34.1496518, -118.2513769 34.1494829, -118.2513764 34.1494176, -118.2513756 34.149307, -118.2513742 34.1491173, -118.2513732 34.1489882, -118.2513717 34.1487875, -118.251371 34.1486984, -118.2513697 34.1485205, -118.2513683 34.1483326, -118.2513667 34.1481273)"
161690547,East California Avenue,residential,,False,False,115.315,2,"LINESTRING (-118.2513805 34.1499483, -118.2507443 34.1499557, -118.2506134 34.1499572, -118.2501275 34.1499628)"
161690547,East California Avenue,residential,,False,True,115.167,2,"LINESTRING (-118.2513805 34.1499483, -118.2520206 34.1499412, -118.2525712 34.1499346, -118.2526319 34.1499339)"
405508176,East Broadway,secondary,,False,True,115.576,5,"LINESTRING (-118.251353 34.146328, -118.2519934 34.1463208, -118.252319 34.1463173, -118.2524325 34.1463161, -118.2526088 34.1463143)"
657051262,South Kenwood Street,residential,,False,False,206.99,2,"LINESTRING (-118.251353 34.146328, -118.2513524 34.1458315, -118.2513523 34.1457463, -118.2513519 34.1454383, -118.2513514 34.1450242, -118.2513513 34.1449071, -118.2513509 34.1445608, -118.2513508 34.1444665)"
1001360552,East Broadway,secondary,,False,False,115.033,,"LINESTRING (-118.251353 34.146328, -118.2507228 34.1463373, -118.2504725 34.1463411, -118.2503074 34.1463435, -118.2501032 34.1463466)"
