osmid,name,highway,oneway,reversed,length,geometry,lanes,ref,maxspeed,access
20765055,Sonny Lane,residential,False,False,32.879,"LINESTRING (-94.8895921 29.8505536, -94.8896569 29.8508439)",,,,
20765069,Barrow Road,residential,False,True,42.132,"LINESTRING (-94.8895921 29.8505536, -94.8895573 29.8501759)",,,,
20765086,Stadium Street,residential,False,False,123.74100000000001,"LINESTRING (-94.8895921 29.8505536, -94.8892054 29.850584, -94.8889915 29.8506008, -94.888313 29.85064)",,,,
20765055,Sonny Lane,residential,False,True,32.879,"LINESTRING (-94.8896569 29.8508439, -94.8895921 29.8505536)",,,,
20769040,Mc Daniel Road,residential,False,True,153.493,"LINESTRING (-94.8896569 29.8508439, -94.8912442 29.8507431)",,,,
20765055,Sonny Lane,residential,False,False,130.938,"LINESTRING (-94.8896569 29.8508439, -94.8897171 29.8514161, -94.8900641 29.8519386)",,,,
20765055,Sonny Lane,residential,False,True,130.938,"LINESTRING (-94.8900641 29.8519386, -94.8897171 29.8514161, -94.8896569 29.8508439)",,,,
20771394,Elizabeth,residential,False,True,193.707,"LINESTRING (-94.8900641 29.8519386, -94.8909572 29.8514898, -94.8910806 29.8514038, -94.89122 29.8512619, -94.891258 29.851132, -94.8912442 29.8507431)",,,,
20765069,Barrow Road,residential,False,False,42.132,"LINESTRING (-94.8895573 29.8501759, -94.8895921 29.8505536)",,,,
20765069,Barrow Road,residential,False,True,58.047,"LINESTRING (-94.8895573 29.8501759, -94.8895142 29.8500196, -94.8895034 29.8498009, -94.8895426 29.8496626)",,,,
20769964,East School,residential,False,True,215.87,"LINESTRING (-94.8895573 29.8501759, -94.8916726 29.8500248, -94.891782 29.8499917)",,,,
20765086,Stadium Street,residential,False,True,123.74100000000001,"LINESTRING (-94.888313 29.85064, -94.8889915 29.8506008, -94.8892054 29.850584, -94.8895921 29.8505536)",,,,
52986220,Avenue A,residential,False,False,74.704,"LINESTRING (-94.8931955 29.8512758, -94.8924847 29.8515428)",,,,
20770007,1st Street,residential,False,True,170.29099999999997,"LINESTRING (-94.8931955 29.8512758, -94.8930869 29.8510409, -94.8929514 29.8507454, -94.8926671 29.8500266, -94.8925948 29.8498362)",,,,
"[52986220, 684062478]","['Avenue A', '3rd Street']",residential,False,True,293.62,"LINESTRING (-94.8931955 29.8512758, -94.8934671 29.8511869, -94.8937011 29.8510734, -94.8940095 29.8509734, -94.8943019 29.8508687, -94.8944912 29.8507743, -94.8940457 29.8497579, -94.8939144 29.8494593)",,,,
52986220,Avenue A,residential,False,True,74.704,"LINESTRING (-94.8924847 29.8515428, -94.8931955 29.8512758)",,,,
684062479,Main Street,tertiary,False,True,102.469,"LINESTRING (-94.8924847 29.8515428, -94.8922066 29.8509539, -94.892155 29.8508397, -94.8920867 29.8506884)",2,Loop 207,,
684062478,3rd Street,residential,False,False,176.101,"LINESTRING (-94.8934744 29.8479293, -94.893516 29.8482143, -94.8936152 29.8487087, -94.8936997 29.8489576, -94.8939144 29.8494593)",,,,
20769040,Mc Daniel Road,residential,False,False,81.48,"LINESTRING (-94.8920867 29.8506884, -94.8912442 29.8507431)",,,,
684062479,Main Street,tertiary,False,True,82.856,"LINESTRING (-94.8920867 29.8506884, -94.891782 29.8499917)",2,Loop 207,,
684062479,Main Street,tertiary,False,False,102.46900000000001,"LINESTRING (-94.8920867 29.8506884, -94.892155 29.8508397, -94.8922066 29.8509539, -94.8924847 29.8515428)",2,Loop 207,,
20769040,Mc Daniel Road,residential,False,False,153.493,"LINESTRING (-94.8912442 29.8507431, -94.8896569 29.8508439)",,,,
20769040,Mc Daniel Road,residential,False,True,81.48,"LINESTRING (-94.8912442 29.8507431, -94.8920867 29.8506884)",,,,
20771394,Elizabeth,residential,False,False,193.707,"LINESTRING (-94.8912442 29.8507431, -94.891258 29.851132, -94.89122 29.8512619, -94.8910806 29.8514038, -94.8909572 29.8514898, -94.8900641 29.8519386)",,,,
20769234,West School,residential,False,False,133.99599999999998,"LINESTRING (-94.8939144 29.8494593, -94.893287 29.8496448, -94.8925948 29.8498362)",,,,
"[52986220, 684062478]","['Avenue A', '3rd Street']",residential,False,False,293.62000000000006,"LINESTRING (-94.8939144 29.8494593, -94.8940457 29.8497579, -94.8944912 29.8507743, -94.8943019 29.8508687, -94.8940095 29.8509734, -94.8937011 29.8510734, -94.8934671 29.8511869, -94.8931955 29.8512758)",,,,
684062478,3rd Street,residential,False,True,176.10099999999997,"LINESTRING (-94.8939144 29.8494593, -94.8936997 29.8489576, -94.8936152 29.8487087, -94.893516 29.8482143, -94.8934744 29.8479293)",,,,
20769234,West School,residential,False,False,80.364,"LINESTRING (-94.8925948 29.8498362, -94.8918913 29.8499586, -94.891782 29.8499917)",,,,
20769234,West School,residential,False,True,133.99599999999998,"LINESTRING (-94.8925948 29.8498362, -94.893287 29.8496448, -94.8939144 29.8494593)",,,,
20770007,1st Street,residential,False,False,170.29099999999997,"LINESTRING (-94.8925948 29.8498362, -94.8926671 29.8500266, -94.8929514 29.8507454, -94.8930869 29.8510409, -94.8931955 29.8512758)",,,,
684062479,Main Street,tertiary,False,False,82.856,"LINESTRING (-94.891782 29.8499917, -94.8920867 29.8506884)",2,Loop 207,,
20769234,West School,residential,False,True,80.364,"LINESTRING (-94.891782 29.8499917, -94.8918913 29.8499586, -94.8925948 29.8498362)",,,,
20769964,East School,residential,False,False,215.87,"LINESTRING (-94.891782 29.8499917, -94.8916726 29.8500248, -94.8895573 29.8501759)",,,,
684062479,Main Street,tertiary,False,True,114.17299999999999,"LINESTRING (-94.891782 29.8499917, -94.8915869 29.8495708, -94.891551 29.8494943, -94.8914109 29.849097, -94.8913856 29.8490252)",2,Loop 207,,
20770370,Junior High Road,residential,False,True,245.492,"LINESTRING (-94.8871731 29.848176, -94.8874539 29.8493327, -94.8878035 29.8493136, -94.8886288 29.8492203)",,,,
218393177,Farm-to-Market Road 565,secondary,False,True,369.623,"LINESTRING (-94.8871731 29.848176, -94.8902939 29.8479811, -94.8909939 29.8479194)",2,FM 565,40 mph,
218393177,Farm-to-Market Road 565,secondary,False,False,369.623,"LINESTRING (-94.8909939 29.8479194, -94.8902939 29.8479811, -94.8871731 29.848176)",2,FM 565,40 mph,
"[827810824, 218393177]",Farm-to-Market Road 565,secondary,False,True,430.384,"LINESTRING (-94.8909939 29.8479194, -94.8939749 29.8476733, -94.8945066 29.8476294, -94.8954357 29.8475474)","['3', '2']",FM 565,40 mph,
684062479,Main Street,tertiary,False,False,128.632,"LINESTRING (-94.8909939 29.8479194, -94.8913349 29.8488816, -94.8913436 29.8489063, -94.8913856 29.8490252)",2,Loop 207,,
827810184,Main Street,tertiary,False,False,169.182,"LINESTRING (-94.8909939 29.8479194, -94.8909611 29.8478156, -94.8905653 29.8465613, -94.8905308 29.8464519)",,Loop 207,,no
52986629,North State Highway 146,primary,False,False,104.396,"LINESTRING (-94.8951794 29.8451198, -94.8952916 29.8460536)",5,TX 146,,
20771342,West Williams Street,residential,False,False,199.77499999999998,"LINESTRING (-94.8951794 29.8451198, -94.8941796 29.8452545, -94.8931326 29.8453955)",,,,
52986629,North State Highway 146,primary,False,True,104.396,"LINESTRING (-94.8952916 29.8460536, -94.8951794 29.8451198)",5,TX 146,,
20770858,Higgins Street,residential,False,False,201.987,"LINESTRING (-94.8952916 29.8460536, -94.8948766 29.8460798, -94.8947418 29.8460786, -94.8941423 29.8460438, -94.8937641 29.8460705, -94.8932076 29.846145)",,,,
"[827810825, 52986629]",North State Highway 146,primary,False,False,166.71200000000002,"LINESTRING (-94.8952916 29.8460536, -94.8953396 29.8464801, -94.8953575 29.8466603, -94.8953881 29.846969, -94.8954143 29.8471936, -94.8954357 29.8475474)","['5', '6']",TX 146,,
"[1074394880, 827810826]",,primary,False,True,389.08899999999994,"LINESTRING (-94.8958324 29.8510295, -94.8957773 29.8504467, -94.8955722 29.8487181, -94.8955326 29.8483839, -94.8954932 29.848044, -94.8954532 29.8476981, -94.8954357 29.8475474)",5,TX 146,,
20770845,Main Street,tertiary,False,False,77.793,"LINESTRING (-94.890347 29.8457707, -94.8905308 29.8464519)",,Loop 207,,
20771342,West Williams Street,residential,False,True,271.884,"LINESTRING (-94.890347 29.8457707, -94.8931326 29.8453955)",,,,
20770845,Main Street,tertiary,False,True,77.793,"LINESTRING (-94.8905308 29.8464519, -94.890347 29.8457707)",,Loop 207,,
20770858,Higgins Street,residential,False,True,260.423,"LINESTRING (-94.8905308 29.8464519, -94.8916733 29.8463113, -94.8927288 29.8461973, -94.8932076 29.846145)",,,,
827810184,Main Street,tertiary,False,True,169.182,"LINESTRING (-94.8905308 29.8464519, -94.8905653 29.8465613, -94.8909611 29.8478156, -94.8909939 29.8479194)",,Loop 207,,no
20770858,Higgins Street,residential,False,False,260.423,"LINESTRING (-94.8932076 29.846145, -94.8927288 29.8461973, -94.8916733 29.8463113, -94.8905308 29.8464519)",,,,
20770858,Higgins Street,residential,False,True,201.987,"LINESTRING (-94.8932076 29.846145, -94.8937641 29.8460705, -94.8941423 29.8460438, -94.8947418 29.8460786, -94.8948766 29.8460798, -94.8952916 29.8460536)",,,,
20771479,3rd Street,residential,False,False,158.428,"LINESTRING (-94.8932076 29.846145, -94.8932242 29.8465936, -94.893396 29.8475581)",,,,
20771479,3rd Street,residential,False,True,83.74000000000001,"LINESTRING (-94.8932076 29.846145, -94.8931945 29.8458186, -94.8931326 29.8453955)",,,,
20771342,West Williams Street,residential,False,False,271.884,"LINESTRING (-94.8931326 29.8453955, -94.890347 29.8457707)",,,,
20771342,West Williams Street,residential,False,True,199.77499999999998,"LINESTRING (-94.8931326 29.8453955, -94.8941796 29.8452545, -94.8951794 29.8451198)",,,,
