osmid,name,highway,oneway,reversed,length,geometry,ref,bridge,maxspeed,lanes
20994838,North Baker Street,residential,False,True,106.087,"LINESTRING (-97.792027 32.446089, -97.79204 32.445135)",,,,
21001364,West Rucker Street,residential,False,True,102.283,"LINESTRING (-97.792027 32.446089, -97.790937 32.446086)",,,,
20993260,West Bridge Street,residential,False,False,104.51,"LINESTRING (-97.7876192 32.4431568, -97.787704 32.4431726, -97.7880236 32.4431761, -97.7880633 32.443175, -97.7884907 32.4431819, -97.7886947 32.4431845, -97.7887307 32.4431849)",,,,
"[20995562, 365656421, 365656422]",North Houston Street,secondary,False,False,322.212,"LINESTRING (-97.7876192 32.4431568, -97.7876236 32.4432337, -97.7876278 32.4435711, -97.7876338 32.443863, -97.7876377 32.4440501, -97.7876382 32.4440965, -97.7876387 32.4441522, -97.7876345 32.4446312, -97.7876288 32.4460543)",FM 4;FM 51,yes,,
20995562,North Houston Street,secondary,False,True,104.286,"LINESTRING (-97.7876192 32.4431568, -97.7876115 32.4430877, -97.7876088 32.442687, -97.7876061 32.4423249, -97.7876098 32.4422193)",FM 4;FM 51,,,
21001328,East Bridge Street,residential,False,True,103.806,"LINESTRING (-97.7876192 32.4431568, -97.7875351 32.4431489, -97.7866202 32.443141, -97.7865138 32.4431469)",,,,
20993260,West Bridge Street,residential,False,False,99.00200000000001,"LINESTRING (-97.7887307 32.4431849, -97.7889117 32.44319, -97.7897851 32.4432149)",,,,
20993260,West Bridge Street,residential,False,True,104.51,"LINESTRING (-97.7887307 32.4431849, -97.7886947 32.4431845, -97.7884907 32.4431819, -97.7880633 32.443175, -97.7880236 32.4431761, -97.787704 32.4431726, -97.7876192 32.4431568)",,,,
20999496,North Lambert Street,residential,False,True,106.75399999999999,"LINESTRING (-97.7887307 32.4431849, -97.7887396 32.4428266, -97.788747 32.442529, -97.788751 32.442225)",,,,
20993260,West Bridge Street,residential,False,False,107.446,"LINESTRING (-97.7897851 32.4432149, -97.79093 32.443227)",,,,
21001909,North Travis Street,residential,False,False,103.257,"LINESTRING (-97.7897851 32.4432149, -97.7897798 32.4441435)",,,,
21001909,North Travis Street,residential,False,True,109.16,"LINESTRING (-97.7897851 32.4432149, -97.789785 32.4422332)",,,,
20993260,West Bridge Street,residential,False,True,99.00200000000001,"LINESTRING (-97.7897851 32.4432149, -97.7889117 32.44319, -97.7887307 32.4431849)",,,,
20993260,West Bridge Street,residential,False,False,104.09,"LINESTRING (-97.79093 32.443227, -97.792039 32.443246)",,,,
20993260,West Bridge Street,residential,False,True,107.446,"LINESTRING (-97.79093 32.443227, -97.7897851 32.4432149)",,,,
20995448,North Thrash Street,residential,False,False,103.637,"LINESTRING (-97.79093 32.443227, -97.790922 32.444159)",,,,
20997208,Thrash Street,residential,False,True,108.082,"LINESTRING (-97.79093 32.443227, -97.790926 32.442255)",,,,
20993260,West Bridge Street,residential,False,True,104.09,"LINESTRING (-97.792039 32.443246, -97.79093 32.443227)",,,,
20994838,North Baker Street,residential,False,False,103.968,"LINESTRING (-97.792039 32.443246, -97.792041 32.444181)",,,,
20994838,North Baker Street,residential,False,True,107.531,"LINESTRING (-97.792039 32.443246, -97.7920344 32.4428439, -97.792028 32.442279)",,,,
20999889,East Rucker Street,residential,False,False,134.861,"LINESTRING (-97.785105 32.446092, -97.786542 32.446073)",,,,
