osmid,oneway,name,highway,reversed,length,geometry,junction,lanes,bridge,access,maxspeed
32806366,True,North Frontage Road East,tertiary,False,58.117,"LINESTRING (-106.3777151 39.6449099, -106.3777833 39.644961, -106.3778906 39.6450054, -106.3780618 39.6450324, -106.3781879 39.6450443, -106.3782611 39.6450595, -106.3783452 39.6450623)",,,,,
438929087,True,,tertiary,False,16.681,"LINESTRING (-106.3777151 39.6449099, -106.3777827 39.6448922, -106.377829 39.6448622, -106.3778639 39.6448219)",circular,,,,
"[32806363, 1154831932]",True,,motorway_link,False,376.882,"LINESTRING (-106.3778686 39.6447831, -106.377935 39.6447803, -106.3780386 39.6447536, -106.3781446 39.6447454, -106.3782173 39.6447529, -106.3789278 39.6448981, -106.3793269 39.6449631, -106.3802374 39.6450711, -106.3814189 39.6451974, -106.3818686 39.6452861, -106.3821923 39.6453064)",,1,,,
438929087,True,,tertiary,False,34.872,"LINESTRING (-106.3778686 39.6447831, -106.3778236 39.6446656, -106.3778214 39.6444745)",circular,,,,
32805918,True,,motorway_link,False,72.481,"LINESTRING (-106.3788026 39.644, -106.3786876 39.6439613, -106.3786263 39.6439167, -106.3785965 39.643864, -106.378599 39.6437943, -106.3786201 39.643754, -106.3786874 39.6437034, -106.3787593 39.6436606, -106.3788228 39.6436261, -106.3789708 39.6435981)",,1,,,
630219573,True,,motorway_link,False,56.977000000000004,"LINESTRING (-106.3788026 39.644, -106.3786121 39.6439745, -106.3785489 39.6439596, -106.3784798 39.6439402, -106.3784604 39.6439311, -106.3784255 39.6439148, -106.3783944 39.6438763, -106.3783692 39.6438348, -106.3783505 39.6437777, -106.3783353 39.6437219)",,2,,,
32806322,True,Vail Road,tertiary,False,42.242000000000004,"LINESTRING (-106.3778708 39.6436566, -106.3779185 39.643768, -106.3779453 39.6438302, -106.3779702 39.6439169, -106.3779932 39.6440237)",,,,,
179922914,True,,tertiary,False,40.843,"LINESTRING (-106.3778708 39.6436566, -106.3779271 39.6437159, -106.3780049 39.6437584, -106.3780962 39.6437798, -106.3781915 39.6437779, -106.3782812 39.6437528)",roundabout,2,,,
438929086,True,,tertiary,False,9.886,"LINESTRING (-106.3775626 39.6447438, -106.3775516 39.6447799, -106.3775673 39.6448303)",circular,,,,
17040188,False,Willow Place,residential,False,150.93900000000002,"LINESTRING (-106.3761457 39.6402834, -106.376005 39.640476, -106.37599 39.640548, -106.376005 39.640643, -106.376052 39.640723, -106.376111 39.640777, -106.376191 39.640821, -106.376287 39.640853, -106.376394 39.64088, -106.376487 39.640882, -106.376596 39.640866, -106.376728 39.640811, -106.376813 39.640752, -106.376863 39.640686, -106.3769097 39.6405618)",,,,,
17043884,True,Willow Road,residential,False,74.541,"LINESTRING (-106.3761457 39.6402834, -106.376355 39.640432, -106.37647 39.640483, -106.376567 39.640509, -106.376691 39.640535, -106.3767562 39.6405481, -106.3769097 39.6405618)",,,,,
17040188,False,Willow Place,residential,True,150.939,"LINESTRING (-106.3769097 39.6405618, -106.376863 39.640686, -106.376813 39.640752, -106.376728 39.640811, -106.376596 39.640866, -106.376487 39.640882, -106.376394 39.64088, -106.376287 39.640853, -106.376191 39.640821, -106.376111 39.640777, -106.376052 39.640723, -106.376005 39.640643, -106.37599 39.640548, -106.376005 39.640476, -106.3761457 39.6402834)",,,,,
17043884,True,Willow Road,residential,False,73.62899999999999,"LINESTRING (-106.3769097 39.6405618, -106.377013 39.640558, -106.377257 39.640534, -106.3777625 39.6404792)",,,,,
17040218,False,Beaver Dam Road,residential,False,638.683,"LINESTRING (-106.385215 39.641299, -106.384872 39.641361, -106.384667 39.641384, -106.384416 39.641388, -106.384304 39.641379, -106.383611 39.641272, -106.383491 39.641266, -106.383366 39.641265, -106.383085 39.641277, -106.38282 39.6413, -106.382142 39.641393, -106.381998 39.641407, -106.381847 39.641413, -106.381694 39.641412, -106.381405 39.64139, -106.380911 39.641316, -106.380625 39.641291, -106.380517 39.64127, -106.380378 39.641225, -106.380096 39.641109, -106.379661 39.641025, -106.379433 39.640962, -106.379078 39.640818, -106.3788785 39.6407493, -106.3787104 39.640722, -106.3785457 39.6407127, -106.3781107 39.640657, -106.3779651 39.6406632)",,,,,
17044003,False,Beaver Dam Circle,residential,False,239.301,"LINESTRING (-106.385215 39.641299, -106.385483 39.641311, -106.38563 39.641324, -106.385749 39.64136, -106.385833 39.641421, -106.385877 39.641489, -106.385888 39.64159, -106.385873 39.641671, -106.385842 39.64174, -106.385753 39.641873, -106.385693 39.641954, -106.385591 39.642047, -106.385487 39.64211, -106.385358 39.642164, -106.385236 39.642197, -106.385077 39.64223, -106.384984 39.642245, -106.384877 39.64225, -106.3846477 39.6422252, -106.3844514 39.6421433)",,,,,
