osmid,oneway,ref,name,highway,reversed,length,lanes,geometry
999013308,True,CR 6,Mississippi Street Northeast,tertiary,False,13.602,,"LINESTRING (-93.2636433 45.0860847, -93.2634701 45.0860817)"
999013301,True,MN 47,University Avenue Northeast,trunk,False,325.881,2,"LINESTRING (-93.2636433 45.0860847, -93.2636431 45.0859801, -93.2636467 45.0843493, -93.263639 45.083154)"
991876851,True,MN 47,University Avenue Northeast,trunk,False,13.523,,"LINESTRING (-93.2634701 45.0860817, -93.2634672 45.0862033)"
"[991876850, 992116310]",True,CR 6,Mississippi Street Northeast,tertiary,False,208.84199999999998,2,"LINESTRING (-93.2634701 45.0860817, -93.2634026 45.0860819, -93.2633025 45.0860823, -93.263229 45.0860816, -93.2629205 45.0860818, -93.2621851 45.0860793, -93.26174 45.0860777, -93.2616774 45.0860775, -93.260816 45.0861493)"
58199719,False,CR 6,Mississippi Street Northeast,tertiary,False,9.665,,"LINESTRING (-93.260816 45.0861493, -93.2606929 45.0861499)"
"[58199720, 992116311]",True,CR 6,Mississippi Street Northeast,tertiary,False,208.331,,"LINESTRING (-93.260816 45.0861493, -93.2617047 45.0861953, -93.2617496 45.0861955, -93.2622755 45.0861979, -93.2632384 45.0862019, -93.2634672 45.0862033)"
1118041396,True,,5th Street Northeast,residential,False,97.245,,"LINESTRING (-93.260816 45.0861493, -93.2608226 45.0860366, -93.2607891 45.0853485, -93.2607265 45.0852901)"
18011865,False,,5th Street Northeast,residential,True,18.871,,"LINESTRING (-93.2607385 45.0851206, -93.2607265 45.0852901)"
1097584335,False,,,unclassified,True,41.408,,"LINESTRING (-93.2607385 45.0851206, -93.2612659 45.0851172)"
18011865,False,,5th Street Northeast,residential,False,117.376,,"LINESTRING (-93.2607385 45.0851206, -93.2607294 45.084997, -93.2607225 45.0841368, -93.2607219 45.0840652)"
18015272,False,,63rd Avenue Northeast,residential,False,198.905,,"LINESTRING (-93.2632757 45.0828206, -93.2631338 45.0828189, -93.2623336 45.0828092, -93.262131 45.0828068, -93.261911 45.0828041, -93.2616897 45.0828107, -93.2615503 45.0828237, -93.261442 45.0828452, -93.2611668 45.0829321, -93.2610125 45.0829678, -93.2608637 45.0829914, -93.2607867 45.0829979)"
"[18007360, 323146012]",False,,"['Fourmies Avenue Northeast', 'University Service Road']","['unclassified', 'residential']",False,384.3540000000001,,"LINESTRING (-93.2632757 45.0828206, -93.2632763 45.0830143, -93.2632774 45.0834073, -93.2632757 45.0839359, -93.2632743 45.0843487, -93.2631941 45.084349, -93.2626215 45.0843513, -93.2623959 45.0843522, -93.2622846 45.0843486, -93.2622116 45.0843317, -93.2621473 45.084304, -93.2620963 45.0842691, -93.2619997 45.0841379, -93.2619561 45.0841056, -93.2619087 45.0840853, -93.2618537 45.0840715, -93.2612638 45.0840673, -93.2607219 45.0840652)"
18006333,False,,67th Avenue Northeast,residential,False,167.461,,"LINESTRING (-93.2623617 45.0882596, -93.2602287 45.0882446)"
"[18005066, 18006333, 18007662]",False,,"['67th Avenue Northeast', '66th Avenue Northeast', 'University Avenue Service Road']",residential,"[False, True]",556.685,,"LINESTRING (-93.2623617 45.0882596, -93.2631789 45.0882608, -93.2632252 45.0882531, -93.2632536 45.0882305, -93.2632596 45.0881757, -93.2632654 45.0873785, -93.2632574 45.0873465, -93.263232 45.0873156, -93.2631711 45.0873004, -93.258356 45.087287)"
230919014,False,,7th Street Northeast,tertiary,True,221.724,,"LINESTRING (-93.258126 45.084983, -93.2581159 45.082989)"
18003532,False,,Bennett Drive Northeast,residential,False,101.267,,"LINESTRING (-93.258126 45.084983, -93.257547 45.084973, -93.256894 45.085068, -93.256875 45.085096)"
230919014,False,,7th Street Northeast,tertiary,False,131.337,,"LINESTRING (-93.258126 45.084983, -93.258149 45.085199, -93.258275 45.08553, -93.258371 45.08603, -93.2583708 45.0860539, -93.25837 45.0861472)"
18010334,False,,Washington Street Northeast,residential,True,235.528,,"LINESTRING (-93.256875 45.085096, -93.256839 45.082978)"
18003532,False,,Bennett Drive Northeast,residential,False,100.574,,"LINESTRING (-93.256875 45.085096, -93.256509 45.085221, -93.255635 45.085241)"
18003532,False,,Bennett Drive Northeast,residential,True,101.267,,"LINESTRING (-93.256875 45.085096, -93.256894 45.085068, -93.257547 45.084973, -93.258126 45.084983)"
18014976,False,,Jefferson Street Northeast,residential,True,252.752,,"LINESTRING (-93.255635 45.085241, -93.255613 45.082968)"
18003532,False,,Bennett Drive Northeast,residential,False,96.285,,"LINESTRING (-93.255635 45.085241, -93.255351 45.085248, -93.254409 45.085233)"
18003532,False,,Bennett Drive Northeast,residential,True,100.574,,"LINESTRING (-93.255635 45.085241, -93.256509 45.085221, -93.256875 45.085096)"
18003532,False,,Bennett Drive Northeast,residential,False,105.702,,"LINESTRING (-93.254409 45.085233, -93.253063 45.085211)"
18003532,False,,Bennett Drive Northeast,residential,True,96.285,,"LINESTRING (-93.254409 45.085233, -93.255351 45.085248, -93.255635 45.085241)"
18017605,False,,Madison Street Northeast,residential,True,253.376,,"LINESTRING (-93.254409 45.085233, -93.2543922 45.0849221, -93.254286 45.082956)"
18003532,False,,Bennett Drive Northeast,residential,True,105.702,,"LINESTRING (-93.253063 45.085211, -93.254409 45.085233)"
18008276,False,,Monroe Street Northeast,residential,True,250.753,,"LINESTRING (-93.253063 45.085211, -93.253037 45.082956)"
18008276,False,,Monroe Street Northeast,residential,False,101.554,,"LINESTRING (-93.253063 45.085211, -93.2530681 45.0853849, -93.2530734 45.0855656, -93.2530872 45.0860324, -93.2530899 45.0861241)"
18015272,False,,63rd Avenue Northeast,residential,False,100.261,,"LINESTRING (-93.2581159 45.082989, -93.256839 45.082978)"
18015272,False,,63rd Avenue Northeast,residential,True,101.172,,"LINESTRING (-93.2581159 45.082989, -93.2594045 45.082992)"
230919014,False,,7th Street Northeast,tertiary,False,221.724,,"LINESTRING (-93.2581159 45.082989, -93.258126 45.084983)"
997220475,False,,7th Street Northeast,residential,False,126.745,,"LINESTRING (-93.25837 45.0861472, -93.258356 45.087287)"
58199719,False,CR 6,Mississippi Street Northeast,tertiary,False,414.544,,"LINESTRING (-93.25837 45.0861472, -93.2557512 45.0861357, -93.2551271 45.086133, -93.2538124 45.0861318, -93.2530899 45.0861241)"
58199719,False,CR 6,Mississippi Street Northeast,tertiary,True,182.373,,"LINESTRING (-93.25837 45.0861472, -93.2587966 45.0861492, -93.259438 45.086155, -93.2600333 45.0861531, -93.2606929 45.0861499)"
230919014,False,,7th Street Northeast,tertiary,True,131.337,,"LINESTRING (-93.25837 45.0861472, -93.2583708 45.0860539, -93.258371 45.08603, -93.258275 45.08553, -93.258149 45.085199, -93.258126 45.084983)"
18007662,False,,66th Avenue Northeast,residential,False,111.904,,"LINESTRING (-93.258356 45.087287, -93.2569306 45.0872852)"
997220475,False,,7th Street Northeast,residential,True,126.745,,"LINESTRING (-93.258356 45.087287, -93.25837 45.0861472)"
