osmid,name,highway,oneway,reversed,length,lanes,geometry,maxspeed,ref,junction
11116704,Mickens Lane,residential,False,True,56.172,,"LINESTRING (-81.803288 24.553215, -81.8029537 24.5528116)",,,
11117572,Noah Lane,residential,False,True,90.27700000000002,2,"LINESTRING (-81.8062377 24.5532043, -81.8059285 24.5527936, -81.8059212 24.5527729, -81.8059001 24.5526739, -81.8058859 24.5526404, -81.8058572 24.5526015, -81.8058321 24.5525676, -81.8057905 24.5525112)",,,
495116958,Noah Lane,residential,True,False,59.169000000000004,1,"LINESTRING (-81.8062377 24.5532043, -81.8062109 24.5532269, -81.8061956 24.5532571, -81.8061942 24.5532903, -81.8062125 24.5533269, -81.8062373 24.5533514, -81.8062648 24.5533597, -81.8063013 24.553361, -81.8063356 24.5533495, -81.8063624 24.5533269, -81.8063777 24.5532968, -81.8063791 24.5532636, -81.8063608 24.5532269, -81.806336 24.5532023, -81.8063085 24.5531941, -81.806272 24.5531928, -81.8062377 24.5532043)",,,
83453934,Virginia Street,residential,False,False,70.935,,"LINESTRING (-81.7972514 24.5509972, -81.7978285 24.5506347)",20 mph,,
"[744494748, 79232303]",Simonton Street,tertiary,False,True,126.03599999999999,,"LINESTRING (-81.7972514 24.5509972, -81.7973565 24.5511277, -81.7974069 24.5511961, -81.7974868 24.5513047, -81.7978537 24.5517955, -81.7979177 24.5518841, -81.7979514 24.5519347)",20 mph,,
11118378,Whitmarsh Lane,residential,False,True,123.869,,"LINESTRING (-81.7987671 24.5540924, -81.7994617 24.5550099)",20 mph,,
79239657,Petronia Street,residential,True,False,67.575,,"LINESTRING (-81.7987671 24.5540924, -81.799314 24.5537433)",20 mph,,
11118602,Fleming Street,residential,False,False,43.028,,"LINESTRING (-81.8062971 24.5539241, -81.8062436 24.5539589, -81.8059509 24.554149)",20 mph,,
11123142,Emma Street,residential,False,False,158.03799999999998,,"LINESTRING (-81.8062971 24.5539241, -81.8054807 24.552839, -81.8054538 24.5528032, -81.8054143 24.5527514)",,,
"[1059094210, 11123142]","['Front Street', 'Emma Street']",residential,False,True,136.095,,"LINESTRING (-81.8062971 24.5539241, -81.8064471 24.5541413, -81.8064777 24.5542074, -81.8064958 24.5542783, -81.806525 24.5551008)",,,
11118602,Fleming Street,residential,False,True,95.53999999999999,,"LINESTRING (-81.8051485 24.5546024, -81.8051509 24.5546011, -81.805496 24.554406, -81.8059509 24.554149)",20 mph,,
79235706,Thomas Street,residential,False,False,155.543,,"LINESTRING (-81.8051485 24.5546024, -81.8047196 24.5540238, -81.8045956 24.5538565, -81.8043673 24.5535487, -81.8042887 24.5534426)",20 mph,,
86282623,Fleming Street,tertiary,False,False,138.656,,"LINESTRING (-81.8051485 24.5546024, -81.8047058 24.5548731, -81.8046509 24.5549067, -81.8042996 24.5551215, -81.8040852 24.5552554, -81.8040127 24.5553007)",20 mph,,
39276524,Whitehead Street,primary,False,True,109.919,2,"LINESTRING (-81.8040127 24.5553007, -81.8039675 24.5552392, -81.8037282 24.5549199, -81.8035669 24.5547046, -81.8034521 24.5545514, -81.8034012 24.5544835)",20 mph,US 1,
"[1174630243, 39276526]",Whitehead Street,primary,False,False,123.33700000000002,2,"LINESTRING (-81.8040127 24.5553007, -81.8041031 24.5554239, -81.8042366 24.5556088, -81.8043704 24.5557939, -81.8045845 24.5560639, -81.8046635 24.5561635, -81.8047027 24.556215)",20 mph,,
86282623,Fleming Street,tertiary,False,True,138.656,,"LINESTRING (-81.8040127 24.5553007, -81.8040852 24.5552554, -81.8042996 24.5551215, -81.8046509 24.5549067, -81.8047058 24.5548731, -81.8051485 24.5546024)",20 mph,,
1174592121,Fleming Street,tertiary,True,False,134.419,,"LINESTRING (-81.8040127 24.5553007, -81.8039137 24.5553629, -81.8034577 24.5556507, -81.803436 24.5556635, -81.8029907 24.5559442, -81.8029223 24.5559917)",20 mph,,
86282774,Duval Street,tertiary,False,False,110.76,2,"LINESTRING (-81.8029223 24.5559917, -81.802853 24.5559015, -81.8022985 24.555173)",20 mph,,
86282774,Duval Street,tertiary,False,True,122.96699999999998,2,"LINESTRING (-81.8029223 24.5559917, -81.8029974 24.5560936, -81.8032443 24.5564222, -81.8035046 24.5567686, -81.8036056 24.5569064)",20 mph,,
1174592121,Fleming Street,tertiary,True,False,84.653,,"LINESTRING (-81.8029223 24.5559917, -81.8028642 24.5560317, -81.8022323 24.5564225)",20 mph,,
11120993,Bahama Street,residential,False,False,153.70999999999998,,"LINESTRING (-81.8022323 24.5564225, -81.8017822 24.5557884, -81.8016936 24.5556636, -81.8014196 24.5552777, -81.8014079 24.5552612)",20 mph,,
11120993,Bahama Street,residential,False,True,121.832,,"LINESTRING (-81.8022323 24.5564225, -81.8024172 24.5566748, -81.8024897 24.5567738, -81.8027015 24.5570627, -81.8029004 24.5573342)",20 mph,,
1174592121,Fleming Street,tertiary,True,False,78.32000000000001,,"LINESTRING (-81.8022323 24.5564225, -81.8016518 24.5567829, -81.8015917 24.5568182)",20 mph,,
79258381,Fleming Street,tertiary,True,False,136.392,,"LINESTRING (-81.8015917 24.5568182, -81.8015417 24.5568536, -81.8004876 24.5575224)",20 mph,,
86282835,Simonton Street,tertiary,False,False,152.983,,"LINESTRING (-81.8015917 24.5568182, -81.801583 24.5568048, -81.8015531 24.5567588, -81.8011513 24.5562356, -81.8008045 24.5557852, -81.8007413 24.5556991, -81.8007321 24.5556864)",20 mph,,
1174592122,Simonton Street,tertiary,False,True,123.445,,"LINESTRING (-81.8015917 24.5568182, -81.8016276 24.5568645, -81.8022376 24.557654, -81.8022899 24.5577287)",20 mph,,
79232308,Elizabeth Street,residential,False,False,153.055,,"LINESTRING (-81.8004876 24.5575224, -81.8004713 24.5575007, -81.8002437 24.5571985, -81.7996431 24.5563939, -81.7996361 24.5563845)",20 mph,,
79232308,Elizabeth Street,residential,False,True,121.582,,"LINESTRING (-81.8004876 24.5575224, -81.8006348 24.5577269, -81.8007228 24.5578484, -81.801161 24.5584281)",20 mph,,
79258381,Fleming Street,tertiary,True,False,137.463,,"LINESTRING (-81.8004876 24.5575224, -81.8003945 24.5575796, -81.7997512 24.5579751, -81.7993667 24.5582215)",20 mph,,
11119200,William Street,residential,False,True,121.544,,"LINESTRING (-81.7993667 24.5582215, -81.8000315 24.5591321)",20 mph,,
11119200,William Street,residential,False,False,154.47299999999998,,"LINESTRING (-81.7993667 24.5582215, -81.7993552 24.5582067, -81.7989246 24.5576539, -81.7985213 24.5570897, -81.7985089 24.5570724)",20 mph,,
79258381,Fleming Street,tertiary,True,False,138.626,,"LINESTRING (-81.7993667 24.5582215, -81.7990419 24.5584273, -81.798543 24.5587443, -81.7982387 24.5589297)",20 mph,,
79232310,Margaret Street,residential,False,False,154.55199999999996,,"LINESTRING (-81.7982387 24.5589297, -81.7982255 24.558912, -81.7973909 24.5577943, -81.7973801 24.5577799)",20 mph,,
83634397,Front Street,residential,False,False,66.876,,"LINESTRING (-81.8065576 24.5557015, -81.806525 24.5551008)",,,
"[11118697, 11118695]",Admirals Lane,residential,False,"[False, True]",50.050000000000004,,"LINESTRING (-81.8065576 24.5557015, -81.8061359 24.5557232, -81.8061333 24.5557891)",,,
"[79250677, 83634397]","['Front Street', 'Caroline Street']",residential,False,"[False, True]",192.113,,"LINESTRING (-81.8065576 24.5557015, -81.8065695 24.5560002, -81.8065982 24.5567188, -81.8059614 24.557129)",,,
548615192,Admirals Lane,residential,False,True,42.477,,"LINESTRING (-81.8057875 24.5560059, -81.8061333 24.5557891)",,,
11118697,Admirals Lane,residential,False,False,16.394,,"LINESTRING (-81.805718 24.5567814, -81.8058519 24.5566983)",,,
11119663,Penny Lane,residential,False,False,38.28,,"LINESTRING (-81.805718 24.5567814, -81.805677 24.5567313, -81.8056604 24.5566947, -81.805661 24.5566673, -81.8056718 24.5566447, -81.8056932 24.5566325, -81.8057415 24.5566307, -81.8057764 24.5566398, -81.8058519 24.5566983)",,,
11119663,Penny Lane,residential,False,True,45.825,,"LINESTRING (-81.805718 24.5567814, -81.8059343 24.5570903, -81.8059614 24.557129)",,,
11118722,Charles Street,residential,False,False,64.927,,"LINESTRING (-81.805469 24.5583659, -81.8049478 24.5587068)",20 mph,,
11122447,Telegraph Lane,residential,True,False,53.041,,"LINESTRING (-81.805469 24.5583659, -81.8057635 24.5587606)",20 mph,,
11118722,Charles Street,residential,False,True,64.927,,"LINESTRING (-81.8049478 24.5587068, -81.805469 24.5583659)",20 mph,,
79235701,Duval Street,tertiary,False,False,86.59400000000001,2,"LINESTRING (-81.8049478 24.5587068, -81.8045225 24.5581231, -81.8044707 24.5580603)",20 mph,,
79235701,Duval Street,tertiary,False,True,52.335,2,"LINESTRING (-81.8049478 24.5587068, -81.8051943 24.5590361, -81.8052371 24.559097)",20 mph,,
745778031,Petronia Street,residential,True,False,66.282,1,"LINESTRING (-81.8022952 24.5518692, -81.8028321 24.5515274)",20 mph,,
11118757,Terry Lane,residential,False,False,122.96400000000001,,"LINESTRING (-81.8022952 24.5518692, -81.802281 24.5518507, -81.8016203 24.5509864, -81.8016011 24.5509613)",20 mph,,
79239664,Olivia Street,residential,True,False,67.772,,"LINESTRING (-81.8016011 24.5509613, -81.8010396 24.5512939)",20 mph,,
11118757,Terry Lane,residential,False,True,122.96400000000001,,"LINESTRING (-81.8016011 24.5509613, -81.8016203 24.5509864, -81.802281 24.5518507, -81.8022952 24.5518692)",20 mph,,
11119200,William Street,residential,False,False,121.544,,"LINESTRING (-81.8000315 24.5591321, -81.7993667 24.5582215)",20 mph,,
86282865,Eaton Street,primary,False,True,69.622,2,"LINESTRING (-81.8000315 24.5591321, -81.8005975 24.5587757)",20 mph,,
11119200,William Street,residential,False,False,89.507,,"LINESTRING (-81.7985089 24.5570724, -81.798012 24.5564063)",20 mph,,
11119200,William Street,residential,False,True,154.47299999999998,,"LINESTRING (-81.7985089 24.5570724, -81.7985213 24.5570897, -81.7989246 24.5576539, -81.7993552 24.5582067, -81.7993667 24.5582215)",20 mph,,
11120033,Southard Street,tertiary,True,False,137.29,,"LINESTRING (-81.7985089 24.5570724, -81.7990587 24.5567305, -81.7996361 24.5563845)",20 mph,,
11119200,William Street,residential,False,True,137.477,,"LINESTRING (-81.7972346 24.5553921, -81.798012 24.5564063)",20 mph,,
632159870,Windsor Lane,residential,True,False,24.491,,"LINESTRING (-81.7974767 24.5553966, -81.7972346 24.5553921)",20 mph,,
11119663,Penny Lane,residential,False,False,45.825,,"LINESTRING (-81.8059614 24.557129, -81.8059343 24.5570903, -81.805718 24.5567814)",,,
79250677,Caroline Street,residential,False,False,48.802,,"LINESTRING (-81.8059614 24.557129, -81.8056374 24.5573291, -81.8056251 24.5573367, -81.8055624 24.5573758)",,,
"[83634397, 79250677]","['Front Street', 'Caroline Street']",residential,False,"[False, True]",192.113,,"LINESTRING (-81.8059614 24.557129, -81.8065982 24.5567188, -81.8065695 24.5560002, -81.8065576 24.5557015)",,,
79232308,Elizabeth Street,residential,False,False,121.582,,"LINESTRING (-81.801161 24.5584281, -81.8007228 24.5578484, -81.8006348 24.5577269, -81.8004876 24.5575224)",20 mph,,
