osmid,oneway,name,highway,reversed,length,geometry,lanes,ref,maxspeed,width,bridge
121045850,True,Gateway Road,residential,False,175.863,"LINESTRING (-72.5763779 42.2564592, -72.5762127 42.2564289, -72.5761129 42.2564101, -72.5758388 42.2563645, -72.5756699 42.2563364, -72.575601 42.2563249, -72.5753759 42.2562861, -72.5753451 42.2562817, -72.5751294 42.2562512, -72.5749612 42.2562436, -72.5747891 42.2562447, -72.5745533 42.2562269, -72.5742836 42.2561733)",,,,,
664535290,False,College Street,secondary,False,225.28,"LINESTRING (-72.5763779 42.2564592, -72.576358 42.2565107, -72.576325 42.256596, -72.576269 42.25675, -72.576213 42.256905, -72.57614 42.257099, -72.5759928 42.257555, -72.5758512 42.2579469, -72.5757924 42.258064, -72.575748 42.2581365, -72.5757057 42.258202, -72.5756519 42.258271, -72.5756049 42.2583245, -72.5755549 42.2583807)",2,MA 116,35 mph,27.4,
664535290,False,College Street,secondary,True,97.75900000000001,"LINESTRING (-72.5763779 42.2564592, -72.576429 42.256307, -72.576477 42.256174, -72.576524 42.256039, -72.5766894 42.2556109)",2,MA 116,35 mph,27.4,
9440712,False,Dunlap Place,residential,False,82.07599999999998,"LINESTRING (-72.572955 42.25938, -72.572876 42.259348, -72.572797 42.259316, -72.572718 42.259284, -72.572619 42.25924, -72.57252 42.259196, -72.572415 42.259164, -72.572353 42.259151, -72.572289 42.259142, -72.5722265 42.259141, -72.5720732 42.2591583, -72.5720379 42.2591609)",2,,,12.2,
9440712,False,Dunlap Place,residential,True,94.68599999999999,"LINESTRING (-72.572955 42.25938, -72.5731767 42.2594679, -72.573341 42.259533, -72.5734518 42.2595803, -72.5738546 42.2597523, -72.5739408 42.2598138)",2,,,12.2,
9440873,False,Everett Road,residential,True,142.681,"LINESTRING (-72.572955 42.25938, -72.57323 42.2590275, -72.5734582 42.258693, -72.5736842 42.2582922, -72.5737192 42.2582303)",2,,,9.1,
"[120782969, 120783023]",False,Blanchard Circle,residential,False,284.48100000000005,"LINESTRING (-72.5756225 42.2546502, -72.575666 42.25469, -72.575717 42.254746, -72.575764 42.254798, -72.575807 42.254851, -72.575845 42.254907, -72.575873 42.254958, -72.575898 42.25501, -72.575914 42.255063, -72.575918 42.255141, -72.575905 42.25522, -72.575886 42.255298, -72.57587 42.25537, -72.575854 42.255428, -72.57585 42.255441, -72.575818 42.255508, -72.575784 42.255554, -72.575753 42.255588, -72.575744 42.255599, -72.575699 42.25564, -72.575652 42.255677, -72.5756 42.255711, -72.575546 42.255742, -72.57549 42.255771, -72.575431 42.255797, -72.575369 42.255816, -72.5753281 42.2558217, -72.575297 42.255826, -72.575221 42.255829, -72.575146 42.255827, -72.575051 42.25582, -72.574956 42.255807, -72.574862 42.255791, -72.57479 42.255774, -72.574719 42.255754, -72.5745628 42.2557267, -72.5744668 42.2557056, -72.5743535 42.2559948, -72.5742836 42.2561733)",2,,,9.1,
9441064,False,Ashfield Lane,residential,True,133.431,"LINESTRING (-72.5784302 42.2557383, -72.5793204 42.2547354)",2,,,12.2,
9441064,False,Ashfield Lane,residential,False,21.990000000000002,"LINESTRING (-72.5784302 42.2557383, -72.5783907 42.2558345, -72.5783727 42.2559308)",2,,,12.2,
9441941,False,Bridgeman Lane,residential,False,142.431,"LINESTRING (-72.5784302 42.2557383, -72.578315 42.2556976, -72.5781708 42.2556403, -72.5780458 42.2556039, -72.577946 42.2555748, -72.5771956 42.2554135, -72.5770684 42.2553861, -72.5769677 42.2553645, -72.5767947 42.2553306)",2,,,15.2,
