osmid,lanes,name,highway,width,oneway,reversed,length,geometry
8616401,2,Copper Beech Lane,residential,12.2,False,True,56.602999999999994,"LINESTRING (-70.9218838 42.425889, -70.9220446 42.4259162, -70.9222293 42.4259872, -70.9225118 42.4260924)"
205571354,2,Ocean Street,residential,12.2,False,False,73.083,"LINESTRING (-70.9193396 42.4274949, -70.9188066 42.4280214)"
205571354,2,Ocean Street,residential,12.2,False,True,52.479,"LINESTRING (-70.9193396 42.4274949, -70.919728 42.42712)"
8616384,1,Fenno Way,residential,5.5,False,False,209.273,"LINESTRING (-70.9193396 42.4274949, -70.9190701 42.4273846, -70.9187103 42.4272453, -70.918298 42.4270881, -70.9181224 42.4270173, -70.9177385 42.4268625, -70.9174075 42.4267314, -70.9172554 42.4266649, -70.9171012 42.4265946)"
8616332,2,Pond Street,residential,7.3,False,False,65.699,"LINESTRING (-70.9228871 42.4271441, -70.9228412 42.4271721, -70.9225536 42.4274433, -70.9223846 42.4276028)"
8616399,2,Prospect Street,residential,8.8,False,True,207.39,"LINESTRING (-70.9228871 42.4271441, -70.9235925 42.4275197, -70.923811 42.427636, -70.924927 42.4282447)"
8616427,2,Pond Street,residential,9.1,False,True,70.667,"LINESTRING (-70.9228871 42.4271441, -70.9233337 42.4266999, -70.923394 42.4266306)"
8616357,2,Winter Street,residential,9.1,False,False,68.891,"LINESTRING (-70.9166284 42.4270666, -70.916124 42.4275618)"
8616357,2,Winter Street,residential,9.1,False,True,51.371,"LINESTRING (-70.9166284 42.4270666, -70.9169964 42.4266929)"
8616280,2,Maolis Road,residential,7.6,False,False,104.78699999999999,"LINESTRING (-70.9166284 42.4270666, -70.9162549 42.4269436, -70.9157759 42.4267888, -70.9154492 42.4267074)"
"[8616280, 8616304]","['1', '2']",Maolis Road,residential,"['7.6', '6.1']",False,True,207.943,"LINESTRING (-70.9166284 42.4270666, -70.9170287 42.4272428, -70.9173747 42.4273861, -70.9174368 42.4274119, -70.9178679 42.4276062, -70.9181422 42.4277288, -70.9188066 42.4280214)"
"[8616380, 8616310]",2,"['White Way', 'Pond Street']",residential,"['9.8', '11.0']",False,"[False, True]",166.573,"LINESTRING (-70.9244227 42.4241855, -70.9248118 42.4243735, -70.9254 42.4246693, -70.924887 42.425172)"
8616414,2,Central Street,residential,12.2,False,True,34.442,"LINESTRING (-70.9145969 42.425465, -70.9149266 42.4256566)"
8616335,1,Harmony Court,residential,4.3,False,True,114.83500000000001,"LINESTRING (-70.9145969 42.425465, -70.9146948 42.4253594, -70.9148991 42.4251396, -70.9151647 42.4248694, -70.9152976 42.424719, -70.9153871 42.4246131)"
8616414,2,Central Street,residential,12.2,False,False,171.022,"LINESTRING (-70.9145969 42.425465, -70.9142243 42.4252656, -70.9136839 42.4249677, -70.913398 42.4248149, -70.9133302 42.4247786, -70.9131015 42.4246554, -70.9130002 42.4246034, -70.9129139 42.4245584)"
8616398,2,Tallwood Road,residential,12.2,False,False,53.719,"LINESTRING (-70.9225118 42.4260924, -70.9222765 42.4265432)"
8616398,2,Tallwood Road,residential,12.2,False,True,50.002,"LINESTRING (-70.9225118 42.4260924, -70.9227623 42.4256825)"
8616401,2,Copper Beech Lane,residential,12.2,False,False,56.603,"LINESTRING (-70.9225118 42.4260924, -70.9222293 42.4259872, -70.9220446 42.4259162, -70.9218838 42.425889)"
205571354,2,Ocean Street,residential,12.2,False,True,70.39,"LINESTRING (-70.9201282 42.4267278, -70.9206368 42.4262181)"
8616409,1,Highland Road,residential,6.1,False,True,206.69600000000003,"LINESTRING (-70.9201282 42.4267278, -70.9212792 42.4273323, -70.9217555 42.4275797, -70.9221782 42.4278074)"
205571354,2,Ocean Street,residential,12.2,False,False,54.614000000000004,"LINESTRING (-70.9201282 42.4267278, -70.9199745 42.4268694, -70.919964 42.426879, -70.919728 42.42712)"
8616332,2,Pond Street,residential,7.3,False,False,28.365,"LINESTRING (-70.9223846 42.4276028, -70.9221782 42.4278074)"
8616332,2,Pond Street,residential,7.3,False,True,65.699,"LINESTRING (-70.9223846 42.4276028, -70.9225536 42.4274433, -70.9228412 42.4271721, -70.9228871 42.4271441)"
8616349,1,Pond Street Court,residential,3.7,False,False,102.696,"LINESTRING (-70.9223846 42.4276028, -70.9219926 42.4273908, -70.9215771 42.4271703, -70.9213726 42.4270597)"
8616300,2,Nahant Road,secondary,13.5,False,False,210.379,"LINESTRING (-70.9158223 42.4247945, -70.9159816 42.4248412, -70.916215 42.4248945, -70.9164741 42.4249504, -70.9166846 42.4250081, -70.9175694 42.4252836, -70.9176076 42.4252955, -70.9177663 42.4253442, -70.9182088 42.4254801)"
8616300,2,Nahant Road,secondary,13.5,False,True,41.022999999999996,"LINESTRING (-70.9158223 42.4247945, -70.9155447 42.424679, -70.9153871 42.4246131)"
8616423,2,Summer Street,residential,9.8,False,False,120.86699999999999,"LINESTRING (-70.9158223 42.4247945, -70.9157459 42.4248539, -70.9153654 42.4252335, -70.9153165 42.4252811, -70.9149266 42.4256566)"
8616423,2,Summer Street,residential,9.8,False,True,141.264,"LINESTRING (-70.9158223 42.4247945, -70.9158999 42.4247474, -70.916237 42.4244201, -70.9167289 42.4239507, -70.916884 42.423797)"
205571353,2,Ocean Street,residential,12.2,True,False,28.839,"LINESTRING (-70.9215591 42.4253175, -70.9217764 42.4251137)"
8616299,2,Intervale Road,residential,10.7,False,False,210.16899999999998,"LINESTRING (-70.9215591 42.4253175, -70.9208867 42.4249496, -70.9207691 42.4249041, -70.9206118 42.4248789, -70.9202067 42.4248684, -70.9201144 42.4248533, -70.920032 42.4248137, -70.9193869 42.4244263)"
8616357,2,Winter Street,residential,9.1,False,False,17.462,"LINESTRING (-70.9194814 42.4242856, -70.9193869 42.4244263)"
"[8616289, 8616417]",2,Willow Road,secondary,"['9.8', '15.2']",False,False,212.75700000000003,"LINESTRING (-70.9194814 42.4242856, -70.9193104 42.4242489, -70.9189516 42.4241426, -70.9186542 42.4240464, -70.9184421 42.4239429, -70.9182671 42.423839, -70.918165 42.4237628, -70.9180555 42.423648, -70.9180202 42.4235755, -70.9179351 42.4233899, -70.9178066 42.423236, -70.9176293 42.4230821)"
8616289,2,Willow Road,secondary,15.2,False,True,134.569,"LINESTRING (-70.9194814 42.4242856, -70.9197688 42.4243333, -70.9201234 42.4243646, -70.9203708 42.4243674, -70.9205957 42.4243485, -70.9206902 42.4243419, -70.9209902 42.4243067, -70.9211042 42.4242939)"
8616357,2,Winter Street,residential,9.1,False,False,13.909,"LINESTRING (-70.9171012 42.4265946, -70.9169964 42.4266929)"
8616357,2,Winter Street,residential,9.1,False,True,153.71,"LINESTRING (-70.9171012 42.4265946, -70.917419 42.426266, -70.917789 42.425907, -70.9178775 42.4258174, -70.918176 42.425515, -70.9182088 42.4254801)"
8616384,1,Fenno Way,residential,5.5,False,True,209.27300000000002,"LINESTRING (-70.9171012 42.4265946, -70.9172554 42.4266649, -70.9174075 42.4267314, -70.9177385 42.4268625, -70.9181224 42.4270173, -70.918298 42.4270881, -70.9187103 42.4272453, -70.9190701 42.4273846, -70.9193396 42.4274949)"
8616414,2,Central Street,residential,12.2,False,False,34.442,"LINESTRING (-70.9149266 42.4256566, -70.9145969 42.425465)"
8616423,2,Summer Street,residential,9.8,False,False,94.059,"LINESTRING (-70.9149266 42.4256566, -70.9146124 42.4259777, -70.9142469 42.4263376)"
8616423,2,Summer Street,residential,9.8,False,True,120.867,"LINESTRING (-70.9149266 42.4256566, -70.9153165 42.4252811, -70.9153654 42.4252335, -70.9157459 42.4248539, -70.9158223 42.4247945)"
8616298,2,High Street,residential,7.6,False,False,49.277,"LINESTRING (-70.924927 42.4282447, -70.9249072 42.4282659, -70.9245863 42.4286096)"
8616399,2,Prospect Street,residential,8.8,False,False,207.39,"LINESTRING (-70.924927 42.4282447, -70.923811 42.427636, -70.9235925 42.4275197, -70.9228871 42.4271441)"
8616302,2,Christopher Drive,residential,12.2,False,True,169.429,"LINESTRING (-70.9155238 42.4238869, -70.9155818 42.4238796, -70.9156557 42.423866, -70.9157083 42.4238423, -70.9157595 42.4238023, -70.9160422 42.423518, -70.9162535 42.4233107, -70.9162929 42.423249, -70.9162909 42.4231996, -70.9162681 42.4231472, -70.916156 42.4230727, -70.9159992 42.4229774, -70.9158758 42.422903, -70.915708 42.4228019)"
8616332,2,Pond Street,residential,7.3,False,True,32.273,"LINESTRING (-70.9211125 42.4288711, -70.9213502 42.4286399)"
205571354,2,Ocean Street,residential,12.2,False,False,52.479,"LINESTRING (-70.919728 42.42712, -70.9193396 42.4274949)"
8616355,1,Tudor Road,residential,6.7,False,True,206.916,"LINESTRING (-70.919728 42.42712, -70.92044 42.4274979, -70.9212038 42.4279065, -70.9217796 42.4282013)"
205571354,2,Ocean Street,residential,12.2,False,True,54.614000000000004,"LINESTRING (-70.919728 42.42712, -70.919964 42.426879, -70.9199745 42.4268694, -70.9201282 42.4267278)"
8616343,2,Ocean Street,residential,12.2,False,False,89.273,"LINESTRING (-70.9228257 42.4240932, -70.922541 42.424358, -70.9221594 42.4247277)"
8616393,2,Willow Road,tertiary,9.8,True,False,143.577,"LINESTRING (-70.9228257 42.4240932, -70.9227172 42.4240833, -70.9226318 42.4240856, -70.9225015 42.4240966, -70.9220403 42.424152, -70.9213866 42.4242417, -70.9211042 42.4242939)"
205571351,2,Pond Street,residential,9.8,False,True,43.994,"LINESTRING (-70.9239661 42.4260617, -70.9242897 42.4257463)"
8616420,2,Spring Road,residential,10.4,False,True,65.113,"LINESTRING (-70.9239661 42.4260617, -70.9240698 42.4260274, -70.92415 42.4260118, -70.9247418 42.4259553)"
205571351,2,Pond Street,residential,9.8,False,False,78.783,"LINESTRING (-70.9239661 42.4260617, -70.923616 42.426412, -70.923394 42.4266306)"
8616398,2,Tallwood Road,residential,12.2,False,True,53.719,"LINESTRING (-70.9222765 42.4265432, -70.9225118 42.4260924)"
8616300,2,Nahant Road,secondary,13.5,False,False,92.607,"LINESTRING (-70.9222765 42.4265432, -70.9224088 42.4265493, -70.9225147 42.4265541, -70.923008 42.4265664, -70.9231838 42.4265891, -70.9232889 42.4266099, -70.923394 42.4266306)"
8616300,2,Nahant Road,secondary,13.5,False,True,139.84,"LINESTRING (-70.9222765 42.4265432, -70.921977 42.42652, -70.9217211 42.4264763, -70.9217088 42.4264737, -70.9214782 42.4264304, -70.9213311 42.4263933, -70.9209562 42.4263001, -70.9206368 42.4262181)"
8616426,2,Hood Street,residential,8.5,False,False,73.221,"LINESTRING (-70.9154492 42.4267074, -70.9149377 42.4272469)"
8616280,2,Maolis Road,residential,7.6,False,False,106.928,"LINESTRING (-70.9154492 42.4267074, -70.9151447 42.4266046, -70.9146856 42.4264679, -70.9142469 42.4263376)"
8616280,2,Maolis Road,residential,7.6,False,True,104.78699999999999,"LINESTRING (-70.9154492 42.4267074, -70.9157759 42.4267888, -70.9162549 42.4269436, -70.9166284 42.4270666)"
8616284,2,Wharf Lane,residential,9.1,False,False,27.472,"LINESTRING (-70.916843 42.422124, -70.9166054 42.422298)"
8616302,2,Christopher Drive,residential,12.2,False,False,169.429,"LINESTRING (-70.915708 42.4228019, -70.9158758 42.422903, -70.9159992 42.4229774, -70.916156 42.4230727, -70.9162681 42.4231472, -70.9162909 42.4231996, -70.9162929 42.423249, -70.9162535 42.4233107, -70.9160422 42.423518, -70.9157595 42.4238023, -70.9157083 42.4238423, -70.9156557 42.423866, -70.9155818 42.4238796, -70.9155238 42.4238869)"
207132826,2,Wharf Street,residential,9.1,False,False,40.906,"LINESTRING (-70.915708 42.4228019, -70.9155581 42.4228313, -70.9154509 42.4228491, -70.9153231 42.4228591, -70.9152185 42.4228537)"
207132826,2,Wharf Street,residential,9.1,False,True,94.482,"LINESTRING (-70.915708 42.4228019, -70.9159504 42.4227204, -70.9161047 42.4226533, -70.916156 42.4226218, -70.9165199 42.4223981, -70.9165748 42.4223616, -70.9166054 42.422298)"
8616397,2,Cottage Street,residential,9.1,False,True,76.639,"LINESTRING (-70.9162584 42.4262709, -70.916571 42.426441, -70.9169964 42.4266929)"
8616417,2,Willow Road,secondary,9.8,False,False,96.106,"LINESTRING (-70.9176293 42.4230821, -70.9174251 42.4229207, -70.9171144 42.4226848, -70.9168167 42.4224599)"
"[8616417, 8616289]",2,Willow Road,secondary,"['9.8', '15.2']",False,True,212.757,"LINESTRING (-70.9176293 42.4230821, -70.9178066 42.423236, -70.9179351 42.4233899, -70.9180202 42.4235755, -70.9180555 42.423648, -70.918165 42.4237628, -70.9182671 42.423839, -70.9184421 42.4239429, -70.9186542 42.4240464, -70.9189516 42.4241426, -70.9193104 42.4242489, -70.9194814 42.4242856)"
8616423,2,Summer Street,residential,9.8,False,False,100.309,"LINESTRING (-70.9176293 42.4230821, -70.917315 42.42338, -70.916884 42.423797)"
8616423,2,Summer Street,residential,9.8,False,True,77.21600000000001,"LINESTRING (-70.9176293 42.4230821, -70.917933 42.422795, -70.9181994 42.4225298)"
205571352,2,Pond Street,residential,9.8,True,False,80.508,"LINESTRING (-70.924887 42.425172, -70.9242897 42.4257463)"
"[8616380, 8616310]",2,"['White Way', 'Pond Street']",residential,"['9.8', '11.0']",False,"[False, True]",166.57299999999998,"LINESTRING (-70.924887 42.425172, -70.9254 42.4246693, -70.9248118 42.4243735, -70.9244227 42.4241855)"
205571350,2,Emerald Road,tertiary,9.8,True,False,207.40699999999998,"LINESTRING (-70.924887 42.425172, -70.9244117 42.4249232, -70.9240102 42.4247136, -70.9233748 42.4243867, -70.9228257 42.4240932)"
8616423,2,Summer Street,residential,9.8,False,False,77.21600000000001,"LINESTRING (-70.9181994 42.4225298, -70.917933 42.422795, -70.9176293 42.4230821)"
8616333,2,Valley Road,secondary,9.8,False,True,43.784,"LINESTRING (-70.9242897 42.4257463, -70.9247418 42.4259553)"
205571351,2,Pond Street,residential,9.8,False,False,43.994,"LINESTRING (-70.9242897 42.4257463, -70.9239661 42.4260617)"
8616333,2,Valley Road,secondary,9.8,False,False,208.337,"LINESTRING (-70.9242897 42.4257463, -70.9234806 42.4253575, -70.9228467 42.4250604, -70.9221594 42.4247277)"
8616423,2,Summer Street,residential,9.8,False,True,44.833,"LINESTRING (-70.9139146 42.4266576, -70.9142469 42.4263376)"
