osmid,lanes,name,highway,oneway,reversed,length,geometry,maxspeed,width
17566382,2,Locust Street,residential,False,False,114.458,"LINESTRING (-87.574748 37.968504, -87.5746428 37.9685574, -87.5744817 37.9686391, -87.5737446 37.9690148, -87.57365 37.969061)",,
17580003,2,Southeast Riverside Drive,trunk,True,False,114.71000000000001,"LINESTRING (-87.574748 37.968504, -87.5747891 37.9685538, -87.574943 37.96874, -87.5753166 37.9691953, -87.5754597 37.9693697)",,
17566382,2,Locust Street,residential,False,False,111.89099999999999,"LINESTRING (-87.57365 37.969061, -87.573314 37.9692316, -87.5731256 37.9693273, -87.5730512 37.9693651, -87.5726819 37.9695527, -87.572577 37.969606)",,
17566382,2,Locust Street,residential,False,True,114.458,"LINESTRING (-87.57365 37.969061, -87.5737446 37.9690148, -87.5744817 37.9686391, -87.5746428 37.9685574, -87.574748 37.968504)",,
1116631564,,Southeast 1st Street,residential,False,True,109.961,"LINESTRING (-87.57365 37.969061, -87.5736115 37.9690125, -87.573363 37.9686995, -87.5732663 37.9685794, -87.572984 37.968223)",,
17566382,2,Locust Street,residential,False,True,111.89099999999999,"LINESTRING (-87.572577 37.969606, -87.5726819 37.9695527, -87.5730512 37.9693651, -87.5731256 37.9693273, -87.573314 37.9692316, -87.57365 37.969061)",,
17579558,,Southeast 2nd Street,tertiary,False,True,115.858,"LINESTRING (-87.572577 37.969606, -87.5726433 37.9696863, -87.5728406 37.9699256, -87.5729352 37.9700403, -87.5732341 37.9704027, -87.5732975 37.9704795)",,
864215146,,Locust Street,residential,False,False,113.713,"LINESTRING (-87.572577 37.969606, -87.5725032 37.9696433, -87.5721463 37.9698237, -87.5715678 37.9701161, -87.571485 37.970158)",,
1078395969,,Southeast 2nd Street,tertiary,False,False,111.134,"LINESTRING (-87.572577 37.969606, -87.5725351 37.9695557, -87.5724032 37.9693916, -87.5723372 37.9693101, -87.5723042 37.9692694, -87.572216 37.9691608, -87.5720933 37.9690096, -87.5719885 37.9688804, -87.571894 37.968764)",,
17572951,,Southeast 3rd Street,residential,False,False,110.05199999999999,"LINESTRING (-87.571485 37.970158, -87.5714469 37.9701105, -87.5708742 37.9693949, -87.570815 37.969321)",,
17572951,,Southeast 3rd Street,residential,False,True,115.731,"LINESTRING (-87.571485 37.970158, -87.5715483 37.9702325, -87.5718477 37.970585, -87.5721606 37.9709533, -87.5722196 37.9710228)",,
864215146,,Locust Street,residential,False,False,113.245,"LINESTRING (-87.571485 37.970158, -87.5714081 37.9701977, -87.570977 37.97042, -87.5705074 37.9706549, -87.570397 37.970707)",,
