osmid,lanes,name,highway,maxspeed,width,oneway,reversed,length,geometry,ref
847390715,2,Mechanic Street,tertiary,30 mph,12.8,False,True,30.135,"LINESTRING (-71.558148 42.350118, -71.557868 42.349943)",
8995072,2,Mechanic Street,tertiary,30 mph,9.1,False,False,12.876999999999999,"LINESTRING (-71.558148 42.350118, -71.558183 42.350149, -71.5582341 42.3502143)",
847554876,2,Main Street,secondary,,19.5,False,False,162.933,"LINESTRING (-71.5508164 42.3465741, -71.5506638 42.3465769, -71.5506396 42.3465774, -71.5504656 42.3465838, -71.5501556 42.3466041, -71.5499389 42.3466248, -71.5497831 42.3466397, -71.5488462 42.3467292)",
847554880,2,Main Street,secondary,,19.5,False,True,60.873,"LINESTRING (-71.5508164 42.3465741, -71.5513805 42.3465839, -71.5515569 42.3465869)",
8995244,2,Windsor Street,residential,,9.1,False,True,152.269,"LINESTRING (-71.550976 42.3457, -71.551177 42.34575, -71.551361 42.345808, -71.5514104 42.3458341, -71.551518 42.345891, -71.5518835 42.3462098, -71.5521271 42.3464223, -71.5522393 42.3465201, -71.5523246 42.3465945)",
8994874,2,Winthrop Street,residential,,11.3,False,True,66.968,"LINESTRING (-71.55737 42.346152, -71.5569795 42.3456234)",
8994874,2,Winthrop Street,residential,,11.3,False,False,70.872,"LINESTRING (-71.55737 42.346152, -71.557384 42.34617, -71.557707 42.346602, -71.5577465 42.3466553, -71.5577813 42.346712)",
8995020,2,Gay Street,residential,,10.1,False,False,239.59300000000002,"LINESTRING (-71.55737 42.346152, -71.5555255 42.3468331, -71.555328 42.346906, -71.554816 42.3470951, -71.554762 42.347115)",
8995954,2,Highland Street,tertiary,,13.7,False,True,79.282,"LINESTRING (-71.553302 42.349401, -71.553233 42.349081, -71.5531672 42.348759, -71.5531544 42.3486964)",
8995098,2,Prospect Street,secondary,,10.7,False,False,38.535,"LINESTRING (-71.5521529 42.3496518, -71.552235 42.349993)",
8994644,1,Munroe Avenue,residential,,5.5,False,False,102.996,"LINESTRING (-71.5521529 42.3496518, -71.5520694 42.349661, -71.5518212 42.3496885, -71.5516524 42.3496286, -71.551551 42.349635, -71.5509933 42.3497163, -71.550934 42.349725)",
8995098,2,Prospect Street,secondary,,10.7,False,True,72.063,"LINESTRING (-71.5521529 42.3496518, -71.552128 42.349535, -71.5520213 42.3490804, -71.5520233 42.3490718, -71.5520367 42.3490129)",
8994704,2,Longley Street,residential,,10.7,False,True,87.384,"LINESTRING (-71.5566111 42.3501243, -71.557015 42.349848, -71.5573426 42.3496386, -71.557403 42.3496)",
8995034,2,Water Street,residential,,11.6,False,False,76.962,"LINESTRING (-71.555199 42.3441739, -71.5545322 42.3445574, -71.55446 42.344599)",
8995116,2,Mechanic Street,tertiary,30 mph,12.8,False,False,23.875,"LINESTRING (-71.553498 42.3465436, -71.5533707 42.3465134, -71.5533448 42.3465036, -71.5533275 42.346497, -71.553243 42.346447)",
277074592,2,Mechanic Street,tertiary,30 mph,12.8,False,False,53.435,"LINESTRING (-71.553498 42.3465436, -71.5536451 42.3465496, -71.5537315 42.3465514, -71.553888 42.346556, -71.554022 42.346569, -71.554144 42.346588)",
277074592,2,Mechanic Street,tertiary,30 mph,12.8,False,True,68.439,"LINESTRING (-71.5553204 42.3477639, -71.5552309 42.3476754, -71.555152 42.347597, -71.554996 42.34741, -71.554868 42.347248)",
847228425,2,Lincoln Street,primary,,12.2,False,True,233.65699999999998,"LINESTRING (-71.5553204 42.3477639, -71.5554377 42.3477204, -71.5557989 42.3475703, -71.555997 42.3474831, -71.5567141 42.3471761, -71.5567802 42.3471457, -71.5571141 42.3469989, -71.5577002 42.3467465, -71.5577813 42.346712)",
847390714,2,Lincoln Street,primary,,12.2,False,False,206.01600000000002,"LINESTRING (-71.5553204 42.3477639, -71.5551777 42.3478303, -71.5547184 42.3480269, -71.5541053 42.3482887, -71.5535591 42.348528, -71.5532279 42.3486654, -71.5531544 42.3486964)",
847390715,2,Mechanic Street,tertiary,30 mph,12.8,False,False,73.445,"LINESTRING (-71.5553204 42.3477639, -71.5554052 42.3478512, -71.555547 42.347996, -71.555848 42.348297)",
8994724,2,Newton Street,residential,,10.4,False,False,154.987,"LINESTRING (-71.5484628 42.3431877, -71.549091 42.343989, -71.549398 42.344398)",
8994724,2,Newton Street,residential,,10.4,False,True,74.818,"LINESTRING (-71.5484628 42.3431877, -71.5482795 42.342941, -71.548021 42.3425994)",
8994918,2,Garfield Street,residential,,12.2,False,False,99.493,"LINESTRING (-71.5484628 42.3431877, -71.5478483 42.343456, -71.547427 42.3436507)",
8994987,2,Florence Street,residential,,13.7,False,False,66.785,"LINESTRING (-71.547034 42.343125, -71.547427 42.3436507)",
8994638,2,Main Street,secondary,,19.5,False,True,63.097,"LINESTRING (-71.5515569 42.3465869, -71.5523246 42.3465945)",
847554880,2,Main Street,secondary,,19.5,False,False,60.873,"LINESTRING (-71.5515569 42.3465869, -71.5513805 42.3465839, -71.5508164 42.3465741)",
8994638,2,Main Street,secondary,,19.5,False,False,28.035,"LINESTRING (-71.5526656 42.3465945, -71.5524916 42.346598, -71.5523246 42.3465945)",
8995106,2,Rawlins Avenue,residential,,18.6,False,False,133.231,"LINESTRING (-71.5526656 42.3465945, -71.5526893 42.346671, -71.552739 42.346831, -71.5527947 42.3469661, -71.552906 42.347236, -71.55304 42.347529, -71.5531129 42.3477122, -71.5531251 42.3477428)",
"[570267762, 8995219, 570267763, 570267759]",2,Mechanic Street,tertiary,30 mph,12.8,True,False,69.35199999999999,"LINESTRING (-71.5526656 42.3465945, -71.5528687 42.3466056, -71.5529014 42.3466074, -71.5529819 42.3466066, -71.5530082 42.3466046, -71.5531468 42.3465942, -71.5532252 42.3465883, -71.553262 42.3465855, -71.5533952 42.3465755, -71.553498 42.3465436)",
570267758,2,West Main Street,secondary,,18.9,False,True,50.730999999999995,"LINESTRING (-71.5526656 42.3465945, -71.5528162 42.3465755, -71.5529423 42.3465548, -71.5530672 42.3465203, -71.553143 42.346492, -71.553243 42.346447)",
8994874,2,Winthrop Street,residential,,11.3,False,True,70.872,"LINESTRING (-71.5577813 42.346712, -71.5577465 42.3466553, -71.557707 42.346602, -71.557384 42.34617, -71.55737 42.346152)",
847228425,2,Lincoln Street,primary,,12.2,False,False,233.657,"LINESTRING (-71.5577813 42.346712, -71.5577002 42.3467465, -71.5571141 42.3469989, -71.5567802 42.3471457, -71.5567141 42.3471761, -71.555997 42.3474831, -71.5557989 42.3475703, -71.5554377 42.3477204, -71.5553204 42.3477639)",
847228425,2,Lincoln Street,primary,,12.2,False,True,14.18,"LINESTRING (-71.5577813 42.346712, -71.5578497 42.3466828, -71.5579319 42.3466498)",
397348956,2,Court Street,residential,,12.2,True,False,75.229,"LINESTRING (-71.547143 42.346941, -71.5471259 42.3468812, -71.547035 42.3465628, -71.546984 42.3463742, -71.5469581 42.3462784)",
847228424,2,Main Street,secondary,,19.5,False,True,141.996,"LINESTRING (-71.547143 42.346941, -71.547627 42.346867, -71.547814 42.346842, -71.548027 42.346814, -71.5487066 42.3467443, -71.5488462 42.3467292)",
8994772,2,Emmett Street,residential,,10.4,False,False,91.408,"LINESTRING (-71.55775 42.342713, -71.5573814 42.3430024, -71.557035 42.3432696, -71.556984 42.343309)",
"[8995312, 8996080]",2,"['Water Terrace', 'New Street']",residential,,"['10.4', '24.4']",False,"[False, True]",210.386,"LINESTRING (-71.553897 42.344935, -71.5538678 42.3449074, -71.5533839 42.3444029, -71.553331 42.3443669, -71.553298 42.344358, -71.5532725 42.3443604, -71.553245 42.344363, -71.553167 42.344395, -71.5531445 42.3444277, -71.553028 42.344597, -71.552676 42.345171, -71.55252 42.345331)",
8996088,2,Water Street,residential,,11.6,False,False,112.93299999999999,"LINESTRING (-71.553897 42.344935, -71.55328 42.345294, -71.552861 42.3455526, -71.552828 42.345573)",
8996088,2,Water Street,residential,,11.6,False,True,59.471000000000004,"LINESTRING (-71.553897 42.344935, -71.554366 42.3446551, -71.55446 42.344599)",
8994874,2,Winthrop Street,residential,,11.3,False,False,4.341,"LINESTRING (-71.5569533 42.3455895, -71.5569795 42.3456234)",
8994686,2,Witherbee Street,residential,,11.3,False,False,179.66699999999997,"LINESTRING (-71.5569533 42.3455895, -71.556637 42.345697, -71.555842 42.345987, -71.555484 42.346118, -71.554992 42.346303)",
8994874,2,Winthrop Street,residential,,11.3,False,True,117.89300000000001,"LINESTRING (-71.5569533 42.3455895, -71.5563336 42.3447438, -71.5563253 42.3447325, -71.5562606 42.3446615)",
8996063,2,Huntington Avenue,residential,,10.1,False,False,46.396,"LINESTRING (-71.5508285 42.3493151, -71.550934 42.349725)",
8996063,2,Huntington Avenue,residential,,10.1,False,True,79.063,"LINESTRING (-71.5508285 42.3493151, -71.550639 42.348618)",
847390714,2,Lincoln Street,primary,,12.2,False,False,197.803,"LINESTRING (-71.5508285 42.3493151, -71.550134 42.349468, -71.54958 42.349607, -71.549148 42.349698, -71.548516 42.349804)",
847390714,2,Lincoln Street,primary,,12.2,False,True,104.823,"LINESTRING (-71.5508285 42.3493151, -71.5519383 42.349036, -71.5520367 42.3490129)",
8994724,2,Newton Street,residential,,10.4,False,True,28.386,"LINESTRING (-71.548021 42.3425994, -71.5478604 42.3423734)",
8994724,2,Newton Street,residential,,10.4,False,False,74.818,"LINESTRING (-71.548021 42.3425994, -71.5482795 42.342941, -71.5484628 42.3431877)",
8995079,2,Adams Street,residential,,7.6,False,True,130.78,"LINESTRING (-71.548021 42.3425994, -71.5481175 42.3425372, -71.5482842 42.3424565, -71.5484888 42.3423811, -71.5486882 42.3423113, -71.5488747 42.3423015, -71.549043 42.342306, -71.5492568 42.3423415, -71.5494857 42.3423952)",
8994719,2,Dow Place,residential,,9.1,False,False,67.97,"LINESTRING (-71.548415 42.344966, -71.548375 42.3449723, -71.547606 42.345093)",
