osmid,name,highway,oneway,reversed,length,geometry,bridge,ref,lanes,maxspeed
20075468,Shepard Avenue,residential,False,False,122.709,"LINESTRING (-74.126201 44.326151, -74.126433 44.327242)",,,,
"[20087584, 20086710]",Front Street,residential,False,False,124.34499999999998,"LINESTRING (-74.126201 44.326151, -74.126261 44.326158, -74.126678 44.326329, -74.126718 44.326346, -74.126805 44.326382, -74.126912 44.326423, -74.127003 44.326473, -74.127073 44.326538, -74.127359 44.326852)",,,,
20075468,Shepard Avenue,residential,False,False,92.549,"LINESTRING (-74.126433 44.327242, -74.126597 44.328066)",,,,
20075468,Shepard Avenue,residential,False,True,122.709,"LINESTRING (-74.126433 44.327242, -74.126201 44.326151)",,,,
20086662,Helen Street,residential,False,False,86.081,"LINESTRING (-74.126433 44.327242, -74.125499 44.327633)",,,,
"[20085586, 20086662]",Helen Street,residential,False,True,85.516,"LINESTRING (-74.126433 44.327242, -74.126739 44.327121, -74.126863 44.327071, -74.126966 44.32702, -74.127359 44.326852)",,,,
20075468,Shepard Avenue,residential,False,False,42.609,"LINESTRING (-74.126597 44.328066, -74.126676 44.328445)",,,,
20075468,Shepard Avenue,residential,False,True,92.549,"LINESTRING (-74.126597 44.328066, -74.126433 44.327242)",,,,
"[20077750, 20076222]",Prescott Place,residential,False,True,124.638,"LINESTRING (-74.126597 44.328066, -74.126779 44.327963, -74.127001 44.327854, -74.127145 44.327768, -74.127843 44.327387)",,,,
20075468,Shepard Avenue,residential,False,True,42.609,"LINESTRING (-74.126676 44.328445, -74.126597 44.328066)",,,,
20075950,Pine Street,residential,False,False,46.358000000000004,"LINESTRING (-74.125394 44.329709, -74.125414 44.329729, -74.125443 44.329755, -74.1254821 44.3297976, -74.125546 44.329867, -74.125725 44.330052)",,,,
"[31749057, 20086706, 20085709]","['Dugway', 'Main Street']",residential,False,"[False, True]",321.81199999999995,"LINESTRING (-74.125394 44.329709, -74.125428 44.329682, -74.125493 44.329653, -74.1261208 44.3295978, -74.126399 44.329395, -74.126622 44.329116, -74.126967 44.328699, -74.127155 44.32853, -74.12737 44.328347, -74.128012 44.327987, -74.128272 44.327866)",,,,
20075950,Pine Street,residential,False,False,15.448,"LINESTRING (-74.125725 44.330052, -74.125836 44.330166)",,,,
20075950,Pine Street,residential,False,True,46.358000000000004,"LINESTRING (-74.125725 44.330052, -74.125546 44.329867, -74.1254821 44.3297976, -74.125443 44.329755, -74.125414 44.329729, -74.125394 44.329709)",,,,
20075950,Pine Street,residential,False,True,15.448,"LINESTRING (-74.125836 44.330166, -74.125725 44.330052)",,,,
31489982,Main Street,residential,False,True,29.357,"LINESTRING (-74.125836 44.330166, -74.1260187 44.3299366)",,,,
"[31519790, 31519789, 20075950]",Pine Street,residential,False,False,110.826,"LINESTRING (-74.125836 44.330166, -74.125899 44.330234, -74.125988 44.330334, -74.1261586 44.3305273, -74.12642 44.33083, -74.126577 44.33101)",yes,,,
20087972,Bloomingdale Avenue,primary,False,False,80.397,"LINESTRING (-74.126577 44.33101, -74.126497 44.33105, -74.126223 44.331252, -74.126014 44.331465, -74.125945 44.331565)",,NY 3,,
"[87065115, 20087972]",Bloomingdale Avenue,primary,False,True,131.548,"LINESTRING (-74.126577 44.33101, -74.126654 44.330977, -74.126935 44.330895, -74.127345 44.330787, -74.127657 44.3307, -74.128113 44.330574)",,NY 3,,
"[20075950, 31519789, 31519790]",Pine Street,residential,False,True,110.82600000000001,"LINESTRING (-74.126577 44.33101, -74.12642 44.33083, -74.1261586 44.3305273, -74.125988 44.330334, -74.125899 44.330234, -74.125836 44.330166)",yes,,,
20082524,Catherine Street,residential,False,True,85.56700000000001,"LINESTRING (-74.129907 44.333291, -74.129837 44.332981, -74.129701 44.332536)",,,,
20082809,Baker Street,residential,False,True,158.31599999999997,"LINESTRING (-74.129907 44.333291, -74.130756 44.333232, -74.131893 44.333208)",,,,
20086710,Front Street,residential,False,False,63.256,"LINESTRING (-74.127843 44.327387, -74.128272 44.327866)",,,,
20086710,Front Street,residential,False,True,70.86,"LINESTRING (-74.127843 44.327387, -74.127359 44.326852)",,,,
"[20076222, 20077750]",Prescott Place,residential,False,False,124.638,"LINESTRING (-74.127843 44.327387, -74.127145 44.327768, -74.127001 44.327854, -74.126779 44.327963, -74.126597 44.328066)",,,,
20079158,Old Military Road,residential,False,False,174.08599999999998,"LINESTRING (-74.127367 44.332595, -74.127096 44.332681, -74.12698 44.332693, -74.126714 44.332649, -74.12626 44.332664, -74.125327 44.332761, -74.125223 44.332752)",,,,
20079158,Old Military Road,residential,False,True,174.08599999999998,"LINESTRING (-74.125223 44.332752, -74.125327 44.332761, -74.12626 44.332664, -74.126714 44.332649, -74.12698 44.332693, -74.127096 44.332681, -74.127367 44.332595)",,,,
20087790,Grove Street,residential,False,True,82.64899999999999,"LINESTRING (-74.125223 44.332752, -74.125291 44.332663, -74.125477 44.332376, -74.125545 44.332225, -74.125595 44.332062)",,,,
"[20089680, 20088444]",Park Avenue,residential,False,True,226.32,"LINESTRING (-74.12699 44.333142, -74.12731 44.33306, -74.127686 44.332976, -74.128094 44.332875, -74.128103 44.332873, -74.128423 44.332797, -74.129176 44.332617, -74.129475 44.332553, -74.129701 44.332536)",,,,
20085422,Franklin Avenue,residential,False,False,157.885,"LINESTRING (-74.125222 44.326227, -74.125499 44.327633)",,,,
20083724,McComb Street,residential,False,False,168.159,"LINESTRING (-74.134813 44.32915, -74.13637 44.330173)",,,,
20081076,Alpine Trail,residential,False,False,47.598000000000006,"LINESTRING (-74.134813 44.32915, -74.134514 44.329389, -74.134452 44.329402, -74.134408 44.329402, -74.134369 44.329392)",,,,
"[20083724, 20082630]","['Neil Street', 'McComb Street']",residential,False,True,21.771,"LINESTRING (-74.134813 44.32915, -74.134749 44.329101, -74.134735 44.329085, -74.134686 44.329026, -74.13468 44.328985)",,,,
