osmid,name,highway,oneway,reversed,length,geometry,maxspeed,lanes,tunnel
16005126,Watson Powell Junior Way,residential,False,True,112.14600000000002,"LINESTRING (-93.6269705 41.5895856, -93.6268355 41.5895831, -93.6267916 41.5895829, -93.6266116 41.5895819, -93.6264475 41.5895794, -93.626241 41.5895762, -93.6262128 41.5895758, -93.6257541 41.5895713, -93.6256222 41.5895708)",,,
403886009,7th Street,secondary,True,False,159.52499999999998,"LINESTRING (-93.6269705 41.5895856, -93.6270363 41.5894436, -93.62704 41.589437, -93.6270783 41.5893576, -93.6270997 41.5892971, -93.6271127 41.589245, -93.6271173 41.5891834, -93.6271138 41.5891213, -93.627098 41.58906, -93.6269505 41.5886577, -93.6268792 41.5884561, -93.6268142 41.5882794, -93.6267869 41.5882)",25 mph,,
702573547,9th Street,secondary,True,False,9.857,"LINESTRING (-93.6294517 41.5909971, -93.6294776 41.5909106)",,,
"[16000049, 16011708, 1181524191]","['Southwest 4th Street', '4th Street', 'Market Street']",residential,False,"[False, True]",330.987,"LINESTRING (-93.622168 41.5828541, -93.6220618 41.5828754, -93.6219002 41.5829088, -93.62168 41.5829541, -93.6210595 41.5830818, -93.6209467 41.5831056, -93.6209671 41.5831597, -93.6210916 41.5835016, -93.6211108 41.5835544, -93.6211285 41.583603, -93.621157 41.5836812, -93.6211687 41.5837133, -93.6212431 41.583916, -93.6212987 41.5840675, -93.6214683 41.5845293, -93.621617 41.5849343, -93.621664 41.5850625)",,2,
"[16011987, 278520966]","['5th Avenue', 'Southwest 5th Street']",tertiary,False,"[False, True]",167.56000000000003,"LINESTRING (-93.622168 41.5828541, -93.6221845 41.5828998, -93.6221968 41.5829329, -93.6222402 41.5830555, -93.6223085 41.583245, -93.6223127 41.5832566, -93.6223464 41.5833471, -93.6223741 41.5834233, -93.6224531 41.5836189, -93.6224724 41.5836666, -93.6225345 41.5838192, -93.6225716 41.5839122, -93.6225944 41.5839687, -93.6226757 41.5841701, -93.6226942 41.5842158, -93.6227287 41.5843013)",,,
1209444860,Park Street,secondary,False,False,100.20700000000001,"LINESTRING (-93.6202777 41.5904865, -93.6204326 41.5904879, -93.6204719 41.5904881, -93.6205769 41.5904887, -93.6208544 41.5904903, -93.6210144 41.5904912, -93.6213501 41.5904931, -93.6214826 41.5904938)",,2,
1013875362,3rd Street,secondary,True,False,89.468,"LINESTRING (-93.6214826 41.5904938, -93.6214827 41.5904238, -93.6214833 41.5901014, -93.6214837 41.5898461, -93.6214839 41.5897643, -93.6214841 41.5896892)",25 mph,,
"[1209444860, 16001205]",Park Street,secondary,False,False,105.181,"LINESTRING (-93.6214826 41.5904938, -93.6216069 41.5904945, -93.6218737 41.5904961, -93.6221184 41.5904974, -93.6222519 41.5904982, -93.6226364 41.5905004, -93.6226593 41.5905005, -93.6227473 41.590501)",,2,
1209444860,Park Street,secondary,False,True,100.20700000000001,"LINESTRING (-93.6214826 41.5904938, -93.6213501 41.5904931, -93.6210144 41.5904912, -93.6208544 41.5904903, -93.6205769 41.5904887, -93.6204719 41.5904881, -93.6204326 41.5904879, -93.6202777 41.5904865)",,2,
16001205,Park Street,secondary,False,True,99.766,"LINESTRING (-93.6256418 41.5905173, -93.6255139 41.5905166, -93.6250481 41.590514, -93.6250369 41.5905139, -93.624979 41.5905136, -93.6249168 41.5905132, -93.624571 41.5905113, -93.6244422 41.5905105)",,2,
58671799,Park Street,secondary,True,False,100.75899999999999,"LINESTRING (-93.6268533 41.5905276, -93.6267494 41.5905271, -93.6266221 41.590526, -93.6264012 41.590524, -93.6262496 41.5905227, -93.6260894 41.5905213, -93.6257753 41.5905185, -93.6256418 41.5905173)",,,
702559003,7th Street,secondary,True,False,106.097,"LINESTRING (-93.6268533 41.5905276, -93.6268535 41.5904491, -93.626849 41.590181, -93.6268504 41.5900821, -93.626852 41.5899749, -93.6268558 41.5899187, -93.6268679 41.5898541, -93.6268869 41.5897757, -93.6269155 41.5896998, -93.6269705 41.5895856)",35 mph,,
16001920,Southwest 3rd Street,secondary,True,False,13.367,"LINESTRING (-93.6199365 41.5839461, -93.6199085 41.5838707, -93.6198934 41.5838303)",30 mph,,
16002824,6th Avenue,secondary,True,False,121.293,"LINESTRING (-93.6254546 41.5884873, -93.6254699 41.5885653, -93.6254993 41.5887555, -93.6255579 41.5891353, -93.6255819 41.5892743, -93.6256041 41.5894203, -93.6256222 41.5895708)",25 mph,,
403886120,High Street,secondary,False,False,115.316,"LINESTRING (-93.6254546 41.5884873, -93.6255611 41.5884643, -93.6261348 41.5883406, -93.6261865 41.5883295, -93.626691 41.5882207, -93.6267869 41.5882)",,,
403886009,7th Street,secondary,True,False,79.66900000000001,"LINESTRING (-93.6267869 41.5882, -93.6267607 41.5881235, -93.6267103 41.5879922, -93.6266797 41.5879123, -93.6266308 41.5877848, -93.6265544 41.5875857, -93.6265292 41.58751)",25 mph,,
403886120,High Street,secondary,False,False,106.36699999999999,"LINESTRING (-93.6267869 41.5882, -93.6268802 41.5881799, -93.6279141 41.5879569, -93.6280158 41.587935)",,,
403886120,High Street,secondary,False,True,115.316,"LINESTRING (-93.6267869 41.5882, -93.626691 41.5882207, -93.6261865 41.5883295, -93.6261348 41.5883406, -93.6255611 41.5884643, -93.6254546 41.5884873)",,,
403886120,High Street,secondary,False,True,106.367,"LINESTRING (-93.6280158 41.587935, -93.6279141 41.5879569, -93.6268802 41.5881799, -93.6267869 41.5882)",,,
702559170,8th Street,secondary,True,False,78.916,"LINESTRING (-93.6280158 41.587935, -93.6280435 41.5880132, -93.6282378 41.5885594, -93.6282562 41.5886215)",,,
702559172,High Street,secondary,False,False,106.25199999999998,"LINESTRING (-93.6280158 41.587935, -93.628112 41.5879139, -93.6284743 41.5878364, -93.6286295 41.587803, -93.629135 41.5876962, -93.6292444 41.587673)",,,
16001941,High Street,secondary,False,False,106.23200000000001,"LINESTRING (-93.6292444 41.587673, -93.6293526 41.5876496, -93.6297681 41.5875602, -93.6298611 41.5875402, -93.6303689 41.5874307, -93.6304719 41.5874088)",,,
702559171,9th Street,secondary,True,False,78.888,"LINESTRING (-93.6292444 41.587673, -93.6292167 41.5875986, -93.6290927 41.5872659, -93.6290193 41.5870689, -93.6289897 41.5869896)",,3,
702559172,High Street,secondary,False,True,106.252,"LINESTRING (-93.6292444 41.587673, -93.629135 41.5876962, -93.6286295 41.587803, -93.6284743 41.5878364, -93.628112 41.5879139, -93.6280158 41.587935)",,,
16001941,High Street,secondary,False,True,106.23200000000001,"LINESTRING (-93.6304719 41.5874088, -93.6303689 41.5874307, -93.6298611 41.5875402, -93.6297681 41.5875602, -93.6293526 41.5876496, -93.6292444 41.587673)",,,
16018733,10th Street,tertiary,False,False,79.462,"LINESTRING (-93.6304719 41.5874088, -93.6304441 41.5873316, -93.6303488 41.5870765, -93.6303084 41.586969, -93.6302472 41.5868073, -93.6302155 41.5867204)",,,
