osmid,oneway,lanes,ref,name,highway,reversed,length,geometry,junction,bridge,maxspeed
46518714,True,1,SS394,Via Piave,secondary,False,43.926,"LINESTRING (8.7442812 45.84103, 8.7437854 45.8408383)",,,
37742888,True,1,,Via alla Chiesa,residential,False,26.740000000000002,"LINESTRING (8.7442812 45.84103, 8.7442567 45.8410572, 8.7440634 45.8412162)",,,
24675541,True,2,SS394,,secondary,False,37.608,"LINESTRING (8.7434331 45.8407579, 8.7433572 45.8407775, 8.7432763 45.8407779, 8.7432001 45.840759, 8.7431376 45.8407231, 8.7431085 45.8406887, 8.7430965 45.8406746, 8.7430816 45.8406192)",roundabout,,
24675541,True,2,SS394,,secondary,False,16.478,"LINESTRING (8.7430816 45.8406192, 8.7430916 45.8405703, 8.7431221 45.8405257, 8.7431705 45.8404896)",roundabout,,
24675542,True,1,SS394,,secondary,False,52.588,"LINESTRING (8.7430816 45.8406192, 8.7430398 45.8405636, 8.7429848 45.8405271, 8.7428413 45.8404725, 8.742553 45.8403351)",,,
24675541,True,2,SS394,,secondary,False,15.289,"LINESTRING (8.7433213 45.8404547, 8.7433862 45.8404623, 8.7434454 45.8404822, 8.7434943 45.8405129)",roundabout,,
36787698,True,1,,Via Ceppe,tertiary_link,False,26.195,"LINESTRING (8.7433213 45.8404547, 8.7433925 45.8404174, 8.7434233 45.8403851, 8.7434408 45.8403454, 8.7435025 45.8402627)",,,
24675541,True,2,SS394,,secondary,False,6.888,"LINESTRING (8.7434943 45.8405129, 8.7435195 45.8405384, 8.7435373 45.8405668)",roundabout,,
24675541,True,2,SS394,,secondary,False,19.022999999999996,"LINESTRING (8.7435489 45.8406154, 8.7435415 45.8406579, 8.7435186 45.8406975, 8.7434816 45.8407317, 8.7434331 45.8407579)",roundabout,,
"[619532810, 37742883]",True,"['1', '2']",SS394,Via Piave,secondary,False,72.572,"LINESTRING (8.7435489 45.8406154, 8.7436124 45.8406785, 8.7436714 45.8407117, 8.7437347 45.8407345, 8.7439615 45.8408163, 8.7443347 45.8409561)",,,
219405539,True,1,SS394,,secondary,False,51.346000000000004,"LINESTRING (8.742553 45.8403351, 8.7428708 45.8404304, 8.7430022 45.8404758, 8.7430733 45.840487, 8.7431705 45.8404896)",,,
"[28654216, 316110696, 316110695]",False,2,,Via Stazione,tertiary,False,185.555,"LINESTRING (8.7513154 45.8368279, 8.751247 45.8371446, 8.7511643 45.8373525, 8.7510914 45.837487, 8.7510071 45.8376024, 8.750934 45.837658, 8.7508639 45.8376945, 8.750816 45.8377024, 8.7506753 45.8376999, 8.7506253 45.8376869, 8.7505651 45.8376484, 8.7504862 45.8375642, 8.7503225 45.8374455, 8.7502279 45.8373918, 8.7501305 45.8373596, 8.7500297 45.837347)",,yes,
77102339,False,,,Via Ferdinando Rossi,unclassified,True,108.64599999999999,"LINESTRING (8.7513154 45.8368279, 8.7513787 45.8368181, 8.7521877 45.8367061, 8.7522691 45.8367113, 8.7523548 45.8367508, 8.7525203 45.8369483)",,,
36787702,False,,,,residential,False,82.42,"LINESTRING (8.7525203 45.8369483, 8.7523028 45.8370558, 8.7521773 45.8371292, 8.7515732 45.8372618)",,,
77102339,False,,,Via Ferdinando Rossi,unclassified,False,108.64599999999999,"LINESTRING (8.7525203 45.8369483, 8.7523548 45.8367508, 8.7522691 45.8367113, 8.7521877 45.8367061, 8.7513787 45.8368181, 8.7513154 45.8368279)",,,
36787676,False,,,Via Muro,unclassified,False,268.787,"LINESTRING (8.7500297 45.837347, 8.7500199 45.8372721, 8.7499967 45.8372078, 8.7499846 45.8371295, 8.749951 45.8370381, 8.7498859 45.8368696, 8.749823 45.8367707, 8.7497533 45.8366876, 8.7497016 45.8366449, 8.749641 45.8366247, 8.7495309 45.8366022, 8.7493332 45.8366, 8.7490389 45.836627, 8.748812 45.836627, 8.7486233 45.8366045, 8.7485326 45.836591, 8.7483881 45.8365522, 8.7482144 45.8365056, 8.7481437 45.8364713, 8.7480503 45.8364397, 8.7479036 45.8364038, 8.7478159 45.8363951, 8.7476908 45.8364153, 8.7475974 45.8364454, 8.7474732 45.8364877, 8.7474125 45.8364956)",,,40
316110695,False,2,,Via Stazione,tertiary,False,120.305,"LINESTRING (8.7500297 45.837347, 8.7499279 45.8373527, 8.7498284 45.8373833, 8.7496249 45.8374913, 8.7492486 45.8376392, 8.7489661 45.8377491, 8.7486611 45.837838)",,,
"[316110696, 28654216, 316110695]",False,2,,Via Stazione,tertiary,True,185.55499999999998,"LINESTRING (8.7500297 45.837347, 8.7501305 45.8373596, 8.7502279 45.8373918, 8.7503225 45.8374455, 8.7504862 45.8375642, 8.7505651 45.8376484, 8.7506253 45.8376869, 8.7506753 45.8376999, 8.750816 45.8377024, 8.7508639 45.8376945, 8.750934 45.837658, 8.7510071 45.8376024, 8.7510914 45.837487, 8.7511643 45.8373525, 8.751247 45.8371446, 8.7513154 45.8368279)",,yes,
28654217,False,2,,Via Giuseppe Verdi,tertiary,False,60.295,"LINESTRING (8.7446204 45.8372544, 8.7440214 45.8374239, 8.7439105 45.8374735)",,,
28654217,False,2,,Via Giuseppe Verdi,tertiary,True,368.8,"LINESTRING (8.7446204 45.8372544, 8.7448804 45.8371898, 8.7450172 45.8371693, 8.7451473 45.8371661, 8.745322 45.83719, 8.7454324 45.8372255, 8.7455552 45.8372986, 8.7456598 45.83738, 8.7457083 45.8374573, 8.7457325 45.8375808, 8.7457447 45.8376709, 8.7457846 45.8377587, 8.7458599 45.8378325, 8.7459562 45.8378984, 8.7460659 45.8379489, 8.7461677 45.8379739, 8.7462641 45.8379786, 8.7463748 45.8379711, 8.7472608 45.8378161, 8.7473962 45.8378029, 8.7475256 45.8378002, 8.7476588 45.8378034, 8.748466 45.8378574, 8.7485604 45.8378558, 8.7486611 45.837838)",,,
37743509,False,,,Via Giuseppe Verdi,residential,False,68.84599999999999,"LINESTRING (8.7446204 45.8372544, 8.7444828 45.8370816, 8.7443938 45.8370035, 8.7443138 45.8369696, 8.7442106 45.8369669, 8.743958 45.8370227)",,,
"[28654217, 36787700]",False,2,,"['Via Ceppe', 'Via Giuseppe Verdi']",tertiary,False,263.532,"LINESTRING (8.7439105 45.8374735, 8.7429479 45.8379825, 8.7428427 45.8380593, 8.7427581 45.8381334, 8.7424603 45.8385136, 8.7424318 45.8385759, 8.7424292 45.8386338, 8.7425235 45.8388312, 8.7427002 45.8391024, 8.7428972 45.839329)",,,
28654217,False,2,,Via Giuseppe Verdi,tertiary,True,60.295,"LINESTRING (8.7439105 45.8374735, 8.7440214 45.8374239, 8.7446204 45.8372544)",,,
37745582,False,,,Via Streccione,residential,False,50.346000000000004,"LINESTRING (8.7439105 45.8374735, 8.7439419 45.8375031, 8.7440356 45.8375914, 8.7442968 45.8378376)",,,
36787700,False,,,Via Ceppe,tertiary,False,106.109,"LINESTRING (8.7428972 45.839329, 8.7430343 45.8394426, 8.7431255 45.8395092, 8.7432817 45.8395452, 8.7434828 45.8396505, 8.7435051 45.8397451, 8.7435092 45.8399161, 8.7435051 45.8400731)",,,
"[28654217, 36787700]",False,2,,"['Via Ceppe', 'Via Giuseppe Verdi']",tertiary,True,263.532,"LINESTRING (8.7428972 45.839329, 8.7427002 45.8391024, 8.7425235 45.8388312, 8.7424292 45.8386338, 8.7424318 45.8385759, 8.7424603 45.8385136, 8.7427581 45.8381334, 8.7428427 45.8380593, 8.7429479 45.8379825, 8.7439105 45.8374735)",,,
"[37743510, 37743511]",False,,,Via Pasquera,"['unclassified', 'residential']",False,233.56800000000004,"LINESTRING (8.7428972 45.839329, 8.7428945 45.8392771, 8.7429127 45.8392281, 8.7429489 45.8391791, 8.7430977 45.8390938, 8.7432016 45.8390455, 8.7432318 45.8390234, 8.7432445 45.8390014, 8.7432515 45.8389758, 8.7432527 45.8389619, 8.7432399 45.8389155, 8.7430901 45.8387486, 8.743003 45.8386525, 8.7429763 45.838613, 8.7429739 45.8385874, 8.7429855 45.8385561, 8.7429983 45.838534, 8.7430297 45.8385004, 8.7433959 45.8383184, 8.7437082 45.8381512, 8.7441787 45.8379034, 8.7442968 45.8378376)",,,
36787700,False,,,Via Ceppe,tertiary,True,21.084,"LINESTRING (8.7435025 45.8402627, 8.7435051 45.8400731)",,,
46518713,True,1,,Via Ceppe,tertiary_link,False,27.842999999999996,"LINESTRING (8.7435025 45.8402627, 8.7435051 45.8403566, 8.7434943 45.8405129)",,,
36787676,False,,,Via Muro,unclassified,False,34.309,"LINESTRING (8.7474125 45.8364956, 8.7473815 45.8364769, 8.7473088 45.8364338, 8.7471866 45.8363425, 8.7470927 45.8362827)",,,40
36787676,False,,,Via Muro,unclassified,True,268.78700000000003,"LINESTRING (8.7474125 45.8364956, 8.7474732 45.8364877, 8.7475974 45.8364454, 8.7476908 45.8364153, 8.7478159 45.8363951, 8.7479036 45.8364038, 8.7480503 45.8364397, 8.7481437 45.8364713, 8.7482144 45.8365056, 8.7483881 45.8365522, 8.7485326 45.836591, 8.7486233 45.8366045, 8.748812 45.836627, 8.7490389 45.836627, 8.7493332 45.8366, 8.7495309 45.8366022, 8.749641 45.8366247, 8.7497016 45.8366449, 8.7497533 45.8366876, 8.749823 45.8367707, 8.7498859 45.8368696, 8.749951 45.8370381, 8.7499846 45.8371295, 8.7499967 45.8372078, 8.7500199 45.8372721, 8.7500297 45.837347)",,,40
36787678,False,,,Via Muro,residential,False,87.23400000000001,"LINESTRING (8.7474125 45.8364956, 8.7473858 45.8365308, 8.7472949 45.8366109, 8.747114 45.8367367, 8.7469152 45.8368521, 8.74677 45.8369449, 8.7466282 45.8370537)",,,
36787678,False,,,Via Muro,residential,True,87.23400000000001,"LINESTRING (8.7466282 45.8370537, 8.74677 45.8369449, 8.7469152 45.8368521, 8.747114 45.8367367, 8.7472949 45.8366109, 8.7473858 45.8365308, 8.7474125 45.8364956)",,,
36787676,False,,,Via Muro,unclassified,False,125.36800000000001,"LINESTRING (8.7470927 45.8362827, 8.747088 45.8362388, 8.7470847 45.8362082, 8.7470812 45.8361509, 8.7471385 45.8361004, 8.7472355 45.8360602, 8.74729 45.8359778, 8.7473053 45.8359248, 8.7472977 45.8358689, 8.7472464 45.8357072, 8.7471711 45.8355167, 8.7470209 45.8352481)",,,40
36787676,False,,,Via Muro,unclassified,True,34.309000000000005,"LINESTRING (8.7470927 45.8362827, 8.7471866 45.8363425, 8.7473088 45.8364338, 8.7473815 45.8364769, 8.7474125 45.8364956)",,,40
36787679,False,,,Via Muro,residential,False,42.686,"LINESTRING (8.7470927 45.8362827, 8.7467776 45.83631, 8.7465474 45.8363371)",,,
36787679,False,,,Via Muro,residential,True,42.686,"LINESTRING (8.7465474 45.8363371, 8.7467776 45.83631, 8.7470927 45.8362827)",,,
36787676,False,,,Via Muro,unclassified,True,125.368,"LINESTRING (8.7470209 45.8352481, 8.7471711 45.8355167, 8.7472464 45.8357072, 8.7472977 45.8358689, 8.7473053 45.8359248, 8.74729 45.8359778, 8.7472355 45.8360602, 8.7471385 45.8361004, 8.7470812 45.8361509, 8.7470847 45.8362082, 8.747088 45.8362388, 8.7470927 45.8362827)",,,40
"[36787680, 308419560]",False,,,Via Mottarone,"['residential', 'unclassified']","[False, True]",251.013,"LINESTRING (8.7470209 45.8352481, 8.7469373 45.8352682, 8.7467146 45.8352935, 8.7464278 45.8353465, 8.7459708 45.8354637, 8.7453813 45.8356451, 8.7452865 45.8356781, 8.7450903 45.8357246, 8.7449437 45.8357393, 8.7447732 45.8357172, 8.7444889 45.8356649, 8.7444224 45.8356543, 8.7443366 45.8356618, 8.7440174 45.8357272, 8.7439358 45.8357294)",,,
"[308419557, 308419559]",False,,,Via Mottarone,residential,False,88.584,"LINESTRING (8.7439358 45.8357294, 8.7439326 45.8356905, 8.7438456 45.8355157, 8.743723 45.8352693, 8.7437323 45.8352432, 8.7441271 45.8351686)",,,
"[308419560, 36787680]",False,,,Via Mottarone,"['unclassified', 'residential']","[False, True]",251.01299999999998,"LINESTRING (8.7439358 45.8357294, 8.7440174 45.8357272, 8.7443366 45.8356618, 8.7444224 45.8356543, 8.7444889 45.8356649, 8.7447732 45.8357172, 8.7449437 45.8357393, 8.7450903 45.8357246, 8.7452865 45.8356781, 8.7453813 45.8356451, 8.7459708 45.8354637, 8.7464278 45.8353465, 8.7467146 45.8352935, 8.7469373 45.8352682, 8.7470209 45.8352481)",,,
"[308419557, 308419559]",False,,,Via Mottarone,residential,True,88.584,"LINESTRING (8.7441271 45.8351686, 8.7437323 45.8352432, 8.743723 45.8352693, 8.7438456 45.8355157, 8.7439326 45.8356905, 8.7439358 45.8357294)",,,
36787702,False,,,,residential,True,82.42,"LINESTRING (8.7515732 45.8372618, 8.7521773 45.8371292, 8.7523028 45.8370558, 8.7525203 45.8369483)",,,
36787718,False,,,Via del Colle,unclassified,False,327.314,"LINESTRING (8.7525759 45.8418443, 8.7522977 45.841846, 8.7519894 45.8418869, 8.751618 45.8419974, 8.7511572 45.8421997, 8.7509583 45.8422804, 8.75084 45.8423124, 8.7507715 45.842298, 8.750724 45.8422516, 8.7506577 45.8421522, 8.7505815 45.8419798, 8.7505582 45.8418958, 8.7505372 45.841793, 8.7504533 45.8416825, 8.7503195 45.8415377, 8.7501239 45.8412791, 8.7498295 45.8408832)",,,
36787718,False,,,Via del Colle,unclassified,True,327.31399999999996,"LINESTRING (8.7498295 45.8408832, 8.7501239 45.8412791, 8.7503195 45.8415377, 8.7504533 45.8416825, 8.7505372 45.841793, 8.7505582 45.8418958, 8.7505815 45.8419798, 8.7506577 45.8421522, 8.750724 45.8422516, 8.7507715 45.842298, 8.75084 45.8423124, 8.7509583 45.8422804, 8.7511572 45.8421997, 8.751618 45.8419974, 8.7519894 45.8418869, 8.7522977 45.841846, 8.7525759 45.8418443)",,,
"[318745292, 318745291, 382840132]",False,2,SS394,Via Piave,secondary,False,234.122,"LINESTRING (8.7498295 45.8408832, 8.74959 45.8410194, 8.7491298 45.841291, 8.7487745 45.8415042, 8.7485308 45.8416276, 8.7484658 45.8416451, 8.7482975 45.8416781, 8.7478258 45.841754, 8.7475339 45.8417519, 8.7472871 45.8417451, 8.7472151 45.8417407)",,yes,
"[382840132, 77102340]",False,2,SS394,"['Via Roma', 'Via Piave']",secondary,True,174.167,"LINESTRING (8.7498295 45.8408832, 8.7505079 45.8404974, 8.7510366 45.8401845, 8.7513074 45.8400243, 8.7515811 45.839904)",,,50
37563674,False,,,Via Adige,residential,False,119.055,"LINESTRING (8.7515811 45.839904, 8.7511152 45.8388837)",,,
"[77102340, 382840132]",False,2,SS394,"['Via Roma', 'Via Piave']",secondary,False,174.167,"LINESTRING (8.7515811 45.839904, 8.7513074 45.8400243, 8.7510366 45.8401845, 8.7505079 45.8404974, 8.7498295 45.8408832)",,,50
37563674,False,,,Via Adige,residential,True,119.055,"LINESTRING (8.7511152 45.8388837, 8.7515811 45.839904)",,,
37563675,False,,,Via Mattello,unclassified,False,76.719,"LINESTRING (8.7472151 45.8417407, 8.7471943 45.8424305)",,,
37742885,True,,,Via Enea Sacconaghi,unclassified,False,82.879,"LINESTRING (8.7472151 45.8417407, 8.747098 45.8417787, 8.7469729 45.841825, 8.7466902 45.8419003, 8.7463827 45.8419188, 8.746196 45.8419327)",,,40
318745292,False,2,SS394,Via Piave,secondary,False,30.19,"LINESTRING (8.7472151 45.8417407, 8.747092 45.841658, 8.7468887 45.8416018)",,,
"[318745291, 318745292, 382840132]",False,2,SS394,Via Piave,secondary,True,234.12200000000004,"LINESTRING (8.7472151 45.8417407, 8.7472871 45.8417451, 8.7475339 45.8417519, 8.7478258 45.841754, 8.7482975 45.8416781, 8.7484658 45.8416451, 8.7485308 45.8416276, 8.7487745 45.8415042, 8.7491298 45.841291, 8.74959 45.8410194, 8.7498295 45.8408832)",,yes,
37563675,False,,,Via Mattello,unclassified,True,76.719,"LINESTRING (8.7471943 45.8424305, 8.7472151 45.8417407)",,,
37563675,False,,,Via Mattello,unclassified,False,39.728,"LINESTRING (8.7471943 45.8424305, 8.7471712 45.8425154, 8.7469757 45.8426331, 8.746877 45.8426925)",,,
"[37563684, 37563685]",False,,,Via Ranco,residential,False,113.07300000000001,"LINESTRING (8.7471943 45.8424305, 8.7474941 45.8425475, 8.7476479 45.8426462, 8.7477016 45.8426694, 8.7480252 45.8427464, 8.7483532 45.8428247, 8.7484751 45.8428915)",,,
37563675,False,,,Via Mattello,unclassified,True,39.728,"LINESTRING (8.746877 45.8426925, 8.7469757 45.8426331, 8.7471712 45.8425154, 8.7471943 45.8424305)",,,
"[37563684, 37563685]",False,,,Via Ranco,residential,True,113.07300000000001,"LINESTRING (8.7484751 45.8428915, 8.7483532 45.8428247, 8.7480252 45.8427464, 8.7477016 45.8426694, 8.7476479 45.8426462, 8.7474941 45.8425475, 8.7471943 45.8424305)",,,
46518714,True,1,SS394,Via Piave,secondary,False,45.94,"LINESTRING (8.7448385 45.8411704, 8.7445113 45.8410798, 8.7442812 45.84103)",,,
318745292,False,2,SS394,Via Piave,secondary,True,167.69,"LINESTRING (8.7448385 45.8411704, 8.7457128 45.8414648, 8.7460711 45.8415179, 8.7464822 45.8415461, 8.7468887 45.8416018)",,,
37742887,False,,,Via Enea Sacconaghi,unclassified,False,135.817,"LINESTRING (8.746196 45.8419327, 8.7460831 45.8419371, 8.7459385 45.8419428, 8.7453599 45.8420245, 8.7448229 45.8420771, 8.7444603 45.8420695)",,,
37742887,False,,,Via Enea Sacconaghi,unclassified,True,135.817,"LINESTRING (8.7444603 45.8420695, 8.7448229 45.8420771, 8.7453599 45.8420245, 8.7459385 45.8419428, 8.7460831 45.8419371, 8.746196 45.8419327)",,,
215267783,False,,,Via Enea Sacconaghi,unclassified,False,84.67500000000001,"LINESTRING (8.7444603 45.8420695, 8.7442971 45.8420009, 8.7440253 45.8419643, 8.7437761 45.8419422, 8.7434061 45.8419021)",,,
896132336,False,2,,Via Enea Sacconaghi,unclassified,False,88.344,"LINESTRING (8.7444603 45.8420695, 8.744422 45.8421986, 8.7444039 45.842371, 8.7443894 45.8428607)",,,
37742891,False,,,Via Enea Sacconaghi,residential,False,70.506,"LINESTRING (8.7443894 45.8428607, 8.7445828 45.8428519, 8.7448803 45.842836, 8.7452968 45.8428113)",,,
896132336,False,2,,Via Enea Sacconaghi,unclassified,False,59.166999999999994,"LINESTRING (8.7443894 45.8428607, 8.7443712 45.8431836, 8.7443603 45.8432471, 8.744315 45.8433233, 8.7442533 45.8433687)",,,
896132336,False,2,,Via Enea Sacconaghi,unclassified,True,88.34400000000001,"LINESTRING (8.7443894 45.8428607, 8.7444039 45.842371, 8.744422 45.8421986, 8.7444603 45.8420695)",,,
896132336,False,2,,Via Enea Sacconaghi,unclassified,True,59.167,"LINESTRING (8.7442533 45.8433687, 8.744315 45.8433233, 8.7443603 45.8432471, 8.7443712 45.8431836, 8.7443894 45.8428607)",,,
