osmid,name,highway,oneway,reversed,length,lanes,ref,maxspeed,geometry,bridge
12137099,Winter Street,residential,False,False,159.164,,,,"LINESTRING (-80.0184286 33.1931645, -80.018409 33.1945958)",
128275124,South Live Oak Drive,primary,False,True,232.77,4,US 17 Alternate,,"LINESTRING (-80.0130864 33.1960496, -80.0142251 33.1941857)",
12128476,West Main Street,secondary,False,False,88.17999999999999,,SC 6,35 mph,"LINESTRING (-80.0130864 33.1960496, -80.0138777 33.1963808, -80.013934 33.1964043)",
12137561,North Live Oak Drive,primary,False,False,124.714,4,US 17 Alternate;SC 6 Truck,,"LINESTRING (-80.0130864 33.1960496, -80.0126763 33.1965193, -80.0126258 33.1965878, -80.0125328 33.1966807, -80.0122401 33.1969139)",
12141554,East Main Street,secondary,False,True,291.481,,SC 6,,"LINESTRING (-80.0130864 33.1960496, -80.0121187 33.1956072, -80.0118372 33.1954811, -80.0116147 33.1953798, -80.011235 33.195207, -80.0103345 33.1947972)",
12128476,West Main Street,secondary,False,False,107.995,,SC 6,35 mph,"LINESTRING (-80.013934 33.1964043, -80.0149103 33.1969295)",
12128476,West Main Street,secondary,False,True,88.17999999999999,,SC 6,35 mph,"LINESTRING (-80.013934 33.1964043, -80.0138777 33.1963808, -80.0130864 33.1960496)",
12135616,Goodwin Street,residential,False,True,271.671,,,,"LINESTRING (-80.013934 33.1964043, -80.013994 33.19622, -80.014322 33.195739, -80.0149757 33.1953204, -80.015276 33.194961, -80.0153911 33.1946769, -80.0154267 33.1944075)",
12128476,West Main Street,secondary,False,False,42.711,,SC 6,35 mph,"LINESTRING (-80.0149103 33.1969295, -80.0152805 33.1971566)",
12128476,West Main Street,secondary,False,True,107.995,,SC 6,35 mph,"LINESTRING (-80.0149103 33.1969295, -80.013934 33.1964043)",
12143032,State Road S-8-113,residential,False,False,104.263,,,,"LINESTRING (-80.0149103 33.1969295, -80.015331 33.19652, -80.0149082 33.1963385)",
12128476,West Main Street,secondary,False,True,42.711,,SC 6,35 mph,"LINESTRING (-80.0152805 33.1971566, -80.0149103 33.1969295)",
"[720915426, 720915427, 12128476]",West Main Street,secondary,False,False,128.14600000000002,3,SC 6,35 mph,"LINESTRING (-80.0152805 33.1971566, -80.0154646 33.1972729, -80.0155962 33.1973561, -80.0159725 33.1975938, -80.0161127 33.1976504, -80.016432 33.1977792)",yes
12143008,State Road S-8-112,residential,False,False,147.254,,,,"LINESTRING (-80.0152805 33.1971566, -80.0159352 33.1961617, -80.0157411 33.196066)",
720915426,West Main Street,secondary,False,False,129.608,3,SC 6,35 mph,"LINESTRING (-80.0165509 33.1978238, -80.0178686 33.1982017)",
720915426,West Main Street,secondary,False,True,12.124,3,SC 6,35 mph,"LINESTRING (-80.0165509 33.1978238, -80.016432 33.1977792)",
12136552,Broughton Road,residential,False,False,235.023,,SR S-8-21,,"LINESTRING (-80.0165509 33.1978238, -80.0165436 33.1982736, -80.0165421 33.198365, -80.0165592 33.1999373)",
12137769,Pine Street,residential,False,False,227.209,,,,"LINESTRING (-80.0178686 33.1982017, -80.0177872 33.2002439)",
720915426,West Main Street,secondary,False,True,129.608,3,SC 6,35 mph,"LINESTRING (-80.0178686 33.1982017, -80.0165509 33.1978238)",
12141344,Dehay Street,residential,False,False,74.173,,,,"LINESTRING (-80.0169949 33.193374, -80.0170045 33.192707)",
12141344,Dehay Street,residential,False,True,137.226,,,,"LINESTRING (-80.0169949 33.193374, -80.016993 33.1946081)",
12128710,Oliver Court,residential,False,False,107.08999999999999,,,,"LINESTRING (-80.0169949 33.193374, -80.0167269 33.1933594, -80.0163976 33.1933168, -80.0161256 33.1932134, -80.0158977 33.1931267)",
12128710,Oliver Court,residential,False,True,107.08999999999999,,,,"LINESTRING (-80.0158977 33.1931267, -80.0161256 33.1932134, -80.0163976 33.1933168, -80.0167269 33.1933594, -80.0169949 33.193374)",
12128772,Heatley Street,residential,False,False,231.223,,,,"LINESTRING (-80.0088766 33.1926324, -80.0093117 33.1927692, -80.009597 33.1928076, -80.0101177 33.1928777, -80.010851 33.1929434, -80.0113115 33.1930044)",
12135501,Gulledge Street,residential,False,False,80.68700000000001,,,,"LINESTRING (-80.0088766 33.1926324, -80.0087678 33.1929457, -80.0086346 33.1933292)",
12128772,Heatley Street,residential,False,False,33.295,,,,"LINESTRING (-80.0113115 33.1930044, -80.0116612 33.1930678)",
351495151,Azalea Court,residential,False,True,88.217,,,,"LINESTRING (-80.0113115 33.1930044, -80.0113648 33.1922123)",
