osmid,lanes,name,highway,maxspeed,oneway,reversed,length,bridge,geometry,access
"[35510490, 199029707]",2,"['Timms Lane', 'St. George Street North']",residential,,False,False,268.19,,"LINESTRING (-81.1354966 43.2601224, -81.1355589 43.2601788, -81.1357954 43.260203, -81.135931 43.2602346, -81.1359857 43.2602578, -81.1360058 43.2603121, -81.1362446 43.2614937, -81.1364828 43.2614679, -81.137277 43.261352)",
"[43046017, 293785043, 28370597]",2,Queen Street East,secondary,50,False,True,120.52,yes,"LINESTRING (-81.1354966 43.2601224, -81.1360513 43.2600616, -81.1367345 43.2599861, -81.1369686 43.2599624)",
28228249,2,Water Street,secondary,50,False,False,174.283,,"LINESTRING (-81.1447875 43.2537039, -81.1438689 43.2551213)",
43046015,2,Victoria Street,residential,,False,True,93.731,,"LINESTRING (-81.1447875 43.2537039, -81.1437507 43.2533293)",
35503327,2,Thames Avenue,residential,,False,False,242.227,,"LINESTRING (-81.1447875 43.2537039, -81.1454924 43.2539908, -81.1455563 43.2540829, -81.145519 43.2541894, -81.1448191 43.2552078, -81.1446878 43.2554261)",
43046016,2,Park Street,tertiary,,False,True,74.477,,"LINESTRING (-81.1446878 43.2554261, -81.1438689 43.2551213)",
35503327,2,Thames Avenue,residential,,False,True,242.22699999999998,,"LINESTRING (-81.1446878 43.2554261, -81.1448191 43.2552078, -81.145519 43.2541894, -81.1455563 43.2540829, -81.1454924 43.2539908, -81.1447875 43.2537039)",
"[43046016, 35512538, 35514470, 293781478]",2,Park Street,tertiary,,False,False,133.144,yes,"LINESTRING (-81.1446878 43.2554261, -81.1447369 43.2554438, -81.1448321 43.2554779, -81.1455012 43.2557156, -81.1461638 43.2559535)",
35505772,2,Water Street N,residential,,False,True,22.91,,"LINESTRING (-81.1438472 43.2609766, -81.1438189 43.2607716)",
"[293775681, 35507956]",1,,living_street,,True,False,636.615,,"LINESTRING (-81.1438472 43.2609766, -81.143952 43.2609676, -81.1441248 43.2610418, -81.1442059 43.2611168, -81.1446283 43.2615244, -81.1450569 43.261896, -81.1456185 43.2623589, -81.1458193 43.2624781, -81.1459426 43.2625499, -81.1460786 43.2625668, -81.1462012 43.262527, -81.1462685 43.2623894, -81.1462707 43.2620786, -81.1461823 43.2617235, -81.1460817 43.2614827, -81.1458128 43.2611003, -81.1454855 43.2607968, -81.1451587 43.2606261, -81.1448441 43.2604734, -81.1446191 43.2604558, -81.1444005 43.2605031, -81.144265 43.2605393, -81.1440436 43.2606836, -81.1438189 43.2607716)",yes
35503576,2,Water Street N,residential,,False,False,54.884,,"LINESTRING (-81.1438472 43.2609766, -81.1438773 43.2611377, -81.1439352 43.261466)",
28234956,,Queen Street West,secondary,50,False,False,115.468,,"LINESTRING (-81.146849 43.2589466, -81.1454386 43.2590993)",
28328630,2,Elgin Street East,residential,,False,False,111.63,,"LINESTRING (-81.1389716 43.2576624, -81.1376091 43.2578148)",
28328630,2,Elgin Street East,residential,,False,True,112.103,,"LINESTRING (-81.1389716 43.2576624, -81.1395856 43.2576049, -81.1403446 43.2575338)",
35513272,2,Peel Street South,residential,,False,True,159.757,,"LINESTRING (-81.1389716 43.2576624, -81.1387683 43.2567979, -81.1386385 43.2562463)",
35517951,2,Peel Street South,residential,,False,False,117.198,,"LINESTRING (-81.1389716 43.2576624, -81.139065 43.2581192, -81.1391847 43.2587049)",
289488994,2,James Street South,secondary,50,False,True,29.921,,"LINESTRING (-81.1363237 43.2567547, -81.1362778 43.2564877)",
289488994,2,James Street South,secondary,50,False,False,132.882,,"LINESTRING (-81.1363237 43.2567547, -81.1364694 43.2574558, -81.1365634 43.2579369)",
35505541,2,Jones Street East,residential,,False,False,110.289,,"LINESTRING (-81.1391847 43.2587049, -81.137842 43.258871)",
35505541,2,Jones Street East,residential,,False,True,113.341,,"LINESTRING (-81.1391847 43.2587049, -81.1405638 43.258531)",
35517951,2,Peel Street South,residential,,False,True,117.198,,"LINESTRING (-81.1391847 43.2587049, -81.139065 43.2581192, -81.1389716 43.2576624)",
35534427,2,Peel Street South,residential,,False,False,111.423,,"LINESTRING (-81.1391847 43.2587049, -81.1393761 43.2596034, -81.1393957 43.2596951)",
293785043,2,Queen Street East,secondary,50,False,False,111.003,,"LINESTRING (-81.1393957 43.2596951, -81.1380397 43.2598413)",
35503316,2,Peel Street North,residential,,False,False,119.077,,"LINESTRING (-81.1393957 43.2596951, -81.1394159 43.2598044, -81.1395106 43.2602842, -81.1395989 43.2607557)",
35534427,2,Peel Street South,residential,,False,True,111.423,,"LINESTRING (-81.1393957 43.2596951, -81.1393761 43.2596034, -81.1391847 43.2587049)",
293785043,2,Queen Street East,secondary,50,False,True,112.49000000000001,,"LINESTRING (-81.1393957 43.2596951, -81.1400193 43.259631, -81.1400913 43.2596236, -81.1404054 43.2595913, -81.1407721 43.2595587)",
35503316,2,Peel Street North,residential,,False,False,12.959,,"LINESTRING (-81.1395989 43.2607557, -81.139624 43.2608708)",
199029816,2,Timms Lane,residential,,False,False,111.612,,"LINESTRING (-81.1395989 43.2607557, -81.138235 43.2609005)",
35503316,2,Peel Street North,residential,,False,True,119.077,,"LINESTRING (-81.1395989 43.2607557, -81.1395106 43.2602842, -81.1394159 43.2598044, -81.1393957 43.2596951)",
35505210,2,Victoria Street,residential,,False,False,60.927,,"LINESTRING (-81.143084 43.2530756, -81.143188 43.2531117, -81.1437507 43.2533293)",
199029954,2,Church Street,residential,,False,True,170.053,,"LINESTRING (-81.1427129 43.2529745, -81.1417825 43.2543455)",
28328637,,Victoria Street,residential,,False,True,122.357,,"LINESTRING (-81.1427129 43.2529745, -81.1425393 43.2529122, -81.1424194 43.2528735, -81.1422823 43.2528307, -81.1421703 43.252815, -81.1420561 43.252816, -81.1412559 43.2529013)",
28328638,2,Elizabeth Street,residential,,False,False,97.518,,"LINESTRING (-81.1374443 43.256359, -81.1386385 43.2562463)",
28328639,2,Park Street,residential,,False,False,177.279,,"LINESTRING (-81.1374443 43.256359, -81.1382037 43.2548637)",
28328638,2,Elizabeth Street,residential,,False,True,95.571,,"LINESTRING (-81.1374443 43.256359, -81.1368735 43.2564322, -81.1362778 43.2564877)",
35503271,2,King Street S,residential,,False,False,163.768,,"LINESTRING (-81.1374443 43.256359, -81.1373773 43.2565681, -81.1376091 43.2578148)",
28234956,,Queen Street West,secondary,50,False,True,115.468,,"LINESTRING (-81.1454386 43.2590993, -81.146849 43.2589466)",
35504710,2,Thomas Street,tertiary,,False,True,120.064,,"LINESTRING (-81.1454386 43.2590993, -81.1452298 43.2580303)",
"[363440809, 28234955, 28234956]",2,Queen Street West,secondary,50,False,False,159.21,yes,"LINESTRING (-81.1454386 43.2590993, -81.1448911 43.2591569, -81.1441471 43.2592079, -81.144063 43.2592153, -81.1438915 43.2592337, -81.1434883 43.2592768)",
289488994,2,James Street South,secondary,50,False,False,426.94,,"LINESTRING (-81.1355121 43.2526889, -81.136188 43.2560786, -81.1362778 43.2564877)",
35504710,2,Thomas Street,tertiary,,False,False,120.064,,"LINESTRING (-81.1452298 43.2580303, -81.1454386 43.2590993)",
35504710,2,Thomas Street,tertiary,,False,True,255.036,,"LINESTRING (-81.1452298 43.2580303, -81.1451209 43.2573528, -81.1451504 43.2571418, -81.145263 43.2569856, -81.1461638 43.2559535)",
43046013,2,Water Street,secondary,50,False,False,111.889,,"LINESTRING (-81.1432888 43.2582811, -81.1434883 43.2592768)",
43046013,2,Water Street,secondary,50,False,True,115.871,,"LINESTRING (-81.1432888 43.2582811, -81.14307 43.2572513)",
35505541,2,Jones Street East,residential,,False,False,110.415,,"LINESTRING (-81.1432888 43.2582811, -81.1431441 43.2582967, -81.1419327 43.2583831)",
28328638,2,Elizabeth Street,residential,,False,True,97.518,,"LINESTRING (-81.1386385 43.2562463, -81.1374443 43.256359)",
28328638,2,Elizabeth Street,residential,,False,False,120.25099999999999,,"LINESTRING (-81.1386385 43.2562463, -81.1393174 43.2561938, -81.1401151 43.2561321)",
35504864,2,Peel Street South,residential,,False,True,163.17600000000002,,"LINESTRING (-81.1386385 43.2562463, -81.1384369 43.2551298, -81.138407 43.2550087, -81.1383773 43.254946, -81.1383533 43.2549272, -81.1383083 43.2549041, -81.1382037 43.2548637)",
35513272,2,Peel Street South,residential,,False,False,159.757,,"LINESTRING (-81.1386385 43.2562463, -81.1387683 43.2567979, -81.1389716 43.2576624)",
35528819,2,Thomas Street,residential,,False,True,132.889,,"LINESTRING (-81.1461638 43.2559535, -81.147036 43.2549412)",
35504710,2,Thomas Street,tertiary,,False,False,255.036,,"LINESTRING (-81.1461638 43.2559535, -81.145263 43.2569856, -81.1451504 43.2571418, -81.1451209 43.2573528, -81.1452298 43.2580303)",
"[43046016, 35512538, 293781478, 35514470]",2,Park Street,tertiary,,False,True,133.14400000000003,yes,"LINESTRING (-81.1461638 43.2559535, -81.1455012 43.2557156, -81.1448321 43.2554779, -81.1447369 43.2554438, -81.1446878 43.2554261)",
35527603,2,Trafalgar Street,residential,,False,False,93.935,,"LINESTRING (-81.1386962 43.2532164, -81.1398101 43.2534519)",
35505772,2,Water Street N,residential,,False,False,22.91,,"LINESTRING (-81.1438189 43.2607716, -81.1438472 43.2609766)",
28328622,2,Parkview Drive,residential,,False,False,112.863,,"LINESTRING (-81.1438189 43.2607716, -81.1432601 43.2608278, -81.1432128 43.2608325, -81.1424459 43.2609436)",
"[28328624, 28328620, 293775685, 28328623]","['1', '2']",Water Street,residential,20,False,True,168.384,trestle,"LINESTRING (-81.1438189 43.2607716, -81.1437652 43.2605834, -81.1436985 43.2602897, -81.1436876 43.2602397, -81.1434883 43.2592768)",
28328639,2,Park Street,residential,,False,True,177.279,,"LINESTRING (-81.1382037 43.2548637, -81.1374443 43.256359)",
"[28328640, 28328639]",2,Park Street,residential,,False,False,165.13400000000001,,"LINESTRING (-81.1382037 43.2548637, -81.1384172 43.254424, -81.1385138 43.2542768, -81.1386208 43.2541641, -81.1388015 43.2541169, -81.1395832 43.2540131)",
35504864,2,Peel Street South,residential,,False,False,163.176,,"LINESTRING (-81.1382037 43.2548637, -81.1383083 43.2549041, -81.1383533 43.2549272, -81.1383773 43.254946, -81.138407 43.2550087, -81.1384369 43.2551298, -81.1386385 43.2562463)",
293785039,2,Church Street,residential,,False,True,112.296,,"LINESTRING (-81.1403446 43.2575338, -81.1405638 43.258531)",
28328630,2,Elgin Street East,residential,,False,False,112.103,,"LINESTRING (-81.1403446 43.2575338, -81.1395856 43.2576049, -81.1389716 43.2576624)",
"[199029954, 293785039]",2,Church Street,residential,,False,False,156.486,,"LINESTRING (-81.1403446 43.2575338, -81.1402555 43.2570391, -81.1401894 43.2566717, -81.140519 43.2561904)",
35503576,2,Water Street N,residential,,False,True,54.884,,"LINESTRING (-81.1439352 43.261466, -81.1438773 43.2611377, -81.1438472 43.2609766)",
35509661,2,Tracy Street,residential,,False,False,239.527,,"LINESTRING (-81.1395832 43.2540131, -81.1401151 43.2561321)",
28328640,,Park Street,residential,,False,False,84.38399999999999,,"LINESTRING (-81.1395832 43.2540131, -81.140116 43.2539827, -81.1406235 43.2539857)",
"[28328640, 28328639]",2,Park Street,residential,,False,True,165.13400000000001,,"LINESTRING (-81.1395832 43.2540131, -81.1388015 43.2541169, -81.1386208 43.2541641, -81.1385138 43.2542768, -81.1384172 43.254424, -81.1382037 43.2548637)",
35525137,2,Tracy Street,residential,,False,True,65.10300000000001,,"LINESTRING (-81.1395832 43.2540131, -81.1396232 43.2538795, -81.1398101 43.2534519)",
35505456,2,Wellington Street South,residential,,False,True,115.938,,"LINESTRING (-81.142131 43.2594157, -81.1419327 43.2583831)",
685162101,2,Queen Street East,secondary,50,False,False,111.185,,"LINESTRING (-81.142131 43.2594157, -81.1407721 43.2595587)",
685162101,2,Queen Street East,secondary,50,False,True,110.992,,"LINESTRING (-81.142131 43.2594157, -81.1434883 43.2592768)",
"[28327682, 28327683, 28327684]",2,Wellington Street,secondary,50,False,False,171.811,yes,"LINESTRING (-81.142131 43.2594157, -81.1422325 43.2599274, -81.1423451 43.2605079, -81.142352 43.2605435, -81.1424255 43.2608573, -81.1424459 43.2609436)",
28328635,,Park Street,residential,,False,False,92.385,,"LINESTRING (-81.1427954 43.2547277, -81.1417825 43.2543455)",
28328635,,Park Street,residential,,False,True,97.332,,"LINESTRING (-81.1427954 43.2547277, -81.1438689 43.2551213)",
35505456,2,Wellington Street South,residential,,False,True,173.679,,"LINESTRING (-81.1427954 43.2547277, -81.1437507 43.2533293)",
35505456,2,Wellington Street South,residential,,False,False,315.783,,"LINESTRING (-81.1427954 43.2547277, -81.1415916 43.2565234, -81.1415539 43.2566245, -81.1415568 43.2567325, -81.1416934 43.2573534)",
35506740,2,St. George Street S,residential,,False,False,20.831,,"LINESTRING (-81.1357223 43.2590679, -81.1358386 43.259235)",
35528654,2,St. George Street S,residential,,False,True,112.812,,"LINESTRING (-81.1357223 43.2590679, -81.1355505 43.2580611)",
199029954,2,Church Street,residential,,False,False,229.247,,"LINESTRING (-81.140519 43.2561904, -81.1417825 43.2543455)",
28328638,2,Elizabeth Street,residential,,False,True,34.175,,"LINESTRING (-81.140519 43.2561904, -81.1403492 43.2561318, -81.1401151 43.2561321)",
"[199029954, 293785039]",2,Church Street,residential,,False,True,156.486,,"LINESTRING (-81.140519 43.2561904, -81.1401894 43.2566717, -81.1402555 43.2570391, -81.1403446 43.2575338)",
35528654,2,St. George Street S,residential,,False,False,112.812,,"LINESTRING (-81.1355505 43.2580611, -81.1357223 43.2590679)",
28328630,2,Elgin Street East,residential,,False,True,83.185,,"LINESTRING (-81.1355505 43.2580611, -81.1363408 43.2579607, -81.1365634 43.2579369)",
35505456,2,Wellington Street South,residential,,False,False,116.126,,"LINESTRING (-81.1416934 43.2573534, -81.1419327 43.2583831)",
35513677,2,Elgin Street East,residential,,False,True,112.056,,"LINESTRING (-81.1416934 43.2573534, -81.14307 43.2572513)",
35505456,2,Wellington Street South,residential,,False,True,315.783,,"LINESTRING (-81.1416934 43.2573534, -81.1415568 43.2567325, -81.1415539 43.2566245, -81.1415916 43.2565234, -81.1427954 43.2547277)",
291668913,2,,residential,,False,True,49.935,,"LINESTRING (-81.1416934 43.2573534, -81.1415953 43.2573912, -81.1410962 43.2574502)",
35513677,2,Elgin Street East,residential,,False,False,112.056,,"LINESTRING (-81.14307 43.2572513, -81.1416934 43.2573534)",
43046013,2,Water Street,secondary,50,False,False,115.871,,"LINESTRING (-81.14307 43.2572513, -81.1432888 43.2582811)",
28228249,2,Water Street,secondary,50,False,True,252.352,,"LINESTRING (-81.14307 43.2572513, -81.1429845 43.2567913, -81.1429992 43.2565668, -81.1430766 43.2563661, -81.1436616 43.2554463, -81.1438689 43.2551213)",
35527603,2,Trafalgar Street,residential,,False,True,93.935,,"LINESTRING (-81.1398101 43.2534519, -81.1386962 43.2532164)",
35532656,2,Tracy Street,residential,,False,True,85.421,,"LINESTRING (-81.1398101 43.2534519, -81.1401545 43.2527258)",
35525137,2,Tracy Street,residential,,False,False,65.10300000000001,,"LINESTRING (-81.1398101 43.2534519, -81.1396232 43.2538795, -81.1395832 43.2540131)",
35528819,2,Thomas Street,residential,,False,False,132.889,,"LINESTRING (-81.147036 43.2549412, -81.1461638 43.2559535)",
35505456,2,Wellington Street South,residential,,False,False,173.679,,"LINESTRING (-81.1437507 43.2533293, -81.1427954 43.2547277)",
43046015,2,Victoria Street,residential,,False,False,93.731,,"LINESTRING (-81.1437507 43.2533293, -81.1447875 43.2537039)",
35505210,2,Victoria Street,residential,,False,True,60.927,,"LINESTRING (-81.1437507 43.2533293, -81.143188 43.2531117, -81.143084 43.2530756)",
35506740,2,St. George Street S,residential,,False,True,20.831,,"LINESTRING (-81.1358386 43.259235, -81.1357223 43.2590679)",
35524109,2,Victoria Street,residential,,False,False,91.309,,"LINESTRING (-81.1401545 43.2527258, -81.1412559 43.2529013)",
35532656,2,Tracy Street,residential,,False,False,85.421,,"LINESTRING (-81.1401545 43.2527258, -81.1398101 43.2534519)",
35509661,2,Tracy Street,residential,,False,True,239.527,,"LINESTRING (-81.1401151 43.2561321, -81.1395832 43.2540131)",
28328638,2,Elizabeth Street,residential,,False,False,34.175,,"LINESTRING (-81.1401151 43.2561321, -81.1403492 43.2561318, -81.140519 43.2561904)",
28328638,2,Elizabeth Street,residential,,False,True,120.25099999999999,,"LINESTRING (-81.1401151 43.2561321, -81.1393174 43.2561938, -81.1386385 43.2562463)",
35505541,2,Jones Street East,residential,,False,False,113.341,,"LINESTRING (-81.1405638 43.258531, -81.1391847 43.2587049)",
35505541,2,Jones Street East,residential,,False,True,112.067,,"LINESTRING (-81.1405638 43.258531, -81.1419327 43.2583831)",
293785039,2,Church Street,residential,,False,False,112.296,,"LINESTRING (-81.1405638 43.258531, -81.1403446 43.2575338)",
293785039,2,Church Street,residential,,False,True,115.513,,"LINESTRING (-81.1405638 43.258531, -81.1407721 43.2595587)",
35505456,2,Wellington Street South,residential,,False,False,115.938,,"LINESTRING (-81.1419327 43.2583831, -81.142131 43.2594157)",
35505456,2,Wellington Street South,residential,,False,True,116.126,,"LINESTRING (-81.1419327 43.2583831, -81.1416934 43.2573534)",
35505541,2,Jones Street East,residential,,False,False,112.067,,"LINESTRING (-81.1419327 43.2583831, -81.1405638 43.258531)",
35505541,2,Jones Street East,residential,,False,True,110.415,,"LINESTRING (-81.1419327 43.2583831, -81.1431441 43.2582967, -81.1432888 43.2582811)",
28328636,,George Street,residential,50,False,True,131.006,,"LINESTRING (-81.1412559 43.2529013, -81.1406235 43.2539857)",
35524109,2,Victoria Street,residential,,False,True,91.309,,"LINESTRING (-81.1412559 43.2529013, -81.1401545 43.2527258)",
28328637,,Victoria Street,residential,,False,False,122.35699999999999,,"LINESTRING (-81.1412559 43.2529013, -81.1420561 43.252816, -81.1421703 43.252815, -81.1422823 43.2528307, -81.1424194 43.2528735, -81.1425393 43.2529122, -81.1427129 43.2529745)",
28328630,2,Elgin Street East,residential,,False,False,85.763,,"LINESTRING (-81.1376091 43.2578148, -81.1365634 43.2579369)",
28328630,2,Elgin Street East,residential,,False,True,111.63,,"LINESTRING (-81.1376091 43.2578148, -81.1389716 43.2576624)",
35503271,2,King Street S,residential,,False,False,118.949,,"LINESTRING (-81.1376091 43.2578148, -81.137842 43.258871)",
35503271,2,King Street S,residential,,False,True,163.768,,"LINESTRING (-81.1376091 43.2578148, -81.1373773 43.2565681, -81.1374443 43.256359)",
28328630,2,Elgin Street East,residential,,False,True,85.763,,"LINESTRING (-81.1365634 43.2579369, -81.1376091 43.2578148)",
289488994,2,James Street South,secondary,50,False,False,118.625,,"LINESTRING (-81.1365634 43.2579369, -81.1367836 43.2589916)",
28328630,2,Elgin Street East,residential,,False,False,83.185,,"LINESTRING (-81.1365634 43.2579369, -81.1363408 43.2579607, -81.1355505 43.2580611)",
289488994,2,James Street South,secondary,50,False,True,132.882,,"LINESTRING (-81.1365634 43.2579369, -81.1364694 43.2574558, -81.1363237 43.2567547)",
35503271,2,King Street S,residential,,False,False,109.074,,"LINESTRING (-81.137842 43.258871, -81.1380397 43.2598413)",
35503271,2,King Street S,residential,,False,True,118.949,,"LINESTRING (-81.137842 43.258871, -81.1376091 43.2578148)",
35505541,2,Jones Street East,residential,,False,False,86.751,,"LINESTRING (-81.137842 43.258871, -81.1367836 43.2589916)",
35505541,2,Jones Street East,residential,,False,True,110.289,,"LINESTRING (-81.137842 43.258871, -81.1391847 43.2587049)",
35505541,2,Jones Street East,residential,,False,True,86.751,,"LINESTRING (-81.1367836 43.2589916, -81.137842 43.258871)",
289488994,2,James Street South,secondary,50,False,False,108.983,,"LINESTRING (-81.1367836 43.2589916, -81.1369686 43.2599624)",
289488994,2,James Street South,secondary,50,False,True,118.625,,"LINESTRING (-81.1367836 43.2589916, -81.1365634 43.2579369)",
35503271,2,King Street S,residential,,False,True,109.074,,"LINESTRING (-81.1380397 43.2598413, -81.137842 43.258871)",
39870527,2,King Street N,residential,,False,False,118.835,,"LINESTRING (-81.1380397 43.2598413, -81.138235 43.2609005)",
293785043,2,Queen Street East,secondary,50,False,False,66.896,,"LINESTRING (-81.1380397 43.2598413, -81.1372234 43.2599337)",
293785043,2,Queen Street East,secondary,50,False,True,111.003,,"LINESTRING (-81.1380397 43.2598413, -81.1393957 43.2596951)",
39870527,2,King Street N,residential,,False,True,118.835,,"LINESTRING (-81.138235 43.2609005, -81.1380397 43.2598413)",
199029816,2,Timms Lane,residential,,False,True,111.612,,"LINESTRING (-81.138235 43.2609005, -81.1395989 43.2607557)",
35503385,2,Timms Lane,residential,,False,False,115.07300000000001,,"LINESTRING (-81.138235 43.2609005, -81.1382749 43.2610714, -81.1382603 43.2611401, -81.1382288 43.261196, -81.1381984 43.2612326, -81.1381289 43.2612702, -81.137277 43.261352)",
293785043,2,Queen Street East,secondary,50,False,False,20.879,,"LINESTRING (-81.1372234 43.2599337, -81.1369686 43.2599624)",
293785043,2,Queen Street East,secondary,50,False,True,66.896,,"LINESTRING (-81.1372234 43.2599337, -81.1380397 43.2598413)",
39870537,2,James Street North,residential,,False,False,164.083,,"LINESTRING (-81.1372234 43.2599337, -81.1371555 43.2601223, -81.1370272 43.2602267, -81.1370332 43.2603189, -81.137277 43.261352)",
35503385,2,Timms Lane,residential,,False,True,115.073,,"LINESTRING (-81.137277 43.261352, -81.1381289 43.2612702, -81.1381984 43.2612326, -81.1382288 43.261196, -81.1382603 43.2611401, -81.1382749 43.2610714, -81.138235 43.2609005)",
39870537,2,James Street North,residential,,False,True,164.083,,"LINESTRING (-81.137277 43.261352, -81.1370332 43.2603189, -81.1370272 43.2602267, -81.1371555 43.2601223, -81.1372234 43.2599337)",
"[35510490, 199029707]",2,"['Timms Lane', 'St. George Street North']",residential,,False,True,268.18999999999994,,"LINESTRING (-81.137277 43.261352, -81.1364828 43.2614679, -81.1362446 43.2614937, -81.1360058 43.2603121, -81.1359857 43.2602578, -81.135931 43.2602346, -81.1357954 43.260203, -81.1355589 43.2601788, -81.1354966 43.2601224)",
289488994,2,James Street South,secondary,50,False,True,108.983,,"LINESTRING (-81.1369686 43.2599624, -81.1367836 43.2589916)",
293785043,2,Queen Street East,secondary,50,False,True,20.879,,"LINESTRING (-81.1369686 43.2599624, -81.1372234 43.2599337)",
"[43046017, 293785043, 28370597]",2,Queen Street East,secondary,50,False,False,120.52000000000001,yes,"LINESTRING (-81.1369686 43.2599624, -81.1367345 43.2599861, -81.1360513 43.2600616, -81.1354966 43.2601224)",
291668913,2,,residential,,False,False,49.935,,"LINESTRING (-81.1410962 43.2574502, -81.1415953 43.2573912, -81.1416934 43.2573534)",
35503316,2,Peel Street North,residential,,False,True,12.959,,"LINESTRING (-81.139624 43.2608708, -81.1395989 43.2607557)",
