osmid,highway,oneway,reversed,length,name,geometry,maxspeed,lanes
10377783,unclassified,False,False,191.46,,"LINESTRING (-118.1605436 34.8646033, -118.1584453 34.8646274)",,
78484817,residential,False,False,19.652,Lincoln Street,"LINESTRING (-118.1605436 34.8646033, -118.1605352 34.8644267)",,
78484817,residential,False,True,94.25,Lincoln Street,"LINESTRING (-118.1605436 34.8646033, -118.1605547 34.8650214, -118.1605553 34.8650457, -118.1605546 34.8652267, -118.1605544 34.8654508)",,
10377783,unclassified,False,True,191.46,,"LINESTRING (-118.1584453 34.8646274, -118.1605436 34.8646033)",,
10400679,residential,False,False,206.862,Richfield Avenue,"LINESTRING (-118.1605591 34.8669381, -118.1582919 34.8669624)",,
78484817,residential,False,False,82.841,Lincoln Street,"LINESTRING (-118.1605591 34.8669381, -118.1605583 34.8666965, -118.1605567 34.8661931)",,
"[78484817, 10430081]",residential,False,"[False, True]",289.366,"['Monte Vista Avenue', 'Lincoln Street']","LINESTRING (-118.1605591 34.8669381, -118.1605876 34.8676082, -118.1605588 34.8676753, -118.1582913 34.8677063)",,
10400679,residential,False,True,206.862,Richfield Avenue,"LINESTRING (-118.1582919 34.8669624, -118.1605591 34.8669381)",,
78487747,tertiary,False,True,82.718,15th Street West,"LINESTRING (-118.1582919 34.8669624, -118.1582913 34.8677063)",40 mph,
78487747,tertiary,False,False,83.951,15th Street West,"LINESTRING (-118.1582919 34.8669624, -118.1583282 34.8663925, -118.158326 34.8662082)",40 mph,
198400948,residential,False,True,414.65200000000004,15th Street West,"LINESTRING (-118.1582531 34.8607401, -118.1582602 34.8619359, -118.1582717 34.8638469, -118.1582861 34.864469)",,
10443636,secondary,False,False,147.834,Sierra Highway,"LINESTRING (-118.1626494 34.8601268, -118.162863 34.8614447)",,2
10411728,residential,False,True,121.244,Center Street,"LINESTRING (-118.1626494 34.8601268, -118.1633043 34.8600696, -118.1639685 34.859996)",,
10432340,tertiary,False,False,146.794,Diamond Street,"LINESTRING (-118.1639685 34.859996, -118.1641743 34.8613053)",,
10411728,residential,False,False,121.244,Center Street,"LINESTRING (-118.1639685 34.859996, -118.1633043 34.8600696, -118.1626494 34.8601268)",,
10411728,residential,False,True,121.07900000000001,Center Street,"LINESTRING (-118.1639685 34.859996, -118.1646322 34.8599376, -118.165287 34.859873)",,
10411728,residential,False,False,121.07900000000001,Center Street,"LINESTRING (-118.165287 34.859873, -118.1646322 34.8599376, -118.1639685 34.859996)",,
"[10411728, 1165087191]",residential,False,True,121.577,Center Street,"LINESTRING (-118.165287 34.859873, -118.1659575 34.8598037, -118.166608 34.85973)",,
78484844,residential,False,True,144.312,Desert Street,"LINESTRING (-118.165287 34.859873, -118.165298 34.859942, -118.165489 34.8611602)",,
614148220,residential,False,True,144.225,Dixie Street,"LINESTRING (-118.166608 34.85973, -118.1667984 34.8610176)",,
614148221,residential,False,True,44.359,Center Street,"LINESTRING (-118.166608 34.85973, -118.1670884 34.8596687)",,
"[10411728, 1165087191]",residential,False,False,121.577,Center Street,"LINESTRING (-118.166608 34.85973, -118.1659575 34.8598037, -118.165287 34.859873)",,
614148221,residential,False,False,44.359,Center Street,"LINESTRING (-118.1670884 34.8596687, -118.166608 34.85973)",,
614148222,tertiary,False,False,147.635,20th Street West,"LINESTRING (-118.1670884 34.8596687, -118.1670882 34.8606014, -118.1670854 34.8609964)",,
78487747,tertiary,False,False,82.718,15th Street West,"LINESTRING (-118.1582913 34.8677063, -118.1582919 34.8669624)",40 mph,
"[78484817, 10430081]",residential,False,"[False, True]",289.366,"['Monte Vista Avenue', 'Lincoln Street']","LINESTRING (-118.1582913 34.8677063, -118.1605588 34.8676753, -118.1605876 34.8676082, -118.1605591 34.8669381)",,
10423081,residential,False,True,203.523,Edwards Avenue,"LINESTRING (-118.158326 34.8662082, -118.1605567 34.8661931)",,
78487747,tertiary,False,False,81.112,15th Street West,"LINESTRING (-118.158326 34.8662082, -118.1583395 34.8656813, -118.1583304 34.865479)",40 mph,
