osmid,oneway,name,highway,maxspeed,reversed,length,geometry,lanes,bridge,width,access,junction
15804700,False,Rue de l'Écrevisse,living_street,20,False,51.678,"LINESTRING (7.7479285 48.5869067, 7.7481361 48.5866546, 7.7482829 48.5865058)",,,,,
15804700,False,Rue de l'Écrevisse,living_street,20,True,51.678,"LINESTRING (7.7482829 48.5865058, 7.7481361 48.5866546, 7.7479285 48.5869067)",,,,,
15804712,True,Rue du Fil,living_street,20,False,103.723,"LINESTRING (7.7482829 48.5865058, 7.7479238 48.5863762, 7.7475672 48.5862507, 7.7470966 48.5860984, 7.7470308 48.5860771)",,,,destination,
39600432,False,Rue de l'Écrevisse,living_street,20,False,53.914,"LINESTRING (7.7482829 48.5865058, 7.7486491 48.5861246, 7.7486763 48.5860967)",,,,,
123313766,False,Rue de la Nuée Bleue,living_street,20,False,6.309,"LINESTRING (7.7472718 48.5856848, 7.7473112 48.5856344)",,,,,
21374487,True,Place Saint-Pierre-le-Jeune,living_street,20,False,81.08999999999997,"LINESTRING (7.7472718 48.5856848, 7.7471664 48.5856429, 7.7470732 48.5855727, 7.7470089 48.5855188, 7.7469414 48.5854949, 7.7467943 48.5853809, 7.7467458 48.5853547, 7.7466599 48.5853366, 7.7465517 48.58532, 7.7464765 48.5853125, 7.7463853 48.5853086)",,,,,
123313766,False,Rue de la Nuée Bleue,living_street,20,True,47.087,"LINESTRING (7.7472718 48.5856848, 7.7471573 48.5858682, 7.7470308 48.5860771)",,,,,
"[39600432, 15805363]",False,"['Petite Rue de la Fonderie', ""Rue de l'Écrevisse""]",living_street,20,False,69.405,"LINESTRING (7.7486763 48.5860967, 7.748731 48.586041, 7.7494219 48.5863607)",,,4,,
39600432,False,Rue de l'Écrevisse,living_street,20,True,53.914,"LINESTRING (7.7486763 48.5860967, 7.7486491 48.5861246, 7.7482829 48.5865058)",,,,,
123313766,False,Rue de la Nuée Bleue,living_street,20,True,18.194,"LINESTRING (7.7470308 48.5860771, 7.7469341 48.5862277)",,,,,
123313766,False,Rue de la Nuée Bleue,living_street,20,False,47.087,"LINESTRING (7.7470308 48.5860771, 7.7471573 48.5858682, 7.7472718 48.5856848)",,,,,
15720085,False,Rue de la Fonderie,living_street,20,False,37.97,"LINESTRING (7.7491102 48.5866329, 7.7494219 48.5863607)",2,,11.8,,
15720085,False,Rue de la Fonderie,living_street,20,True,45.758,"LINESTRING (7.7491102 48.5866329, 7.7488821 48.5868483, 7.7488283 48.5868999, 7.7487532 48.5869699)",2,,11.8,,
15804717,True,Rue de la Fonderie,living_street,20,False,44.014,"LINESTRING (7.7491102 48.5866329, 7.7490906 48.5867683, 7.7491513 48.5868391, 7.7492291 48.5868775, 7.7493972 48.5869035)",,,5,,
"[1022173042, 371354127]",True,Quai Schoepflin,living_street,20,False,132.09699999999998,"LINESTRING (7.7493972 48.5869035, 7.7500469 48.586823, 7.7507615 48.5867423, 7.7510468 48.58671, 7.7511647 48.5866934)",,,10,,
123313766,False,Rue de la Nuée Bleue,living_street,20,False,17.384,"LINESTRING (7.746845 48.5863725, 7.7469341 48.5862277)",,,,,
15804818,False,Rue du Fort,living_street,20,False,111.321,"LINESTRING (7.746845 48.5863725, 7.7479855 48.5867547, 7.7478757 48.5868921)",,,,destination,
123313766,False,Rue de la Nuée Bleue,living_street,20,True,22.262,"LINESTRING (7.746845 48.5863725, 7.7467806 48.5864788, 7.7467354 48.5865591)",,,,,
12855785,True,Quai Schoepflin,living_street,20,False,4.209,"LINESTRING (7.7478757 48.5868921, 7.7479285 48.5869067)",,,6,no,
15804818,False,Rue du Fort,living_street,20,True,111.321,"LINESTRING (7.7478757 48.5868921, 7.7479855 48.5867547, 7.746845 48.5863725)",,,,destination,
39537901,True,Place Saint-Pierre-le-Jeune,living_street,20,False,41.306,"LINESTRING (7.7470081 48.5851955, 7.7470718 48.5852252, 7.747387 48.5853719, 7.7474161 48.5853865, 7.7474674 48.5854092)",,,,,
15722620,True,Place Broglie,living_street,20,False,16.764,"LINESTRING (7.7485644 48.5845483, 7.7487586 48.5846272)",,,3,,
39541538,False,Place Broglie,living_street,20,True,18.741,"LINESTRING (7.7485644 48.5845483, 7.7486837 48.5845017, 7.7487257 48.5844861, 7.748785 48.584464)",,,,,
15722620,True,Place Broglie,living_street,20,False,92.755,"LINESTRING (7.7495545 48.5849436, 7.7496057 48.5849649, 7.7497828 48.5850407, 7.7501092 48.5851859, 7.7504256 48.585318, 7.7505195 48.5853583, 7.7506135 48.5853963)",,,3,,
15804663,False,Impasse de Bischheim,living_street,20,True,85.976,"LINESTRING (7.7495545 48.5849436, 7.7495315 48.5849682, 7.7491814 48.5853635, 7.7490497 48.5855681, 7.749059 48.5856004, 7.7490939 48.5856209)",,,,,
15720085,False,Rue de la Fonderie,living_street,20,True,83.36,"LINESTRING (7.7506135 48.5853963, 7.7505313 48.5853982, 7.7504797 48.5854075, 7.7504345 48.5854368, 7.7498885 48.5859383)",2,,11.8,,
15722620,True,Place Broglie,living_street,20,False,168.928,"LINESTRING (7.7506135 48.5853963, 7.7507533 48.5854573, 7.7513534 48.585719, 7.7514305 48.5857583, 7.7515528 48.5858391, 7.7516189 48.5858843, 7.751699 48.5859282, 7.7523248 48.5861948, 7.7524859 48.5862695)",,,3,,
21372226,False,Rue Thomann,living_street,20,False,41.262,"LINESTRING (7.7445586 48.5846783, 7.7450161 48.5847286, 7.7450962 48.584765)",,,10,,
21372226,False,Rue Thomann,living_street,20,True,41.262,"LINESTRING (7.7450962 48.584765, 7.7450161 48.5847286, 7.7445586 48.5846783)",,,10,,
39537900,True,Rue Thomann,living_street,20,False,115.431,"LINESTRING (7.7450962 48.584765, 7.7451266 48.5847576, 7.7451622 48.5847545, 7.7453627 48.5847612, 7.7454862 48.5847745, 7.7456798 48.5848095, 7.7463092 48.5849589, 7.7463952 48.5849886, 7.7464483 48.5850344, 7.7464715 48.5850686, 7.7464603 48.5851108)",,,,,
123313766,False,Rue de la Nuée Bleue,living_street,20,True,27.551,"LINESTRING (7.7474674 48.5854092, 7.7473112 48.5856344)",,,,,
"[973284003, 973284006]",True,Rue de la Nuée Bleue,living_street,20,False,125.589,"LINESTRING (7.7474674 48.5854092, 7.747514 48.5853453, 7.747578 48.5852823, 7.7477427 48.5851754, 7.7478519 48.585086, 7.7485043 48.5845945, 7.7485644 48.5845483)",,,,,
"[21374057, 524654053]",True,Rue Marbach,living_street,20,False,121.205,"LINESTRING (7.7446781 48.5858063, 7.7447132 48.5857506, 7.7447562 48.5856824, 7.7450128 48.585276, 7.7450637 48.5848947, 7.7450721 48.5848313, 7.7450784 48.5847927, 7.7450962 48.584765)",,,,,
643085706,False,Quai Kellermann,living_street,20,False,88.31,"LINESTRING (7.7446781 48.5858063, 7.7451981 48.5860325, 7.745437 48.5861313, 7.7456968 48.5862258)",,,,,
39537902,False,Place Saint-Pierre-le-Jeune,living_street,20,False,22.676,"LINESTRING (7.7463853 48.5853086, 7.7464603 48.5851108)",,,,,
21374816,True,Rue Saint-Pierre-le-Jeune,living_street,20,False,120.705,"LINESTRING (7.7463853 48.5853086, 7.746222 48.5853225, 7.7461909 48.5853313, 7.7461719 48.5853443, 7.7461557 48.5853665, 7.7459672 48.5857442, 7.7457206 48.5861844, 7.7456968 48.5862258)",,,,,
39537901,True,Place Saint-Pierre-le-Jeune,living_street,20,False,41.38,"LINESTRING (7.7464603 48.5851108, 7.7470081 48.5851955)",,,,,
39537902,False,Place Saint-Pierre-le-Jeune,living_street,20,True,22.676,"LINESTRING (7.7464603 48.5851108, 7.7463853 48.5853086)",,,,,
643085706,False,Quai Kellermann,living_street,20,False,84.941,"LINESTRING (7.7456968 48.5862258, 7.7461831 48.5863922, 7.746354 48.5864461, 7.7465813 48.5865158, 7.7467354 48.5865591)",,,,,
643085706,False,Quai Kellermann,living_street,20,True,88.31,"LINESTRING (7.7456968 48.5862258, 7.745437 48.5861313, 7.7451981 48.5860325, 7.7446781 48.5858063)",,,,,
32231923,False,Impasse du Mai,residential,,True,37.18,"LINESTRING (7.7453922 48.5880917, 7.745792 48.5881855, 7.7458686 48.5882035)",,,,,
15725262,True,Rue des Soeurs,living_street,20,False,69.531,"LINESTRING (7.7537845 48.5825354, 7.7538904 48.58241, 7.7539785 48.5823034, 7.7540884 48.5821704, 7.7542637 48.581997)",,,7.5,,
15729618,True,Rue des Écrivains,living_street,20,False,60.054,"LINESTRING (7.7529065 48.5822855, 7.7531848 48.5819102, 7.7532165 48.5818673, 7.753266 48.5818006)",,,,,
35145878,True,Rue du Chapon,living_street,20,False,70.319,"LINESTRING (7.7529065 48.5822855, 7.7529523 48.5822976, 7.7530672 48.5823279, 7.7533575 48.5824086, 7.7536394 48.5824923, 7.7537845 48.5825354)",,,,,
123313766,False,Rue de la Nuée Bleue,living_street,20,False,27.551,"LINESTRING (7.7473112 48.5856344, 7.7474674 48.5854092)",,,,,
123313766,False,Rue de la Nuée Bleue,living_street,20,True,6.309,"LINESTRING (7.7473112 48.5856344, 7.7472718 48.5856848)",,,,,
39600431,True,Rue du Tribunal,living_street,20,False,112.816,"LINESTRING (7.7473112 48.5856344, 7.7474078 48.585666, 7.7480355 48.5858714, 7.7486763 48.5860967)",,,,,
123313766,False,Rue de la Nuée Bleue,living_street,20,False,18.194,"LINESTRING (7.7469341 48.5862277, 7.7470308 48.5860771)",,,,,
123313766,False,Rue de la Nuée Bleue,living_street,20,True,17.384,"LINESTRING (7.7469341 48.5862277, 7.746845 48.5863725)",,,,,
39600467,False,Impasse de la Corneille,living_street,,False,59.759,"LINESTRING (7.7469341 48.5862277, 7.7474185 48.5863793, 7.7476586 48.5864701)",,,,,
39600467,False,Impasse de la Corneille,living_street,,True,59.759,"LINESTRING (7.7476586 48.5864701, 7.7474185 48.5863793, 7.7469341 48.5862277)",,,,,
15804663,False,Impasse de Bischheim,living_street,20,False,85.976,"LINESTRING (7.7490939 48.5856209, 7.749059 48.5856004, 7.7490497 48.5855681, 7.7491814 48.5853635, 7.7495315 48.5849682, 7.7495545 48.5849436)",,,,,
15725262,True,Rue des Soeurs,living_street,20,False,56.56100000000001,"LINESTRING (7.7535299 48.5830131, 7.7535302 48.5829847, 7.7536392 48.582761, 7.7537845 48.5825354)",,,7.5,,
278148998,True,Rue des Frères,living_street,20,False,75.43100000000001,"LINESTRING (7.7535299 48.5830131, 7.7535076 48.583008, 7.7533405 48.5829654, 7.7530505 48.5828852, 7.7529232 48.5828471, 7.7527702 48.5828008, 7.7526189 48.5827536, 7.7525889 48.5827442)",,,,,
278148996,True,Place Saint-Étienne,living_street,20,False,10.065,"LINESTRING (7.7544767 48.5834483, 7.7545225 48.583432, 7.7545931 48.5834009)",,,,,
278148995,False,Impasse des Pierres,living_street,,False,15.375,"LINESTRING (7.7554046 48.5835577, 7.7552949 48.5836754)",,,,,
15726063,True,Rue de la Courtine,living_street,20,False,45.792,"LINESTRING (7.7554046 48.5835577, 7.7550513 48.5833834, 7.7550055 48.583354, 7.7549218 48.583299)",,,,,
"[709676961, 121520138, 991428379, 10267182]",False,Rue de Zurich,tertiary,30,True,85.637,"LINESTRING (7.7563978 48.5811453, 7.7563847 48.5812924, 7.7563776 48.5813957, 7.7563654 48.5815744, 7.7563397 48.5816854, 7.7563312 48.5817178, 7.7563297 48.5817567, 7.7563333 48.5818335, 7.7563451 48.5818745, 7.7563636 48.5819103)",2,,,,
35016033,True,Rue de la Krutenau,residential,,False,74.142,"LINESTRING (7.7573902 48.5805772, 7.75722 48.5812344)",,,5,,
122574413,False,Rue de la Krutenau,residential,,False,11.398,"LINESTRING (7.7573902 48.5805772, 7.7574016 48.5805334, 7.7574346 48.5804796)",2,,,,
4795975,True,Place de la République,tertiary,,False,21.972,"LINESTRING (7.7531892 48.5868178, 7.7533077 48.5867373, 7.7534105 48.5866859)",2,,,,roundabout
"[640631972, 15723868]",True,Quai Jacques Sturm,tertiary,,False,72.573,"LINESTRING (7.7531892 48.5868178, 7.7531682 48.5867569, 7.7531172 48.5866997, 7.7530889 48.5866927, 7.7530508 48.5866913, 7.7529972 48.5867001, 7.7529112 48.5867228, 7.752578 48.5868219, 7.7523735 48.5868544)",,,"['3', '6']",,
104687528,False,Rue du Maréchal Joffre,residential,50,True,5.801,"LINESTRING (7.7554605 48.5876347, 7.755474 48.5876861)",,,,,
161591529,True,Rue du Maréchal Joffre,residential,,False,98.64699999999999,"LINESTRING (7.7554605 48.5876347, 7.755551 48.587584, 7.7565796 48.5872895, 7.7566732 48.5872631)",,,,,
104687528,False,Rue du Maréchal Joffre,residential,50,False,5.801,"LINESTRING (7.755474 48.5876861, 7.7554605 48.5876347)",,,,,
1215002071,True,Quai Jacques Sturm,tertiary,,False,89.044,"LINESTRING (7.7523735 48.5868544, 7.7512635 48.587174)",1,,8,,
"[104687520, 104687524]",True,Quai Jacques Sturm,busway,50,False,64.972,"LINESTRING (7.7523735 48.5868544, 7.7525331 48.5867684, 7.7526022 48.5867459, 7.7528741 48.5866653, 7.7529414 48.5866438, 7.75298 48.5866288, 7.7530098 48.5866115, 7.753039 48.5865828, 7.7530615 48.5865635, 7.7530993 48.5865378)",,,,no,
1228945455,True,Quai Jacques Sturm,tertiary,30,False,28.255,"LINESTRING (7.7530993 48.5865378, 7.7532181 48.586588, 7.7532676 48.586612, 7.7533693 48.5866691, 7.7534105 48.5866859)",1,,5.9,,
15722620,True,Place Broglie,living_street,20,False,68.302,"LINESTRING (7.7487586 48.5846272, 7.7495545 48.5849436)",,,3,,
121520094,False,Quai des Bateliers,tertiary,30,True,52.027,"LINESTRING (7.7567607 48.5822957, 7.756687 48.5822339, 7.7564465 48.5820194, 7.7563636 48.5819103)",2,,,,
"[21381424, 1229871591]",False,"['Quai des Bateliers', 'Quai des Pêcheurs']",tertiary,30,False,32.782,"LINESTRING (7.7567607 48.5822957, 7.7567972 48.5823172, 7.7568523 48.5823434, 7.7569097 48.582363, 7.7569891 48.5823817, 7.7570567 48.5823981, 7.7571063 48.5824118, 7.7571541 48.5824288)",2,,6,,
122574413,False,Rue de la Krutenau,residential,,True,11.398,"LINESTRING (7.7574346 48.5804796, 7.7574016 48.5805334, 7.7573902 48.5805772)",2,,,,
13864920,True,Rue Munch,residential,30,False,33.317,"LINESTRING (7.75722 48.5812344, 7.7571648 48.5814523, 7.7571704 48.5815309)",,,5,,
40459908,True,Place du Pont aux Chats,residential,30,False,61.854,"LINESTRING (7.75722 48.5812344, 7.7570887 48.5812135, 7.7569374 48.5811885, 7.7568923 48.581169, 7.7568303 48.5811672, 7.7564901 48.5811531, 7.7564664 48.5811511, 7.7563978 48.5811453)",,,,,
122917589,False,Rue du Faubourg de Pierre,residential,,False,15.629,"LINESTRING (7.7464944 48.5869934, 7.7464531 48.5870728, 7.7464248 48.5871262)",2,,,,
"[104722210, 15804691, 123313767]",False,"['Rue de la Nuée Bleue', 'Rue du Faubourg de Pierre']",living_street,20,"[False, True]",51.446000000000005,"LINESTRING (7.7464944 48.5869934, 7.7465248 48.5869368, 7.7466989 48.5866198, 7.7467354 48.5865591)",3,yes,,,
"[122917589, 189722430]",False,Rue du Faubourg de Pierre,residential,,False,86.05300000000001,"LINESTRING (7.7464248 48.5871262, 7.7462575 48.5874491, 7.7461001 48.5877544, 7.7460713 48.5878062, 7.7460486 48.5878589)",2,,,,
122917589,False,Rue du Faubourg de Pierre,residential,,True,15.629,"LINESTRING (7.7464248 48.5871262, 7.7464531 48.5870728, 7.7464944 48.5869934)",2,,,,
189722430,False,Rue du Faubourg de Pierre,residential,,False,40.543,"LINESTRING (7.7460486 48.5878589, 7.7460056 48.5879454, 7.7459931 48.5879706, 7.7458686 48.5882035)",2,,,,
"[122917589, 189722430]",False,Rue du Faubourg de Pierre,residential,,True,86.053,"LINESTRING (7.7460486 48.5878589, 7.7460713 48.5878062, 7.7461001 48.5877544, 7.7462575 48.5874491, 7.7464248 48.5871262)",2,,,,
654285684,False,Rue du Faubourg de Pierre,residential,,False,6.553,"LINESTRING (7.7458686 48.5882035, 7.7458378 48.5882588)",2,,,,
32231923,False,Impasse du Mai,residential,,False,37.18,"LINESTRING (7.7458686 48.5882035, 7.745792 48.5881855, 7.7453922 48.5880917)",,,,,
189722430,False,Rue du Faubourg de Pierre,residential,,True,40.543,"LINESTRING (7.7458686 48.5882035, 7.7459931 48.5879706, 7.7460056 48.5879454, 7.7460486 48.5878589)",2,,,,
654285684,False,Rue du Faubourg de Pierre,residential,,True,6.553,"LINESTRING (7.7458378 48.5882588, 7.7458686 48.5882035)",2,,,,
40191229,True,Rue Graumann,residential,30,False,102.06,"LINESTRING (7.7458378 48.5882588, 7.7459191 48.5882843, 7.7464121 48.5884464, 7.7469934 48.5886489, 7.7470182 48.5886562, 7.7470745 48.5886748)",,,,,
654285683,False,Rue du Faubourg de Pierre,residential,30,False,66.786,"LINESTRING (7.7458378 48.5882588, 7.7457826 48.5883494, 7.7455314 48.5888241)",2,,,,
654285683,False,Rue du Faubourg de Pierre,residential,30,True,66.786,"LINESTRING (7.7455314 48.5888241, 7.7457826 48.5883494, 7.7458378 48.5882588)",2,,,,
39541538,False,Place Broglie,living_street,20,False,18.741,"LINESTRING (7.748785 48.584464, 7.7487257 48.5844861, 7.7486837 48.5845017, 7.7485644 48.5845483)",,,,,
39541538,False,Place Broglie,living_street,20,True,27.15,"LINESTRING (7.748785 48.584464, 7.7488978 48.5844065, 7.7490934 48.5843307)",,,,,
973297959,True,Place Broglie,living_street,20,False,18.736,"LINESTRING (7.748785 48.584464, 7.7487604 48.584498, 7.7487508 48.584525, 7.7487456 48.5845523, 7.7487469 48.5845807, 7.7487586 48.5846272)",,,,,
359334941,True,Place de la République,tertiary,,False,161.65499999999997,"LINESTRING (7.7539274 48.5878837, 7.7538511 48.5878808, 7.7537774 48.5878741, 7.7536609 48.5878548, 7.7535494 48.5878274, 7.753445 48.5877902, 7.7533421 48.5877431, 7.7532552 48.5876932, 7.7531724 48.5876305, 7.753105 48.587563, 7.7530497 48.5874937, 7.7530121 48.5874204, 7.7529861 48.5873558, 7.75297 48.5872765, 7.7529681 48.5871993, 7.7529832 48.587117, 7.7530134 48.5870392, 7.753058 48.5869622, 7.7531234 48.5868784, 7.7531892 48.5868178)",2,,,,roundabout
370832214,True,Rue du Maréchal Foch,residential,30,False,62.54,"LINESTRING (7.7539274 48.5878837, 7.7539173 48.5879513, 7.7539011 48.5880585, 7.7534794 48.5881839, 7.7533678 48.5882171)",,,4,,
"[15729388, 278148998]",True,"['Place Saint-Étienne', 'Rue des Frères']",living_street,20,False,100.73499999999999,"LINESTRING (7.7548281 48.5831989, 7.7548012 48.5831651, 7.7547433 48.5831328, 7.7546657 48.5831057, 7.7545014 48.5830796, 7.7544113 48.5830687, 7.754315 48.5830625, 7.7541951 48.5830657, 7.7541322 48.5830674, 7.753571 48.5830185, 7.7535299 48.5830131)",,,,,
217841305,False,Place Saint-Étienne,living_street,20,True,13.129999999999999,"LINESTRING (7.7548281 48.5831989, 7.7548598 48.5832409, 7.7548903 48.5832709, 7.7549218 48.583299)",,,,,
217841305,False,Place Saint-Étienne,living_street,20,False,13.129999999999999,"LINESTRING (7.7549218 48.583299, 7.7548903 48.5832709, 7.7548598 48.5832409, 7.7548281 48.5831989)",,,,,
278296270,True,Rue Saint-Étienne,living_street,20,False,81.83,"LINESTRING (7.7549218 48.583299, 7.7549913 48.5832833, 7.7550606 48.5832606, 7.7551192 48.5832259, 7.7551891 48.5831628, 7.755234 48.5831215, 7.7553007 48.583064, 7.7555694 48.5828035, 7.755604 48.5827779, 7.7556371 48.5827534)",,,3.8,,
278148995,False,Impasse des Pierres,living_street,,True,15.375,"LINESTRING (7.7552949 48.5836754, 7.7554046 48.5835577)",,,,,
1268386905,False,Place Saint-Étienne,living_street,20,True,15.179,"LINESTRING (7.7547665 48.5834749, 7.7545931 48.5834009)",,,,,
"[448150410, 15071771, 14879071]",True,"['Rue des Pontonniers', 'Pont Saint-Étienne']","['residential', 'unclassified']",30,False,116.63199999999999,"LINESTRING (7.7572757 48.5844698, 7.7568321 48.5842465, 7.7565137 48.5840994, 7.7564869 48.5840872, 7.7560468 48.5838696, 7.7560006 48.5838466)",,yes,7.9,,
1268386905,False,Place Saint-Étienne,living_street,20,False,15.179,"LINESTRING (7.7545931 48.5834009, 7.7547665 48.5834749)",,,,,
278148996,True,Place Saint-Étienne,living_street,20,False,29.514,"LINESTRING (7.7545931 48.5834009, 7.7546413 48.5833313, 7.7546801 48.5832768, 7.7547063 48.5832473, 7.7547459 48.5832267, 7.7548281 48.5831989)",,,,,
