osmid,name,highway,oneway,reversed,length,lanes,geometry,ref,maxspeed
20361293,Stuart Street,residential,False,False,80.362,,"LINESTRING (-80.4072018 37.1319944, -80.4078333 37.1325129)",,
20361974,East Main Street Northeast,tertiary,False,False,107.968,2,"LINESTRING (-80.4065136 37.131778, -80.4073496 37.1310719)",,
20361974,East Main Street Northeast,tertiary,False,True,96.439,2,"LINESTRING (-80.4065136 37.131778, -80.4057682 37.1324097)",,
"[20364896, 20362257]","['Montague Street', 'Junkin Street']",residential,False,False,506.51300000000003,,"LINESTRING (-80.4065136 37.131778, -80.4059332 37.1313484, -80.4054621 37.1312056, -80.4043175 37.1310394, -80.4038852 37.1309757, -80.4037651 37.1309868, -80.403716 37.1310698, -80.4037606 37.1322958, -80.4037907 37.1331247)",,
20365516,Chrisman Street Southwest,residential,False,True,138.719,,"LINESTRING (-80.4130651 37.1262463, -80.4128989 37.1261179, -80.4128928 37.1261138, -80.4127426 37.1259973, -80.4119436 37.1253764)",,
38314847,West Main Street,primary,False,True,42.322,2,"LINESTRING (-80.4130651 37.1262463, -80.4129867 37.1263107, -80.4127391 37.1265243)",VA 8,35 mph
163866780,West Main Street,primary,False,False,45.066,2,"LINESTRING (-80.4127391 37.1265243, -80.4123817 37.1268125)",US 11,
38314847,West Main Street,primary,False,False,42.322,2,"LINESTRING (-80.4127391 37.1265243, -80.4129867 37.1263107, -80.4130651 37.1262463)",VA 8,35 mph
163866775,Radford Street,primary,False,True,35.968,2,"LINESTRING (-80.4127391 37.1265243, -80.4129193 37.1266302, -80.4130885 37.1266833)",US 11,
20360270,West Main Street,primary,False,False,110.92299999999999,2,"LINESTRING (-80.4120087 37.1271206, -80.4118269 37.1272734, -80.4116203 37.1274472, -80.411488 37.1275584, -80.4112316 37.1277739, -80.4111477 37.1278444)",US 11,
20360270,West Main Street,primary,False,True,47.614999999999995,2,"LINESTRING (-80.4120087 37.1271206, -80.4121616 37.1269943, -80.4122228 37.1269438, -80.4123436 37.1268447, -80.4123817 37.1268125)",US 11,
156583640,Phlegar Street,residential,False,True,97.55699999999999,4,"LINESTRING (-80.4120087 37.1271206, -80.4118155 37.1269692, -80.411673 37.1268576, -80.411405 37.1266476, -80.4112238 37.1265057)",,
20360270,West Main Street,primary,False,False,58.492000000000004,2,"LINESTRING (-80.4111477 37.1278444, -80.4109511 37.1280102, -80.4108762 37.1280734, -80.4106945 37.1282267)",US 11,
20360270,West Main Street,primary,False,True,110.923,2,"LINESTRING (-80.4111477 37.1278444, -80.4112316 37.1277739, -80.411488 37.1275584, -80.4116203 37.1274472, -80.4118269 37.1272734, -80.4120087 37.1271206)",US 11,
20363139,Dunkley Street Northwest,residential,False,False,123.30599999999998,,"LINESTRING (-80.4111477 37.1278444, -80.4114835 37.1281154, -80.4115941 37.1282046, -80.4117289 37.1283134, -80.412004 37.1285353, -80.4121253 37.1286332)",,
20360270,West Main Street,primary,False,True,74.201,2,"LINESTRING (-80.4101195 37.1287116, -80.4106945 37.1282267)",US 11,
20360270,West Main Street,primary,False,False,171.07799999999997,2,"LINESTRING (-80.4101195 37.1287116, -80.4099876 37.1288296, -80.4091637 37.1295645, -80.4090363 37.1296631, -80.4088095 37.1298404)",US 11,
20363308,Hickok Street Northwest,residential,False,False,127.508,,"LINESTRING (-80.4101195 37.1287116, -80.4105942 37.1290508, -80.4106856 37.1291159, -80.410962 37.1293126, -80.4111874 37.1294797)",,
20365068,Hickok Street Southwest,residential,False,True,132.411,,"LINESTRING (-80.4101195 37.1287116, -80.40961 37.1283463, -80.4095182 37.1282804, -80.4093281 37.1281441, -80.409009 37.1279153)",,
20360270,West Main Street,primary,False,True,171.07799999999997,2,"LINESTRING (-80.4088095 37.1298404, -80.4090363 37.1296631, -80.4091637 37.1295645, -80.4099876 37.1288296, -80.4101195 37.1287116)",US 11,
"[20360302, 445049599]",North Franklin Street,primary,False,False,209.65900000000002,3,"LINESTRING (-80.4088095 37.1298404, -80.4090435 37.1300478, -80.4094518 37.1303494, -80.4094783 37.130369, -80.4096097 37.1304532, -80.4096608 37.1304871, -80.4098703 37.130629, -80.4100626 37.1307668, -80.4100809 37.1307806, -80.4101683 37.1308437, -80.4103581 37.1309823, -80.4105484 37.1311156)",US 460 BUS,25 mph
38314848,East Main Street,primary,False,True,169.41000000000003,2,"LINESTRING (-80.4088095 37.1298404, -80.4085844 37.1300358, -80.4082748 37.130293, -80.4082336 37.1303272, -80.40803 37.1304987, -80.4077207 37.1307592, -80.4075999 37.1308608, -80.4074969 37.1309476)",US 11;US 460 BUS,25 mph
38314856,South Franklin Street,secondary,False,True,130.185,2,"LINESTRING (-80.4088095 37.1298404, -80.4085868 37.1296707, -80.408099 37.1293066, -80.4077405 37.1290377)",,25 mph
20365753,Graham Street Northwest,unclassified,False,True,81.518,,"LINESTRING (-80.4105484 37.1311156, -80.4108448 37.1308655, -80.4109753 37.1307514, -80.4111785 37.1305817)",,
"[131420360, 445049599]",North Franklin Street,primary,False,False,232.94199999999998,"['4', '3']","LINESTRING (-80.4105484 37.1311156, -80.4105833 37.1311386, -80.4107737 37.1312644, -80.4108905 37.1313438, -80.4108955 37.1313471, -80.4111696 37.1315316, -80.4114585 37.1317316, -80.4117998 37.131963, -80.4120593 37.1321404, -80.4121081 37.1321738, -80.4125486 37.1324741)",US 460 BUS,25 mph
"[20360302, 445049599]",North Franklin Street,primary,False,True,209.65900000000002,3,"LINESTRING (-80.4105484 37.1311156, -80.4103581 37.1309823, -80.4101683 37.1308437, -80.4100809 37.1307806, -80.4100626 37.1307668, -80.4098703 37.130629, -80.4096608 37.1304871, -80.4096097 37.1304532, -80.4094783 37.130369, -80.4094518 37.1303494, -80.4090435 37.1300478, -80.4088095 37.1298404)",US 460 BUS,25 mph
20360826,Depot Street Northeast,tertiary,False,False,20.434,2,"LINESTRING (-80.4125486 37.1324741, -80.4124096 37.1326207)",,25 mph
20361128,Depot Street Northwest,secondary,False,True,71.74199999999999,4,"LINESTRING (-80.4125486 37.1324741, -80.4127713 37.1322043, -80.4127973 37.1321772, -80.4130172 37.1319486)",,35 mph
"[131420360, 445049599]",North Franklin Street,primary,False,True,232.94199999999998,"['4', '3']","LINESTRING (-80.4125486 37.1324741, -80.4121081 37.1321738, -80.4120593 37.1321404, -80.4117998 37.131963, -80.4114585 37.1317316, -80.4111696 37.1315316, -80.4108955 37.1313471, -80.4108905 37.1313438, -80.4107737 37.1312644, -80.4105833 37.1311386, -80.4105484 37.1311156)",US 460 BUS,25 mph
131420363,North Franklin Street,primary,False,True,90.33700000000002,4,"LINESTRING (-80.4125486 37.1324741, -80.4127531 37.1326408, -80.4128263 37.13272, -80.4129427 37.1328893, -80.4130847 37.1331539)",US 460 BUS,35 mph
20365068,Hickok Street Southwest,residential,False,False,99.885,,"LINESTRING (-80.4061047 37.1256749, -80.4069266 37.1262893)",,
445110924,Hickok Street Southwest,residential,False,False,33.402,,"LINESTRING (-80.4061047 37.1256749, -80.4058216 37.1254767)",,25 mph
20361288,Second Street,residential,False,False,67.008,,"LINESTRING (-80.409419 37.1257887, -80.4089062 37.1262314)",,
20361288,Second Street,residential,False,True,58.919,,"LINESTRING (-80.409419 37.1257887, -80.4098756 37.1254037)",,
20360721,Chapel Street,residential,False,False,43.563,,"LINESTRING (-80.4102077 37.1320765, -80.4102037 37.1321571, -80.4100867 37.1324539)",,
20362213,Pepper Street Northeast,residential,False,False,208.929,,"LINESTRING (-80.4102077 37.1320765, -80.4105209 37.1320638, -80.4108388 37.1320698, -80.4112315 37.1321433, -80.411781 37.132378, -80.4124096 37.1326207)",,
20362213,Pepper Street Northeast,residential,False,True,139.029,,"LINESTRING (-80.4102077 37.1320765, -80.4097965 37.1320793, -80.4094445 37.1320621, -80.4090384 37.1319457, -80.4087055 37.1318118)",,
