osmid,oneway,lanes,highway,reversed,length,geometry,name,maxspeed
239321293,True,1,secondary_link,False,41.138,"LINESTRING (-82.9086952 42.4438264, -82.9085602 42.4438631, -82.9085064 42.4438864, -82.9084686 42.4439177, -82.9084452 42.4439585, -82.9084389 42.4440011, -82.9084459 42.4440408, -82.9084657 42.4440872)",,
421868749,True,3,secondary,False,136.833,"LINESTRING (-82.9086952 42.4438264, -82.9072411 42.4435022, -82.9070989 42.4434705)",Vernier Road,35 mph
"[1164769938, 1164769939]",True,"['3', '2']",secondary,False,119.006,"LINESTRING (-82.9084657 42.4440872, -82.9092187 42.444271, -82.9098448 42.4444184)",Vernier Road,35 mph
8735220,False,,residential,False,224.935,"LINESTRING (-82.9117244 42.442735, -82.9091201 42.4421037)",Lennon Street,
8746813,False,,residential,False,95.938,"LINESTRING (-82.9117244 42.442735, -82.9113579 42.4435543)",Helen Avenue,
8746813,False,,residential,True,100.575,"LINESTRING (-82.9117244 42.442735, -82.9117554 42.4426649, -82.9121045 42.4418751)",Helen Avenue,
8735220,False,,residential,True,224.935,"LINESTRING (-82.9091201 42.4421037, -82.9117244 42.442735)",Lennon Street,
8741227,False,,residential,False,97.142,"LINESTRING (-82.9091201 42.4421037, -82.9087503 42.4429336)",Jackson Avenue,
8735220,False,,residential,False,142.412,"LINESTRING (-82.9091201 42.4421037, -82.9080606 42.4418604, -82.9076484 42.4417625, -82.9074648 42.4417189)",Lennon Street,
8741227,False,,residential,True,99.22500000000001,"LINESTRING (-82.9091201 42.4421037, -82.909146 42.442045, -82.9094945 42.4412552)",Jackson Avenue,
8735220,False,,residential,False,23.49,"LINESTRING (-82.9074648 42.4417189, -82.907186 42.441671)",Lennon Street,
219847072,True,2,secondary,False,101.728,"LINESTRING (-82.9074648 42.4417189, -82.907628 42.440812)",Mack Avenue,35 mph
8735220,False,,residential,True,142.412,"LINESTRING (-82.9074648 42.4417189, -82.9076484 42.4417625, -82.9080606 42.4418604, -82.9091201 42.4421037)",Lennon Street,
8738428,False,,residential,False,112.813,"LINESTRING (-82.901789 42.446604, -82.901373 42.447571)",Goethe Street,
8751429,False,,residential,True,99.393,"LINESTRING (-82.901789 42.446604, -82.9018076 42.4465469, -82.90207 42.445833, -82.902109 42.445742)",Goethe Avenue,
"[880581696, 38208154]",False,,residential,False,346.825,"LINESTRING (-82.901789 42.446604, -82.9051326 42.4474058, -82.905283 42.4474419, -82.905809 42.447568)",Hampton Road,
8738428,False,,residential,True,112.813,"LINESTRING (-82.901373 42.447571, -82.901789 42.446604)",Goethe Street,
219847067,True,2,secondary,False,13.742,"LINESTRING (-82.905809 42.447568, -82.9057663 42.4476875)",Mack Avenue,35 mph
"[880581696, 38208154]",False,,residential,True,346.825,"LINESTRING (-82.905809 42.447568, -82.905283 42.4474419, -82.9051326 42.4474058, -82.901789 42.446604)",Hampton Road,
8768300,True,2,secondary,False,88.202,"LINESTRING (-82.905973 42.447938, -82.9059946 42.447877, -82.9062158 42.4472536, -82.906247 42.447171)",Mack Avenue,35 mph
240001608,True,1,secondary_link,False,38.931,"LINESTRING (-82.905973 42.447938, -82.9059513 42.4477678, -82.9059495 42.4477496, -82.9059412 42.4477302, -82.9059283 42.4477164, -82.9059104 42.4477084, -82.9057663 42.4476875)",,
8741227,False,,residential,False,98.305,"LINESTRING (-82.9102387 42.4395677, -82.9098668 42.4404081)",Jackson Avenue,
8763206,False,,residential,True,225.072,"LINESTRING (-82.9102387 42.4395677, -82.9128491 42.4401889)",Lancaster Street,
8741227,False,,residential,False,99.024,"LINESTRING (-82.9098668 42.4404081, -82.9094945 42.4412552)",Jackson Avenue,
8741227,False,,residential,True,98.305,"LINESTRING (-82.9098668 42.4404081, -82.9102387 42.4395677)",Jackson Avenue,
