osmid,oneway,name,highway,reversed,length,geometry,lanes,ref,tunnel,maxspeed,bridge
165328527,False,Hill Avenue,residential,True,76.313,"LINESTRING (-79.8771801 40.4440034, -79.8780073 40.4442767)",,,,,
165328527,False,Hill Avenue,residential,False,75.711,"LINESTRING (-79.8771801 40.4440034, -79.8767869 40.4438702, -79.8763604 40.4437306)",,,,,
11717474,False,Glenn Avenue,residential,True,74.491,"LINESTRING (-79.8766957 40.444872, -79.8775012 40.4451422)",,,,,
874907768,True,Hunter Street,residential,False,104.923,"LINESTRING (-79.8766957 40.444872, -79.8771801 40.4440034)",,,,,
165328527,False,Hill Avenue,residential,False,128.065,"LINESTRING (-79.8833686 40.4460612, -79.8819763 40.4456098)",,,,,
227564520,False,Wood Street,tertiary,True,95.548,"LINESTRING (-79.8833686 40.4460612, -79.8835205 40.4458045, -79.8837154 40.4454751, -79.8838322 40.4452777)",2,,,,
165328527,False,Hill Avenue,residential,False,129.646,"LINESTRING (-79.8819763 40.4456098, -79.880566 40.4451543)",,,,,
165328527,False,Hill Avenue,residential,True,128.065,"LINESTRING (-79.8819763 40.4456098, -79.8833686 40.4460612)",,,,,
165328524,False,Center Street,residential,False,104.533,"LINESTRING (-79.880566 40.4451543, -79.8800746 40.4460168)",,,,,
165328524,False,Center Street,residential,True,99.245,"LINESTRING (-79.880566 40.4451543, -79.8810248 40.4443329)",,,,,
165328527,False,Hill Avenue,residential,False,112.03,"LINESTRING (-79.880566 40.4451543, -79.8793531 40.4447505)",,,,,
165328527,False,Hill Avenue,residential,True,129.646,"LINESTRING (-79.880566 40.4451543, -79.8819763 40.4456098)",,,,,
165328527,False,Hill Avenue,residential,False,125.482,"LINESTRING (-79.8793531 40.4447505, -79.8780073 40.4442767)",,,,,
165328527,False,Hill Avenue,residential,True,112.03,"LINESTRING (-79.8793531 40.4447505, -79.880566 40.4451543)",,,,,
609198340,True,Mill Street,residential,False,107.116,"LINESTRING (-79.8793531 40.4447505, -79.8788471 40.4456335)",,,,,
461799974,True,Mill Street,residential,False,99.62700000000001,"LINESTRING (-79.8793531 40.4447505, -79.879595 40.44434, -79.8798349 40.443933)",,,,,
165328525,False,Coal Street,residential,False,105.339,"LINESTRING (-79.8780073 40.4442767, -79.8775012 40.4451422)",,,,,
165328527,False,Hill Avenue,residential,False,76.313,"LINESTRING (-79.8780073 40.4442767, -79.8771801 40.4440034)",,,,,
165328527,False,Hill Avenue,residential,True,125.482,"LINESTRING (-79.8780073 40.4442767, -79.8793531 40.4447505)",,,,,
1268083410,False,Coal Street,residential,True,95.396,"LINESTRING (-79.8780073 40.4442767, -79.8782337 40.4438794, -79.8784515 40.4434882)",2,,,,
165328527,False,Hill Avenue,residential,True,75.711,"LINESTRING (-79.8763604 40.4437306, -79.8767869 40.4438702, -79.8771801 40.4440034)",,,,,
461799981,False,Swissvale Avenue,primary,False,94.363,"LINESTRING (-79.8763604 40.4437306, -79.8765861 40.443347, -79.8765991 40.4433242, -79.8767831 40.4430004, -79.8768096 40.4429539)",2,Green Belt,,,
