osmid,oneway,ref,name,highway,reversed,length,maxspeed,geometry,lanes,junction
169302138,False,VA 7 BUS,East Main Street,primary,False,19.149,,"LINESTRING (-77.7144676 39.136717, -77.7146895 39.1367227)",,
169300474,False,VA 7 BUS,East Main Street,primary,True,122.60600000000001,25 mph,"LINESTRING (-77.7144676 39.136717, -77.7141125 39.1367158, -77.7140211 39.1367152, -77.7135666 39.1367129, -77.713162 39.1367032, -77.7130463 39.1367004)",,
8816662,False,,North 16th Street,residential,True,108.31299999999999,,"LINESTRING (-77.7093936 39.1375758, -77.709469 39.137419, -77.709491 39.137053, -77.7095023 39.1366913, -77.7095048 39.1366128)",,
150999423,True,,Nursery,tertiary,False,13.058,,"LINESTRING (-77.714728 39.136402, -77.7146019 39.136467)",,
8811804,False,,South Nursery Avenue,tertiary,True,130.434,,"LINESTRING (-77.714728 39.136402, -77.714882 39.136105, -77.715081 39.1357668, -77.715154 39.135677, -77.7154447 39.1353774)",,
8803286,False,,East G Street,residential,True,95.95899999999999,,"LINESTRING (-77.7094743 39.1332938, -77.7094753 39.1334893, -77.7094697 39.1336154, -77.7094733 39.1338061, -77.7095129 39.1338674, -77.7095981 39.1339282, -77.7096392 39.1339658, -77.7097231 39.1340425, -77.7097461 39.1340809)",,
8808446,False,,East G Street,residential,True,369.98100000000005,,"LINESTRING (-77.7094743 39.1332938, -77.7096313 39.1333, -77.7097371 39.1332828, -77.7098825 39.1332577, -77.710478 39.133155, -77.711722 39.133034, -77.712188 39.132971, -77.712382 39.132923, -77.713237 39.132643, -77.713421 39.132583, -77.713624 39.132551)",,
"[8820361, 8803349]",False,,"['North Hall Avenue', 'West O Street']",residential,True,344.88400000000007,,"LINESTRING (-77.7165419 39.1380461, -77.7166812 39.1381372, -77.716755 39.1382245, -77.7168415 39.1382925, -77.7169125 39.1383232, -77.716982 39.138354, -77.717091 39.138399, -77.71721 39.138433, -77.717314 39.138449, -77.7174106 39.1384751, -77.7178511 39.1385255, -77.7181637 39.1385205, -77.7183088 39.1384703, -77.7183521 39.1383901, -77.7183629 39.1382991, -77.7184219 39.1376933, -77.7185139 39.136914)",,
8817713,False,SR 690,North 23rd Street,secondary,False,139.83499999999998,,"LINESTRING (-77.7165419 39.1380461, -77.7165845 39.1378849, -77.7166117 39.1377354, -77.7166182 39.1376269, -77.7166301 39.1374307, -77.7166686 39.1367944)",,
8817713,False,SR 690,North 23rd Street,secondary,True,26.775,,"LINESTRING (-77.7165419 39.1380461, -77.7165185 39.1380991, -77.7164752 39.1381968, -77.7164523 39.1382763)",,
"[8820361, 8803349]",False,,"['North Hall Avenue', 'West O Street']",residential,False,344.88400000000007,,"LINESTRING (-77.7185139 39.136914, -77.7184219 39.1376933, -77.7183629 39.1382991, -77.7183521 39.1383901, -77.7183088 39.1384703, -77.7181637 39.1385205, -77.7178511 39.1385255, -77.7174106 39.1384751, -77.717314 39.138449, -77.71721 39.138433, -77.717091 39.138399, -77.716982 39.138354, -77.7169125 39.1383232, -77.7168415 39.1382925, -77.716755 39.1382245, -77.7166812 39.1381372, -77.7165419 39.1380461)",,
169301718,False,VA 7 BUS,West Main Street,primary,False,159.71800000000002,25 mph,"LINESTRING (-77.7185139 39.136914, -77.7177988 39.136876, -77.7174611 39.1368517, -77.7166686 39.1367944)",,
8817713,False,SR 690,North 23rd Street,secondary,True,139.835,,"LINESTRING (-77.7166686 39.1367944, -77.7166301 39.1374307, -77.7166182 39.1376269, -77.7166117 39.1377354, -77.7165845 39.1378849, -77.7165419 39.1380461)",,
"[756237930, 756237931, 169301717]",False,VA 7 BUS,West Main Street,primary,False,134.786,25 mph,"LINESTRING (-77.7166686 39.1367944, -77.7165422 39.1367904, -77.716268 39.1367756, -77.7160632 39.1367635, -77.715852 39.1367534, -77.715597 39.136746, -77.715204 39.1367321, -77.7151082 39.1367305)",,
169301718,False,VA 7 BUS,West Main Street,primary,True,159.71800000000002,25 mph,"LINESTRING (-77.7166686 39.1367944, -77.7174611 39.1368517, -77.7177988 39.136876, -77.7185139 39.136914)",,
8818458,True,,North 21st Street,residential,False,132.94899999999998,25 mph,"LINESTRING (-77.7151082 39.1367305, -77.7151101 39.1367909, -77.715136 39.136872, -77.715167 39.1370155, -77.7152517 39.1372062, -77.7153363 39.1373531, -77.71549 39.137585, -77.715613 39.1377315, -77.715689 39.137822)",,
