osmid,name,highway,oneway,reversed,length,geometry,lanes,maxspeed,bridge,ref
17794335,Wellington Street,unclassified,False,False,126.479,"LINESTRING (-85.613449 44.7582686, -85.6134494 44.7582978, -85.6134514 44.7584347, -85.6134518 44.758455, -85.6134543 44.7585885, -85.6134569 44.7587307, -85.6134586 44.7587829, -85.6134586 44.7588218, -85.6134592 44.7589061, -85.6134622 44.7593207, -85.6134601 44.759406)",,,,
112580250,East Front Street,secondary,False,True,179.11399999999998,"LINESTRING (-85.6112303 44.7641333, -85.6116915 44.764132, -85.6122194 44.7641295, -85.6124588 44.7641288, -85.6125901 44.7641284, -85.6126911 44.7641281, -85.6129483 44.7641274, -85.6134148 44.7641216, -85.6134989 44.7641212)",2,25 mph,,
492615587,Franklin Street,residential,False,True,21.992,"LINESTRING (-85.6112303 44.7641333, -85.6112284 44.7640539, -85.6111959 44.7639378)",2,,,
1122950980,East Front Street,secondary,False,False,9.877,"LINESTRING (-85.6112303 44.7641333, -85.6111445 44.764134, -85.6111052 44.7641339)",2,25 mph,,
121138377,South Cass Street,tertiary,False,True,130.19299999999998,"LINESTRING (-85.6210277 44.7640827, -85.6210259 44.7639982, -85.6210191 44.7634976, -85.6210163 44.7634006, -85.6210141 44.7629842, -85.621014 44.7629119)",2,,,
"[113498946, 113498932, 17802719]",North Park Street,unclassified,False,False,83.21799999999999,"LINESTRING (-85.6182068 44.7640933, -85.6182076 44.7641831, -85.6182131 44.7643069, -85.6182194 44.7644652, -85.6182181 44.7644968, -85.6182195 44.7646636, -85.6182191 44.7647342, -85.6182182 44.7647628, -85.6182078 44.7648412)",2,,yes,
112513337,Park Street,unclassified,False,True,130.225,"LINESTRING (-85.6182068 44.7640933, -85.6182073 44.7640187, -85.6182053 44.7637466, -85.6182045 44.763628, -85.6182037 44.7635087, -85.6182038 44.7634426, -85.6182043 44.7632368, -85.6182067 44.7630873, -85.6182074 44.7629928, -85.6182097 44.7629222)",,,,
818567398,East Front Street,secondary,True,False,222.71400000000003,"LINESTRING (-85.6182068 44.7640933, -85.6183237 44.7640935, -85.6190132 44.7640897, -85.6201407 44.7640837, -85.6209225 44.764083, -85.6210277 44.7640827)",2,25 mph,,
112580250,East Front Street,secondary,False,False,186.37100000000004,"LINESTRING (-85.6158594 44.7641066, -85.6156896 44.7641089, -85.61531 44.7641138, -85.6136459 44.7641205, -85.6135837 44.7641208, -85.6135134 44.7641211, -85.6134989 44.7641212)",2,25 mph,,
439887575,East Front Street,secondary,True,False,185.334,"LINESTRING (-85.6158594 44.7641066, -85.6159106 44.7641061, -85.6160262 44.7641051, -85.6163861 44.7641019, -85.6171921 44.7640959, -85.6172409 44.764096, -85.6173969 44.7640952, -85.6176106 44.7640948, -85.6178499 44.764094, -85.6181097 44.7640931, -85.6182068 44.7640933)",2,25 mph,,
