osmid,name,highway,oneway,reversed,length,lanes,maxspeed,geometry,ref
9738453,5th Avenue Northeast,residential,False,False,116.909,,,"LINESTRING (-100.8835477 46.8294097, -100.883868 46.830438)",
9739470,2nd Street Northeast,residential,False,True,59.087,2,,"LINESTRING (-100.8835477 46.8294097, -100.8843093 46.8293055)",
9737899,Collins Avenue,secondary,False,False,115.563,,25 mph,"LINESTRING (-100.8897105 46.8264498, -100.8897355 46.8265566, -100.8898364 46.82695, -100.8898542 46.8270283, -100.8899594 46.827475)",
9738561,West Main Street,primary,False,False,115.15100000000001,,,"LINESTRING (-100.8897105 46.8264498, -100.889837 46.8264324, -100.8902959 46.8263668, -100.8910845 46.8262595, -100.8911939 46.8262442)",I 94 Business
9739743,East Main Street,primary,False,False,118.579,,,"LINESTRING (-100.8897105 46.8264498, -100.8895932 46.8264654, -100.8883424 46.8266316, -100.8881776 46.8266361)",I 94 Business
232094116,Collins Avenue,tertiary,False,False,115.833,2,25 mph,"LINESTRING (-100.8899594 46.827475, -100.8902593 46.8284963)",
9737899,Collins Avenue,secondary,False,True,115.563,,25 mph,"LINESTRING (-100.8899594 46.827475, -100.8898542 46.8270283, -100.8898364 46.82695, -100.8897355 46.8265566, -100.8897105 46.8264498)",
9739674,1st Street Northeast,residential,False,False,113.39699999999999,,,"LINESTRING (-100.8899594 46.827475, -100.8892302 46.827567, -100.8889911 46.8275996, -100.888777 46.8276288, -100.8884956 46.8276671)",
187113430,1st Street Northwest,residential,False,True,117.803,,,"LINESTRING (-100.8899594 46.827475, -100.8907383 46.8273693, -100.8914786 46.8272702)",
232094116,Collins Avenue,tertiary,False,False,117.887,2,25 mph,"LINESTRING (-100.8902593 46.8284963, -100.8905646 46.8295357)",
232094116,Collins Avenue,tertiary,False,True,115.833,2,25 mph,"LINESTRING (-100.8902593 46.8284963, -100.8899594 46.827475)",
9739470,2nd Street Northeast,residential,False,False,113.22800000000001,2,,"LINESTRING (-100.8902593 46.8284963, -100.8895443 46.8285895, -100.8887986 46.8286915)",
9739898,2nd Street Northwest,residential,False,False,118.38499999999999,,,"LINESTRING (-100.8902593 46.8284963, -100.8910296 46.8283857, -100.8917825 46.8282785)",
232094116,Collins Avenue,tertiary,False,True,117.887,2,25 mph,"LINESTRING (-100.8905646 46.8295357, -100.8902593 46.8284963)",
9738067,3rd Street Northeast,residential,False,False,112.481,,,"LINESTRING (-100.8905646 46.8295357, -100.8898298 46.8296439, -100.8891164 46.8297393)",
9738515,3rd Street Northwest,residential,False,False,117.46600000000001,,,"LINESTRING (-100.8905646 46.8295357, -100.891328 46.8294271, -100.8920775 46.8293246)",
232094116,Collins Avenue,tertiary,False,False,115.641,2,25 mph,"LINESTRING (-100.8905646 46.8295357, -100.8906381 46.829786, -100.8908641 46.8305553)",
9739359,4th Street Northeast,residential,False,False,111.913,,,"LINESTRING (-100.8908641 46.8305553, -100.889418 46.83074)",
9739759,4th Street Northwest,residential,False,False,116.116,,,"LINESTRING (-100.8908641 46.8305553, -100.8916208 46.8304487, -100.8923605 46.8303496)",
232094116,Collins Avenue,tertiary,False,True,115.641,2,25 mph,"LINESTRING (-100.8908641 46.8305553, -100.8906381 46.829786, -100.8905646 46.8295357)",
9738424,1st Avenue Northeast,residential,False,True,118.992,,,"LINESTRING (-100.8891164 46.8297393, -100.8887986 46.8286915)",
9738067,3rd Street Northeast,residential,False,False,117.78999999999999,,,"LINESTRING (-100.8891164 46.8297393, -100.8883278 46.8298347, -100.8875948 46.8299349)",
9738067,3rd Street Northeast,residential,False,True,112.481,,,"LINESTRING (-100.8891164 46.8297393, -100.8898298 46.8296439, -100.8905646 46.8295357)",
9738424,1st Avenue Northeast,residential,False,False,113.614,,,"LINESTRING (-100.8891164 46.8297393, -100.8892432 46.8301601, -100.889418 46.83074)",
9738633,2nd Avenue Northeast,residential,False,True,117.282,,,"LINESTRING (-100.8875948 46.8299349, -100.8872972 46.8289)",
9738067,3rd Street Northeast,residential,False,False,116.369,,,"LINESTRING (-100.8875948 46.8299349, -100.886834 46.830042, -100.886096 46.830144)",
9738067,3rd Street Northeast,residential,False,True,117.78999999999999,,,"LINESTRING (-100.8875948 46.8299349, -100.8883278 46.8298347, -100.8891164 46.8297393)",
187111814,3rd Avenue Northeast,residential,False,True,118.083,,,"LINESTRING (-100.886096 46.830144, -100.8858103 46.8291002)",
9738067,3rd Street Northeast,residential,False,False,115.973,,,"LINESTRING (-100.886096 46.830144, -100.885366 46.83024, -100.884599 46.830341)",
9738067,3rd Street Northeast,residential,False,True,116.369,,,"LINESTRING (-100.886096 46.830144, -100.886834 46.830042, -100.8875948 46.8299349)",
