osmid,highway,oneway,reversed,length,name,geometry,ref,lanes,bridge
24116393,residential,False,False,50.663,,"LINESTRING (-73.692291 40.640019, -73.692889 40.639978)",,,
24117001,residential,False,True,68.883,,"LINESTRING (-73.692291 40.640019, -73.692193 40.639404)",,,
24119960,residential,False,True,85.3,Paine Road,"LINESTRING (-73.692291 40.640019, -73.692317 40.640174, -73.69238 40.640783)",,,
24116393,residential,False,True,50.663,,"LINESTRING (-73.692889 40.639978, -73.692291 40.640019)",,,
24117351,residential,False,False,33.517,,"LINESTRING (-73.692889 40.639978, -73.69291 40.640279)",,,
24117351,residential,False,True,30.07,,"LINESTRING (-73.692889 40.639978, -73.692869 40.639708)",,,
24117001,residential,False,False,68.883,,"LINESTRING (-73.692193 40.639404, -73.692291 40.640019)",,,
24117351,residential,False,False,30.07,,"LINESTRING (-73.692869 40.639708, -73.692889 40.639978)",,,
24117351,residential,False,True,33.517,,"LINESTRING (-73.69291 40.640279, -73.692889 40.639978)",,,
420358618,secondary,False,True,47.667,West Broadway,"LINESTRING (-73.7007504 40.6390164, -73.7013113 40.6389653)",CR E51,,
"[420358505, 420358500, 668912469]",secondary,False,False,183.478,Broadway,"LINESTRING (-73.7007504 40.6390164, -73.700565 40.639238, -73.7004886 40.6393077, -73.7004064 40.6393827, -73.7001846 40.6395852, -73.6998838 40.6398598, -73.699513 40.6401982, -73.699396 40.640305)",CR C22,,
24131041,residential,False,False,83.019,Everit Avenue,"LINESTRING (-73.699396 40.640305, -73.699296 40.640203, -73.698987 40.640032, -73.698969 40.640023, -73.6986259 40.6398494)",,,
24131043,residential,False,False,105.125,Everit Avenue,"LINESTRING (-73.699396 40.640305, -73.699569 40.640426, -73.6997081 40.6405118, -73.699932 40.64065, -73.7000435 40.6407229, -73.7002615 40.6408656, -73.700343 40.640919)",,,
420358505,secondary,False,False,157.622,Broadway,"LINESTRING (-73.699396 40.640305, -73.699345 40.6403508, -73.6992701 40.640418, -73.6990794 40.6405892, -73.698996 40.640664, -73.698991 40.6406685, -73.6984488 40.6411522, -73.6983914 40.6412034, -73.698272 40.64131, -73.698179 40.64138)",CR C22,,
"[420358505, 420358500, 668912469]",secondary,False,True,183.478,Broadway,"LINESTRING (-73.699396 40.640305, -73.699513 40.6401982, -73.6998838 40.6398598, -73.7001846 40.6395852, -73.7004064 40.6393827, -73.7004886 40.6393077, -73.700565 40.639238, -73.7007504 40.6390164)",CR C22,,
24125480,secondary,False,False,304.09700000000004,East Rockaway Road,"LINESTRING (-73.698179 40.64138, -73.6980748 40.6413584, -73.69789 40.64132, -73.6971301 40.6411409, -73.69704 40.641123, -73.696848 40.64108, -73.6957382 40.6408308, -73.6955079 40.6407791, -73.6950397 40.6406739, -73.6949817 40.6406609, -73.6948429 40.6406355, -73.6947169 40.6406284)",,,
"[420358489, 517361021]",secondary,False,False,114.28599999999999,Broadway,"LINESTRING (-73.698179 40.64138, -73.698 40.64154, -73.6979009 40.6416196, -73.6977542 40.6417371, -73.6974151 40.6420089, -73.697259 40.642134)",CR C22,,
420358505,secondary,False,True,157.62199999999999,Broadway,"LINESTRING (-73.698179 40.64138, -73.698272 40.64131, -73.6983914 40.6412034, -73.6984488 40.6411522, -73.698991 40.6406685, -73.698996 40.640664, -73.6990794 40.6405892, -73.6992701 40.640418, -73.699345 40.6403508, -73.699396 40.640305)",CR C22,,
517361021,secondary,False,False,14.691,Broadway,"LINESTRING (-73.697259 40.642134, -73.697138 40.642229)",CR C22,,
24125876,residential,False,False,122.333,Erick Avenue,"LINESTRING (-73.697259 40.642134, -73.6973774 40.6422106, -73.6977081 40.6424246, -73.6977429 40.6424471, -73.6983623 40.6428478)",,,
"[420358489, 517361021]",secondary,False,True,114.28600000000002,Broadway,"LINESTRING (-73.697259 40.642134, -73.6974151 40.6420089, -73.6977542 40.6417371, -73.6979009 40.6416196, -73.698 40.64154, -73.698179 40.64138)",CR C22,,
517361021,secondary,False,True,14.691,Broadway,"LINESTRING (-73.697138 40.642229, -73.697259 40.642134)",CR C22,,
"[24122614, 24122615]",residential,False,False,85.272,Princeton Avenue,"LINESTRING (-73.697138 40.642229, -73.6970559 40.6421676, -73.696824 40.641994, -73.696812 40.64199, -73.69677 40.641967, -73.696474 40.64192, -73.696274 40.641897)",,,
517361021,secondary,False,False,170.22800000000004,Broadway,"LINESTRING (-73.697138 40.642229, -73.696856 40.6424598, -73.6967551 40.6425423, -73.6966362 40.6426396, -73.6964845 40.6427637, -73.6961141 40.6430668, -73.696109 40.643071, -73.6959866 40.6431565, -73.6958598 40.6432451, -73.6958017 40.6432779, -73.695727 40.64332)",CR C22,,
525677277,secondary,False,False,20.847,Broadway,"LINESTRING (-73.695727 40.64332, -73.695535 40.643438)",CR C22,,
24135297,residential,False,False,275.432,Avalon Road,"LINESTRING (-73.695727 40.64332, -73.695905 40.643483, -73.69776 40.645258)",,,
517361021,secondary,False,True,170.228,Broadway,"LINESTRING (-73.695727 40.64332, -73.6958017 40.6432779, -73.6958598 40.6432451, -73.6959866 40.6431565, -73.696109 40.643071, -73.6961141 40.6430668, -73.6964845 40.6427637, -73.6966362 40.6426396, -73.6967551 40.6425423, -73.696856 40.6424598, -73.697138 40.642229)",CR C22,,
525677277,secondary,False,True,20.847,Broadway,"LINESTRING (-73.695535 40.643438, -73.695727 40.64332)",CR C22,,
"[24127121, 1109603738]",residential,False,False,80.705,Yale Avenue,"LINESTRING (-73.695535 40.643438, -73.6954317 40.6433464, -73.69527 40.643203, -73.694985 40.642951, -73.694919 40.642883)",,,
"[1109603737, 420358482, 927059298, 927059297]",secondary,False,False,192.35500000000002,Broadway,"LINESTRING (-73.695535 40.643438, -73.69515 40.6436847, -73.6946743 40.6439896, -73.6946558 40.6440014, -73.694605 40.644034, -73.693781 40.644543)",CR C22,,
24127672,residential,False,False,78.483,Harvard Avenue,"LINESTRING (-73.693781 40.644543, -73.693182 40.644003)",,,
927059298,secondary,False,False,76.021,Broadway,"LINESTRING (-73.693781 40.644543, -73.693068 40.644961)",CR C22,,
"[1109603737, 927059297, 927059298, 420358482]",secondary,False,True,192.35500000000002,Broadway,"LINESTRING (-73.693781 40.644543, -73.694605 40.644034, -73.6946558 40.6440014, -73.6946743 40.6439896, -73.69515 40.6436847, -73.695535 40.643438)",CR C22,,
927059298,secondary,False,True,76.021,Broadway,"LINESTRING (-73.693068 40.644961, -73.693781 40.644543)",CR C22,,
927059298,secondary,False,False,68.55199999999999,Broadway,"LINESTRING (-73.693068 40.644961, -73.6927783 40.6451323, -73.692542 40.645272, -73.692435 40.645347)",CR C22,,
24130054,residential,False,False,170.32100000000003,Stevenson Road,"LINESTRING (-73.692435 40.645347, -73.692598 40.64556, -73.692705 40.645851, -73.692787 40.645972, -73.692906 40.646069, -73.693082 40.646171, -73.69314 40.646215, -73.6935197 40.6466045)",,,
24130054,residential,False,True,74.06200000000001,Stevenson Road,"LINESTRING (-73.692435 40.645347, -73.692337 40.645208, -73.6922446 40.6450931, -73.691988 40.644774)",,,
"[927059298, 24122892]",secondary,False,False,108.295,Broadway,"LINESTRING (-73.692435 40.645347, -73.692148 40.645534, -73.691946 40.645679, -73.691718 40.645855, -73.691591 40.645953, -73.691513 40.646023)",CR C22,,
927059298,secondary,False,True,68.55199999999999,Broadway,"LINESTRING (-73.692435 40.645347, -73.692542 40.645272, -73.6927783 40.6451323, -73.693068 40.644961)",CR C22,,
420389315,secondary,False,True,42.786,Broadway,"LINESTRING (-73.6903191 40.6469695, -73.6906976 40.6467134)",CR C22,,
749428274,secondary,False,True,41.395,Rockaway Avenue,"LINESTRING (-73.6903191 40.6469695, -73.6903378 40.6473415)",,,
24119458,residential,False,False,49.67,Avon Road,"LINESTRING (-73.691513 40.646023, -73.6916409 40.6461127, -73.691828 40.646244, -73.691892 40.646299, -73.691944 40.646326)",,,
"[24122892, 420389318]",secondary,False,False,103.08500000000001,Broadway,"LINESTRING (-73.691513 40.646023, -73.6911137 40.6463593, -73.6910828 40.6463853, -73.6910682 40.6463976, -73.690911 40.64653, -73.6906976 40.6467134)",CR C22,,
"[927059298, 24122892]",secondary,False,True,108.295,Broadway,"LINESTRING (-73.691513 40.646023, -73.691591 40.645953, -73.691718 40.645855, -73.691946 40.645679, -73.692148 40.645534, -73.692435 40.645347)",CR C22,,
24122474,residential,False,False,75.234,Fenimore Road,"LINESTRING (-73.691944 40.646326, -73.691355 40.646834)",,,
24119458,residential,False,False,188.86700000000002,Avon Road,"LINESTRING (-73.691944 40.646326, -73.692169 40.646478, -73.692377 40.646638, -73.692596 40.646831, -73.6933692 40.6476291)",,,
24119458,residential,False,True,49.67,Avon Road,"LINESTRING (-73.691944 40.646326, -73.691892 40.646299, -73.691828 40.646244, -73.6916409 40.6461127, -73.691513 40.646023)",,,
24119855,residential,False,False,30.859,Stevenson Circle,"LINESTRING (-73.6924 40.642218, -73.692551 40.64234, -73.692662 40.642411)",,,
24130054,residential,False,False,146.566,Stevenson Road,"LINESTRING (-73.6924 40.642218, -73.691616 40.642206, -73.6915433 40.6422225, -73.691518 40.642239, -73.6914949 40.6422589, -73.6914704 40.6422878, -73.691449 40.642329, -73.691442 40.642864)",,,
24130054,residential,False,True,163.472,Stevenson Road,"LINESTRING (-73.6924 40.642218, -73.692506 40.642126, -73.692528 40.642085, -73.692539 40.64203, -73.692552 40.640782)",,,
24119855,residential,False,True,30.859,Stevenson Circle,"LINESTRING (-73.692662 40.642411, -73.692551 40.64234, -73.6924 40.642218)",,,
24120033,residential,False,False,102.1,Moffitt Avenue,"LINESTRING (-73.69523 40.641745, -73.695077 40.641856, -73.694892 40.64199, -73.694333 40.642361)",,,
24122614,residential,False,False,107.881,Princeton Avenue,"LINESTRING (-73.69523 40.641745, -73.694904 40.641707, -73.693956 40.641678)",,,
24122614,residential,False,True,89.731,Princeton Avenue,"LINESTRING (-73.69523 40.641745, -73.695416 40.641763, -73.6954834 40.6417735, -73.696274 40.641897)",,,
24120033,residential,False,False,24.57,Moffitt Avenue,"LINESTRING (-73.694333 40.642361, -73.694111 40.642504)",,,
24120033,residential,False,True,102.10000000000001,Moffitt Avenue,"LINESTRING (-73.694333 40.642361, -73.694892 40.64199, -73.695077 40.641856, -73.69523 40.641745)",,,
1109603738,residential,False,True,76.247,Yale Avenue,"LINESTRING (-73.694333 40.642361, -73.6948537 40.6428248, -73.694919 40.642883)",,,
24120033,residential,False,True,24.57,Moffitt Avenue,"LINESTRING (-73.694111 40.642504, -73.694333 40.642361)",,,
24120033,residential,False,False,167.39000000000001,Moffitt Avenue,"LINESTRING (-73.694111 40.642504, -73.694028 40.642556, -73.694003 40.642577, -73.693156 40.643123, -73.692601 40.64348)",,,
24135075,residential,False,True,98.746,Court Place,"LINESTRING (-73.694111 40.642504, -73.693943 40.642393, -73.693925 40.642369, -73.693956 40.641678)",,,
24120033,residential,False,False,119.351,Moffitt Avenue,"LINESTRING (-73.692601 40.64348, -73.691523 40.644175)",,,
24127672,residential,False,True,76.059,Harvard Avenue,"LINESTRING (-73.692601 40.64348, -73.693182 40.644003)",,,
24120033,residential,False,True,167.39,Moffitt Avenue,"LINESTRING (-73.692601 40.64348, -73.693156 40.643123, -73.694003 40.642577, -73.694028 40.642556, -73.694111 40.642504)",,,
24120033,residential,False,False,84.08,Moffitt Avenue,"LINESTRING (-73.691523 40.644175, -73.690764 40.644665)",,,
24120033,residential,False,True,119.351,Moffitt Avenue,"LINESTRING (-73.691523 40.644175, -73.692601 40.64348)",,,
24130054,residential,False,False,77.31700000000001,Stevenson Road,"LINESTRING (-73.691523 40.644175, -73.691624 40.644317, -73.691988 40.644774)",,,
24130054,residential,False,True,84.468,Stevenson Road,"LINESTRING (-73.691523 40.644175, -73.69142 40.644047, -73.691302 40.643838, -73.691249 40.643641, -73.691237 40.64346)",,,
24120033,residential,False,True,84.08,Moffitt Avenue,"LINESTRING (-73.690764 40.644665, -73.691523 40.644175)",,,
24120256,residential,False,False,202.476,Kew Avenue,"LINESTRING (-73.70129 40.642349, -73.6997356 40.6437363)",,,
541795852,tertiary,False,False,118.213,Harris Avenue,"LINESTRING (-73.70129 40.642349, -73.701297 40.64252, -73.701288 40.643412)",,,
541795852,tertiary,False,True,256.57399999999996,Harris Avenue,"LINESTRING (-73.70129 40.642349, -73.701301 40.642256, -73.7013083 40.6414351, -73.701309 40.641354, -73.701321 40.640042)",,,
24120256,residential,False,False,197.18,Kew Avenue,"LINESTRING (-73.6997356 40.6437363, -73.698226 40.64509)",,,
24120256,residential,False,True,202.476,Kew Avenue,"LINESTRING (-73.6997356 40.6437363, -73.70129 40.642349)",,,
24125876,residential,False,False,76.216,Erick Avenue,"LINESTRING (-73.6997356 40.6437363, -73.700423 40.644181)",,,
24125876,residential,False,True,76.216,Erick Avenue,"LINESTRING (-73.6997356 40.6437363, -73.6990482 40.6432916)",,,
24120256,residential,False,False,4.921,Kew Avenue,"LINESTRING (-73.698226 40.64509, -73.698194 40.645127)",,,
24120256,residential,False,True,197.18,Kew Avenue,"LINESTRING (-73.698226 40.64509, -73.6997356 40.6437363)",,,
24125966,residential,False,True,80.343,Quay Avenue,"LINESTRING (-73.698226 40.64509, -73.697893 40.644646, -73.697742 40.644468)",,,
24120256,residential,False,False,39.408,Kew Avenue,"LINESTRING (-73.698194 40.645127, -73.69776 40.645258)",,,
