osmid,lanes,name,highway,oneway,reversed,length,geometry,ref,maxspeed,access
19697591,2,East Street,residential,False,True,105.045,"LINESTRING (-73.105575 44.49145, -73.1058229 44.49131, -73.1062613 44.4910503, -73.1065276 44.4908889, -73.1065915 44.4908449)",,,
19685810,,Franklin Street,residential,False,False,251.94599999999997,"LINESTRING (-73.1102827 44.4863651, -73.110858 44.4865554, -73.1110702 44.4866265, -73.11117 44.48666, -73.111367 44.486735, -73.111494 44.486808, -73.11182 44.4870581, -73.111895 44.4871023, -73.1119826 44.4871395, -73.1120906 44.4871775, -73.112211 44.4872164, -73.1123111 44.4872482, -73.1124177 44.4872808, -73.1127738 44.4873849, -73.1129308 44.4874355, -73.1130194 44.4874646)",,,
19689597,1,,primary_link,True,False,43.446,"LINESTRING (-73.1105574 44.4908418, -73.110661 44.490901, -73.1107307 44.4909392, -73.1108345 44.4910033, -73.1108956 44.4910343, -73.110995 44.4910753)",,,
896473938,2,Main Street,primary,False,False,86.52000000000001,"LINESTRING (-73.1105574 44.4908418, -73.1103907 44.49093, -73.110228 44.4910213, -73.1097054 44.4913274)",VT 15,25 mph,
896660029,3,Main Street,primary,False,True,64.723,"LINESTRING (-73.1105574 44.4908418, -73.1107054 44.4907674, -73.1108496 44.4906969, -73.1109938 44.4906323, -73.1112506 44.4905365)",VT 15,25 mph,
438282145,3,Lincoln Street,primary,False,True,63.653999999999996,"LINESTRING (-73.110995 44.4910753, -73.1109999 44.4910293, -73.1110123 44.4909688, -73.1110366 44.4909045, -73.111109 44.4907653, -73.11118 44.4906487, -73.1112506 44.4905365)",VT 2A,25 mph,
"[992728328, 896473936]","['3', '2']",Lincoln Street,primary,False,False,82.849,"LINESTRING (-73.110995 44.4910753, -73.1109991 44.4911644, -73.1110273 44.4913345, -73.1110567 44.491484, -73.1110797 44.4916055, -73.111124 44.4918142)",VT 2A,25 mph,
19689939,,Railroad Avenue,residential,False,False,86.131,"LINESTRING (-73.1097054 44.4913274, -73.1097669 44.4914366, -73.110068 44.4920574)",,,
896473938,2,Main Street,primary,False,True,86.52000000000001,"LINESTRING (-73.1097054 44.4913274, -73.110228 44.4910213, -73.1103907 44.49093, -73.1105574 44.4908418)",VT 15,25 mph,
897474903,2,Main Street,primary,False,False,24.173,"LINESTRING (-73.1097054 44.4913274, -73.1096111 44.4913837, -73.109583 44.4914, -73.1094711 44.4914664)",VT 15,25 mph,
19700078,,Lincoln Place,residential,True,False,88.02,"LINESTRING (-73.110068 44.4920574, -73.111124 44.4918142)",,,
19689939,,Railroad Avenue,residential,False,False,87.956,"LINESTRING (-73.110068 44.4920574, -73.1102824 44.4924098, -73.1104562 44.4927973)",,,
19689939,,Railroad Avenue,residential,False,True,86.131,"LINESTRING (-73.110068 44.4920574, -73.1097669 44.4914366, -73.1097054 44.4913274)",,,
