osmid,name,highway,maxspeed,oneway,reversed,length,geometry,ref,lanes,bridge
18512491,West 4th Street,tertiary,25 mph,False,False,93.126,"LINESTRING (-94.515537 37.087721, -94.516085 37.0877362, -94.5165862 37.087751)",,,
18512491,West 4th Street,tertiary,25 mph,False,True,98.608,"LINESTRING (-94.515537 37.087721, -94.5149803 37.0877055, -94.514426 37.08769)",,,
18510113,South Wall Avenue,tertiary,25 mph,True,False,107.149,"LINESTRING (-94.51558 37.086758, -94.515537 37.087721)",,,
653910172,West 5th Street,residential,25 mph,True,False,106.581,"LINESTRING (-94.51558 37.086758, -94.5162736 37.0867747, -94.516781 37.086787)",,,
18510113,South Wall Avenue,tertiary,25 mph,True,False,134.096,"LINESTRING (-94.5155938 37.0855521, -94.51558 37.086758)",,,
18510521,West 6th Street,residential,25 mph,False,False,106.156,"LINESTRING (-94.5155938 37.0855521, -94.5162548 37.0855678, -94.5163268 37.0855703, -94.5167898 37.085585)",,,
18510521,West 6th Street,residential,25 mph,False,True,97.952,"LINESTRING (-94.5155938 37.0855521, -94.5150871 37.0855342, -94.5144904 37.085518)",,,
18510113,South Wall Avenue,tertiary,25 mph,True,False,161.109,"LINESTRING (-94.5156497 37.0841039, -94.5155938 37.0855521)",,,
912664545,West 7th Street,primary,35 mph,False,False,97.078,"LINESTRING (-94.5156497 37.0841039, -94.5145558 37.0840781)",MO 66;HR 66,,
912664545,West 7th Street,primary,35 mph,False,True,109.126,"LINESTRING (-94.5156497 37.0841039, -94.5162946 37.0841225, -94.516879 37.0841413)",MO 66;HR 66,,
18510113,South Wall Avenue,tertiary,25 mph,True,False,140.432,"LINESTRING (-94.5157138 37.082842, -94.5156497 37.0841039)",,,
18513610,West 8th Street,residential,25 mph,False,True,97.196,"LINESTRING (-94.5157138 37.082842, -94.5146187 37.0828132)",,,
18513610,West 8th Street,residential,25 mph,False,False,108.75399999999999,"LINESTRING (-94.5157138 37.082842, -94.5163302 37.0828596, -94.516939 37.082877)",,,
18510113,South Wall Avenue,tertiary,25 mph,True,False,138.251,"LINESTRING (-94.515809 37.081601, -94.5157138 37.082842)",,,
616049274,West 9th Street,residential,,False,True,97.648,"LINESTRING (-94.515809 37.081601, -94.5152678 37.0815848, -94.514709 37.0815681)",,2,
18510113,South Wall Avenue,tertiary,25 mph,True,False,128.399,"LINESTRING (-94.51586 37.080447, -94.515809 37.081601)",,,
18511888,West 10th Street,residential,25 mph,False,False,104.36699999999999,"LINESTRING (-94.51586 37.080447, -94.5164611 37.0804608, -94.517036 37.080474)",,,
18511888,West 10th Street,residential,25 mph,False,True,97.713,"LINESTRING (-94.51586 37.080447, -94.5152977 37.0804337, -94.514759 37.080421)",,,
