osmid,name,highway,maxspeed,oneway,reversed,length,geometry,access,lanes,junction
6342980,South 173rd Street,residential,25 mph,False,False,164.513,"LINESTRING (-122.2890714 47.4478654, -122.2889747 47.4478649, -122.288356 47.447862, -122.2877765 47.4478593, -122.2873834 47.4478575, -122.2868837 47.4478551)",,,
770806680,34th Avenue South,residential,25 mph,False,False,186.73,"LINESTRING (-122.2890714 47.4478654, -122.2890707 47.4477941, -122.289065 47.4462537, -122.2890651 47.4461861)",,,
6342980,South 173rd Street,residential,25 mph,False,False,5.505,"LINESTRING (-122.285761 47.4478498, -122.2856878 47.4478501)",,,
6342980,South 173rd Street,residential,25 mph,False,True,30.591,"LINESTRING (-122.285761 47.4478498, -122.2861678 47.4478517)",,,
6522736,36th Lane South,residential,25 mph,False,False,66.517,"LINESTRING (-122.285761 47.4478498, -122.2857604 47.4472516)",,,
6342980,South 173rd Street,residential,25 mph,False,False,2.091,"LINESTRING (-122.2845762 47.4478551, -122.2845484 47.447855)",,,
6515186,38th Place South,residential,25 mph,False,False,80.885,"LINESTRING (-122.2845762 47.4478551, -122.2845695 47.4471277)",,,
6342980,South 173rd Street,residential,25 mph,False,True,56.723,"LINESTRING (-122.2845762 47.4478551, -122.2852792 47.4478519, -122.2853305 47.4478517)",,,
6342980,South 173rd Street,residential,25 mph,False,False,85.627,"LINESTRING (-122.2829492 47.4478465, -122.2818105 47.4478456)",,,
6454628,40th Avenue South,residential,25 mph,False,False,185.442,"LINESTRING (-122.2829492 47.4478465, -122.2829604 47.4461788)",,,
6342980,South 173rd Street,residential,25 mph,False,True,85.073,"LINESTRING (-122.2829492 47.4478465, -122.2840409 47.4478523, -122.2840805 47.4478525)",,,
6365323,43rd Lane South,residential,25 mph,False,False,50.872,"LINESTRING (-122.2785649 47.4478429, -122.2785635 47.4483004)",,,
6342980,South 173rd Street,residential,25 mph,False,False,155.591,"LINESTRING (-122.2785649 47.4478429, -122.2776965 47.4478406, -122.2764958 47.4478375)",,,
6342980,South 173rd Street,residential,25 mph,False,True,148.417,"LINESTRING (-122.2785649 47.4478429, -122.2788354 47.4478431, -122.2789399 47.4478432, -122.2793366 47.4478435, -122.2805386 47.4478445)",,,
6342980,South 173rd Street,residential,25 mph,False,True,155.591,"LINESTRING (-122.2764958 47.4478375, -122.2776965 47.4478406, -122.2785649 47.4478429)",,,
6348783,South 177th Street,residential,25 mph,False,False,164.648,"LINESTRING (-122.281411 47.4439545, -122.2813047 47.4439567, -122.2792226 47.4439992)",,,
6500238,41st Avenue South,residential,25 mph,False,False,169.531,"LINESTRING (-122.281411 47.4439545, -122.2817033 47.4439288, -122.2818922 47.4438858, -122.2820059 47.4438254, -122.2820896 47.4437644, -122.282159 47.4436634, -122.282575 47.4430994, -122.2826043 47.4430162, -122.2826469 47.4428362)",,,
1196311512,42nd Avenue South,residential,25 mph,False,False,90.229,"LINESTRING (-122.281411 47.4439545, -122.2813123 47.4434972, -122.2812986 47.4433764, -122.2813109 47.4431484)",,,
1196311512,42nd Avenue South,residential,25 mph,False,True,138.44400000000002,"LINESTRING (-122.281411 47.4439545, -122.2814993 47.4444887, -122.2814909 47.4451265, -122.28149 47.4451962)",,,
6518462,43rd Avenue South,residential,25 mph,False,True,65.928,"LINESTRING (-122.2792226 47.4439992, -122.2792239 47.4445921)",,,
6348783,South 177th Street,residential,25 mph,False,False,208.762,"LINESTRING (-122.2792226 47.4439992, -122.2785681 47.4440061, -122.2784053 47.4439839, -122.2779037 47.4438617, -122.2777838 47.4438426, -122.2776449 47.4438433, -122.2764848 47.4438414)",,,
6348783,South 177th Street,residential,25 mph,False,True,164.648,"LINESTRING (-122.2792226 47.4439992, -122.2813047 47.4439567, -122.281411 47.4439545)",,,
6518462,43rd Avenue South,residential,25 mph,False,False,118.24,"LINESTRING (-122.2792226 47.4439992, -122.2792606 47.4434477, -122.2792993 47.443338, -122.2795195 47.4429684)",,,
895450960,46th Avenue South,residential,25 mph,False,False,98.843,"LINESTRING (-122.2764848 47.4438414, -122.2764929 47.4429525)",,,
6348783,South 177th Street,residential,25 mph,False,True,208.762,"LINESTRING (-122.2764848 47.4438414, -122.2776449 47.4438433, -122.2777838 47.4438426, -122.2779037 47.4438617, -122.2784053 47.4439839, -122.2785681 47.4440061, -122.2792226 47.4439992)",,,
"[895450960, 6370273]",46th Avenue South,residential,25 mph,False,True,51.660000000000004,"LINESTRING (-122.2764848 47.4438414, -122.2764545 47.4442835, -122.2764534 47.4443055)",destination,,
6395578,38th Avenue South,residential,25 mph,False,False,130.793,"LINESTRING (-122.2859127 47.4444428, -122.28592 47.4440908, -122.2858677 47.4439656, -122.2857894 47.4438513, -122.2857638 47.4438243, -122.2857315 47.4437904, -122.2852846 47.4434308, -122.2852738 47.4434221, -122.2852599 47.4434109)",,,
6395578,38th Avenue South,residential,25 mph,False,True,87.856,"LINESTRING (-122.2859127 47.4444428, -122.2859084 47.445163, -122.2859083 47.4452329)",,,
"[162978600, 162978583]","['South 177th Street', '41st Avenue South']",residential,25 mph,False,True,309.834,"LINESTRING (-122.2859127 47.4444428, -122.2830619 47.4444478, -122.2829634 47.4444636, -122.2828747 47.4445044, -122.2828036 47.4445668, -122.2827717 47.4446321, -122.2827678 47.4450733, -122.2827661 47.4451329, -122.2827652 47.4452019)",,,
6365323,43rd Lane South,residential,25 mph,False,True,50.872,"LINESTRING (-122.2785635 47.4483004, -122.2785649 47.4478429)",,,
6426159,South 178th Street,residential,25 mph,False,True,227.619,"LINESTRING (-122.2764929 47.4429525, -122.2795195 47.4429684)",,,
895450960,46th Avenue South,residential,25 mph,False,False,113.4,"LINESTRING (-122.2764929 47.4429525, -122.2765165 47.4419328)",,,
895450960,46th Avenue South,residential,25 mph,False,True,98.843,"LINESTRING (-122.2764929 47.4429525, -122.2764848 47.4438414)",,,
895450960,46th Avenue South,residential,25 mph,False,True,113.4,"LINESTRING (-122.2765165 47.4419328, -122.2764929 47.4429525)",,,
6478184,South 179th Street,residential,25 mph,False,True,270.81,"LINESTRING (-122.2765165 47.4419328, -122.2796316 47.4420329, -122.2798826 47.442005, -122.2801075 47.4419798)",,,
895450960,46th Avenue South,residential,25 mph,False,False,95.382,"LINESTRING (-122.2765165 47.4419328, -122.2765098 47.4414065, -122.2765302 47.4413436, -122.2765725 47.4412708, -122.2766511 47.4411994, -122.2767565 47.4411295)",,,
6454730,South 181st Street,residential,25 mph,False,True,96.316,"LINESTRING (-122.2767565 47.4411295, -122.278037 47.4411444)",,,
895450960,46th Avenue South,residential,25 mph,False,True,95.382,"LINESTRING (-122.2767565 47.4411295, -122.2766511 47.4411994, -122.2765725 47.4412708, -122.2765302 47.4413436, -122.2765098 47.4414065, -122.2765165 47.4419328)",,,
297120692,South 176th Street,tertiary,30 mph,False,False,221.714,"LINESTRING (-122.2859083 47.4452329, -122.2829604 47.4452003)",,2,
6395578,38th Avenue South,residential,25 mph,False,False,87.856,"LINESTRING (-122.2859083 47.4452329, -122.2859084 47.445163, -122.2859127 47.4444428)",,,
"[6482289, 297120692]",South 176th Street,tertiary,30 mph,False,True,239.015,"LINESTRING (-122.2859083 47.4452329, -122.2870699 47.4452392, -122.288453 47.4452467, -122.2885323 47.4452467, -122.2886643 47.4452468, -122.2890866 47.445247)",,"['3', '2']",
"[6395578, 1196311511]","['38th Avenue South', 'South 179th Street']",residential,25 mph,False,False,266.979,"LINESTRING (-122.2852599 47.4434109, -122.2835836 47.4420592, -122.2834693 47.4420077, -122.2831587 47.4419533, -122.2826818 47.4419001)",,,
6395578,38th Avenue South,residential,25 mph,False,True,130.793,"LINESTRING (-122.2852599 47.4434109, -122.2852738 47.4434221, -122.2852846 47.4434308, -122.2857315 47.4437904, -122.2857638 47.4438243, -122.2857894 47.4438513, -122.2858677 47.4439656, -122.28592 47.4440908, -122.2859127 47.4444428)",,,
6426163,South 178th Street,residential,25 mph,False,False,239.45299999999997,"LINESTRING (-122.2852599 47.4434109, -122.2848581 47.4436142, -122.2846698 47.4436503, -122.2844888 47.4436567, -122.2842386 47.4436409, -122.2840749 47.4436086, -122.2839432 47.4435428, -122.2830581 47.4429124, -122.2829589 47.4428719, -122.2828449 47.4428469, -122.2826469 47.4428362)",,,
