osmid,lanes,name,highway,maxspeed,oneway,reversed,length,ref,geometry,bridge
9958260,2,Southeast 2nd Street,residential,25 mph,False,False,58.037,,"LINESTRING (-97.0019789 32.7455645, -97.0019603 32.7450428)",
366777093,5,East Main Street,primary,40 mph,False,True,69.15,TX 180,"LINESTRING (-97.0019789 32.7455645, -97.0012406 32.7455982)",
10003532,2,Northeast 2nd Street,residential,25 mph,False,False,141.772,,"LINESTRING (-97.0019789 32.7455645, -97.0020028 32.7460432, -97.0020057 32.7460987, -97.0020214 32.746403, -97.0020276 32.746541, -97.0020341 32.7466858, -97.002041 32.7468384)",
304028768,2,Southeast 2nd Street,residential,25 mph,False,False,15.605,,"LINESTRING (-97.0018996 32.7446788, -97.001885 32.744539)",
9969070,3,East Jefferson Street,secondary,40 mph,True,False,67.211,,"LINESTRING (-97.001885 32.744539, -97.0011673 32.7445699)",
304028768,2,Southeast 2nd Street,residential,25 mph,False,False,36.919,,"LINESTRING (-97.001885 32.744539, -97.0018652 32.7442074)",
304028768,2,Southeast 2nd Street,residential,25 mph,False,True,15.605,,"LINESTRING (-97.001885 32.744539, -97.0018996 32.7446788)",
9960537,2,Southeast 4th Street,residential,25 mph,False,False,122.643,,"LINESTRING (-97.000143 32.743372, -97.000132 32.742708, -97.000097 32.7422701)",
9993317,2,Southeast Dallas Street,residential,25 mph,False,False,185.94299999999998,,"LINESTRING (-97.000143 32.743372, -96.9990746 32.7434209, -96.9989023 32.7434288, -96.9981578 32.7434629)",
9993317,2,Southeast Dallas Street,residential,25 mph,False,True,89.03299999999999,,"LINESTRING (-97.000143 32.743372, -97.000917 32.7433478, -97.0010943 32.7433422)",
9960537,2,Southeast 4th Street,residential,25 mph,False,True,122.643,,"LINESTRING (-97.000097 32.7422701, -97.000132 32.742708, -97.000143 32.743372)",
998713950,2,East Grand Prairie Road,tertiary,30 mph,False,False,87.203,,"LINESTRING (-97.000097 32.7422701, -97.0005013 32.742253, -97.0010282 32.7422307)",
998713950,2,East Grand Prairie Road,tertiary,30 mph,False,True,182.17700000000002,,"LINESTRING (-97.000097 32.7422701, -96.9994968 32.7422881, -96.9991799 32.7422976, -96.9986226 32.7423144, -96.9981504 32.7423286)",
9960667,2,Austin Street,residential,25 mph,False,False,323.861,,"LINESTRING (-96.9981604 32.7438759, -96.9946976 32.7438789)",
304028772,2,Southeast 5th Street,residential,25 mph,False,False,45.924,,"LINESTRING (-96.9981604 32.7438759, -96.9981578 32.7434629)",
304028772,2,Southeast 5th Street,residential,25 mph,False,True,60.947,,"LINESTRING (-96.9981604 32.7438759, -96.9981613 32.744008, -96.998164 32.744424)",
9966823,,Northeast 6th Street,residential,,False,False,35.007,,"LINESTRING (-96.996817 32.7458151, -96.9968125 32.7461299)",
9987013,,Southeast 6th Street,residential,,False,False,64.3,,"LINESTRING (-96.996817 32.7458151, -96.9968072 32.7452369)",
419038877,5,East Main Street,primary,40 mph,False,True,65.198,TX 180,"LINESTRING (-96.996817 32.7458151, -96.9961234 32.745874)",
419038877,5,East Main Street,primary,40 mph,False,False,84.943,TX 180,"LINESTRING (-96.996817 32.7458151, -96.9971462 32.7457898, -96.9977227 32.7457588)",
10013436,,Keck Drive,residential,,False,True,42.872,,"LINESTRING (-96.996676 32.7468399, -96.9971344 32.7468365)",
314073242,,Northeast 6th Street,residential,,False,False,64.416,,"LINESTRING (-96.996676 32.7468399, -96.996616 32.747417)",
314073242,,Northeast 6th Street,residential,,False,True,72.987,,"LINESTRING (-96.996676 32.7468399, -96.9967187 32.7461845)",
"[10011772, 10013436]",,"['Keck Drive', 'Northeast 7th Street']",residential,,False,"[False, True]",89.191,,"LINESTRING (-96.996676 32.7468399, -96.9961259 32.7468342, -96.996125 32.7464948)",
314073242,,Northeast 6th Street,residential,,False,True,64.416,,"LINESTRING (-96.996616 32.747417, -96.996676 32.7468399)",
