osmid,lanes,name,highway,oneway,reversed,length,geometry,maxspeed,ref
16459812,2,2nd Avenue Southeast,residential,False,False,217.426,"LINESTRING (-81.21768 35.70592, -81.2179797 35.7056052, -81.2181924 35.705379, -81.2184848 35.7050652, -81.2186545 35.7048817, -81.219135 35.704362)",,
16468752,,1st Street East,secondary,False,False,19.788,"LINESTRING (-81.21768 35.70592, -81.2175808 35.7058564, -81.2175043 35.7058138)",,
16468752,,1st Street East,secondary,False,True,93.66799999999999,"LINESTRING (-81.21768 35.70592, -81.218114 35.706188, -81.218357 35.706336, -81.2184214 35.7063798, -81.2185003 35.7064353)",,
16477201,,3rd Street Southeast,residential,False,False,97.145,"LINESTRING (-81.219135 35.704362, -81.2182734 35.7038388)",,
16459812,2,2nd Avenue Southeast,residential,False,False,120.122,"LINESTRING (-81.219135 35.704362, -81.2193 35.704167, -81.2196984 35.7037556, -81.2199165 35.7035139, -81.2199363 35.7035009)",,
16459812,2,2nd Avenue Southeast,residential,False,True,217.426,"LINESTRING (-81.219135 35.704362, -81.2186545 35.7048817, -81.2184848 35.7050652, -81.2181924 35.705379, -81.2179797 35.7056052, -81.21768 35.70592)",,
16477201,,3rd Street Southeast,residential,False,True,97.058,"LINESTRING (-81.219135 35.704362, -81.219524 35.704606, -81.2195384 35.7046156, -81.21974 35.70475, -81.219996 35.704883)",,
16459812,2,2nd Avenue Southeast,residential,False,True,2.748,"LINESTRING (-81.2199599 35.7034853, -81.2199363 35.7035009)",,
562874857,,Conover Station Southeast,residential,True,False,74.664,"LINESTRING (-81.2199599 35.7034853, -81.2196624 35.7028588)",,
16470148,2,4th Street Place Southeast,residential,False,False,93.006,"LINESTRING (-81.2199599 35.7034853, -81.220027 35.7034865, -81.2200662 35.7035256, -81.2202391 35.7038969, -81.2202771 35.7039741, -81.2203903 35.7042081)",,
16474235,,4th Avenue Southwest,residential,False,False,116.719,"LINESTRING (-81.223943 35.705082, -81.2239069 35.7047842, -81.223899 35.704719, -81.223888 35.704479, -81.223856 35.704035)",,
"[16479569, 350493572]",2,4th Avenue,unclassified,False,"[False, True]",294.014,"LINESTRING (-81.223943 35.705082, -81.2239817 35.7056353, -81.2239731 35.7057009, -81.2239588 35.7057791, -81.2238804 35.705921, -81.2237555 35.706034, -81.2236485 35.7060977, -81.223406 35.7061904, -81.2219538 35.7067659)",,
16468752,,1st Street East,secondary,False,True,21.979,"LINESTRING (-81.216507 35.705286, -81.216714 35.70539)",,
16462196,,3rd Avenue Northeast,residential,False,False,253.912,"LINESTRING (-81.216507 35.705286, -81.2161413 35.7057599, -81.215506 35.706583, -81.215308 35.706846, -81.215128 35.70707, -81.215014 35.707221)",35 mph,
16468752,,1st Street East,secondary,False,False,94.919,"LINESTRING (-81.216507 35.705286, -81.216227 35.705143, -81.2160305 35.7050515, -81.215602 35.704852)",,
439776779,,2nd Street Northeast,residential,False,False,120.049,"LINESTRING (-81.215014 35.707221, -81.213894 35.7066392)",35 mph,
439776779,,2nd Street Northeast,residential,False,True,68.48,"LINESTRING (-81.215014 35.707221, -81.215648 35.707559)",35 mph,
16462196,,3rd Avenue Northeast,residential,False,False,198.89600000000002,"LINESTRING (-81.215014 35.707221, -81.214602 35.707714, -81.214402 35.7079622, -81.214349 35.708028, -81.21424 35.708164, -81.213779 35.708702)",35 mph,
16462196,,3rd Avenue Northeast,residential,False,True,253.912,"LINESTRING (-81.215014 35.707221, -81.215128 35.70707, -81.215308 35.706846, -81.215506 35.706583, -81.2161413 35.7057599, -81.216507 35.705286)",35 mph,
16462196,,3rd Avenue Northeast,residential,False,True,198.896,"LINESTRING (-81.213779 35.708702, -81.21424 35.708164, -81.214349 35.708028, -81.214402 35.7079622, -81.214602 35.707714, -81.215014 35.707221)",35 mph,
16462862,,2nd Street Place Northeast,residential,False,True,97.025,"LINESTRING (-81.213779 35.708702, -81.214027 35.708979, -81.214227 35.709193, -81.214412 35.709407)",,
16465166,,4th Avenue Northwest,residential,False,True,79.118,"LINESTRING (-81.2202654 35.7084202, -81.220818 35.707868)",35 mph,
"[357297877, 16462574]",,3rd Avenue Northwest,residential,False,True,123.885,"LINESTRING (-81.2202654 35.7084202, -81.22016 35.7083303, -81.2201173 35.7082428, -81.220026 35.70735)",,
357297878,,3rd Avenue Northwest,residential,False,False,29.366,"LINESTRING (-81.2202654 35.7084202, -81.2202087 35.7085466, -81.2201796 35.708674)",35 mph,
16462463,,Towne Court,residential,False,True,65.535,"LINESTRING (-81.2194586 35.7087373, -81.2199296 35.7086843, -81.2201796 35.708674)",35 mph,
"[357297877, 16462574]",,3rd Avenue Northwest,residential,False,False,123.88499999999999,"LINESTRING (-81.220026 35.70735, -81.2201173 35.7082428, -81.22016 35.7083303, -81.2202654 35.7084202)",,
888042784,,West 1st Street,secondary,False,False,91.86,"LINESTRING (-81.220026 35.70735, -81.2201505 35.7074322, -81.220329 35.70755, -81.220591 35.707732, -81.220818 35.707868)",,
888042784,,West 1st Street,secondary,False,True,171.31300000000002,"LINESTRING (-81.220026 35.70735, -81.2198711 35.7072527, -81.2198285 35.7072259, -81.219469 35.707, -81.2189961 35.7067137, -81.218767 35.706575, -81.2185003 35.7064353)",,
16468955,,2nd Street Northwest,residential,False,True,134.445,"LINESTRING (-81.2202545 35.7092928, -81.219855 35.70933, -81.219413 35.709371, -81.218772 35.709401)",35 mph,
357297878,,3rd Avenue Northwest,residential,False,True,69.158,"LINESTRING (-81.2202545 35.7092928, -81.2202053 35.7089604, -81.2201796 35.708674)",35 mph,
16462862,,2nd Street Place Northeast,residential,False,False,97.025,"LINESTRING (-81.214412 35.709407, -81.214227 35.709193, -81.214027 35.708979, -81.213779 35.708702)",,
16467654,,2nd Avenue Place Northeast,residential,False,False,115.923,"LINESTRING (-81.214412 35.709407, -81.214223 35.709707, -81.213907 35.710165, -81.213863 35.710342)",35 mph,
16467654,,2nd Avenue Place Northeast,residential,False,True,233.904,"LINESTRING (-81.214412 35.709407, -81.214549 35.709203, -81.214718 35.708965, -81.215037 35.708463, -81.2150958 35.7083778, -81.215164 35.708279, -81.215267 35.708146, -81.215648 35.707559)",35 mph,
