osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,tunnel,access
42507041,False,2,A3217,King's Road,primary,20 mph,False,58.571,"LINESTRING (-0.1657033 51.4887376, -0.1653549 51.4888674, -0.1649745 51.489005)",,
893898225,False,,A3217,King's Road,primary,20 mph,True,17.282,"LINESTRING (-0.1657033 51.4887376, -0.1657966 51.4887022, -0.1659169 51.4886572)",,
"[894653282, 4488727]",True,,,Jubilee Place,residential,20 mph,False,214.32000000000002,"LINESTRING (-0.1657033 51.4887376, -0.1658141 51.4888653, -0.1659273 51.4890127, -0.1660142 51.4891338, -0.1661213 51.4892922, -0.1661677 51.4893842, -0.1661975 51.4894931, -0.1662718 51.4899525, -0.1663284 51.4903019, -0.1663304 51.4903146, -0.1663758 51.490595)",,
4006390,False,2,A3217,King's Road,primary,20 mph,True,53.611999999999995,"LINESTRING (-0.1701065 51.4869504, -0.1701846 51.4869234, -0.1703314 51.4868724, -0.1703668 51.4868599, -0.1707741 51.4867063)",,
8035358,False,,B304,Oakley Street,secondary,20 mph,False,92.25500000000001,"LINESTRING (-0.1701065 51.4869504, -0.1699941 51.4868351, -0.1699549 51.4867975, -0.1694186 51.4862399)",,
450227551,False,2,A3217,King's Road,primary,20 mph,False,21.11,"LINESTRING (-0.1701065 51.4869504, -0.1699678 51.487003, -0.1699071 51.4870288, -0.169845 51.4870475)",,
4006390,False,2,A3217,King's Road,primary,20 mph,False,117.431,"LINESTRING (-0.1730491 51.485818, -0.1724801 51.4860384, -0.172287 51.4861157, -0.1719339 51.486256, -0.1716164 51.4863831)",,
10401536,True,1,,Old Church Street,residential,20 mph,False,189.00699999999998,"LINESTRING (-0.1730491 51.485818, -0.1730227 51.4857133, -0.1729498 51.4855343, -0.172887 51.4854127, -0.1727815 51.4852489, -0.1726601 51.4850846, -0.1726358 51.4850517, -0.1726306 51.4850447, -0.1724372 51.4847634, -0.1723676 51.484636, -0.1723147 51.484539, -0.17226 51.4844389, -0.1722405 51.4843974, -0.1721783 51.484257, -0.1721592 51.4842162)",,
43583118,False,2,A3217,King's Road,primary,20 mph,True,99.843,"LINESTRING (-0.1730491 51.485818, -0.1734209 51.4856472, -0.1737973 51.485465, -0.1741914 51.4852702)",,
723675807,False,2,,Old Church Street,tertiary,20 mph,True,58.08,"LINESTRING (-0.1730491 51.485818, -0.1730956 51.4858974, -0.1733774 51.4862985)",,
42507040,False,2,A308,Fulham Road,primary,20 mph,True,13.844,"LINESTRING (-0.1716633 51.4919242, -0.1717933 51.4918296)",,
4595110,True,1,,Pond Place,residential,20 mph,False,143.21,"LINESTRING (-0.1716633 51.4919242, -0.1715757 51.4918874, -0.1712413 51.4916797, -0.1711671 51.4916246, -0.1709465 51.4914579, -0.1707161 51.4912613, -0.1703497 51.4909367)",,
389427488,False,,B304,Sydney Street,secondary,20 mph,True,193.841,"LINESTRING (-0.1721642 51.4916124, -0.1720316 51.4914958, -0.1706366 51.4901941, -0.1706044 51.4901648)",,
450227548,False,,A308,Fulham Road,primary,20 mph,True,76.217,"LINESTRING (-0.1721642 51.4916124, -0.1723532 51.4914938, -0.1725263 51.4913904, -0.1727445 51.4912624, -0.1729521 51.4911338)",,
