osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,junction,width
25167576,2,Kingsway,residential,30 mph,False,True,39.364000000000004,"LINESTRING (-1.2960891 54.6075083, -1.2961412 54.6073455, -1.2961364 54.6072618, -1.2961075 54.6072117, -1.2960636 54.6071665)",,
943915999,2,,tertiary,30 mph,True,False,17.602,"LINESTRING (-1.2960891 54.6075083, -1.2961607 54.6075223, -1.2962257 54.6075487, -1.2962922 54.6076054)",roundabout,
943916000,2,,tertiary,30 mph,True,False,10.283000000000001,"LINESTRING (-1.2962554 54.6077604, -1.2961871 54.607797, -1.2961273 54.607814)",roundabout,
717653112,2,Melrose Avenue,residential,30 mph,False,True,13.055,"LINESTRING (-1.2882205 54.6078273, -1.2881851 54.6079429)",,
38632386,1,The Causeway,tertiary,30 mph,True,False,44.253,"LINESTRING (-1.2882205 54.6078273, -1.2886006 54.6078703, -1.2888953 54.6079024)",,
55337997,2,Moreland Avenue,unclassified,30 mph,False,True,13.151,"LINESTRING (-1.2888953 54.6079024, -1.2888564 54.6080185)",,
"[916866928, 368473721, 38632387]",1,The Causeway,tertiary,30 mph,True,False,209.29,"LINESTRING (-1.2888953 54.6079024, -1.2891006 54.607929, -1.2894576 54.6079702, -1.2899095 54.6080212, -1.2902967 54.6080661, -1.2903772 54.6080741, -1.2909324 54.6081395, -1.29102 54.6081507, -1.2913002 54.6081855, -1.2916657 54.6082313, -1.2920779 54.6082828)",,
"[277932942, 215426591]",2,Moreland Avenue,unclassified,30 mph,False,False,70.29400000000001,"LINESTRING (-1.2888953 54.6079024, -1.2889199 54.6078291, -1.2889487 54.6077465, -1.289 54.607599, -1.289079 54.6073454, -1.2891126 54.6072833)",,
"[277932942, 215426591]",2,Moreland Avenue,unclassified,30 mph,False,True,70.294,"LINESTRING (-1.2891126 54.6072833, -1.289079 54.6073454, -1.289 54.607599, -1.2889487 54.6077465, -1.2889199 54.6078291, -1.2888953 54.6079024)",,
25167572,2,Moreland Avenue,unclassified,30 mph,False,False,60.807,"LINESTRING (-1.2892595 54.6068002, -1.2893115 54.606628, -1.2893774 54.6064204, -1.2893684 54.6063317, -1.2893937 54.6062611)",,
25167572,2,Moreland Avenue,unclassified,30 mph,False,True,60.807,"LINESTRING (-1.2893937 54.6062611, -1.2893684 54.6063317, -1.2893774 54.6064204, -1.2893115 54.606628, -1.2892595 54.6068002)",,
38632388,2,Kingsway,unclassified,30 mph,False,False,290.869,"LINESTRING (-1.2893937 54.6062611, -1.2890964 54.6062233, -1.2887731 54.6061822, -1.2884707 54.6061438, -1.2882672 54.6061179, -1.2879391 54.6060752, -1.287877 54.6060728, -1.2878045 54.606085, -1.28772 54.6061362, -1.2876358 54.6063914, -1.2876147 54.6064556, -1.2875375 54.6067004, -1.2874308 54.6070145, -1.2873745 54.6071745, -1.2872355 54.6075508, -1.2871828 54.6077081)",,
"[38632389, 675012583]",2,Kingsway,residential,30 mph,False,True,121.762,"LINESTRING (-1.2893937 54.6062611, -1.2901436 54.6063568, -1.2905453 54.6064051, -1.2907448 54.606434, -1.2912402 54.606496)",,
55215515,2,Grampian Road,residential,30 mph,False,True,71.144,"LINESTRING (-1.2912402 54.606496, -1.2914677 54.6058699)",,
