osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,tunnel,width,access
3819203,3,A46,London Road,trunk,30 mph,False,False,54.148,"LINESTRING (-2.0696716 51.8968372, -2.0690514 51.8965361)",,,
3610196,2,A46,High Street,primary,30 mph,True,False,93.863,"LINESTRING (-2.0696716 51.8968372, -2.0700809 51.8970753, -2.0704481 51.897337, -2.0705943 51.8974579)",,,
313757454,1,A46,Albion Street,primary,,True,False,32.652,"LINESTRING (-2.069812 51.8995865, -2.0697511 51.8995749, -2.0696917 51.8995664, -2.0695811 51.8995631, -2.0695222 51.8995639, -2.0694458 51.8995627, -2.0693407 51.899562)",,,
481303021,2,A46,Albion Street,primary,,False,True,51.89,"LINESTRING (-2.069812 51.8995865, -2.0698352 51.8996005, -2.069951 51.899685, -2.069975 51.8997049, -2.0702079 51.8999809)",,,
481303021,2,A46,Albion Street,primary,,False,True,18.947,"LINESTRING (-2.0702079 51.8999809, -2.0703278 51.9001344)",,,
107549043,,,Grosvenor Terrace,unclassified,,False,False,102.144,"LINESTRING (-2.0702079 51.8999809, -2.0707293 51.8997642, -2.0707892 51.8997211, -2.0708436 51.8996715, -2.0711811 51.8993638, -2.0712099 51.8993252)",,,
481303021,2,A46,Albion Street,primary,,False,False,51.89,"LINESTRING (-2.0702079 51.8999809, -2.069975 51.8997049, -2.069951 51.899685, -2.0698352 51.8996005, -2.069812 51.8995865)",,,
481303021,2,A46,Albion Street,primary,,False,True,12.223,"LINESTRING (-2.0709656 51.9006082, -2.0711187 51.9006644)",,,
8319861,,,Gloucester Place,unclassified,,False,False,148.51299999999998,"LINESTRING (-2.0709656 51.9006082, -2.0707356 51.9008366, -2.0704082 51.9011435, -2.0697983 51.9017329)",,,
481303021,2,A46,Albion Street,primary,,False,False,37.383,"LINESTRING (-2.0709656 51.9006082, -2.070828 51.9005351, -2.0706995 51.9004559, -2.0705807 51.9003711)",,,
168351009,1,A46,Albion Street,primary,,True,False,88.261,"LINESTRING (-2.0722242 51.9010703, -2.0711187 51.9006644)",,,
23640781,2,A435,Portland Street,primary,,False,False,104.795,"LINESTRING (-2.0734094 51.901619, -2.0726763 51.9024458)",,,
168351009,1,A46,Albion Street,primary,,True,False,101.85000000000001,"LINESTRING (-2.0734094 51.901619, -2.0732959 51.9015734, -2.0730706 51.901483, -2.0729546 51.9014364, -2.0727263 51.9013366, -2.0726748 51.9013095, -2.0724853 51.9012089, -2.0723484 51.9011362, -2.0722242 51.9010703)",,,
107624167,,,Albion Walk,residential,,False,False,72.262,"LINESTRING (-2.0737245 51.9017523, -2.074238 51.9011849)",,,
170303890,2,,Albion Street,unclassified,,True,False,26.211999999999996,"LINESTRING (-2.0737245 51.9017523, -2.073612 51.9017047, -2.0735282 51.9016692, -2.0734094 51.901619)",,,
170303890,2,,Albion Street,unclassified,,True,False,21.692,"LINESTRING (-2.0739895 51.9018587, -2.0737245 51.9017523)",,,
8323462,,,North Place,unclassified,,True,False,20.418,"LINESTRING (-2.0741919 51.9018415, -2.0740521 51.9020036)",,,
3819176,2,,Albion Street,unclassified,,True,False,14.340000000000002,"LINESTRING (-2.0741919 51.9018415, -2.0741296 51.9018574, -2.0740626 51.9018643, -2.0739895 51.9018587)",,,
44658861,1,A46,Bath Road,primary,,True,False,11.623,"LINESTRING (-2.074198 51.896533, -2.0742836 51.8964428)",,,
3819208,,A46,Oriel Road,primary,,True,False,28.721000000000004,"LINESTRING (-2.074198 51.896533, -2.0742896 51.8965022, -2.0743738 51.8964914, -2.0744504 51.8964995, -2.0745901 51.8965341)",,,
1176754304,2,A46,Oriel Road,primary,30 mph,True,False,40.108,"LINESTRING (-2.0750553 51.8966696, -2.0755844 51.8968229)",,,
31118292,,,Wellington Street,residential,,True,False,238.85599999999997,"LINESTRING (-2.0750553 51.8966696, -2.0749676 51.8967652, -2.074756 51.8969726, -2.0744716 51.8972514, -2.0738557 51.8976358, -2.0736 51.8978003, -2.0733209 51.8979797, -2.0732026 51.8980557, -2.0731723 51.8980752, -2.0730881 51.8981293, -2.0730197 51.8981667, -2.0728381 51.8982651, -2.0727959 51.8982863)",,,
3819207,,,Rodney Road,residential,,True,False,49.53499999999999,"LINESTRING (-2.0761964 51.8973952, -2.0760325 51.8974786, -2.0758798 51.8975722, -2.0758526 51.8976031, -2.0758339 51.8976363, -2.075824 51.8976709, -2.0758236 51.8977091, -2.075828 51.8977278, -2.075837 51.897746)",,,
225713136,,,Imperial Lane,residential,,True,False,165.679,"LINESTRING (-2.0761964 51.8973952, -2.0762431 51.8974243, -2.0781709 51.8982517)",,,
29890370,,A4019,Fairview Road,trunk,,False,False,7.679,"LINESTRING (-2.0734027 51.9027564, -2.0733167 51.9027122)",,,
170303891,2,,North Place,unclassified,,False,True,94.827,"LINESTRING (-2.0734027 51.9027564, -2.0737728 51.9023274, -2.0738341 51.9022563, -2.0740521 51.9020036)",,,
848631361,,A4019,Saint Margaret's Road,trunk,,False,True,75.407,"LINESTRING (-2.0734027 51.9027564, -2.0737358 51.9029425, -2.0742673 51.9031731)",,,
8319861,,,Gloucester Place,unclassified,,False,True,148.513,"LINESTRING (-2.0697983 51.9017329, -2.0704082 51.9011435, -2.0707356 51.9008366, -2.0709656 51.9006082)",,,
167605532,,A4019,Fairview Road,trunk,,False,True,61.867000000000004,"LINESTRING (-2.0697983 51.9017329, -2.070195 51.9018854, -2.0705706 51.90202)",,,
746293213,,A4019,Fairview Road,trunk,,False,False,20.773,"LINESTRING (-2.0697983 51.9017329, -2.0696721 51.9016745, -2.0695561 51.9016208)",,,
4273938,,,Warwick Place,unclassified,,False,False,41.281,"LINESTRING (-2.0723687 51.9028141, -2.0719208 51.9025662)",,,
4273938,,,Warwick Place,unclassified,,False,True,33.343,"LINESTRING (-2.071549 51.9023731, -2.0716608 51.9024312, -2.0719208 51.9025662)",,,
29334086,,,Fairview Road,residential,,False,True,19.715,"LINESTRING (-2.0674574 51.9006907, -2.0672153 51.9005952)",,,
29334086,,,Fairview Road,residential,,False,False,31.083,"LINESTRING (-2.0674574 51.9006907, -2.0676228 51.9007646, -2.0678244 51.9008546)",,,
34308652,,,Tom Price Close,residential,,False,False,150.705,"LINESTRING (-2.0674574 51.9006907, -2.0675679 51.9005884, -2.0675951 51.900562, -2.0676143 51.900533, -2.0676245 51.9005049, -2.0676272 51.9004761, -2.0676243 51.900421, -2.0676323 51.9003661, -2.0676477 51.9003201, -2.0676709 51.9002753, -2.0677015 51.9002323, -2.0677511 51.9001805, -2.0678048 51.90013, -2.0678462 51.9000938, -2.0678757 51.9000668, -2.0679991 51.8999579, -2.0681714 51.8997965, -2.0683249 51.8996584, -2.0683646 51.8996372, -2.0684083 51.8996194, -2.0684527 51.8996057, -2.0684995 51.8995955, -2.068567 51.8995816)",,,
28610762,,,All Saints' Road,tertiary,30 mph,False,True,183.62099999999998,"LINESTRING (-2.065724 51.8994901, -2.0657448 51.8996349, -2.0650464 51.9010779)",,,
29334086,,,Fairview Road,residential,,False,False,106.27999999999999,"LINESTRING (-2.065724 51.8994901, -2.0658571 51.8996082, -2.0660705 51.8997826, -2.0661323 51.899841, -2.0661866 51.8999022, -2.0662328 51.8999659, -2.0662731 51.9000362, -2.0663037 51.9001084, -2.0663243 51.9001819, -2.0663349 51.9002562, -2.0663543 51.9002837, -2.0663818 51.9003085, -2.0663958 51.900318, -2.066411 51.9003268)",,,
1082473030,2,,Hewlett Road,tertiary,30 mph,False,True,17.448,"LINESTRING (-2.065724 51.8994901, -2.0658096 51.8994237, -2.0658945 51.8993742)",,,
1082473031,2,,Hewlett Road,tertiary,30 mph,False,False,50.324,"LINESTRING (-2.065724 51.8994901, -2.0655448 51.8995248, -2.0650926 51.8997132)",,,
3819203,3,A46,London Road,trunk,30 mph,False,True,54.148,"LINESTRING (-2.0690514 51.8965361, -2.0696716 51.8968372)",,,
5883494,,,Hewlett Road,tertiary,30 mph,False,False,48.569,"LINESTRING (-2.0690514 51.8965361, -2.0686765 51.8969066)",,,
168654642,3,A46,London Road,trunk,30 mph,False,False,87.083,"LINESTRING (-2.0690514 51.8965361, -2.0681284 51.8961476, -2.0680063 51.8960919)",,,
"[168738882, 1074632372]",3,A46,College Road,primary,30 mph,False,True,197.657,"LINESTRING (-2.0690514 51.8965361, -2.0691865 51.8964227, -2.0694574 51.8962528, -2.0696359 51.8961696, -2.0698136 51.8961264, -2.0699583 51.8960934, -2.0704175 51.8959887, -2.0704604 51.8959789, -2.0711613 51.8956321, -2.0713628 51.8955272)",,,
168654638,2,,Hewlett Road,tertiary,30 mph,False,False,47.206,"LINESTRING (-2.0663821 51.8990747, -2.0661022 51.8992466, -2.0658945 51.8993742)",,,
168654638,2,,Hewlett Road,tertiary,30 mph,False,True,11.242,"LINESTRING (-2.0663821 51.8990747, -2.0664382 51.899031, -2.0664816 51.8989944)",,,
282225172,2,,Pittville Circus Road,tertiary,,False,True,17.229,"LINESTRING (-2.0645503 51.9036446, -2.0647382 51.9037474)",,,
28610762,,,All Saints' Road,tertiary,30 mph,False,False,62.339,"LINESTRING (-2.0645503 51.9036446, -2.0645774 51.9035765, -2.0645494 51.9030863)",,,
282225172,2,,Pittville Circus Road,tertiary,,False,False,48.486,"LINESTRING (-2.0645503 51.9036446, -2.0644472 51.9036082, -2.0643554 51.9035855, -2.0640954 51.903521, -2.0639016 51.903473)",,,
23374664,,,Carlton Street,residential,,False,False,111.717,"LINESTRING (-2.0670043 51.8985241, -2.0656671 51.8979509)",,,
168654638,2,,Hewlett Road,tertiary,30 mph,False,False,63.429,"LINESTRING (-2.0670043 51.8985241, -2.0666694 51.8988365, -2.0664816 51.8989944)",,,
168654638,2,,Hewlett Road,tertiary,30 mph,False,True,51.488,"LINESTRING (-2.0670043 51.8985241, -2.067312 51.8982248, -2.0674063 51.8981331)",,,
23403757,,,Sydenham Villas Road,residential,,False,True,229.111,"LINESTRING (-2.0639522 51.89624, -2.0641614 51.8960566, -2.0641778 51.8960439, -2.0641997 51.8960349, -2.0642251 51.8960306, -2.0642473 51.8960309, -2.0642686 51.8960348, -2.064321 51.8960512, -2.0644051 51.8960747, -2.0644915 51.8960942, -2.064532 51.8961009, -2.0645597 51.8961054, -2.0646289 51.8961125, -2.0647132 51.8961196, -2.0648005 51.8961193, -2.0648889 51.8961157, -2.0649361 51.8961154, -2.0649824 51.8961099, -2.0650375 51.8960959, -2.0650861 51.8960745, -2.0651257 51.8960469, -2.0662453 51.8950738)",,,
"[29890363, 23735477]",2,,"['Crescent Terrace', 'Crescent Place']",residential,,False,True,127.693,"LINESTRING (-2.0776011 51.9000036, -2.0779475 51.9001619, -2.0780347 51.9001829, -2.0781031 51.9001879, -2.0781036 51.9002751, -2.0779495 51.9004722, -2.0776142 51.900901)",,,
29890365,,,Crescent Terrace,residential,,True,False,30.125999999999998,"LINESTRING (-2.0776011 51.9000036, -2.0774726 51.8999449, -2.0772482 51.8998424)",,,
"[3819185, 3819122, 168291698, 168291702, 1047307003]","['1', '2']",,"['North Street', 'Clarence Street']",unclassified,,True,False,198.15200000000002,"LINESTRING (-2.0762788 51.9007254, -2.076178 51.9007335, -2.0759518 51.9007551, -2.0757941 51.9008277, -2.0754843 51.9009982, -2.075368 51.9010512, -2.0751674 51.9011426, -2.0749524 51.9011877, -2.0748927 51.9012017, -2.0748011 51.9012388, -2.0742924 51.901742, -2.0741919 51.9018415)",,,
23735478,1,,Post Office Lane,residential,,True,False,120.191,"LINESTRING (-2.0762788 51.9007254, -2.0762771 51.9006506, -2.0772482 51.8998424)",,,
29890365,,,Crescent Terrace,residential,,True,False,23.791,"LINESTRING (-2.0772482 51.8998424, -2.0769701 51.8997146)",,,
"[29890363, 23735477]",2,,"['Crescent Place', 'Crescent Terrace']",residential,,False,False,127.693,"LINESTRING (-2.0776142 51.900901, -2.0779495 51.9004722, -2.0781036 51.9002751, -2.0781031 51.9001879, -2.0780347 51.9001829, -2.0779475 51.9001619, -2.0776011 51.9000036)",,,
"[667900784, 168298772]",2,,Clarence Street,unclassified,,False,False,64.152,"LINESTRING (-2.0776142 51.900901, -2.0774604 51.9008662, -2.0771402 51.9008093, -2.076846 51.9007611, -2.0767169 51.9007399)",,,
29890346,,,,unclassified,,False,False,33.924,"LINESTRING (-2.0754079 51.9022782, -2.0749675 51.9021395)",,,
561348694,,,Bennington Street,tertiary,,True,False,5.326,"LINESTRING (-2.0754079 51.9022782, -2.0753724 51.9023208)",,,
24438404,,,Bennington Street,tertiary,,True,False,65.646,"LINESTRING (-2.0754079 51.9022782, -2.0758324 51.9018063, -2.0758722 51.901762)",,,
848631361,,A4019,Saint Margaret's Road,trunk,,False,False,23.397,"LINESTRING (-2.0745371 51.9033018, -2.0742673 51.9031731)",,,
848631361,,A4019,Saint Margaret's Road,trunk,,False,True,29.464,"LINESTRING (-2.0745371 51.9033018, -2.0748567 51.9034788)",,,
848631361,,A4019,Saint Margaret's Road,trunk,,False,False,29.464,"LINESTRING (-2.0748567 51.9034788, -2.0745371 51.9033018)",,,
"[914348926, 24428278]",,,Oxford Passage,residential,,False,False,142.67499999999998,"LINESTRING (-2.0748567 51.9034788, -2.074891 51.9034348, -2.0751194 51.9031417, -2.0751477 51.9030804, -2.0751834 51.903003, -2.0753148 51.9028232, -2.075472 51.902632, -2.075497 51.9025967, -2.0755135 51.9025595, -2.0755208 51.9025237, -2.0755202 51.9024876, -2.0755158 51.9024545, -2.0755053 51.902422, -2.0754871 51.9023873, -2.075462 51.9023542, -2.0753724 51.9023208)",,,
"[848631361, 1067164597]",3,A4019,Saint Margaret's Road,trunk,,False,True,51.217000000000006,"LINESTRING (-2.0748567 51.9034788, -2.0749534 51.9035506, -2.075128 51.9036688, -2.0751804 51.9036986, -2.0753926 51.9037963)",,,
28587318,2,,Bath Street,residential,,False,False,63.519999999999996,"LINESTRING (-2.0732948 51.8987648, -2.0732327 51.8987186, -2.073181 51.8986771, -2.0730594 51.8985795, -2.0729936 51.8985139, -2.0728967 51.8984174, -2.0728072 51.898301, -2.0727959 51.8982863)",,,
28588465,1,,Cambray Place,residential,,True,False,206.65699999999998,"LINESTRING (-2.0732948 51.8987648, -2.0733389 51.8986961, -2.0734046 51.8986593, -2.0743276 51.8981422, -2.0743988 51.8981862, -2.0733915 51.8987442, -2.0732948 51.8987648)",,,
746293214,,A4019,Fairview Road,trunk,,False,False,45.339,"LINESTRING (-2.0695561 51.9016208, -2.0690411 51.9013653)",,,
"[746293215, 29293311]",,,Sherborne Street,residential,,False,False,86.738,"LINESTRING (-2.0695561 51.9016208, -2.0693969 51.9018382, -2.0690119 51.9023248)",,,
746293213,,A4019,Fairview Road,trunk,,False,True,20.773,"LINESTRING (-2.0695561 51.9016208, -2.0696721 51.9016745, -2.0697983 51.9017329)",,,
746293215,,,Sherborne Street,residential,,False,True,11.121,"LINESTRING (-2.0689422 51.9024151, -2.0690119 51.9023248)",,,
29294165,,,Grosvenor Place South,residential,,False,True,104.891,"LINESTRING (-2.0714599 51.8995994, -2.0705807 51.9003711)",,,
29293323,,,Sherborne Street,residential,,False,False,61.22,"LINESTRING (-2.0688988 51.9024737, -2.0685918 51.9029418, -2.0685349 51.9029709)",,,
29293325,,,Portland Square,residential,,False,False,36.016,"LINESTRING (-2.0683197 51.9034017, -2.0687843 51.9035525)",,,
34769288,,,Albert Place,residential,,True,False,34.237,"LINESTRING (-2.0683197 51.9034017, -2.0681704 51.9036955)",,,
29293323,,,Sherborne Street,residential,,False,True,50.433,"LINESTRING (-2.0683197 51.9034017, -2.0683478 51.9033428, -2.0683513 51.9033354, -2.068525 51.9030471, -2.0685368 51.9030066, -2.0685349 51.9029709)",,,
34307504,,,Selkirk Street,residential,,False,True,39.342,"LINESTRING (-2.0681704 51.9036955, -2.0676111 51.9036174)",,,
34769288,,,Albert Place,residential,,True,False,31.722,"LINESTRING (-2.0681704 51.9036955, -2.0680709 51.9039741)",,,
29294165,,,Grosvenor Place South,residential,,False,False,104.891,"LINESTRING (-2.0705807 51.9003711, -2.0714599 51.8995994)",,,
481303021,2,A46,Albion Street,primary,,False,False,31.567999999999998,"LINESTRING (-2.0705807 51.9003711, -2.0705081 51.9003124, -2.0704403 51.9002516, -2.0703819 51.9001938, -2.0703278 51.9001344)",,,
481303021,2,A46,Albion Street,primary,,False,True,37.383,"LINESTRING (-2.0705807 51.9003711, -2.0706995 51.9004559, -2.070828 51.9005351, -2.0709656 51.9006082)",,,
29334087,,,,tertiary_link,,True,False,16.952,"LINESTRING (-2.0693486 51.8990765, -2.0691049 51.8991016)",,,
153681178,1,,Saint James Street,tertiary,,True,False,11.416,"LINESTRING (-2.0693486 51.8990765, -2.0692771 51.8991692)",,,
29334375,,A46,Albion Street,trunk,30 mph,True,False,84.095,"LINESTRING (-2.0691049 51.8991016, -2.0689586 51.8989655, -2.0688551 51.8988979, -2.0687302 51.8988164, -2.068693 51.8987958, -2.0683957 51.8986309, -2.0682797 51.898547)",,,
107622231,,,Fishers Lane,unclassified,,False,False,45.106,"LINESTRING (-2.0705706 51.90202, -2.0707989 51.9016396)",,,
167605532,,A4019,Fairview Road,trunk,,False,False,61.867000000000004,"LINESTRING (-2.0705706 51.90202, -2.070195 51.9018854, -2.0697983 51.9017329)",,,
167605532,,A4019,Fairview Road,trunk,,False,True,50.95099999999999,"LINESTRING (-2.0705706 51.90202, -2.0709108 51.9021184, -2.0712553 51.9021963)",,,
746293214,,A4019,Fairview Road,trunk,,False,True,45.339,"LINESTRING (-2.0690411 51.9013653, -2.0695561 51.9016208)",,,
746293214,,A4019,Fairview Road,trunk,,False,False,64.631,"LINESTRING (-2.0690411 51.9013653, -2.0684564 51.9011004, -2.068397 51.9010581, -2.0683322 51.9009915)",,,
203931835,,,Albion Street,tertiary,,False,True,43.502,"LINESTRING (-2.0674063 51.8981331, -2.0679028 51.8983764)",,,
5883494,,,Hewlett Road,tertiary,30 mph,False,True,108.78999999999999,"LINESTRING (-2.0674063 51.8981331, -2.0675318 51.8980133, -2.0682669 51.8973114)",,,
168654638,2,,Hewlett Road,tertiary,30 mph,False,False,51.488,"LINESTRING (-2.0674063 51.8981331, -2.067312 51.8982248, -2.0670043 51.8985241)",,,
1082473031,2,,Hewlett Road,tertiary,30 mph,False,False,77.842,"LINESTRING (-2.0650926 51.8997132, -2.064665 51.8999092, -2.0643169 51.9000687, -2.0641818 51.9001306)",,,
1082473031,2,,Hewlett Road,tertiary,30 mph,False,True,50.324,"LINESTRING (-2.0650926 51.8997132, -2.0655448 51.8995248, -2.065724 51.8994901)",,,
166117598,2,,Regent Street,residential,,False,False,75.391,"LINESTRING (-2.0768664 51.8984277, -2.0762152 51.8989738)",,,
39268897,,,Rodney Road,residential,,True,False,115.00399999999998,"LINESTRING (-2.0768664 51.8984277, -2.076905 51.8983606, -2.0769162 51.898327, -2.0769177 51.8982928, -2.0769095 51.8982589, -2.0768903 51.8982243, -2.0768609 51.8981925, -2.0768224 51.8981646, -2.0767198 51.8981112, -2.0765911 51.8980557, -2.0763966 51.8979829, -2.0763678 51.8979717, -2.0762765 51.8979362, -2.0762491 51.8979279, -2.0761666 51.8979031, -2.0760526 51.8978766, -2.0759614 51.8978625, -2.0758555 51.897841, -2.075813 51.8978215, -2.0757777 51.8977972)",,,
372055918,2,,Regent Street,unclassified,,False,True,19.567,"LINESTRING (-2.0747825 51.9000557, -2.0749923 51.8999365)",,,
"[107549050, 991185707]",,,Grosvenor Street,unclassified,,False,True,211.186,"LINESTRING (-2.0713202 51.8980013, -2.0708629 51.8983155, -2.0703719 51.8987328, -2.0696307 51.8993609, -2.0695862 51.8993885, -2.0694317 51.8992788)",,,
"[8301792, 168654639]",2,A46,"['Bath Road', 'High Street']",primary,30 mph,True,False,88.803,"LINESTRING (-2.0713202 51.8980013, -2.0714883 51.8981232, -2.0715151 51.8981381, -2.0715433 51.8981456, -2.0715927 51.8981399, -2.0716331 51.8981249, -2.0721341 51.8978471, -2.0721714 51.8978255, -2.0722774 51.8977636)",,,
28587318,2,,Bath Street,residential,,False,False,68.30199999999999,"LINESTRING (-2.0727959 51.8982863, -2.0727516 51.8982385, -2.0723806 51.8978386, -2.0723626 51.8978255, -2.0722774 51.8977636)",,,
28587318,2,,Bath Street,residential,,False,True,63.52,"LINESTRING (-2.0727959 51.8982863, -2.0728072 51.898301, -2.0728967 51.8984174, -2.0729936 51.8985139, -2.0730594 51.8985795, -2.073181 51.8986771, -2.0732327 51.8987186, -2.0732948 51.8987648)",,,
875844775,1,A46,Oriel Road,primary,30 mph,True,False,9.239999999999998,"LINESTRING (-2.0764229 51.8971277, -2.0764859 51.8971381, -2.0765449 51.8971607)",,,
121953697,2,,Trafalgar Street,residential,,False,True,63.42400000000001,"LINESTRING (-2.0783038 51.8950734, -2.0780936 51.8953039, -2.0778564 51.8955725)",,,
31118766,2,,Imperial Square,residential,,False,False,188.868,"LINESTRING (-2.0768071 51.8971781, -2.077472 51.8966157, -2.078061 51.8961175, -2.0784293 51.8958059)",,,
482802218,2,A46,Oriel Road,primary,30 mph,False,True,18.19,"LINESTRING (-2.0768071 51.8971781, -2.0767106 51.8971637, -2.0765759 51.8971603, -2.0765449 51.8971607)",,,
31555291,,,The Broadwalk,residential,,False,False,47.105,"LINESTRING (-2.0784293 51.8958059, -2.0778564 51.8955725)",,,
31118766,2,,Imperial Square,residential,,False,True,188.868,"LINESTRING (-2.0784293 51.8958059, -2.078061 51.8961175, -2.077472 51.8966157, -2.0768071 51.8971781)",,,
166117598,2,,Regent Street,residential,,False,True,75.391,"LINESTRING (-2.0762152 51.8989738, -2.0768664 51.8984277)",,,
31138676,2,,Ormond Place,residential,30 mph,False,False,38.425,"LINESTRING (-2.0762152 51.8989738, -2.0766327 51.8991635, -2.0766658 51.899179)",,,
"[488069777, 372055893, 488069773, 372055918]",2,,Regent Street,"['residential', 'unclassified']",,False,False,136.66500000000002,"LINESTRING (-2.0762152 51.8989738, -2.0760556 51.8991012, -2.0758646 51.8992537, -2.0757763 51.8993242, -2.0754509 51.8995839, -2.0754129 51.8996434, -2.0751753 51.8998271, -2.0750944 51.8998917, -2.0749923 51.8999365)",building_passage,,
31138676,2,,Ormond Place,residential,30 mph,False,True,38.425,"LINESTRING (-2.0766658 51.899179, -2.0766327 51.8991635, -2.0762152 51.8989738)",,,
31139486,,,Bath Parade,tertiary,,False,False,118.61600000000001,"LINESTRING (-2.0735426 51.8970027, -2.0732161 51.8967461, -2.0726793 51.8963243, -2.072475 51.8961637)",,,
