osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,bridge,junction
8295876,A957,Evan Street,primary,30 mph,False,False,90.074,"LINESTRING (-2.2130135 56.9636637, -2.2115283 56.9636881)",,,
32917858,C1K,Evan Street,tertiary,,False,False,81.788,"LINESTRING (-2.2130135 56.9636637, -2.2141837 56.9636414, -2.2142407 56.9636425, -2.214299 56.9636469, -2.214356 56.9636607)",,,
444475714,A957,Slug Road,primary,30 mph,False,True,320.089,"LINESTRING (-2.2130135 56.9636637, -2.2130136 56.9637057, -2.2130189 56.9638632, -2.2130263 56.9640819, -2.2130459 56.964167, -2.2130838 56.9642466, -2.213154 56.9643189, -2.2132637 56.9644076, -2.2134407 56.9645187, -2.2135896 56.9646259, -2.2137143 56.9647176, -2.2138256 56.9648043, -2.2139061 56.9648832, -2.2139563 56.9649466, -2.2139904 56.9650251, -2.2140179 56.9651337, -2.2140444 56.9652593, -2.2140653 56.9653591, -2.2140985 56.9654842, -2.2141222 56.9655628, -2.2141696 56.9656641, -2.2142294 56.9657634, -2.2142995 56.9658502, -2.2143925 56.9659402, -2.2145414 56.9660565, -2.2148334 56.9662751)",2,,
3578303,A957,Allardice Street,primary,30 mph,False,False,81.055,"LINESTRING (-2.2082038 56.9637481, -2.2082019 56.9637272, -2.2081936 56.9636353, -2.2081528 56.9631218, -2.2081482 56.9630198)",,,
39815098,B979,Allardice Street,secondary,30 mph,False,False,66.819,"LINESTRING (-2.2082038 56.9637481, -2.2082106 56.9638529, -2.2082228 56.9643489)",,,
80676160,A957,Market Square,primary,30 mph,False,True,67.222,"LINESTRING (-2.2082038 56.9637481, -2.2084434 56.9637461, -2.209051 56.9637366, -2.2091411 56.9637298, -2.2093115 56.963727)",,,
80794033,A957,Bridgefield,primary,30 mph,False,True,34.773,"LINESTRING (-2.2084343 56.961948, -2.2083438 56.9622568)",,,
40731097,,Bridgefield Terrace,residential,,False,False,58.511,"LINESTRING (-2.2084343 56.961948, -2.2088677 56.9619687, -2.2091257 56.9619798, -2.2091806 56.9619785, -2.2092337 56.9619713, -2.2093835 56.9619382)",,,
80794033,A957,Bridgefield,primary,30 mph,False,False,38.037,"LINESTRING (-2.2084343 56.961948, -2.208476 56.9618094, -2.2085054 56.9617123, -2.2085291 56.9616735, -2.2085595 56.9616461, -2.2085965 56.9616235)",,,
40639276,A957,Dunnottar Avenue,primary,30 mph,False,True,59.865,"LINESTRING (-2.2123913 56.96177, -2.2123427 56.9617974, -2.2123021 56.9618101, -2.212249 56.9618195, -2.2121973 56.961822, -2.2121283 56.9618195, -2.2120342 56.9618131, -2.2114404 56.96177)",,,
40639277,A957,,primary,30 mph,False,False,58.777,"LINESTRING (-2.2123913 56.96177, -2.2124235 56.9617423, -2.2124505 56.9617115, -2.2124851 56.9616607, -2.2127239 56.9612746)",,,
40731098,,Dunnottar Avenue,tertiary,,False,False,35.444,"LINESTRING (-2.2123913 56.96177, -2.2124771 56.9617886, -2.2125401 56.9618032, -2.2126152 56.9618131, -2.212696 56.9618157, -2.2127794 56.9618136, -2.2128676 56.9618058, -2.2129572 56.9617926)",,,
"[732084429, 129787325]",A957,,primary,30 mph,False,False,233.852,"LINESTRING (-2.2129273 56.9610459, -2.2129846 56.9610294, -2.2130618 56.961018, -2.2132016 56.9610069, -2.2133602 56.9609873, -2.2135097 56.960964, -2.2136319 56.960933, -2.2137423 56.9608915, -2.2138478 56.960841, -2.2139577 56.9607823, -2.2144427 56.960506, -2.2145571 56.9604443, -2.2147116 56.9603403, -2.2148274 56.9602433, -2.2149439 56.9601173, -2.2150138 56.9600166, -2.2150876 56.9598645, -2.2151425 56.9597343, -2.2152445 56.9595347)",2,,
"[40639277, 980717887]",A957,,primary,30 mph,False,True,28.752,"LINESTRING (-2.2129273 56.9610459, -2.2128789 56.9610701, -2.2128375 56.9611003, -2.2128162 56.961127, -2.2127926 56.9611662, -2.2127239 56.9612746)",,,
32925177,,Margaret Street,residential,,False,False,68.972,"LINESTRING (-2.2093464 56.9643314, -2.2104834 56.9643084)",2,,
32925177,,Margaret Street,residential,,False,True,68.139,"LINESTRING (-2.2093464 56.9643314, -2.2086126 56.9643431, -2.2082228 56.9643489)",2,,
40731091,,Barclay Street,tertiary,,False,True,85.69,"LINESTRING (-2.2093464 56.9643314, -2.209356 56.9644079, -2.2093541 56.9644482, -2.2093864 56.9651016)",,,
80676161,,Market Square,tertiary,,False,False,67.249,"LINESTRING (-2.2093464 56.9643314, -2.2093351 56.9642437, -2.2093325 56.9641958, -2.2093115 56.963727)",,,
8295876,A957,Evan Street,primary,30 mph,False,True,68.214,"LINESTRING (-2.2093115 56.963727, -2.2104363 56.9637094)",,,
40731093,,Barclay Street,unclassified,,True,False,80.33,"LINESTRING (-2.2093115 56.963727, -2.2092783 56.9630048)",,,
80676160,A957,Market Square,primary,30 mph,False,False,67.222,"LINESTRING (-2.2093115 56.963727, -2.2091411 56.9637298, -2.209051 56.9637366, -2.2084434 56.9637461, -2.2082038 56.9637481)",,,
80676161,,Market Square,tertiary,,False,True,67.249,"LINESTRING (-2.2093115 56.963727, -2.2093325 56.9641958, -2.2093351 56.9642437, -2.2093464 56.9643314)",,,
32917858,C1K,Evan Street,tertiary,,False,True,81.788,"LINESTRING (-2.214356 56.9636607, -2.214299 56.9636469, -2.2142407 56.9636425, -2.2141837 56.9636414, -2.2130135 56.9636637)",,,
78144772,,Arduthie Street,residential,,False,True,81.416,"LINESTRING (-2.214356 56.9636607, -2.2143724 56.9635964, -2.2143611 56.9633275, -2.2143445 56.9629293)",,,
3578303,A957,Allardice Street,primary,30 mph,False,False,11.622,"LINESTRING (-2.2081482 56.9630198, -2.208145 56.9629153)",,,
3578303,A957,Allardice Street,primary,30 mph,False,True,81.05499999999999,"LINESTRING (-2.2081482 56.9630198, -2.2081528 56.9631218, -2.2081936 56.9636353, -2.2082019 56.9637272, -2.2082038 56.9637481)",,,
77449622,B979,David Street,secondary,30 mph,False,False,15.217,"LINESTRING (-2.2091099 56.9667838, -2.2092157 56.9669079)",2,,
77449622,B979,David Street,secondary,30 mph,False,True,89.581,"LINESTRING (-2.2091099 56.9667838, -2.2085135 56.9660467)",2,,
78145108,,Turners Court,residential,,False,False,54.510000000000005,"LINESTRING (-2.2091099 56.9667838, -2.2089919 56.9668102, -2.2089483 56.9668159, -2.2087833 56.9668138, -2.2086875 56.9668169, -2.2086135 56.9668267, -2.2085718 56.9668298, -2.2085424 56.9668288, -2.208513 56.9668226, -2.2084786 56.9668052, -2.2083297 56.9667028)",,,
77449622,B979,David Street,secondary,30 mph,False,False,23.177,"LINESTRING (-2.2083575 56.9658564, -2.2085135 56.9660467)",2,,
77720498,,Ironfield Lane,residential,,False,False,89.455,"LINESTRING (-2.2083575 56.9658564, -2.2068819 56.9658678)",,,
39815098,B979,Allardice Street,secondary,30 mph,False,True,14.358,"LINESTRING (-2.2083575 56.9658564, -2.2083319 56.9658192, -2.20831 56.9657737, -2.2082987 56.9657318)",,,
"[732084429, 129787325]",A957,,primary,30 mph,False,True,233.85199999999998,"LINESTRING (-2.2152445 56.9595347, -2.2151425 56.9597343, -2.2150876 56.9598645, -2.2150138 56.9600166, -2.2149439 56.9601173, -2.2148274 56.9602433, -2.2147116 56.9603403, -2.2145571 56.9604443, -2.2144427 56.960506, -2.2139577 56.9607823, -2.2138478 56.960841, -2.2137423 56.9608915, -2.2136319 56.960933, -2.2135097 56.960964, -2.2133602 56.9609873, -2.2132016 56.9610069, -2.2130618 56.961018, -2.2129846 56.9610294, -2.2129273 56.9610459)",2,,
3578303,A957,Allardice Street,primary,30 mph,False,True,11.622,"LINESTRING (-2.208145 56.9629153, -2.2081482 56.9630198)",,,
"[80794023, 80794033, 3578303]",A957,"['Allardice Street', 'Bridgefield']",primary,30 mph,False,False,70.88,"LINESTRING (-2.208145 56.9629153, -2.2081594 56.9628447, -2.208196 56.9626943, -2.208335 56.9622866)",,yes,
77720474,,Salmon Lane,residential,,False,False,121.676,"LINESTRING (-2.208145 56.9629153, -2.208038 56.962918, -2.2073687 56.9629363, -2.2072954 56.9629443, -2.207251 56.9629621, -2.2071989 56.963024, -2.2071949 56.9633593, -2.2072147 56.9635553)",,,
39814275,,High Street,unclassified,20 mph,False,True,36.626999999999995,"LINESTRING (-2.2085965 56.9616235, -2.2085291 56.9615933, -2.2084115 56.9615463, -2.2083565 56.9615349, -2.2080483 56.9615075)",,,
40639276,A957,Dunnottar Avenue,primary,30 mph,False,False,175.246,"LINESTRING (-2.2085965 56.9616235, -2.2086448 56.9616052, -2.2087026 56.9615892, -2.2087643 56.9615778, -2.2088411 56.9615732, -2.2089253 56.961575, -2.2101248 56.9616669, -2.2107222 56.9617126, -2.2114404 56.96177)",,,
80794033,A957,Bridgefield,primary,30 mph,False,True,38.037,"LINESTRING (-2.2085965 56.9616235, -2.2085595 56.9616461, -2.2085291 56.9616735, -2.2085054 56.9617123, -2.208476 56.9618094, -2.2084343 56.961948)",,,
39814275,,High Street,unclassified,20 mph,False,False,64.73599999999999,"LINESTRING (-2.2069927 56.9614197, -2.2072565 56.9614403, -2.2080483 56.9615075)",,,
39814305,,Arbuthnott Place,residential,20 mph,False,False,141.372,"LINESTRING (-2.2069927 56.9614197, -2.2069658 56.9615506, -2.2069643 56.961612, -2.2069656 56.9616689, -2.2069792 56.9617502, -2.2069965 56.9617984, -2.20702 56.961836, -2.2070654 56.9618707, -2.2071201 56.9618972, -2.2079112 56.9621539, -2.208335 56.9622866)",,,
156898542,,High Street,residential,20 mph,False,False,31.908,"LINESTRING (-2.2069927 56.9614197, -2.2067235 56.9613933, -2.2066126 56.9613752, -2.2064893 56.9613426)",,,
80794033,A957,Bridgefield,primary,30 mph,False,False,3.356,"LINESTRING (-2.208335 56.9622866, -2.2083438 56.9622568)",,,
