osmid,ref,name,highway,oneway,reversed,length,geometry,lanes,junction,maxspeed,access
8116121,A126,Montreal Road,primary,False,False,93.66,"LINESTRING (0.3636223 51.461628, 0.3636179 51.4615651, 0.36361 51.4614536, 0.3635631 51.4607865)",,,,
23423642,,Calcutta Road,tertiary,False,True,17.226,"LINESTRING (0.3636223 51.461628, 0.3635481 51.4616311, 0.3634737 51.4616341, 0.3634255 51.4616361, 0.3633742 51.4616382)",,,,
23423649,,Dock Road,tertiary,False,False,55.745000000000005,"LINESTRING (0.3636223 51.461628, 0.3637492 51.4616242, 0.3639276 51.4616188, 0.364426 51.4616038)",,,,
50096474,A126,St Chad's Road,primary,False,True,268.755,"LINESTRING (0.3636223 51.461628, 0.3636303 51.4617322, 0.3636381 51.461833, 0.3637031 51.4626782, 0.3637697 51.4635431, 0.3638081 51.4640422)",,,,
23423181,,Brennan Road,tertiary,False,True,12.077,"LINESTRING (0.3691377 51.462323, 0.3689843 51.4622714)",,,,
8115665,,Brennan Road,tertiary,False,True,99.494,"LINESTRING (0.3691377 51.462323, 0.3692528 51.4623245, 0.3693682 51.4623449, 0.3705236 51.4625493)",,,,
8115669,,Feenan Highway,tertiary,False,False,115.806,"LINESTRING (0.3691377 51.462323, 0.3690548 51.4624124, 0.3690588 51.4624643, 0.3691531 51.4633486)",,,,
8115667,,London Road,residential,False,False,144.482,"LINESTRING (0.3688665 51.4606432, 0.3698837 51.4603922, 0.3701759 51.460269, 0.3703484 51.4602081, 0.3707459 51.4600901)",,,,
8118102,,Hume Avenue,tertiary,False,False,140.253,"LINESTRING (0.3688665 51.4606432, 0.3685243 51.4603014, 0.3682028 51.4599048, 0.3680734 51.4597739, 0.3678861 51.4595411)",,,,
8118102,,Hume Avenue,tertiary,False,True,103.006,"LINESTRING (0.3688665 51.4606432, 0.3694619 51.4612832, 0.3695626 51.4613958, 0.3696105 51.4614452)",,,,
"[1212103256, 23423171]",,London Road,residential,False,False,207.842,"LINESTRING (0.3688665 51.4606432, 0.366254 51.4613177, 0.3660912 51.4613525)",,,,
171422329,,Edinburgh Mews,residential,False,True,45.526,"LINESTRING (0.3712839 51.4599591, 0.3712291 51.4595511)",,,,
8115667,,London Road,residential,False,True,40.019,"LINESTRING (0.3712839 51.4599591, 0.3709231 51.4600469, 0.3707459 51.4600901)",,,,
8115669,,Feenan Highway,tertiary,False,False,26.263,"LINESTRING (0.3692246 51.4638223, 0.3692464 51.4640581)",,,,
8115669,,Feenan Highway,tertiary,False,True,52.905,"LINESTRING (0.3692246 51.4638223, 0.3691531 51.4633486)",,,,
8115673,,Spencer Walk,residential,False,False,107.134,"LINESTRING (0.3692246 51.4638223, 0.367679 51.4638551)",,,,
8115669,,Feenan Highway,tertiary,False,True,6.785,"LINESTRING (0.3697149 51.4667211, 0.3697035 51.4666605)",,,,
10219680,,Gainsborough Avenue,residential,False,False,83.449,"LINESTRING (0.3697149 51.4667211, 0.3695581 51.4667329, 0.3685202 51.4668174)",,,,
10219678,,Christchurch Road,residential,False,False,95.916,"LINESTRING (0.3647436 51.4640048, 0.3661255 51.4639513)",,,,
10219678,,Christchurch Road,residential,False,True,64.94,"LINESTRING (0.3647436 51.4640048, 0.3638081 51.4640422)",,,,
8115671,,Manor Road,residential,False,False,236.985,"LINESTRING (0.3647436 51.4640048, 0.3647164 51.4636656, 0.3645805 51.4619674, 0.364632 51.4618819)",,,,
10219678,,Christchurch Road,residential,False,True,7.16,"LINESTRING (0.3662285 51.463946, 0.3661255 51.4639513)",,,,
103630649,,Parkside,residential,False,False,124.427,"LINESTRING (0.3696105 51.4614452, 0.3703473 51.4604247)",,,,
