osmid,name,highway,maxspeed,oneway,reversed,length,geometry,ref,lanes,bridge,junction
32926582,Spiersbridge Avenue,residential,30 mph,False,True,91.058,"LINESTRING (-4.3189932 55.8052344, -4.3192723 55.8052607, -4.3203788 55.8054814)",,,,
83290064,Main Street,secondary,30 mph,False,False,22.355,"LINESTRING (-4.3189932 55.8052344, -4.3189868 55.8052651, -4.3189519 55.8054341)",B769,,,
16122510,Crosslees Drive,residential,,False,False,498.54600000000005,"LINESTRING (-4.3141478 55.8085226, -4.3139975 55.8084482, -4.3139252 55.8083881, -4.3138706 55.8082617, -4.3138706 55.8082081, -4.3138737 55.8081337, -4.3139075 55.8080127, -4.3140429 55.8077032, -4.314126 55.8075303, -4.314206 55.8073833, -4.3142798 55.8072865, -4.3143783 55.8072, -4.3145321 55.8071049, -4.3155628 55.8066398, -4.3162151 55.8063476, -4.316612 55.8061695, -4.3167177 55.8061113, -4.316779 55.8060601, -4.3168419 55.8059996, -4.3168932 55.8059214, -4.3169197 55.8058386, -4.3169313 55.8057642, -4.3169197 55.8056907, -4.3168982 55.8056293, -4.3168585 55.8055567, -4.3168071 55.8054999, -4.316731 55.805446, -4.3166333 55.8054004, -4.3165179 55.8053663, -4.3163247 55.8053158, -4.3160994 55.8052706, -4.3158875 55.8052306, -4.3157017 55.8052107)",,,,
250475804,Main Street,secondary,30 mph,False,False,58.064,"LINESTRING (-4.3141478 55.8085226, -4.3140771 55.8085801, -4.3139007 55.8087333, -4.3137622 55.8088676, -4.3137377 55.8088927, -4.3136639 55.808968)",B769,,,
250475804,Main Street,secondary,30 mph,False,True,108.876,"LINESTRING (-4.3141478 55.8085226, -4.3142814 55.8084165, -4.3144323 55.8083027, -4.3145559 55.8082217, -4.3146221 55.8081784, -4.3148276 55.8080705, -4.3153592 55.807827)",B769,,,
16122510,Crosslees Drive,residential,,False,False,47.978,"LINESTRING (-4.3157017 55.8052107, -4.3153431 55.8051831, -4.31494 55.8051569)",,,,
16122510,Crosslees Drive,residential,,False,True,498.546,"LINESTRING (-4.3157017 55.8052107, -4.3158875 55.8052306, -4.3160994 55.8052706, -4.3163247 55.8053158, -4.3165179 55.8053663, -4.3166333 55.8054004, -4.316731 55.805446, -4.3168071 55.8054999, -4.3168585 55.8055567, -4.3168982 55.8056293, -4.3169197 55.8056907, -4.3169313 55.8057642, -4.3169197 55.8058386, -4.3168932 55.8059214, -4.3168419 55.8059996, -4.316779 55.8060601, -4.3167177 55.8061113, -4.316612 55.8061695, -4.3162151 55.8063476, -4.3155628 55.8066398, -4.3145321 55.8071049, -4.3143783 55.8072, -4.3142798 55.8072865, -4.314206 55.8073833, -4.314126 55.8075303, -4.3140429 55.8077032, -4.3139075 55.8080127, -4.3138737 55.8081337, -4.3138706 55.8082081, -4.3138706 55.8082617, -4.3139252 55.8083881, -4.3139975 55.8084482, -4.3141478 55.8085226)",,,,
16122974,Crosslees Park,residential,,False,False,113.74699999999999,"LINESTRING (-4.3157017 55.8052107, -4.3156322 55.8054091, -4.3156268 55.8054241, -4.3155886 55.8054999, -4.3155273 55.8055697, -4.3154495 55.8056367, -4.3153435 55.8057018, -4.3149942 55.805914, -4.3147604 55.8060533)",,,,
16122510,Crosslees Drive,residential,,False,True,47.978,"LINESTRING (-4.31494 55.8051569, -4.3153431 55.8051831, -4.3157017 55.8052107)",,,,
16122974,Crosslees Park,residential,,False,True,113.747,"LINESTRING (-4.3147604 55.8060533, -4.3149942 55.805914, -4.3153435 55.8057018, -4.3154495 55.8056367, -4.3155273 55.8055697, -4.3155886 55.8054999, -4.3156268 55.8054241, -4.3156322 55.8054091, -4.3157017 55.8052107)",,,,
250479793,Boydstone Road,tertiary,30 mph,False,False,109.90100000000001,"LINESTRING (-4.324048 55.8114524, -4.32354 55.8111733, -4.3233252 55.8110744, -4.3232337 55.8110309, -4.3230781 55.810957, -4.3227049 55.8108186)",,2,,
250479790,Boydstone Road,tertiary,30 mph,False,False,207.30399999999997,"LINESTRING (-4.3227049 55.8108186, -4.3223252 55.8107262, -4.3219134 55.8106645, -4.321581 55.8106557, -4.3213277 55.8106653, -4.3209327 55.8106821, -4.3204109 55.8107154, -4.3194474 55.8107775)",,2,,
250479793,Boydstone Road,tertiary,30 mph,False,True,109.90099999999998,"LINESTRING (-4.3227049 55.8108186, -4.3230781 55.810957, -4.3232337 55.8110309, -4.3233252 55.8110744, -4.32354 55.8111733, -4.324048 55.8114524)",,2,,
250479790,Boydstone Road,tertiary,30 mph,False,False,86.859,"LINESTRING (-4.3194474 55.8107775, -4.3180672 55.8108706)",,2,,
250479790,Boydstone Road,tertiary,30 mph,False,True,207.30399999999997,"LINESTRING (-4.3194474 55.8107775, -4.3204109 55.8107154, -4.3209327 55.8106821, -4.3213277 55.8106653, -4.321581 55.8106557, -4.3219134 55.8106645, -4.3223252 55.8107262, -4.3227049 55.8108186)",,2,,
738695467,Kiloran Street,residential,,False,True,86.57000000000002,"LINESTRING (-4.3194474 55.8107775, -4.3194044 55.8105407, -4.319391 55.810414, -4.3194201 55.810306, -4.3195058 55.8102056, -4.3195795 55.8101405, -4.3196731 55.8100829, -4.319719 55.8100552)",,,,
23758328,Drumpark Street,residential,,False,True,62.308,"LINESTRING (-4.3180672 55.8108706, -4.3179235 55.8103161)",,,,
250479790,Boydstone Road,tertiary,30 mph,False,True,86.859,"LINESTRING (-4.3180672 55.8108706, -4.3194474 55.8107775)",,2,,
250480842,Boydstone Road,tertiary,30 mph,False,False,52.616,"LINESTRING (-4.3180672 55.8108706, -4.31723 55.8109215)",,2,,
250480842,Boydstone Road,tertiary,30 mph,False,False,11.766,"LINESTRING (-4.31723 55.8109215, -4.3170423 55.81093)",,2,,
250480842,Boydstone Road,tertiary,30 mph,False,True,52.616,"LINESTRING (-4.31723 55.8109215, -4.3180672 55.8108706)",,2,,
250480842,Boydstone Road,tertiary,30 mph,False,False,58.452,"LINESTRING (-4.3170423 55.81093, -4.3161151 55.8109998)",,2,,
250480842,Boydstone Road,tertiary,30 mph,False,True,11.766,"LINESTRING (-4.3170423 55.81093, -4.31723 55.8109215)",,2,,
250480842,Boydstone Road,tertiary,30 mph,False,True,33.716,"LINESTRING (-4.3139995 55.8111389, -4.3145348 55.8111007)",,2,,
23758341,Cruachan Street,residential,,False,True,198.428,"LINESTRING (-4.3139995 55.8111389, -4.3139167 55.8107922, -4.3138949 55.8107015, -4.3138965 55.810616, -4.3139619 55.810527, -4.314143 55.8104506, -4.3144906 55.8104193, -4.314857 55.8103906, -4.3159689 55.8103235)",,,,
"[250480842, 45784079]","['Spiersbridge Road', 'Boydstone Road']","['secondary', 'tertiary']",30 mph,False,"[False, True]",253.05,"LINESTRING (-4.3139995 55.8111389, -4.3127977 55.811223, -4.3126995 55.8112299, -4.3123762 55.8112047, -4.3124237 55.8111347, -4.3125739 55.8108281, -4.312742 55.8104847, -4.3128689 55.8102093, -4.3130129 55.809897)",B769,2,,
23758284,Ardconnel Street,residential,,False,True,75.046,"LINESTRING (-4.3223127 55.8080692, -4.3224093 55.8085144, -4.322469 55.8087383)",,,,
83808656,Lochiel Road,tertiary,,False,False,86.17099999999999,"LINESTRING (-4.3223127 55.8080692, -4.3217154 55.8081138, -4.3209457 55.8081712)",,,,
