osmid,name,highway,oneway,reversed,length,geometry,ref,maxspeed,lanes,bridge,tunnel
19802155,Wathen Road,residential,False,True,90.06899999999999,"LINESTRING (-0.3280777 51.233925, -0.328123 51.2339517, -0.3281518 51.2339681, -0.3284333 51.2341758, -0.3285979 51.2343346, -0.328845 51.2345739)",,,,,
655494954,High Street,primary,False,False,122.01199999999999,"LINESTRING (-0.3280777 51.233925, -0.3278961 51.2340568, -0.3277354 51.2341476, -0.327592 51.2342097, -0.3274008 51.2342791, -0.3271413 51.2343675, -0.327045 51.2343974, -0.3269101 51.234441, -0.3266411 51.2345348)",A25,30 mph,,,
655494954,High Street,primary,False,True,163.154,"LINESTRING (-0.3280777 51.233925, -0.3282332 51.2337983, -0.3285352 51.2335594, -0.328702 51.2334421, -0.3289113 51.2333157, -0.3289803 51.2332791, -0.329315 51.2331019, -0.3297431 51.232905)",A25,30 mph,,,
156258971,,primary,False,False,15.578000000000001,"LINESTRING (-0.3369777 51.2317996, -0.3369702 51.2318827, -0.3369658 51.2319395)",A2003,,,,
156258974,West Street,primary,True,False,83.869,"LINESTRING (-0.3369777 51.2317996, -0.3367735 51.2317936, -0.3366321 51.2317907, -0.3364565 51.2317877, -0.336365 51.2317841, -0.3362251 51.231779, -0.3360437 51.2317678, -0.3359203 51.2317729, -0.3357751 51.2317719)",A25,30 mph,,,
156258972,High Street,primary,False,False,189.40499999999997,"LINESTRING (-0.3327176 51.2316069, -0.3325604 51.2316467, -0.3324053 51.2316904, -0.3322276 51.2317578, -0.3321379 51.2317988, -0.3319203 51.231912, -0.3315914 51.2320737, -0.3312767 51.2322194, -0.3310036 51.2323442, -0.3308219 51.2324277, -0.3305936 51.2325337, -0.3304929 51.2325765)",A25,30 mph,2,,
"[725419040, 156258973]",South Street,primary,True,False,37.583999999999996,"LINESTRING (-0.3327176 51.2316069, -0.3327899 51.2315716, -0.3329076 51.2315415, -0.3329976 51.2315131, -0.3330209 51.2315034, -0.3330558 51.2314886, -0.3331607 51.2314214)",A25,30 mph,,,
24720346,South Street,primary,True,False,27.312,"LINESTRING (-0.3331607 51.2314214, -0.3332625 51.2313559, -0.3334178 51.2312362)",A25,30 mph,,,
156701079,Rothes Road,residential,False,False,69.179,"LINESTRING (-0.3292822 51.2349931, -0.3284443 51.2353275)",,,,,
19802155,Wathen Road,residential,False,False,55.671,"LINESTRING (-0.3292822 51.2349931, -0.3292541 51.2349653, -0.328845 51.2345739)",,,,,
156701079,Rothes Road,residential,False,True,219.27999999999997,"LINESTRING (-0.3292822 51.2349931, -0.33 51.2347152, -0.3312068 51.2342144, -0.3312135 51.2341911, -0.3310003 51.2339919, -0.3308053 51.2338188, -0.330754 51.233766)",,,,,
3976761,Hart Road,residential,False,True,138.039,"LINESTRING (-0.328845 51.2345739, -0.3289051 51.2345499, -0.3292551 51.2344034, -0.329698 51.2342125, -0.3298847 51.2341307, -0.3303055 51.2339524, -0.330485 51.2338764)",,,,,
