osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,width
4755842,A198,Station Road,primary,30 mph,False,False,46.922,"LINESTRING (-2.7286411 56.0573682, -2.7284878 56.0572058, -2.7283865 56.0570985, -2.7282887 56.0569949)",,
4907993,B1346,High Street,secondary,30 mph,True,False,156.148,"LINESTRING (-2.7170621 56.0586635, -2.7180892 56.0585665, -2.718688 56.0584923, -2.7192392 56.0584182, -2.7194216 56.058413, -2.7195315 56.058419)",,
5036504,B1346,Quality Street,secondary,30 mph,False,False,50.099999999999994,"LINESTRING (-2.7170621 56.0586635, -2.7170432 56.0585958, -2.7170278 56.0585403, -2.716938 56.0582183)",2,
5036505,B1346,Quality Street,secondary,30 mph,False,True,72.68799999999999,"LINESTRING (-2.7170621 56.0586635, -2.7171766 56.0590177, -2.7172701 56.0593068)",,
5036506,,Melbourne Road,tertiary,30 mph,True,False,146.557,"LINESTRING (-2.7177825 56.0603747, -2.7177005 56.0603925, -2.7175747 56.0603928, -2.7172226 56.0603107, -2.7168678 56.060156, -2.7158675 56.0596793)",,
41780112,,Harbour Terrace,residential,,False,False,65.049,"LINESTRING (-2.7177825 56.0603747, -2.7178442 56.0604055, -2.7179275 56.0605071, -2.7179429 56.0605372, -2.718006 56.0606602, -2.7181211 56.0608405, -2.7181596 56.0609138)",,
5036509,,Bank Street,residential,,False,False,71.669,"LINESTRING (-2.7243968 56.0575358, -2.7242514 56.0568964)",2,
5036508,,St Andrew Street,residential,,False,False,171.793,"LINESTRING (-2.7243968 56.0575358, -2.7243424 56.0575336, -2.723795 56.0575119, -2.7216381 56.0576073)",,
5036509,,Bank Street,residential,,False,True,54.159,"LINESTRING (-2.7243968 56.0575358, -2.7244033 56.0575726, -2.7244497 56.057986, -2.7244537 56.0580218)",2,
5036508,,St Andrew Street,residential,,False,False,138.199,"LINESTRING (-2.7216381 56.0576073, -2.7206445 56.0576519, -2.7205962 56.0576534, -2.7200839 56.0576759, -2.7198157 56.0576729, -2.7195032 56.0576452, -2.7194214 56.0576497)",,
5036508,,St Andrew Street,residential,,False,True,171.793,"LINESTRING (-2.7216381 56.0576073, -2.723795 56.0575119, -2.7243424 56.0575336, -2.7243968 56.0575358)",,
61725685,,St Margaret's Road,residential,,False,False,62.437,"LINESTRING (-2.7216381 56.0576073, -2.7216385 56.0575728, -2.721645 56.0570458)",,
5036504,B1346,Quality Street,secondary,30 mph,False,True,50.099999999999994,"LINESTRING (-2.716938 56.0582183, -2.7170278 56.0585403, -2.7170432 56.0585958, -2.7170621 56.0586635)",2,
