osmid,oneway,highway,maxspeed,reversed,length,geometry,lanes,ref,name,bridge,tunnel
5043068,True,trunk_link,30 mph,False,70.41,"LINESTRING (-1.7893505 51.0713354, -1.7894662 51.0710105, -1.7894625 51.0709304, -1.7894218 51.0708502, -1.7893253 51.0707285)",,,,,
196297824,True,trunk,40 mph,False,258.52,"LINESTRING (-1.7893505 51.0713354, -1.7895026 51.0710819, -1.7895523 51.0709076, -1.7896005 51.0707435, -1.789626 51.0705589, -1.7896528 51.0702468, -1.7897074 51.0692874, -1.7897186 51.0690353)",2,A36,Churchill Way East,,
"[98935862, 98935853, 8500974]",True,trunk_link,,False,179.622,"LINESTRING (-1.7897186 51.0690353, -1.7896973 51.0685579, -1.789681 51.0684295, -1.7896544 51.068259, -1.7896302 51.068144, -1.7895494 51.0679008, -1.7894799 51.0677085, -1.7893311 51.0674488)",,,,yes,
"[196297824, 98935852, 98935854, 151223831, 151223832]",True,trunk,40 mph,False,282.825,"LINESTRING (-1.7897186 51.0690353, -1.7897481 51.0684356, -1.7897414 51.0682586, -1.7897011 51.068028, -1.7896411 51.0678242, -1.7895523 51.0676141, -1.789508 51.0675137, -1.7894141 51.0673454, -1.7892878 51.0671645, -1.7890862 51.0669137, -1.7888331 51.0666033)",2,A36,Churchill Way East,yes,
5011021,False,residential,,True,138.775,"LINESTRING (-1.7892194 51.0720999, -1.7892716 51.0720931, -1.7894659 51.0720676, -1.7907533 51.0718989, -1.7911638 51.0718451)",,,Bourne Hill,,
134119439,False,residential,,False,96.04599999999999,"LINESTRING (-1.7892194 51.0720999, -1.7889551 51.072134, -1.7888736 51.0721734, -1.78833 51.0727023)",,,Estcourt Road,,
4675412,True,trunk_link,,False,60.498000000000005,"LINESTRING (-1.7892848 51.071577, -1.7891471 51.0718475, -1.7891352 51.0719095, -1.7892194 51.0720999)",,,,,
98935858,True,trunk,40 mph,False,287.07800000000003,"LINESTRING (-1.7898696 51.0690486, -1.7898031 51.0702774, -1.7897769 51.0705193, -1.7897216 51.0708183, -1.7896068 51.071089, -1.7894844 51.0712988, -1.7892848 51.071577)",2,A36,Churchill Way East,,
75278236,True,residential,,False,94.88499999999999,"LINESTRING (-1.7930105 51.0696414, -1.7929412 51.069648, -1.7928755 51.069648, -1.7926506 51.0696242, -1.7916679 51.0695298)",,,Winchester Street,,
149296130,True,tertiary,30 mph,False,106.55499999999999,"LINESTRING (-1.7930105 51.0696414, -1.7930152 51.0695341, -1.7929295 51.0690743, -1.7929142 51.0689869, -1.7928751 51.0687542, -1.7928718 51.0687311, -1.7928658 51.0686884)",,,Brown Street,,
8234020,True,tertiary,30 mph,False,81.102,"LINESTRING (-1.7924095 51.0658581, -1.7924562 51.0658393, -1.7925436 51.0658374, -1.7933093 51.0658874, -1.7935556 51.065905)",2,,St Ann Street,,
66466620,False,residential,,False,10.95,"LINESTRING (-1.7924095 51.0658581, -1.7923511 51.06584, -1.7922609 51.06583)",2,,St Ann Street,,
66466621,True,tertiary,30 mph,False,106.13,"LINESTRING (-1.7935556 51.065905, -1.7935524 51.06598, -1.7935565 51.0661647, -1.793658 51.0668099, -1.793664 51.0668561)",,,St John's Street,,
149296122,False,tertiary,30 mph,False,10.78,"LINESTRING (-1.7936752 51.0669631, -1.7938283 51.066975)",,,New Street,,
149296129,True,residential,,False,35.334,"LINESTRING (-1.7936752 51.0669631, -1.7931716 51.0669344)",,,Ivy Street,,
149296124,True,tertiary,30 mph,False,187.02800000000002,"LINESTRING (-1.7936752 51.0669631, -1.7937015 51.067093, -1.793725 51.067241, -1.7937783 51.067587, -1.7940198 51.0686307)",,,Catherine Street,,
"[172402874, 25791310]",False,tertiary,30 mph,True,87.869,"LINESTRING (-1.7963156 51.071138, -1.7963314 51.0710002, -1.7963407 51.0709191, -1.7963487 51.0708619, -1.7963532 51.0708241, -1.7963922 51.0705061, -1.7963936 51.0704945, -1.7964213 51.0703507)",,,Castle Street,,
145237290,True,residential,,False,115.59799999999998,"LINESTRING (-1.7963156 51.071138, -1.7960047 51.07116, -1.79574 51.0711917, -1.7949898 51.0712815, -1.7946868 51.0713178)",,,Scots Lane,,
149296118,True,tertiary,30 mph,False,33.225,"LINESTRING (-1.7965004 51.0696944, -1.79632 51.0696408, -1.796131 51.0696266, -1.796046 51.0696202)",,,Blue Boar Row,,
"[149296120, 172310077]",False,tertiary,30 mph,"[False, True]",74.028,"LINESTRING (-1.7965004 51.0696944, -1.7965199 51.0697196, -1.796541 51.069769, -1.796489 51.0700459, -1.7964357 51.0702805, -1.7964213 51.0703507)",2,,Castle Street,,
8500957,True,tertiary,30 mph,False,88.531,"LINESTRING (-1.7942775 51.0696372, -1.7936351 51.0696411, -1.7935746 51.0696413, -1.7931512 51.0696427, -1.7930105 51.0696414)",,,Winchester Street,,
"[754405296, 172402873]",True,residential,,False,101.154,"LINESTRING (-1.7942775 51.0696372, -1.7944081 51.0702795, -1.7944676 51.070539)",,,Endless Street,,
66466619,True,tertiary,30 mph,False,203.99200000000002,"LINESTRING (-1.7928658 51.0686884, -1.7927367 51.068056, -1.792704 51.067897, -1.7926567 51.0676549, -1.7926138 51.0674426, -1.7925931 51.0673369, -1.7925707 51.0672251, -1.7924918 51.066869)",,,Brown Street,,
261315201,False,tertiary,20 mph,True,93.651,"LINESTRING (-1.7928658 51.0686884, -1.7923128 51.068646, -1.7915436 51.0685534)",2,,Milford Street,,
779499745,True,tertiary,30 mph,False,113.76,"LINESTRING (-1.7924918 51.066869, -1.7924049 51.0662444, -1.7923623 51.0659373, -1.7923704 51.0658901, -1.7924095 51.0658581)",,,Brown Street,,
5011022,False,residential,,False,93.083,"LINESTRING (-1.7911638 51.0718451, -1.7909254 51.0710215)",,,Greencroft Street,,
5011021,False,residential,,False,138.775,"LINESTRING (-1.7911638 51.0718451, -1.7907533 51.0718989, -1.7894659 51.0720676, -1.7892716 51.0720931, -1.7892194 51.0720999)",,,Bourne Hill,,
8500951,False,residential,,False,84.969,"LINESTRING (-1.7911638 51.0718451, -1.7912724 51.0718322, -1.792356 51.0716943)",,,Bedwin Street,,
5011022,False,residential,,True,21.221,"LINESTRING (-1.7906027 51.0694333, -1.7906531 51.0696215)",,,Greencroft Street,,
754405295,False,residential,,False,45.763,"LINESTRING (-1.7906027 51.0694333, -1.7899558 51.069369)",,,Winchester Street,,
8500960,False,residential,,True,114.721,"LINESTRING (-1.7906027 51.0694333, -1.7904259 51.0685691, -1.7904006 51.0684553, -1.7904122 51.0684104)",,,Guilder Lane,,
754405295,False,residential,,True,45.763,"LINESTRING (-1.7899558 51.069369, -1.7906027 51.0694333)",,,Winchester Street,,
8158315,False,tertiary,30 mph,True,27.158,"LINESTRING (-1.7895055 51.0683209, -1.7895287 51.0685647)",,,Rampart Road,,
150957655,False,tertiary,30 mph,True,65.111,"LINESTRING (-1.7895055 51.0683209, -1.7886801 51.0683086, -1.7885739 51.0683084)",,,Milford Hill,,
"[261315201, 172297134]",False,tertiary,"['20 mph', '30 mph']",False,64.15,"LINESTRING (-1.7895055 51.0683209, -1.7899663 51.0683598, -1.7900815 51.0683713, -1.7904122 51.0684104)",2,,Milford Street,,
172405341,False,tertiary,30 mph,False,200.087,"LINESTRING (-1.7895055 51.0683209, -1.7893443 51.0678792, -1.789213 51.0675596, -1.7891404 51.0673894, -1.7890821 51.0672622, -1.7890083 51.0671584, -1.7887185 51.0668379, -1.7886036 51.0667079, -1.7885332 51.0666454)",,,Rampart Road,,
5043053,False,residential,,False,35.795,"LINESTRING (-1.7893253 51.0707285, -1.7891932 51.0707488, -1.7888212 51.0707845)",,,Kelsey Road,,
8158315,False,tertiary,30 mph,False,179.879,"LINESTRING (-1.7893253 51.0707285, -1.7894459 51.0706736, -1.7894909 51.0705927, -1.7895235 51.0704052, -1.7895399 51.0700977, -1.7895259 51.0698827, -1.7895198 51.0697895, -1.7895884 51.0691573)",,,Rampart Road,,
5043053,False,residential,,True,35.795,"LINESTRING (-1.7888212 51.0707845, -1.7891932 51.0707488, -1.7893253 51.0707285)",,,Kelsey Road,,
134119441,False,residential,,True,76.547,"LINESTRING (-1.7946868 51.0713178, -1.7936306 51.0715007)",,,Bedwin Street,,
145237286,False,residential,,True,33.364,"LINESTRING (-1.7946868 51.0713178, -1.7947732 51.0716129)",,,Endless Street,,
510289562,False,residential,,False,87.943,"LINESTRING (-1.7946868 51.0713178, -1.7944676 51.070539)",,,Endless Street,,
28136939,True,residential,,False,81.875,"LINESTRING (-1.7944676 51.070539, -1.7933207 51.07069)",,,Salt Lane,,
510289562,False,residential,,True,87.943,"LINESTRING (-1.7944676 51.070539, -1.7946868 51.0713178)",,,Endless Street,,
145237285,True,residential,,False,138.114,"LINESTRING (-1.7944676 51.070539, -1.7949556 51.0704909, -1.7954606 51.0704412, -1.7956679 51.0704207, -1.7962772 51.0703607, -1.7964213 51.0703507)",,,Chipper Lane,,
8500954,False,residential,,True,92.71,"LINESTRING (-1.7933207 51.07069, -1.7936306 51.0715007)",,,Rollestone Street,,
134119442,True,residential,,False,118.596,"LINESTRING (-1.7933207 51.07069, -1.7931618 51.0701528, -1.7930105 51.0696414)",,,Rollestone Street,,
172402871,False,residential,,False,89.16,"LINESTRING (-1.7933207 51.07069, -1.7929512 51.0707435, -1.7920772 51.07087)",,,Salt Lane,,
8500951,False,residential,,False,91.62100000000001,"LINESTRING (-1.792356 51.0716943, -1.7927439 51.0716363, -1.7936306 51.0715007)",,,Bedwin Street,,
8500951,False,residential,,True,84.969,"LINESTRING (-1.792356 51.0716943, -1.7912724 51.0718322, -1.7911638 51.0718451)",,,Bedwin Street,,
33103197,False,residential,,True,93.70500000000001,"LINESTRING (-1.792356 51.0716943, -1.7922079 51.0712564, -1.7921703 51.0711454, -1.7921269 51.071017, -1.7920772 51.07087)",,,Saint Edmund's Church Street,,
33103197,False,residential,,False,45.143,"LINESTRING (-1.7916679 51.0695298, -1.7917897 51.0699285)",,,Saint Edmund's Church Street,,
33103220,False,residential,,True,108.918,"LINESTRING (-1.7916679 51.0695298, -1.7915436 51.0685534)",,,Pennyfarthing Street,,
75278236,True,residential,,False,75.201,"LINESTRING (-1.7916679 51.0695298, -1.791304 51.0694937, -1.7906027 51.0694333)",,,Winchester Street,,
33103220,False,residential,,False,108.918,"LINESTRING (-1.7915436 51.0685534, -1.7916679 51.0695298)",,,Pennyfarthing Street,,
33103231,False,residential,,True,71.242,"LINESTRING (-1.7915436 51.0685534, -1.7914035 51.0680706, -1.7913607 51.0679231)",,,Gigant Street,,
261315201,False,tertiary,20 mph,False,93.651,"LINESTRING (-1.7915436 51.0685534, -1.7923128 51.068646, -1.7928658 51.0686884)",2,,Milford Street,,
261315201,False,tertiary,20 mph,True,80.63900000000001,"LINESTRING (-1.7915436 51.0685534, -1.7909103 51.0684737, -1.7908848 51.0684705, -1.7904122 51.0684104)",2,,Milford Street,,
98854266,False,residential,,True,33.189,"LINESTRING (-1.7904122 51.0684104, -1.7903591 51.0681138)",,,Culver Street,,
8500960,False,residential,,False,114.721,"LINESTRING (-1.7904122 51.0684104, -1.7904006 51.0684553, -1.7904259 51.0685691, -1.7906027 51.0694333)",,,Guilder Lane,,
261315201,False,tertiary,20 mph,False,80.63900000000001,"LINESTRING (-1.7904122 51.0684104, -1.7908848 51.0684705, -1.7909103 51.0684737, -1.7915436 51.0685534)",2,,Milford Street,,
"[261315201, 172297134]",False,tertiary,"['20 mph', '30 mph']",True,64.15,"LINESTRING (-1.7904122 51.0684104, -1.7900815 51.0683713, -1.7899663 51.0683598, -1.7895055 51.0683209)",2,,Milford Street,,
66466620,False,residential,,True,11.338,"LINESTRING (-1.7907844 51.0660911, -1.7909384 51.066059)",2,,St Ann Street,,
8500962,False,residential,,False,79.175,"LINESTRING (-1.7907844 51.0660911, -1.79109 51.0667067, -1.7911028 51.0667734)",,,Love Lane,,
66466620,False,residential,,False,63.34,"LINESTRING (-1.7907844 51.0660911, -1.7899744 51.0662633, -1.7899258 51.0662737)",2,,St Ann Street,,
8500971,False,unclassified,,True,18.973,"LINESTRING (-1.7900458 51.0673766, -1.7897744 51.0673818)",,,,,
8500970,True,trunk_link,,False,26.928,"LINESTRING (-1.7900458 51.0673766, -1.7899756 51.0674331, -1.7899222 51.0675037, -1.78991 51.0675957)",,,,,
8500971,False,unclassified,,False,31.859,"LINESTRING (-1.7893311 51.0674488, -1.7897744 51.0673818)",,,,,
98935862,True,trunk_link,,False,100.799,"LINESTRING (-1.7893311 51.0674488, -1.789249 51.0673214, -1.7891457 51.0671848, -1.7890403 51.0670683, -1.7889528 51.0669236, -1.7888331 51.0666033)",,,,,
3736768,True,trunk,40 mph,False,209.93999999999997,"LINESTRING (-1.7892376 51.0647422, -1.7891102 51.0649835, -1.7890464 51.0651086, -1.7889483 51.0653399, -1.7888795 51.0655311, -1.7888238 51.0657361, -1.7887956 51.0658855, -1.7887839 51.0660338, -1.7888018 51.06615, -1.7888327 51.0662955, -1.788902 51.0664707, -1.7889624 51.0665804)",2,A36,Churchill Way East,,
"[3736768, 98935856, 98935858, 151223829, 151223830]",True,trunk,40 mph,False,287.039,"LINESTRING (-1.7889624 51.0665804, -1.7891607 51.0668485, -1.7895569 51.0673312, -1.7896498 51.0675025, -1.7897285 51.0676708, -1.7898017 51.0678569, -1.7898425 51.0680526, -1.7898763 51.0682502, -1.7898789 51.0684415, -1.7898696 51.0690486)",2,A36,Churchill Way East,yes,
98933892,True,trunk_link,,False,106.25999999999999,"LINESTRING (-1.7889624 51.0665804, -1.78935 51.0668768, -1.7895396 51.0670807, -1.789686 51.0672476, -1.7897744 51.0673818)",,,,,
22931792,True,tertiary,20 mph,False,80.976,"LINESTRING (-1.7940198 51.0686307, -1.7935823 51.068669, -1.7934629 51.0686722, -1.7929247 51.0686868, -1.7928658 51.0686884)",2,,Milford Street,,
"[149296128, 32452016]",True,tertiary,20 mph,False,279.39,"LINESTRING (-1.7940198 51.0686307, -1.7946661 51.0685311, -1.7947265 51.0685214, -1.7956853 51.0683682, -1.7957318 51.0683608, -1.795802 51.0683496, -1.7964814 51.0682448, -1.7971756 51.0681576, -1.7972759 51.0681718, -1.7973069 51.0681864, -1.7973196 51.0682179, -1.7972654 51.0683907, -1.7972321 51.068489, -1.7972305 51.0685644)",,,"['New Canal', 'High Street']",,
22931601,False,residential,,False,73.074,"LINESTRING (-1.7900653 51.0666979, -1.7901404 51.0667121, -1.7911028 51.0667734)",,,Barnard Street,,
28198316,False,unclassified,,True,66.236,"LINESTRING (-1.7900653 51.0666979, -1.7901582 51.067176, -1.7901813 51.0672891)",,,Culver Street,,
98938989,False,residential,,True,47.191,"LINESTRING (-1.7900653 51.0666979, -1.7894974 51.0666933, -1.78939 51.0666932)",,,Payne's Hill,,
98939328,False,residential,,False,48.166000000000004,"LINESTRING (-1.7900653 51.0666979, -1.7899664 51.0663971, -1.7899258 51.0662737)",,,Dolphin Street,,
8500962,False,residential,,True,79.175,"LINESTRING (-1.7911028 51.0667734, -1.79109 51.0667067, -1.7907844 51.0660911)",,,Love Lane,,
22931601,False,residential,,True,73.074,"LINESTRING (-1.7911028 51.0667734, -1.7901404 51.0667121, -1.7900653 51.0666979)",,,Barnard Street,,
33103231,False,residential,,False,60.72,"LINESTRING (-1.7911028 51.0667734, -1.791102 51.0668253, -1.7911274 51.0669966, -1.791199 51.0672638, -1.7912099 51.0673145)",,,Gigant Street,,
98938995,True,residential,,False,97.692,"LINESTRING (-1.7911028 51.0667734, -1.7923185 51.0668666, -1.7924918 51.066869)",,,Trinity Street,,
"[293527392, 22931609, 293527391]",False,unclassified,,False,93.854,"LINESTRING (-1.7975989 51.0673664, -1.7976173 51.0673049, -1.7976276 51.0672617, -1.7976764 51.0670897, -1.7977112 51.0669621, -1.7977198 51.0669224, -1.7977401 51.066842, -1.7977942 51.0666545, -1.7978552 51.0665391)",1,,High Street,,building_passage
149296122,False,tertiary,30 mph,True,267.04699999999997,"LINESTRING (-1.7975989 51.0673664, -1.7974876 51.0673558, -1.7965691 51.0672621, -1.7959161 51.0671941, -1.7952715 51.0671275, -1.7938522 51.0669769, -1.7938283 51.066975)",,,New Street,,
"[22931761, 149296125, 62343910]",False,tertiary,30 mph,"[False, True]",225.557,"LINESTRING (-1.7975989 51.0673664, -1.7976858 51.0673746, -1.7977402 51.0673793, -1.7980854 51.0674119, -1.7981108 51.0674143, -1.7982882 51.0674313, -1.7988585 51.0674973, -1.7990063 51.0675239, -1.7991182 51.0675492, -1.7992284 51.0675819, -1.7993487 51.0676246, -1.7996704 51.0677742, -1.7997711 51.0678229, -1.8000836 51.0679907, -1.8002035 51.0680688, -1.8003549 51.0681659, -1.8004184 51.0682069)",,,"['Crane Street', 'Crane Bridge', 'Crane Bridge Road']",yes,
293527392,False,unclassified,,False,8.703,"LINESTRING (-1.7978552 51.0665391, -1.7979025 51.0664667)",,,High Street,,
27616162,False,residential,,True,134.926,"LINESTRING (-1.7978552 51.0665391, -1.7981552 51.0665834, -1.7987644 51.0666734, -1.7988493 51.0666781, -1.7989098 51.0666279, -1.7990457 51.0663671, -1.7990773 51.0662628, -1.7990874 51.0661336)",,,Choristers Square,,
"[293527392, 22931609, 293527391]",False,unclassified,,True,93.85399999999998,"LINESTRING (-1.7978552 51.0665391, -1.7977942 51.0666545, -1.7977401 51.066842, -1.7977198 51.0669224, -1.7977112 51.0669621, -1.7976764 51.0670897, -1.7976276 51.0672617, -1.7976173 51.0673049, -1.7975989 51.0673664)",1,,High Street,,building_passage
640590366,False,residential,,True,8.605,"LINESTRING (-1.7981553 51.0661034, -1.7980396 51.0660769)",,,North Walk,,
22931612,False,residential,,False,65.416,"LINESTRING (-1.7981553 51.0661034, -1.7983058 51.0661252, -1.7990874 51.0661336)",,,Choristers Square,,
404485001,True,unclassified,,False,44.527,"LINESTRING (-1.7981553 51.0661034, -1.7980577 51.0663132, -1.7979025 51.0664667)",,,,,
22931612,False,residential,,True,65.416,"LINESTRING (-1.7990874 51.0661336, -1.7983058 51.0661252, -1.7981553 51.0661034)",,,Choristers Square,,
27616162,False,residential,,False,134.926,"LINESTRING (-1.7990874 51.0661336, -1.7990773 51.0662628, -1.7990457 51.0663671, -1.7989098 51.0666279, -1.7988493 51.0666781, -1.7987644 51.0666734, -1.7981552 51.0665834, -1.7978552 51.0665391)",,,Choristers Square,,
"[954077208, 28136937]",True,tertiary,30 mph,False,123.99699999999999,"LINESTRING (-1.796046 51.0696202, -1.7959089 51.0696197, -1.7954976 51.0696181, -1.7953015 51.0696173, -1.794873 51.069608, -1.7945236 51.0696035, -1.7945098 51.0696054, -1.7942775 51.0696372)",1,,Blue Boar Row,,
"[149296120, 172310077]",False,tertiary,30 mph,"[False, True]",74.02799999999999,"LINESTRING (-1.7964213 51.0703507, -1.7964357 51.0702805, -1.796489 51.0700459, -1.796541 51.069769, -1.7965199 51.0697196, -1.7965004 51.0696944)",2,,Castle Street,,
