osmid,oneway,highway,maxspeed,reversed,length,geometry,lanes,ref,name,bridge,tunnel
"[172402874, 25791310]",False,tertiary,30 mph,False,87.869,"LINESTRING (-1.7964213 51.0703507, -1.7963936 51.0704945, -1.7963922 51.0705061, -1.7963532 51.0708241, -1.7963487 51.0708619, -1.7963407 51.0709191, -1.7963314 51.0710002, -1.7963156 51.071138)",,,Castle Street,,
33103197,False,residential,,False,93.705,"LINESTRING (-1.7920772 51.07087, -1.7921269 51.071017, -1.7921703 51.0711454, -1.7922079 51.0712564, -1.792356 51.0716943)",,,Saint Edmund's Church Street,,
33103197,False,residential,,True,106.6,"LINESTRING (-1.7920772 51.07087, -1.7919556 51.0704719, -1.7917897 51.0699285)",,,Saint Edmund's Church Street,,
172402871,False,residential,,False,82.223,"LINESTRING (-1.7920772 51.07087, -1.7912119 51.0709816, -1.7909254 51.0710215)",,,Salt Lane,,
172402871,False,residential,,True,89.16,"LINESTRING (-1.7920772 51.07087, -1.7929512 51.0707435, -1.7933207 51.07069)",,,Salt Lane,,
8500954,False,residential,,False,92.71,"LINESTRING (-1.7936306 51.0715007, -1.7933207 51.07069)",,,Rollestone Street,,
134119441,False,residential,,False,76.547,"LINESTRING (-1.7936306 51.0715007, -1.7946868 51.0713178)",,,Bedwin Street,,
8500951,False,residential,,True,91.62100000000001,"LINESTRING (-1.7936306 51.0715007, -1.7927439 51.0716363, -1.792356 51.0716943)",,,Bedwin Street,,
"[145237289, 184281332, 184281333]",True,tertiary,30 mph,False,109.57900000000001,"LINESTRING (-1.8022747 51.0703841, -1.8021439 51.070353, -1.8020185 51.0703215, -1.8019057 51.0702899, -1.8017254 51.0702224, -1.8015268 51.0701497, -1.801489 51.0701351, -1.8013741 51.0700874, -1.8012087 51.0700181, -1.8009276 51.0698878)",2,,Fisherton Street,yes,
"[145237288, 648794424, 184281333, 145237287]",True,tertiary,30 mph,False,303.946,"LINESTRING (-1.8009276 51.0698878, -1.8006043 51.0697261, -1.8004509 51.0696541, -1.8003102 51.0695801, -1.7997963 51.0693069, -1.7996269 51.0692165, -1.7995893 51.0691969, -1.7994278 51.0691197, -1.7993035 51.0690572, -1.7989809 51.0688965, -1.7988547 51.0688453, -1.7987315 51.0688032, -1.7985996 51.0687686, -1.7983848 51.06872, -1.7983175 51.0687057, -1.7980671 51.0686688, -1.7980042 51.0686606, -1.7977444 51.0686348, -1.7974927 51.0686053, -1.7973174 51.0685826, -1.7972305 51.0685644)",2,,"['Bridge Street', 'Fisherton Street']",yes,
245256334,False,unclassified,,True,87.77799999999999,"LINESTRING (-1.8009276 51.0698878, -1.8008475 51.069968, -1.8007908 51.070054, -1.8006604 51.070438, -1.8006868 51.0705664, -1.8007235 51.0706425)",,,Summerlock Approach,,
145180608,True,residential,,False,80.22,"LINESTRING (-1.78833 51.0727023, -1.7893103 51.0730779)",,,College Street,,
134119439,False,residential,,True,96.046,"LINESTRING (-1.78833 51.0727023, -1.7888736 51.0721734, -1.7889551 51.072134, -1.7892194 51.0720999)",,,Estcourt Road,,
172405341,False,tertiary,30 mph,True,200.087,"LINESTRING (-1.7885332 51.0666454, -1.7886036 51.0667079, -1.7887185 51.0668379, -1.7890083 51.0671584, -1.7890821 51.0672622, -1.7891404 51.0673894, -1.789213 51.0675596, -1.7893443 51.0678792, -1.7895055 51.0683209)",,,Rampart Road,,
26470032,False,residential,,True,45.307,"LINESTRING (-1.7938938 51.0726979, -1.7944655 51.0725056)",,,Belle Vue Road,,
27490367,False,residential,,False,148.413,"LINESTRING (-1.7956214 51.0659405, -1.7957797 51.0646095)",,,Bishop's Walk,,
261309914,False,residential,,False,88.34299999999999,"LINESTRING (-1.7956214 51.0659405, -1.7966096 51.0659836, -1.7968822 51.0659989)",,,North Walk,,
261309914,False,residential,,True,121.119,"LINESTRING (-1.7956214 51.0659405, -1.7945015 51.0658989, -1.7942196 51.0658908, -1.7938907 51.0658813)",,,North Walk,,
27490367,False,residential,,True,148.413,"LINESTRING (-1.7957797 51.0646095, -1.7956214 51.0659405)",,,Bishop's Walk,,
"[22931761, 125424954, 125424978]",False,tertiary,30 mph,True,104.748,"LINESTRING (-1.801648 51.0685581, -1.8014842 51.0686005, -1.8013431 51.068618, -1.8013192 51.068621, -1.8011784 51.0686156, -1.8011452 51.0686094, -1.8010684 51.0685952, -1.801002 51.0685605, -1.8008152 51.068463, -1.8005006 51.0682599, -1.8004184 51.0682069)",,,Crane Bridge Road,yes,
66466620,False,residential,,False,11.338,"LINESTRING (-1.7909384 51.066059, -1.7907844 51.0660911)",2,,St Ann Street,,
28198309,False,residential,,True,116.72000000000001,"LINESTRING (-1.7909384 51.066059, -1.7908328 51.0658579, -1.7906725 51.0655576, -1.7906567 51.065506, -1.7906552 51.0654598, -1.7906621 51.0653981, -1.7906862 51.0653359, -1.790746 51.0652871, -1.7908094 51.0652648, -1.7908799 51.0652545, -1.7909875 51.0652529, -1.7911087 51.0652536)",,,St Ann Place,,
66466620,False,residential,,True,66.977,"LINESTRING (-1.7909384 51.066059, -1.7913837 51.0659752, -1.7918566 51.0658862)",2,,St Ann Street,,
66466620,False,residential,,True,60.301,"LINESTRING (-1.7890973 51.0664254, -1.7892288 51.0664026, -1.78947 51.0663571, -1.7897717 51.0663019, -1.7899258 51.0662737)",2,,St Ann Street,,
28198316,False,unclassified,,False,66.236,"LINESTRING (-1.7901813 51.0672891, -1.7901582 51.067176, -1.7900653 51.0666979)",,,Culver Street,,
66466620,False,residential,,False,60.301,"LINESTRING (-1.7899258 51.0662737, -1.7897717 51.0663019, -1.78947 51.0663571, -1.7892288 51.0664026, -1.7890973 51.0664254)",2,,St Ann Street,,
66466620,False,residential,,True,63.34,"LINESTRING (-1.7899258 51.0662737, -1.7899744 51.0662633, -1.7907844 51.0660911)",2,,St Ann Street,,
98939328,False,residential,,True,48.166000000000004,"LINESTRING (-1.7899258 51.0662737, -1.7899664 51.0663971, -1.7900653 51.0666979)",,,Dolphin Street,,
"[28198320, 98938997]",False,residential,,False,146.52100000000002,"LINESTRING (-1.7898962 51.0654589, -1.7899177 51.0651524, -1.7899239 51.0651065, -1.7900081 51.0646876, -1.7900272 51.0646326, -1.7900647 51.0645872, -1.7901413 51.0645524, -1.7902159 51.064535, -1.7902877 51.0645258, -1.79045 51.064542, -1.7907272 51.0645698)",,,"['Blackfriars Way', 'Eyres Way']",,
28198323,False,residential,,True,61.077000000000005,"LINESTRING (-1.7907272 51.0645698, -1.7907063 51.0646569, -1.7907089 51.0646917, -1.7907266 51.0647272, -1.7908178 51.0647952, -1.7908382 51.0648292, -1.7908448 51.064876, -1.7908447 51.0648922, -1.790844 51.0650262, -1.7909501 51.0650279)",,,Friar's Orchard,,
98938997,False,residential,,False,56.605999999999995,"LINESTRING (-1.7907272 51.0645698, -1.7911638 51.0646142, -1.7915263 51.0646532)",,,Blackfriars Way,,
"[28198320, 98938997]",False,residential,,True,146.521,"LINESTRING (-1.7907272 51.0645698, -1.79045 51.064542, -1.7902877 51.0645258, -1.7902159 51.064535, -1.7901413 51.0645524, -1.7900647 51.0645872, -1.7900272 51.0646326, -1.7900081 51.0646876, -1.7899239 51.0651065, -1.7899177 51.0651524, -1.7898962 51.0654589)",,,"['Blackfriars Way', 'Eyres Way']",,
"[1232719965, 98938997, 1232719964]",False,residential,,False,81.49900000000001,"LINESTRING (-1.7915263 51.0646532, -1.7923269 51.0647294, -1.7923692 51.0647334, -1.7925088 51.0647465, -1.792679 51.0647646)",,,Blackfriars Way,,building_passage
98938997,False,residential,,True,56.605999999999995,"LINESTRING (-1.7915263 51.0646532, -1.7911638 51.0646142, -1.7907272 51.0645698)",,,Blackfriars Way,,
28198323,False,residential,,False,61.077000000000005,"LINESTRING (-1.7909501 51.0650279, -1.790844 51.0650262, -1.7908447 51.0648922, -1.7908448 51.064876, -1.7908382 51.0648292, -1.7908178 51.0647952, -1.7907266 51.0647272, -1.7907089 51.0646917, -1.7907063 51.0646569, -1.7907272 51.0645698)",,,Friar's Orchard,,
79435400,False,residential,,False,73.45,"LINESTRING (-1.7967254 51.0666517, -1.7968074 51.0663761, -1.7968483 51.066197, -1.7968822 51.0659989)",,,Rosemary Lane,,
32402747,False,unclassified,,False,37.894000000000005,"LINESTRING (-1.7972015 51.0689047, -1.797219 51.068715, -1.7972305 51.0685644)",,,St Thomas's Square,,
40713293,False,residential,,False,46.772,"LINESTRING (-1.8007235 51.0706425, -1.8009016 51.0706219, -1.8009569 51.0705591, -1.8010066 51.0704018, -1.8010064 51.0703271)",,,Chapel Place,,
245256334,False,unclassified,,False,87.77799999999999,"LINESTRING (-1.8007235 51.0706425, -1.8006868 51.0705664, -1.8006604 51.070438, -1.8007908 51.070054, -1.8008475 51.069968, -1.8009276 51.0698878)",,,Summerlock Approach,,
