osmid,oneway,lanes,name,highway,maxspeed,junction,reversed,length,bridge,geometry,ref
1111387553,True,3,Newbridge Roundabout,primary,40 mph,circular,False,7.767,,"LINESTRING (-3.4012053 55.9389732, -3.4012651 55.9389119)",
"[32679321, 4273407]",True,3,Newbridge Roundabout,primary,40 mph,circular,False,60.601000000000006,yes,"LINESTRING (-3.4025855 55.9395696, -3.4024678 55.9396178, -3.4023148 55.9396569, -3.4021961 55.9396756, -3.4020441 55.9396866, -3.4018949 55.9396868, -3.401869 55.939684, -3.4018038 55.939677, -3.4016699 55.939653)",
1111387552,False,3,Newbridge Roundabout,primary,40 mph,circular,True,18.673000000000002,,"LINESTRING (-3.4025855 55.9395696, -3.4026921 55.9395129, -3.4027835 55.9394443)",
1126052831,True,2,Glasgow Road,primary,40 mph,,False,68.683,,"LINESTRING (-3.4013342 55.939511, -3.4011314 55.9393904, -3.4010139 55.9393286, -3.4008369 55.9392526, -3.4006664 55.9391969, -3.4004563 55.9391511)",A8
1209554693,True,3,Newbridge Roundabout,primary,40 mph,circular,False,62.69499999999999,,"LINESTRING (-3.4013342 55.939511, -3.4012561 55.939433, -3.4012108 55.9393744, -3.4011695 55.9392972, -3.4011387 55.9391758, -3.4011467 55.9391021, -3.4011576 55.9390618, -3.4011768 55.9390155, -3.4012053 55.9389732)",
4522201,True,,,motorway_link,40 mph,,False,213.963,,"LINESTRING (-3.4021912 55.9407554, -3.4019736 55.9403222, -3.4018066 55.940068, -3.4015986 55.9398368, -3.401395 55.9396662, -3.4012104 55.9395356, -3.4010524 55.9394375, -3.4008863 55.9393434, -3.4006805 55.9392474, -3.4004563 55.9391511)",M9
241153350,True,2,,motorway_link,40 mph,,False,127.17200000000001,,"LINESTRING (-3.4021912 55.9407554, -3.4020485 55.9403062, -3.4018404 55.9399091, -3.401744 55.9397524, -3.401721 55.9397149, -3.4016699 55.939653)",M9
1708,True,2,,motorway_link,50 mph,,False,387.65500000000003,,"LINESTRING (-3.400698 55.9351556, -3.4009826 55.9358969, -3.4013157 55.9366555, -3.401943 55.9377533, -3.4022474 55.9382983, -3.4023472 55.9385143)",M8
1708,True,2,,motorway_link,50 mph,,False,28.241,,"LINESTRING (-3.4023472 55.9385143, -3.4024008 55.9386264, -3.4024129 55.9386518, -3.4024277 55.9386866, -3.4024542 55.938761)",M8
5320153,True,1,,motorway_link,40 mph,,False,56.359,,"LINESTRING (-3.4023472 55.9385143, -3.4024979 55.9385926, -3.402663 55.9386411, -3.4027935 55.9386435, -3.4029496 55.938617, -3.4031246 55.938543)",M8
42618608,True,,Edinburgh Road,primary,40 mph,,False,21.004,,"LINESTRING (-3.4036738 55.9394305, -3.4034719 55.9394005, -3.4033489 55.9393799)",A89
551093440,False,4,Edinburgh Road,primary,40 mph,,True,164.803,,"LINESTRING (-3.4036738 55.9394305, -3.4042044 55.9395518, -3.4055684 55.9399092, -3.4060823 55.9400438)",A89
4522200,True,1,,motorway_link,40 mph,,False,42.998,,"LINESTRING (-3.4033489 55.9393799, -3.4031932 55.9394007, -3.4031149 55.9394151, -3.4030492 55.9394381, -3.4029774 55.9394784, -3.4029298 55.9395188, -3.40288 55.9395734, -3.4028469 55.9396098)",M9
42618608,True,,Edinburgh Road,primary,40 mph,,False,33.396,,"LINESTRING (-3.4033489 55.9393799, -3.4032024 55.93936, -3.4030832 55.9393491, -3.4030053 55.9393512, -3.4029749 55.9393555, -3.4029181 55.9393636, -3.4028334 55.9393898)",A89
42618611,True,,Old Liston Road,secondary,40 mph,,False,42.943,,"LINESTRING (-3.4030719 55.9386449, -3.403038 55.9387559, -3.4029397 55.9388748, -3.4028813 55.9389456, -3.4028329 55.9390042)",B7030
120426049,False,2,Old Liston Road,secondary,40 mph,,True,11.912,,"LINESTRING (-3.4030719 55.9386449, -3.4030694 55.9386435, -3.4031246 55.938543)",B7030
120426049,False,2,Old Liston Road,secondary,40 mph,,False,11.912,,"LINESTRING (-3.4031246 55.938543, -3.4030694 55.9386435, -3.4030719 55.9386449)",B7030
120426049,False,2,Old Liston Road,secondary,40 mph,,True,83.89999999999999,,"LINESTRING (-3.4031246 55.938543, -3.4032536 55.9383483, -3.4032834 55.9383032, -3.4034233 55.9381869, -3.403629 55.9380584, -3.403792 55.9379789, -3.4038831 55.9379388)",B7030
23274897,False,,Old Liston Road,unclassified,40 mph,,True,116.425,,"LINESTRING (-3.4038831 55.9379388, -3.4041465 55.9378368, -3.4044988 55.9377392, -3.4049081 55.9376515, -3.4052579 55.9376079, -3.4056156 55.9375875)",
120426049,False,2,Old Liston Road,secondary,40 mph,,False,83.9,,"LINESTRING (-3.4038831 55.9379388, -3.403792 55.9379789, -3.403629 55.9380584, -3.4034233 55.9381869, -3.4032834 55.9383032, -3.4032536 55.9383483, -3.4031246 55.938543)",B7030
"[784088352, 784088362]",False,2,Cliftonhall Road,secondary,40 mph,,True,129.559,,"LINESTRING (-3.4038831 55.9379388, -3.4036239 55.9377009, -3.4036081 55.9376859, -3.4031404 55.9372427, -3.4028526 55.9369273)",B7030
4746254,False,2,Chariot Drive,unclassified,20 mph,,False,131.94400000000002,,"LINESTRING (-3.4028526 55.9369273, -3.4029283 55.9369025, -3.4042162 55.9366103, -3.4048108 55.9364758)",
"[784088352, 784088362]",False,2,Cliftonhall Road,secondary,40 mph,,False,129.559,,"LINESTRING (-3.4028526 55.9369273, -3.4031404 55.9372427, -3.4036081 55.9376859, -3.4036239 55.9377009, -3.4038831 55.9379388)",B7030
