osmid,lanes,highway,maxspeed,junction,oneway,reversed,length,geometry,ref,name
4570060,2,primary,30 mph,roundabout,True,False,18.433,"LINESTRING (-3.1670329 51.8017349, -3.1671541 51.8017702, -3.1672533 51.801826)",,
4570060,2,primary,30 mph,roundabout,True,False,27.581999999999997,"LINESTRING (-3.1672533 51.801826, -3.1673215 51.8018971, -3.1673531 51.8019774, -3.1673453 51.80206)",,
835608749,,primary,30 mph,,True,False,36.481,"LINESTRING (-3.1672533 51.801826, -3.1674463 51.8018762, -3.167581 51.8018925, -3.1677632 51.801908)",A4047,King Street
4570060,2,primary,30 mph,roundabout,True,False,15.486,"LINESTRING (-3.1673453 51.80206, -3.1673086 51.8021258, -3.1672467 51.802184)",,
78481596,,residential,,,False,True,52.736,"LINESTRING (-3.1800857 51.7984776, -3.1804231 51.7980517)",,
577321135,2,secondary,20 mph,,False,False,41.956,"LINESTRING (-3.1800857 51.7984776, -3.1796414 51.798219)",B4248,George Street
78480836,2,residential,30 mph,,False,True,155.21499999999997,"LINESTRING (-3.1800857 51.7984776, -3.1800753 51.7985307, -3.1798081 51.798815, -3.1797776 51.7988392, -3.1797253 51.7988686, -3.1796291 51.7989015, -3.17952 51.7989296, -3.1793367 51.7989701, -3.1790891 51.799015, -3.1788629 51.7990479, -3.1787822 51.7990596, -3.178603 51.7991008, -3.1783121 51.799199)",,Well Street
78481591,,residential,,,False,True,35.956,"LINESTRING (-3.1796414 51.798219, -3.1801325 51.798108)",,Windsor Road
221352886,2,residential,30 mph,,True,False,35.796,"LINESTRING (-3.1796414 51.798219, -3.1791567 51.7983364)",,Worcester Street
577321135,2,secondary,20 mph,,False,True,41.956,"LINESTRING (-3.1796414 51.798219, -3.1800857 51.7984776)",B4248,George Street
76375031,2,secondary,20 mph,,False,False,64.976,"LINESTRING (-3.1796414 51.798219, -3.1794431 51.7981084, -3.1793807 51.7980736, -3.1788684 51.7978879)",B4248,Bailey Street
78481597,,residential,,,False,False,43.262,"LINESTRING (-3.1795075 51.7980636, -3.1801325 51.798108)",,
78480828,,unclassified,,,False,False,48.997,"LINESTRING (-3.1735948 51.7965058, -3.1736413 51.7969455)",,Catholic Road
220871703,2,secondary,20 mph,,False,False,73.654,"LINESTRING (-3.1735948 51.7965058, -3.1743648 51.7965233, -3.1746645 51.796537)",B4248,
220871703,2,secondary,20 mph,,False,True,72.893,"LINESTRING (-3.1735948 51.7965058, -3.1731538 51.7964986, -3.1725355 51.796483)",B4248,
220871703,2,secondary,20 mph,,False,False,78.756,"LINESTRING (-3.1713909 51.7964597, -3.1725355 51.796483)",B4248,
220758925,,secondary,50 mph,,True,False,50.211,"LINESTRING (-3.1713909 51.7964597, -3.1712444 51.7964823, -3.1710619 51.7965379, -3.1709271 51.7965987, -3.1707582 51.7966747)",B4248,
220871699,2,primary,,,True,False,35.465,"LINESTRING (-3.1705426 51.7960769, -3.1705789 51.7962965, -3.1706435 51.7963862)",A467,
220871701,2,primary,50 mph,,False,False,377.572,"LINESTRING (-3.1705426 51.7960769, -3.1706507 51.7958394, -3.1708016 51.7956203, -3.1710131 51.7953844, -3.1712371 51.7951945, -3.1714996 51.7950244, -3.1718983 51.7947965, -3.1724519 51.7945582, -3.1729445 51.7943752, -3.1733331 51.7942634, -3.1738375 51.7941406, -3.1745466 51.7939951)",A467,
24387810,2,primary,30 mph,roundabout,True,False,8.138,"LINESTRING (-3.1751931 51.7939769, -3.1750806 51.7939542)",,
692093751,2,primary,50 mph,,False,False,384.28499999999997,"LINESTRING (-3.1681562 51.8002669, -3.1683115 51.8000684, -3.1683303 51.8000367, -3.1684666 51.799791, -3.1687075 51.7992863, -3.169009 51.798691, -3.1692699 51.7981761, -3.1696939 51.797646, -3.1702485 51.7970811)",A467,
692093751,2,primary,50 mph,,False,True,143.056,"LINESTRING (-3.1681562 51.8002669, -3.1679531 51.8004835, -3.1677216 51.8006683, -3.1674266 51.8008889, -3.1669605 51.8011869, -3.1668697 51.8012715)",A467,
"[76375368, 1086659711]",,residential,,,False,True,58.711,"LINESTRING (-3.1681562 51.8002669, -3.1680463 51.800243, -3.1676143 51.8001491, -3.1673549 51.8000849)",,Daren-felen Road
692093751,2,primary,50 mph,,False,False,143.056,"LINESTRING (-3.1668697 51.8012715, -3.1669605 51.8011869, -3.1674266 51.8008889, -3.1677216 51.8006683, -3.1679531 51.8004835, -3.1681562 51.8002669)",A467,
692093752,2,primary,30 mph,,True,False,57.225,"LINESTRING (-3.1668697 51.8012715, -3.1668346 51.8013678, -3.1667995 51.8014547, -3.166823 51.8015571, -3.1668679 51.8016206, -3.1668728 51.8016276, -3.1670329 51.8017349)",A467,
220758938,2,tertiary,30 mph,,False,True,18.84,"LINESTRING (-3.1749232 51.7972407, -3.1750242 51.7970832)",,Market Square
76374704,,unclassified,,,False,False,73.89800000000001,"LINESTRING (-3.1749232 51.7972407, -3.1747591 51.7971694, -3.1747269 51.7971313, -3.1746355 51.7967371, -3.1746263 51.7966874, -3.1746163 51.7966787, -3.1745992 51.7966744, -3.1745552 51.7966734)",,Station Road
220758938,2,tertiary,30 mph,,False,False,59.969,"LINESTRING (-3.1749232 51.7972407, -3.1748341 51.7974027, -3.174787 51.7974807, -3.1747527 51.797539, -3.1747305 51.7975697, -3.1746891 51.7976262, -3.1745765 51.7977327)",,Market Square
220758938,2,tertiary,30 mph,,False,False,118.366,"LINESTRING (-3.1745765 51.7977327, -3.1742107 51.7979691, -3.1741226 51.798026, -3.1734041 51.798512)",,Market Square
220758938,2,tertiary,30 mph,,False,True,59.969,"LINESTRING (-3.1745765 51.7977327, -3.1746891 51.7976262, -3.1747305 51.7975697, -3.1747527 51.797539, -3.174787 51.7974807, -3.1748341 51.7974027, -3.1749232 51.7972407)",,Market Square
505692043,2,unclassified,30 mph,,False,True,32.621,"LINESTRING (-3.1745765 51.7977327, -3.1746673 51.797781, -3.1747951 51.7978904, -3.1748611 51.7979642)",,Beaufort Street
78480830,2,residential,30 mph,,False,False,6.79,"LINESTRING (-3.1734041 51.798512, -3.1733086 51.7984965)",,Clarence Street
220758938,2,tertiary,30 mph,,False,False,24.374,"LINESTRING (-3.1734041 51.798512, -3.173367 51.7986212, -3.1733217 51.7987251)",,Market Square
220758938,2,tertiary,30 mph,,False,True,118.36600000000001,"LINESTRING (-3.1734041 51.798512, -3.1741226 51.798026, -3.1742107 51.7979691, -3.1745765 51.7977327)",,Market Square
"[78481520, 26338886]",,residential,,,False,"[False, True]",84.045,"LINESTRING (-3.1733217 51.7987251, -3.1734288 51.7987986, -3.1735571 51.7988759, -3.1735745 51.7989266, -3.1732119 51.7993671)",,Lower Bailey Street
220758938,2,tertiary,30 mph,,False,False,77.994,"LINESTRING (-3.1733217 51.7987251, -3.1732109 51.7988468, -3.1725073 51.7992021)",,Market Square
