osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,width,tunnel
36214693,A857,Sràid a' Chaisteil,primary,30 mph,False,False,35.37,"LINESTRING (-6.3904571 58.2084167, -6.3904855 58.2083572, -6.3904557 58.2082647, -6.3903819 58.2081065)",,,
36214697,,Mol a Tuath,residential,,False,False,55.186,"LINESTRING (-6.3904571 58.2084167, -6.3906245 58.208419, -6.3911121 58.2083817, -6.3913893 58.2083548)",,,
"[389453352, 36214716, 36214694]",A857,"['Sràid Chrombail', 'Mol a Tuath']",primary,30 mph,False,True,240.46900000000005,"LINESTRING (-6.3904571 58.2084167, -6.3903998 58.2084392, -6.3903087 58.2084613, -6.3902208 58.2084748, -6.389512 58.2085533, -6.3891651 58.2086317, -6.3887566 58.2087797, -6.3886183 58.2088394, -6.3885018 58.2089269, -6.3884681 58.2090102, -6.3884536 58.2091175, -6.3885452 58.2093498, -6.3886155 58.2096216, -6.3886822 58.2098962)",,,
33881786,,Mol a Deas,residential,,False,True,71.512,"LINESTRING (-6.3900762 58.2078021, -6.390253 58.2077428, -6.3912052 58.2075636)",,,
36214693,A857,Sràid a' Chaisteil,primary,30 mph,False,True,41.109,"LINESTRING (-6.3900762 58.2078021, -6.3902101 58.2078354, -6.3902973 58.2078983, -6.3903563 58.2079972, -6.3903819 58.2081065)",,,
154044493,A857,Mol a Deas,primary,30 mph,False,False,199.47600000000003,"LINESTRING (-6.3900762 58.2078021, -6.3899325 58.2078071, -6.3897233 58.2078375, -6.3892096 58.2079251, -6.3888218 58.2079848, -6.3887747 58.2079906, -6.3885364 58.2080099, -6.3880034 58.2080229, -6.3874999 58.2079939, -6.3871072 58.2079414, -6.3869509 58.2079165, -6.3867616 58.2078792)",,,
36214725,B8027,Rathad MhicMhathain,secondary,30 mph,False,False,101.71499999999999,"LINESTRING (-6.38347 58.212721, -6.3830669 58.2118801, -6.3830448 58.2118341)",,,
38165588,,Sraid nan Ros,residential,,False,True,53.303,"LINESTRING (-6.38347 58.212721, -6.3835153 58.2126933, -6.3842933 58.2125256)",,,
99600,,Rathad Chnoc nan Gobhar,tertiary,,False,False,92.49099999999999,"LINESTRING (-6.3826639 58.2110562, -6.3820941 58.211282, -6.3820706 58.2112913, -6.3820206 58.2113111, -6.3815478 58.2114981, -6.3814016 58.2115559)",,,
36214725,B8027,Rathad MhicMhathain,secondary,30 mph,False,False,186.55,"LINESTRING (-6.3826639 58.2110562, -6.381961 58.2095496, -6.3819038 58.209427)",,,
36214725,B8027,Rathad MhicMhathain,secondary,30 mph,False,True,89.33,"LINESTRING (-6.3826639 58.2110562, -6.3829301 58.2115999, -6.3830448 58.2118341)",,,
460747015,,Sràid na h-Eaglaise,tertiary,,False,True,139.11700000000002,"LINESTRING (-6.3826639 58.2110562, -6.3837474 58.210658, -6.3839954 58.2105654, -6.3841738 58.2105258, -6.3847103 58.2104484)",,,
171662049,,Rathad a' Phlanntail,residential,,False,True,92.951,"LINESTRING (-6.3838967 58.2117162, -6.3842933 58.2125256)",,,
290714646,,Sràid na h-Alba,residential,,False,False,51.594,"LINESTRING (-6.3838967 58.2117162, -6.3830448 58.2118341)",,,
290714646,,Sràid na h-Alba,residential,,False,True,82.542,"LINESTRING (-6.3838967 58.2117162, -6.3852582 58.2115248)",,,
171662049,,Rathad a' Phlanntail,residential,,False,False,92.951,"LINESTRING (-6.3842933 58.2125256, -6.3838967 58.2117162)",,,
38165588,,Sraid nan Ros,residential,,False,False,53.303,"LINESTRING (-6.3842933 58.2125256, -6.3835153 58.2126933, -6.38347 58.212721)",,,
290714646,,Sràid na h-Alba,residential,,False,True,51.594,"LINESTRING (-6.3830448 58.2118341, -6.3838967 58.2117162)",,,
36214725,B8027,Rathad MhicMhathain,secondary,30 mph,False,False,89.33,"LINESTRING (-6.3830448 58.2118341, -6.3829301 58.2115999, -6.3826639 58.2110562)",,,
36214725,B8027,Rathad MhicMhathain,secondary,30 mph,False,True,101.71499999999999,"LINESTRING (-6.3830448 58.2118341, -6.3830669 58.2118801, -6.38347 58.212721)",,,
99598,,An Cladhan,residential,,False,False,50.459,"LINESTRING (-6.3862452 58.2126612, -6.3860808 58.2126488, -6.3855929 58.2123878)",,,
33881930,,Sràid Chàidh,residential,,False,False,143.97299999999998,"LINESTRING (-6.3862452 58.2126612, -6.3863236 58.2123386, -6.386404 58.2121662, -6.3864496 58.2119826, -6.3864747 58.2117881, -6.3863803 58.2113792)",,,
38207601,,Sràid Chàidh,residential,,True,False,125.13,"LINESTRING (-6.3863803 58.2113792, -6.3858553 58.2102884)",,,
290714646,,Sràid na h-Alba,residential,,False,False,67.693,"LINESTRING (-6.3863803 58.2113792, -6.3852582 58.2115248)",,,
33881930,,Sràid Chàidh,residential,,False,True,143.97299999999998,"LINESTRING (-6.3863803 58.2113792, -6.3864747 58.2117881, -6.3864496 58.2119826, -6.386404 58.2121662, -6.3863236 58.2123386, -6.3862452 58.2126612)",,,
99600,,Rathad Chnoc nan Gobhar,tertiary,,False,False,63.71,"LINESTRING (-6.3814016 58.2115559, -6.3805284 58.2118975)",,,
99600,,Rathad Chnoc nan Gobhar,tertiary,,False,True,92.491,"LINESTRING (-6.3814016 58.2115559, -6.3815478 58.2114981, -6.3820206 58.2113111, -6.3820706 58.2112913, -6.3820941 58.211282, -6.3826639 58.2110562)",,,
38092322,,Cearcall Chnoc nan Gobhar,residential,,False,False,69.82699999999998,"LINESTRING (-6.3814016 58.2115559, -6.3814339 58.2116548, -6.3812886 58.2118638, -6.3812383 58.2119361, -6.381038 58.2120679, -6.381008 58.2120876, -6.3809677 58.2121141)",,,
99600,,Rathad Chnoc nan Gobhar,tertiary,,False,True,63.71,"LINESTRING (-6.3805284 58.2118975, -6.3814016 58.2115559)",,,
38092321,,Cearcall Chnoc nan Gobhar,residential,,False,False,35.245,"LINESTRING (-6.3805284 58.2118975, -6.3809677 58.2121141)",,,
33881738,,Iomair Sligeach,tertiary,30 mph,False,False,194.408,"LINESTRING (-6.3855634 58.2075178, -6.3854827 58.2074107, -6.3851729 58.2072638, -6.3847338 58.2071248, -6.3842605 58.2069527, -6.3836829 58.206727, -6.3832981 58.2065632, -6.3830509 58.2064099)",,,
36214701,A866,Sràid Sheumais,primary,30 mph,False,False,61.063,"LINESTRING (-6.3855634 58.2075178, -6.3853812 58.2076041, -6.3852227 58.2076448, -6.3851857 58.2076543, -6.384627 58.2077361)",,,
154044493,A857,Mol a Deas,primary,30 mph,False,True,80.898,"LINESTRING (-6.3855634 58.2075178, -6.3861172 58.2076767, -6.3867616 58.2078792)",,,
36214701,A866,Sràid Sheumais,primary,30 mph,False,True,136.399,"LINESTRING (-6.3814226 58.2086109, -6.3815559 58.2085787, -6.3818917 58.2084701, -6.3824862 58.2082604, -6.3826253 58.2082125, -6.3833837 58.2079513)",,,
36214725,B8027,Rathad MhicMhathain,secondary,30 mph,False,True,35.384,"LINESTRING (-6.3814226 58.2086109, -6.3814822 58.2086924, -6.3816605 58.2089033)",,,
36227198,,Sràid Leòdhais,residential,,False,True,97.944,"LINESTRING (-6.3855929 58.2123878, -6.3852582 58.2115248)",,,
99598,,An Cladhan,residential,,False,False,48.581,"LINESTRING (-6.3855929 58.2123878, -6.3852995 58.2122351, -6.3850028 58.2120808)",,,
99598,,An Cladhan,residential,,False,True,50.459,"LINESTRING (-6.3855929 58.2123878, -6.3860808 58.2126488, -6.3862452 58.2126612)",,,
36227198,,Sràid Leòdhais,residential,,False,False,97.944,"LINESTRING (-6.3852582 58.2115248, -6.3855929 58.2123878)",,,
290714646,,Sràid na h-Alba,residential,,False,False,82.542,"LINESTRING (-6.3852582 58.2115248, -6.3838967 58.2117162)",,,
290714646,,Sràid na h-Alba,residential,,False,True,67.693,"LINESTRING (-6.3852582 58.2115248, -6.3863803 58.2113792)",,,
36227198,,Sràid Leòdhais,residential,,False,True,123.919,"LINESTRING (-6.3852582 58.2115248, -6.3852207 58.2114473, -6.3847103 58.2104484)",,,
99599,,Sràid na h-Alba,residential,,True,False,115.89,"LINESTRING (-6.3882989 58.2111248, -6.3863803 58.2113792)",,,
198444941,,Sràid Choinnich,residential,,False,False,33.421,"LINESTRING (-6.3882989 58.2111248, -6.3883627 58.2112483, -6.3885845 58.2113753)",,,
33881901,,Sràid na h-Eaglaise,tertiary,,True,False,56.502,"LINESTRING (-6.3877461 58.2100187, -6.3886822 58.2098962)",,,
33881473,,Sràid Choinnich,residential,,True,False,127.184,"LINESTRING (-6.3877461 58.2100187, -6.3878382 58.2102031, -6.3879126 58.2103519, -6.3879879 58.2105026, -6.38807 58.2106667, -6.3881159 58.2107586, -6.3882989 58.2111248)",,,
36214716,A857,Sràid Chrombail,primary,30 mph,False,False,165.159,"LINESTRING (-6.3885845 58.2113753, -6.3886276 58.2113018, -6.3886425 58.2112729, -6.3886718 58.2111378, -6.3886938 58.2109799, -6.3887061 58.2108915, -6.3887081 58.2103796, -6.3886822 58.2098962)",,,
198444941,,Sràid Choinnich,residential,,False,True,33.421,"LINESTRING (-6.3885845 58.2113753, -6.3883627 58.2112483, -6.3882989 58.2111248)",,,
112976270,,Sràid Fhrangain,residential,,True,False,113.13,"LINESTRING (-6.3870176 58.2085666, -6.3851645 58.208853)",1,4,
33881473,,Sràid Choinnich,residential,,True,False,167.00900000000001,"LINESTRING (-6.3870176 58.2085666, -6.38712 58.208766, -6.3871446 58.2088152, -6.3873454 58.2092169, -6.3874063 58.2093389, -6.3874153 58.2093568, -6.3874767 58.2094797, -6.3874885 58.2095034, -6.3875107 58.2095478, -6.3877461 58.2100187)",,,
33881473,,Sràid Choinnich,residential,,True,False,78.486,"LINESTRING (-6.3867616 58.2078792, -6.3867474 58.2080203, -6.3870176 58.2085666)",,,
154044493,A857,Mol a Deas,primary,30 mph,False,False,80.898,"LINESTRING (-6.3867616 58.2078792, -6.3861172 58.2076767, -6.3855634 58.2075178)",,,
154044493,A857,Mol a Deas,primary,30 mph,False,True,199.476,"LINESTRING (-6.3867616 58.2078792, -6.3869509 58.2079165, -6.3871072 58.2079414, -6.3874999 58.2079939, -6.3880034 58.2080229, -6.3885364 58.2080099, -6.3887747 58.2079906, -6.3888218 58.2079848, -6.3892096 58.2079251, -6.3897233 58.2078375, -6.3899325 58.2078071, -6.3900762 58.2078021)",,,
36214693,A857,Sràid a' Chaisteil,primary,30 mph,False,False,41.109,"LINESTRING (-6.3903819 58.2081065, -6.3903563 58.2079972, -6.3902973 58.2078983, -6.3902101 58.2078354, -6.3900762 58.2078021)",,,
36214693,A857,Sràid a' Chaisteil,primary,30 mph,False,True,35.37,"LINESTRING (-6.3903819 58.2081065, -6.3904557 58.2082647, -6.3904855 58.2083572, -6.3904571 58.2084167)",,,
33881786,,Mol a Deas,residential,,False,False,71.512,"LINESTRING (-6.3912052 58.2075636, -6.390253 58.2077428, -6.3900762 58.2078021)",,,
33881786,,Mol a Deas,residential,,False,True,23.018,"LINESTRING (-6.3912052 58.2075636, -6.3912307 58.2075628, -6.3914142 58.2075568, -6.3915781 58.2075133)",,,
36214709,,Sràid a' Chidhe,residential,,True,False,45.943,"LINESTRING (-6.3912052 58.2075636, -6.3913051 58.2078041, -6.3913532 58.2079278, -6.3913748 58.2079669)",,,
"[389453352, 36214716, 36214694]",A857,"['Sràid Chrombail', 'Mol a Tuath']",primary,30 mph,False,False,240.46900000000002,"LINESTRING (-6.3886822 58.2098962, -6.3886155 58.2096216, -6.3885452 58.2093498, -6.3884536 58.2091175, -6.3884681 58.2090102, -6.3885018 58.2089269, -6.3886183 58.2088394, -6.3887566 58.2087797, -6.3891651 58.2086317, -6.389512 58.2085533, -6.3902208 58.2084748, -6.3903087 58.2084613, -6.3903998 58.2084392, -6.3904571 58.2084167)",,,
36214716,A857,Sràid Chrombail,primary,30 mph,False,True,165.15900000000002,"LINESTRING (-6.3886822 58.2098962, -6.3887081 58.2103796, -6.3887061 58.2108915, -6.3886938 58.2109799, -6.3886718 58.2111378, -6.3886425 58.2112729, -6.3886276 58.2113018, -6.3885845 58.2113753)",,,
36227198,,Sràid Leòdhais,residential,,False,True,165.662,"LINESTRING (-6.3847103 58.2104484, -6.3840024 58.209006)",,,
460747015,,Sràid na h-Eaglaise,tertiary,,False,True,69.391,"LINESTRING (-6.3847103 58.2104484, -6.3858553 58.2102884)",,,
36227198,,Sràid Leòdhais,residential,,False,False,123.919,"LINESTRING (-6.3847103 58.2104484, -6.3852207 58.2114473, -6.3852582 58.2115248)",,,
460747015,,Sràid na h-Eaglaise,tertiary,,False,False,139.11700000000002,"LINESTRING (-6.3847103 58.2104484, -6.3841738 58.2105258, -6.3839954 58.2105654, -6.3837474 58.210658, -6.3826639 58.2110562)",,,
38091349,,Sràid Leòdhais,residential,,True,False,74.415,"LINESTRING (-6.3833837 58.2079513, -6.3837813 58.2085869)",,,
36214701,A866,Sràid Sheumais,primary,30 mph,False,False,136.399,"LINESTRING (-6.3833837 58.2079513, -6.3826253 58.2082125, -6.3824862 58.2082604, -6.3818917 58.2084701, -6.3815559 58.2085787, -6.3814226 58.2086109)",,,
36214701,A866,Sràid Sheumais,primary,30 mph,False,True,76.734,"LINESTRING (-6.3833837 58.2079513, -6.383815 58.207862, -6.3842637 58.2077922, -6.3844102 58.2077695, -6.384627 58.2077361)",,,
