osmid,highway,maxspeed,oneway,reversed,length,geometry,lanes,ref,width,junction,name,bridge
26030955,residential,20 mph,False,False,89.289,"LINESTRING (-3.8277548 57.1959966, -3.8280209 57.1959816, -3.8280906 57.1959934, -3.828156 57.1960152, -3.8281968 57.1960425, -3.8282172 57.1960722, -3.8281571 57.1963988, -3.8281735 57.1964753, -3.8282518 57.1965343, -3.8283048 57.1965488)",,,,,Kinveachy Gardens,
26031471,residential,20 mph,False,False,24.044,"LINESTRING (-3.8313465 57.1962007, -3.8313814 57.1959853)",,,5.5,,Craig na Gower Avenue,
26031562,residential,20 mph,False,False,137.47,"LINESTRING (-3.8291009 57.195119, -3.8291659 57.1951181, -3.8313828 57.1951171)",,,5.5,,Craig na Gower Avenue,
41738428,secondary,20 mph,False,False,158.01,"LINESTRING (-3.8291009 57.195119, -3.8291031 57.1951659, -3.8291294 57.1962006, -3.8291312 57.1963211, -3.8291344 57.1965399)",2,B9152,,,,
1018638950,secondary,20 mph,False,True,101.934,"LINESTRING (-3.8291009 57.195119, -3.8290966 57.1949261, -3.8290908 57.1946864, -3.8290961 57.1944041, -3.8290739 57.1942027)",2,B9152,,,Grampian Road,
26031471,residential,20 mph,False,False,74.711,"LINESTRING (-3.8313828 57.1951171, -3.8314029 57.1944453)",,,5.5,,Craig na Gower Avenue,
26031471,residential,20 mph,False,True,73.734,"LINESTRING (-3.8313828 57.1951171, -3.8313876 57.1957802)",,,5.5,,Craig na Gower Avenue,
26031562,residential,20 mph,False,True,137.47,"LINESTRING (-3.8313828 57.1951171, -3.8291659 57.1951181, -3.8291009 57.195119)",,,5.5,,Craig na Gower Avenue,
32236728,residential,20 mph,False,True,43.847,"LINESTRING (-3.8285909 57.1942337, -3.8278672 57.1942756)",2,,,,,
125103461,residential,20 mph,False,False,59.364,"LINESTRING (-3.8285909 57.1942337, -3.8284709 57.1937038)",,,,,The Glen,
32236728,residential,20 mph,False,False,29.302999999999997,"LINESTRING (-3.8285909 57.1942337, -3.8289946 57.1942072, -3.8290739 57.1942027)",2,,,,,
26031471,residential,20 mph,False,True,74.711,"LINESTRING (-3.8314029 57.1944453, -3.8313828 57.1951171)",,,5.5,,Craig na Gower Avenue,
90063894,residential,20 mph,False,False,36.686,"LINESTRING (-3.8314029 57.1944453, -3.830794 57.194441)",,,5.5,,Craig na Gower Avenue,
26031471,residential,20 mph,False,False,98.885,"LINESTRING (-3.8314029 57.1944453, -3.8313955 57.1938719, -3.8308128 57.1938616)",,,5.5,,Craig na Gower Avenue,
32236728,residential,20 mph,False,True,29.302999999999997,"LINESTRING (-3.8290739 57.1942027, -3.8289946 57.1942072, -3.8285909 57.1942337)",2,,,,,
1018638950,secondary,20 mph,False,False,101.934,"LINESTRING (-3.8290739 57.1942027, -3.8290961 57.1944041, -3.8290908 57.1946864, -3.8290966 57.1949261, -3.8291009 57.195119)",2,B9152,,,Grampian Road,
"[120948074, 1018638950]",secondary,20 mph,False,True,140.37400000000002,"LINESTRING (-3.8290739 57.1942027, -3.8289687 57.1936863, -3.82895 57.1935954, -3.8289352 57.1935133, -3.8288523 57.1931465, -3.8288076 57.1929486)",2,B9152,,,Grampian Road,
26031728,residential,20 mph,False,False,53.923,"LINESTRING (-3.8269989 57.1961219, -3.8268728 57.1956418)",,,,,Seafield Place,
113677842,residential,20 mph,False,False,8.084,"LINESTRING (-3.8269989 57.1961219, -3.8268686 57.1961393)",,,,,,
113677842,residential,20 mph,False,True,8.332,"LINESTRING (-3.8269989 57.1961219, -3.8271368 57.1961161)",,,,,,
26031728,residential,20 mph,False,True,148.897,"LINESTRING (-3.8271712 57.1943374, -3.8270472 57.194525, -3.8267878 57.1949921, -3.8267889 57.1951967, -3.8268253 57.195386, -3.8268728 57.1956418)",,,,,Seafield Place,
32236728,residential,20 mph,False,False,43.080000000000005,"LINESTRING (-3.8271712 57.1943374, -3.8272065 57.1943199, -3.8272682 57.1943086, -3.8278672 57.1942756)",2,,,,,
"[32236728, 262599360]",residential,20 mph,False,True,32.285,"LINESTRING (-3.8271712 57.1943374, -3.8270872 57.1943277, -3.8268726 57.194338, -3.8267706 57.194354, -3.8266553 57.1943846)",2,,,,Railway Terrace,
26031578,residential,20 mph,False,False,37.605,"LINESTRING (-3.8266553 57.1943846, -3.8268657 57.1940662)",,,,,Railway Terrace,
26031578,residential,20 mph,False,True,185.914,"LINESTRING (-3.8266553 57.1943846, -3.825995 57.195384, -3.825683 57.1958562, -3.8258723 57.1958929)",,,,,Railway Terrace,
"[262599360, 32236728]",residential,20 mph,False,False,32.285000000000004,"LINESTRING (-3.8266553 57.1943846, -3.8267706 57.194354, -3.8268726 57.194338, -3.8270872 57.1943277, -3.8271712 57.1943374)",2,,,,Railway Terrace,
26031846,residential,20 mph,False,False,8.2,"LINESTRING (-3.8288553 57.1956252, -3.8288325 57.1955525)",,,,,Cairngorm Avenue,
26031942,unclassified,20 mph,False,True,46.126,"LINESTRING (-3.828095 57.1928975, -3.8281627 57.1929364, -3.8282331 57.1929607, -3.8283022 57.1929742, -3.8283939 57.1929799, -3.8286706 57.1929589, -3.8287427 57.1929535, -3.8288076 57.1929486)",2,,,,Myrtlefield,
113696113,unclassified,20 mph,False,True,41.571999999999996,"LINESTRING (-3.828095 57.1928975, -3.8280628 57.1928488, -3.8280447 57.1927961, -3.8280433 57.1927344, -3.8280782 57.1926054, -3.8281065 57.1925305)",,,,,Myrtlefield,
277890777,residential,20 mph,False,False,171.10000000000002,"LINESTRING (-3.828095 57.1928975, -3.8280326 57.1929146, -3.8279732 57.1929425, -3.8279113 57.192988, -3.8279857 57.1930163, -3.8280796 57.1930555, -3.8281541 57.1930922, -3.8281687 57.193113, -3.8282213 57.1933942, -3.8282068 57.1934536, -3.828173 57.1935144, -3.8278376 57.1938931, -3.827818 57.193934, -3.8278135 57.1939764, -3.8278617 57.194245, -3.8278672 57.1942756)",2,,,,Myrtlefield,
32236728,residential,20 mph,False,False,43.847,"LINESTRING (-3.8278672 57.1942756, -3.8285909 57.1942337)",2,,,,,
32236728,residential,20 mph,False,True,43.080000000000005,"LINESTRING (-3.8278672 57.1942756, -3.8272682 57.1943086, -3.8272065 57.1943199, -3.8271712 57.1943374)",2,,,,,
277890777,residential,20 mph,False,True,171.1,"LINESTRING (-3.8278672 57.1942756, -3.8278617 57.194245, -3.8278135 57.1939764, -3.827818 57.193934, -3.8278376 57.1938931, -3.828173 57.1935144, -3.8282068 57.1934536, -3.8282213 57.1933942, -3.8281687 57.193113, -3.8281541 57.1930922, -3.8280796 57.1930555, -3.8279857 57.1930163, -3.8279113 57.192988, -3.8279732 57.1929425, -3.8280326 57.1929146, -3.828095 57.1928975)",2,,,,Myrtlefield,
26031728,residential,20 mph,False,True,53.923,"LINESTRING (-3.8268728 57.1956418, -3.8269989 57.1961219)",,,,,Seafield Place,
26031728,residential,20 mph,False,False,148.89700000000002,"LINESTRING (-3.8268728 57.1956418, -3.8268253 57.195386, -3.8267889 57.1951967, -3.8267878 57.1949921, -3.8270472 57.194525, -3.8271712 57.1943374)",,,,,Seafield Place,
26032085,residential,20 mph,False,False,118.479,"LINESTRING (-3.8268728 57.1956418, -3.8279259 57.1955985, -3.8282173 57.1955837, -3.8288325 57.1955525)",,,,,Cairngorm Avenue,
26031942,unclassified,20 mph,False,False,46.126,"LINESTRING (-3.8288076 57.1929486, -3.8287427 57.1929535, -3.8286706 57.1929589, -3.8283939 57.1929799, -3.8283022 57.1929742, -3.8282331 57.1929607, -3.8281627 57.1929364, -3.828095 57.1928975)",2,,,,Myrtlefield,
"[120948074, 1018638950]",secondary,20 mph,False,False,140.374,"LINESTRING (-3.8288076 57.1929486, -3.8288523 57.1931465, -3.8289352 57.1935133, -3.82895 57.1935954, -3.8289687 57.1936863, -3.8290739 57.1942027)",2,B9152,,,Grampian Road,
120948074,secondary,20 mph,False,True,140.441,"LINESTRING (-3.8288076 57.1929486, -3.8287478 57.1927152, -3.8287426 57.1926546, -3.8287446 57.192567, -3.8287652 57.1924633, -3.8288402 57.1920421, -3.8288718 57.1918815, -3.8289127 57.1918059, -3.8289781 57.1917578, -3.8290481 57.1917228)",2,B9152,,,Grampian Road,
26031846,residential,20 mph,False,True,8.2,"LINESTRING (-3.8288325 57.1955525, -3.8288553 57.1956252)",,,,,Cairngorm Avenue,
26031846,residential,20 mph,False,False,79.83200000000001,"LINESTRING (-3.8288325 57.1955525, -3.8288197 57.1954397, -3.8287793 57.1950854, -3.8287514 57.1948359)",,,,,Cairngorm Avenue,
26032085,residential,20 mph,False,True,118.47900000000001,"LINESTRING (-3.8288325 57.1955525, -3.8282173 57.1955837, -3.8279259 57.1955985, -3.8268728 57.1956418)",,,,,Cairngorm Avenue,
26031846,residential,20 mph,False,True,79.83200000000001,"LINESTRING (-3.8287514 57.1948359, -3.8287793 57.1950854, -3.8288197 57.1954397, -3.8288325 57.1955525)",,,,,Cairngorm Avenue,
"[443333451, 113677828]",residential,20 mph,False,False,42.436,"LINESTRING (-3.8287514 57.1948359, -3.8287376 57.194816, -3.8287373 57.1947948, -3.8287503 57.1947748, -3.8287752 57.1947585, -3.8288089 57.1947477, -3.8288294 57.1947447, -3.8288686 57.1947448, -3.8289053 57.1947521, -3.8289399 57.1947692, -3.828957 57.1947883, -3.8289609 57.1948094, -3.8289513 57.1948299, -3.8289176 57.1948531, -3.828883 57.194863, -3.8288443 57.1948659, -3.828806 57.1948614, -3.8287728 57.1948502, -3.8287514 57.1948359)",,,,,,
"[443333451, 113677828]",residential,20 mph,False,True,42.43599999999999,"LINESTRING (-3.8287514 57.1948359, -3.8287728 57.1948502, -3.828806 57.1948614, -3.8288443 57.1948659, -3.828883 57.194863, -3.8289176 57.1948531, -3.8289513 57.1948299, -3.8289609 57.1948094, -3.828957 57.1947883, -3.8289399 57.1947692, -3.8289053 57.1947521, -3.8288686 57.1947448, -3.8288294 57.1947447, -3.8288089 57.1947477, -3.8287752 57.1947585, -3.8287503 57.1947748, -3.8287373 57.1947948, -3.8287376 57.194816, -3.8287514 57.1948359)",,,,,,
90063879,residential,20 mph,False,True,57.194,"LINESTRING (-3.8304321 57.1959777, -3.8313814 57.1959853)",,,5.5,,Craig na Gower Avenue,
26031471,residential,20 mph,False,False,22.809,"LINESTRING (-3.8313814 57.1959853, -3.8313876 57.1957802)",,,5.5,,Craig na Gower Avenue,
26031471,residential,20 mph,False,True,24.044,"LINESTRING (-3.8313814 57.1959853, -3.8313465 57.1962007)",,,5.5,,Craig na Gower Avenue,
90063879,residential,20 mph,False,False,57.194,"LINESTRING (-3.8313814 57.1959853, -3.8304321 57.1959777)",,,5.5,,Craig na Gower Avenue,
90063885,residential,20 mph,False,True,14.846,"LINESTRING (-3.8308027 57.1937282, -3.8308128 57.1938616)",,,5.5,,Craig na Gower Avenue,
90063899,residential,20 mph,False,True,55.907,"LINESTRING (-3.8323156 57.1957754, -3.8313876 57.1957802)",,,5.5,,Craig na Gower Avenue,
26031471,residential,20 mph,False,False,15.659,"LINESTRING (-3.8308128 57.1938616, -3.8307981 57.1940022)",,,5.5,,Craig na Gower Avenue,
90063885,residential,20 mph,False,False,14.846,"LINESTRING (-3.8308128 57.1938616, -3.8308027 57.1937282)",,,5.5,,Craig na Gower Avenue,
26031471,residential,20 mph,False,True,98.885,"LINESTRING (-3.8308128 57.1938616, -3.8313955 57.1938719, -3.8314029 57.1944453)",,,5.5,,Craig na Gower Avenue,
90063894,residential,20 mph,False,True,36.686,"LINESTRING (-3.830794 57.194441, -3.8314029 57.1944453)",,,5.5,,Craig na Gower Avenue,
26031471,residential,20 mph,False,True,15.659,"LINESTRING (-3.8307981 57.1940022, -3.8308128 57.1938616)",,,5.5,,Craig na Gower Avenue,
26031471,residential,20 mph,False,False,73.734,"LINESTRING (-3.8313876 57.1957802, -3.8313828 57.1951171)",,,5.5,,Craig na Gower Avenue,
26031471,residential,20 mph,False,True,22.809,"LINESTRING (-3.8313876 57.1957802, -3.8313814 57.1959853)",,,5.5,,Craig na Gower Avenue,
90063899,residential,20 mph,False,False,55.907,"LINESTRING (-3.8313876 57.1957802, -3.8323156 57.1957754)",,,5.5,,Craig na Gower Avenue,
113677842,residential,20 mph,False,False,8.332,"LINESTRING (-3.8271368 57.1961161, -3.8269989 57.1961219)",,,,,,
113677842,residential,20 mph,False,True,8.084,"LINESTRING (-3.8268686 57.1961393, -3.8269989 57.1961219)",,,,,,
41738428,secondary,20 mph,False,True,89.811,"LINESTRING (-3.8290607 57.1973533, -3.8291346 57.1965466)",2,B9152,,,,
113677844,residential,20 mph,False,True,75.991,"LINESTRING (-3.8290607 57.1973533, -3.8289764 57.1973522, -3.8281412 57.1973411, -3.8281533 57.1971561)",,,,,,
113677844,residential,20 mph,False,False,75.991,"LINESTRING (-3.8281533 57.1971561, -3.8281412 57.1973411, -3.8289764 57.1973522, -3.8290607 57.1973533)",,,,,,
113677834,residential,20 mph,False,True,11.569,"LINESTRING (-3.8283048 57.1965488, -3.828266 57.1966507)",,,,,,
26030955,residential,20 mph,False,False,50.175,"LINESTRING (-3.8283048 57.1965488, -3.8283787 57.1965584, -3.8288625 57.1965403, -3.829055 57.1965387, -3.8291344 57.1965399)",,,,,Kinveachy Gardens,
26030955,residential,20 mph,False,True,89.28900000000002,"LINESTRING (-3.8283048 57.1965488, -3.8282518 57.1965343, -3.8281735 57.1964753, -3.8281571 57.1963988, -3.8282172 57.1960722, -3.8281968 57.1960425, -3.828156 57.1960152, -3.8280906 57.1959934, -3.8280209 57.1959816, -3.8277548 57.1959966)",,,,,Kinveachy Gardens,
26031578,residential,20 mph,False,False,185.914,"LINESTRING (-3.8258723 57.1958929, -3.825683 57.1958562, -3.825995 57.195384, -3.8266553 57.1943846)",,,,,Railway Terrace,
113677834,residential,20 mph,False,False,11.569,"LINESTRING (-3.828266 57.1966507, -3.8283048 57.1965488)",,,,,,
113696113,unclassified,20 mph,False,False,41.572,"LINESTRING (-3.8281065 57.1925305, -3.8280782 57.1926054, -3.8280433 57.1927344, -3.8280447 57.1927961, -3.8280628 57.1928488, -3.828095 57.1928975)",,,,,Myrtlefield,
125103461,residential,20 mph,False,True,59.364,"LINESTRING (-3.8284709 57.1937038, -3.8285909 57.1942337)",,,,,The Glen,
26307452,unclassified,20 mph,True,False,14.688,"LINESTRING (-3.8317678 57.192008, -3.831969 57.1919334)",2,,,,,
"[130287114, 130287122]",unclassified,20 mph,False,False,153.995,"LINESTRING (-3.8317678 57.192008, -3.8315945 57.1920208, -3.8313569 57.1920199, -3.8310702 57.1919875, -3.8307153 57.1919292, -3.8304138 57.1918219, -3.8302819 57.1917825, -3.8301027 57.1917378, -3.829846 57.1916969, -3.8295226 57.1916662, -3.8293482 57.1916568)",2,,,,Santa Claus Drive,yes
421143121,residential,20 mph,True,False,15.675,"LINESTRING (-3.8328785 57.1924108, -3.8327656 57.1922838)",1,,,,Bynack More,
192306415,residential,20 mph,False,False,193.149,"LINESTRING (-3.8328785 57.1924108, -3.8328903 57.1925538, -3.8329413 57.1926976, -3.8330056 57.1928575, -3.8330177 57.192945, -3.8330252 57.192999, -3.8329938 57.1931021, -3.832893 57.1933558, -3.8327562 57.1937004, -3.8327642 57.1937832, -3.832842 57.193866, -3.8329359 57.1939067, -3.8331237 57.1939395, -3.8332665 57.1939446)",,,,,Bynack More,
192306415,residential,20 mph,False,True,193.149,"LINESTRING (-3.8332665 57.1939446, -3.8331237 57.1939395, -3.8329359 57.1939067, -3.832842 57.193866, -3.8327642 57.1937832, -3.8327562 57.1937004, -3.832893 57.1933558, -3.8329938 57.1931021, -3.8330252 57.192999, -3.8330177 57.192945, -3.8330056 57.1928575, -3.8329413 57.1926976, -3.8328903 57.1925538, -3.8328785 57.1924108)",,,,,Bynack More,
25993263,secondary,20 mph,True,False,20.612000000000002,"LINESTRING (-3.8291045 57.1915722, -3.8291573 57.1915645, -3.8292127 57.1915666, -3.829273 57.19158, -3.8293166 57.1916028, -3.8293432 57.1916321, -3.8293482 57.1916568)",,B9152,6,roundabout,,
26031578,residential,20 mph,False,True,37.605,"LINESTRING (-3.8268657 57.1940662, -3.8266553 57.1943846)",,,,,Railway Terrace,
26307454,unclassified,20 mph,False,False,11.782,"LINESTRING (-3.8325007 57.1921681, -3.8323279 57.1921185)",2,,,,,
421143158,unclassified,20 mph,True,False,17.805,"LINESTRING (-3.8325007 57.1921681, -3.8327962 57.1921706)",1,,,,,
26307454,unclassified,20 mph,False,True,11.782,"LINESTRING (-3.8323279 57.1921185, -3.8325007 57.1921681)",2,,,,,
421143163,unclassified,20 mph,True,False,17.276,"LINESTRING (-3.8323279 57.1921185, -3.8321039 57.1920215)",2,,,,,
421143161,unclassified,20 mph,True,False,16.846,"LINESTRING (-3.8319228 57.1917777, -3.8321448 57.1918698)",2,,,,,
90063880,unclassified,20 mph,True,False,216.84599999999998,"LINESTRING (-3.8319228 57.1917777, -3.8313585 57.1912911, -3.8308786 57.1908487, -3.8306447 57.1905974, -3.8306181 57.1904091, -3.8306597 57.1901242, -3.8306651 57.190076, -3.8306661 57.1900476, -3.830671 57.1900182)",2,,,,,
421143143,unclassified,20 mph,True,False,14.284000000000002,"LINESTRING (-3.8321448 57.1918698, -3.8321881 57.1918803, -3.8322228 57.1918978, -3.8322448 57.1919205, -3.8322518 57.191946, -3.832243 57.1919712)",1,,,roundabout,,
421143161,unclassified,20 mph,True,False,14.533,"LINESTRING (-3.8319895 57.1919033, -3.8319228 57.1917777)",2,,,,,
421143143,unclassified,20 mph,True,False,10.718,"LINESTRING (-3.8319895 57.1919033, -3.8320189 57.1918852, -3.8320571 57.1918729, -3.8321005 57.1918676, -3.8321448 57.1918698)",1,,,roundabout,,
421143143,unclassified,20 mph,True,False,3.588,"LINESTRING (-3.831969 57.1919334, -3.8319763 57.1919178, -3.8319895 57.1919033)",1,,,roundabout,,
421143163,unclassified,20 mph,True,False,17.159,"LINESTRING (-3.832243 57.1919712, -3.8323279 57.1921185)",2,,,,,
421143143,unclassified,20 mph,True,False,10.725999999999999,"LINESTRING (-3.832243 57.1919712, -3.8322212 57.1919922, -3.8321885 57.1920086, -3.8321481 57.1920187, -3.8321039 57.1920215)",1,,,roundabout,,
26307452,unclassified,20 mph,True,False,16.814,"LINESTRING (-3.8320467 57.1920135, -3.8317678 57.192008)",2,,,,,
421143143,unclassified,20 mph,True,False,10.713999999999999,"LINESTRING (-3.8320467 57.1920135, -3.8320104 57.1919996, -3.8319838 57.1919803, -3.8319695 57.1919575, -3.831969 57.1919334)",1,,,roundabout,,
421143143,unclassified,20 mph,True,False,3.578,"LINESTRING (-3.8321039 57.1920215, -3.8320745 57.1920191, -3.8320467 57.1920135)",1,,,roundabout,,
421143142,unclassified,20 mph,True,False,21.44,"LINESTRING (-3.8327962 57.1921706, -3.8328318 57.1921613, -3.8328709 57.1921577, -3.8329102 57.19216, -3.8329535 57.1921704, -3.8329882 57.192188, -3.8330102 57.1922107, -3.8330172 57.1922362, -3.8330084 57.1922614)",1,,,roundabout,,
421143158,unclassified,20 mph,True,False,17.297,"LINESTRING (-3.8327382 57.1922555, -3.8325007 57.1921681)",1,,,,,
421143142,unclassified,20 mph,True,False,10.719,"LINESTRING (-3.8327382 57.1922555, -3.832733 57.1922316, -3.8327417 57.1922079, -3.8327635 57.1921869, -3.8327962 57.1921706)",1,,,roundabout,,
421143142,unclassified,20 mph,True,False,3.583,"LINESTRING (-3.8330084 57.1922614, -3.8329952 57.1922758, -3.8329768 57.1922885)",1,,,roundabout,,
421143142,unclassified,20 mph,True,False,3.572,"LINESTRING (-3.8327656 57.1922838, -3.8327492 57.1922704, -3.8327382 57.1922555)",1,,,roundabout,,
421143121,residential,20 mph,True,False,14.833,"LINESTRING (-3.8329768 57.1922885, -3.8329364 57.1923388, -3.8328785 57.1924108)",1,,,,Bynack More,
421143142,unclassified,20 mph,True,False,14.290000000000001,"LINESTRING (-3.8329768 57.1922885, -3.8329384 57.1923036, -3.832893 57.1923111, -3.8328456 57.19231, -3.8328015 57.1923006, -3.8327656 57.1922838)",1,,,roundabout,,
41738428,secondary,20 mph,False,False,89.811,"LINESTRING (-3.8291346 57.1965466, -3.8290607 57.1973533)",2,B9152,,,,
41738428,secondary,20 mph,False,True,0.745,"LINESTRING (-3.8291346 57.1965466, -3.8291344 57.1965399)",2,B9152,,,,
25993045,residential,20 mph,False,True,205.84699999999998,"LINESTRING (-3.8291346 57.1965466, -3.8292069 57.1965462, -3.8293144 57.196552, -3.8294008 57.1965571, -3.8294832 57.1965679, -3.8295481 57.1966068, -3.8296006 57.196643, -3.8296095 57.1966933, -3.8295966 57.196731, -3.8295403 57.1967734, -3.8294416 57.1968147, -3.8293646 57.1968584, -3.8293147 57.1969225, -3.8292424 57.1976, -3.8292118 57.1978869, -3.8292201 57.1979452, -3.8292458 57.198, -3.8293261 57.198037, -3.829469 57.1980727)",,,5,,Milton Park,
41738428,secondary,20 mph,False,False,0.745,"LINESTRING (-3.8291344 57.1965399, -3.8291346 57.1965466)",2,B9152,,,,
26030955,residential,20 mph,False,True,50.175000000000004,"LINESTRING (-3.8291344 57.1965399, -3.829055 57.1965387, -3.8288625 57.1965403, -3.8283787 57.1965584, -3.8283048 57.1965488)",,,,,Kinveachy Gardens,
41738428,secondary,20 mph,False,True,158.01000000000002,"LINESTRING (-3.8291344 57.1965399, -3.8291312 57.1963211, -3.8291294 57.1962006, -3.8291031 57.1951659, -3.8291009 57.195119)",2,B9152,,,,
