osmid,ref,name,highway,maxspeed,oneway,reversed,length,lanes,bridge,geometry,junction
5151502,A940,St Catherine's Road,primary,30 mph,False,True,132.909,,,"LINESTRING (-3.6195881 57.6065169, -3.6197873 57.6077074)",
1238848352,A940,St Catherine's Road,primary,30 mph,False,False,24.033,,,"LINESTRING (-3.6195881 57.6065169, -3.6195468 57.6063019)",
"[130212027, 118758828, 118758830]",,Orchard Road,tertiary,30 mph,False,True,75.916,2,yes,"LINESTRING (-3.6195881 57.6065169, -3.6191707 57.6065626, -3.6190342 57.6065865, -3.6186629 57.6066652, -3.6183747 57.6067194)",
67413072,,Gordon Street,residential,30 mph,False,False,38.119,,,"LINESTRING (-3.6144012 57.609486, -3.6149278 57.6096808)",
89418401,B9011,High Street,secondary,30 mph,False,False,121.769,2,,"LINESTRING (-3.6144012 57.609486, -3.6144073 57.6094835, -3.6149794 57.6093069, -3.615033 57.6092895, -3.6150498 57.6092838, -3.6150904 57.6092713, -3.6154673 57.6091555, -3.6161266 57.6089012)",
89418401,B9011,High Street,secondary,30 mph,False,True,13.268,2,,"LINESTRING (-3.6144012 57.609486, -3.6143468 57.6095052, -3.6142078 57.609545)",
89418394,B9011,High Street,secondary,30 mph,False,False,7.348,2,,"LINESTRING (-3.6129045 57.6101811, -3.6129945 57.6101359)",
41215974,B9010,Tolbooth Street,secondary,30 mph,True,False,134.701,,,"LINESTRING (-3.6129045 57.6101811, -3.6125881 57.6099607, -3.6121936 57.609686, -3.6118502 57.6094549, -3.6115626 57.6092757, -3.6114974 57.6092331)",
89418394,B9011,High Street,secondary,30 mph,False,True,29.762999999999998,2,,"LINESTRING (-3.6129045 57.6101811, -3.6127552 57.6102565, -3.6125409 57.6103647)",
89418394,B9011,High Street,secondary,30 mph,False,False,27.642,2,,"LINESTRING (-3.6107822 57.6111913, -3.6111471 57.6110377)",
89413515,,Batchen Street,residential,30 mph,False,True,143.221,,,"LINESTRING (-3.6107822 57.6111913, -3.6110579 57.6113512, -3.6112742 57.6114767, -3.6116444 57.6116675, -3.6122854 57.6119582, -3.612348 57.6120106, -3.6124149 57.612117)",
89418394,B9011,High Street,secondary,30 mph,False,True,58.708,2,,"LINESTRING (-3.6107822 57.6111913, -3.6104157 57.6113391, -3.6099947 57.6115088)",
10366409,,Castle Street,residential,30 mph,False,False,106.907,2,,"LINESTRING (-3.6173304 57.6069253, -3.6164467 57.6060885)",
130212027,,Orchard Road,tertiary,30 mph,False,False,52.623,2,,"LINESTRING (-3.6173304 57.6069253, -3.6181587 57.6067608)",
130212027,,Orchard Road,tertiary,30 mph,False,True,78.399,2,,"LINESTRING (-3.6173304 57.6069253, -3.6160942 57.6071672)",
"[43071331, 40003524, 1213004790]",A96,,trunk,40 mph,True,False,257.332,1,yes,"LINESTRING (-3.6175342 57.6124852, -3.6182881 57.6121368, -3.6183253 57.6121196, -3.6186892 57.6119656, -3.6187237 57.6119511, -3.6199322 57.6114397, -3.6202633 57.6112933, -3.6205293 57.6111813, -3.6209041 57.6110383)",
