osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,ref,junction,tunnel
271811307,True,1,Marine Parade,tertiary,30 mph,False,27.525,"LINESTRING (-3.0081719 53.6511678, -3.0079875 53.6511241, -3.0077876 53.651071)",,,
1192602411,True,,,trunk,30 mph,False,6.970000000000001,"LINESTRING (-2.9985338 53.6519818, -2.9985865 53.651984, -2.9986378 53.6519917)",A565,roundabout,
1185373213,True,,Lord Street,trunk,30 mph,False,32.016999999999996,"LINESTRING (-2.9986378 53.6519917, -2.9986996 53.6519956, -2.9987574 53.6519904, -2.9988122 53.6519814, -2.9988589 53.6519703, -2.9988992 53.6519596, -2.9990913 53.6519039)",A565,,
23081889,False,,Manchester Road,secondary,30 mph,False,28.81,"LINESTRING (-2.9982063 53.6517833, -2.9979574 53.6515703)",B5425,,
1185373218,True,,Manchester Road,secondary,30 mph,False,31.093,"LINESTRING (-2.9982063 53.6517833, -2.9983565 53.651878, -2.9984048 53.6519188, -2.9984435 53.6519441, -2.9984862 53.6519651, -2.9985338 53.6519818)",B5425,,
24477646,False,,Hoghton Street,tertiary,20 mph,False,79.164,"LINESTRING (-2.996807 53.6507182, -2.9971352 53.6505531, -2.9977229 53.6502576)",,,
707832696,False,,Manchester Road,secondary,30 mph,True,121.376,"LINESTRING (-2.996807 53.6507182, -2.997102 53.6509255, -2.9975687 53.6512884, -2.9979574 53.6515703)",B5425,,
23120497,True,,Nelson Street,unclassified,20 mph,False,133.929,"LINESTRING (-3.0093359 53.6452594, -3.010831 53.6444438)",,,
343403488,False,,Portland Street,tertiary,20 mph,False,46.507,"LINESTRING (-3.0093359 53.6452594, -3.008878 53.6449412)",,,
343403488,False,,Portland Street,tertiary,20 mph,True,34.778,"LINESTRING (-3.0093359 53.6452594, -3.0093798 53.6452873, -3.009696 53.645488)",,,
24477646,False,,Hoghton Street,tertiary,20 mph,True,227.29999999999998,"LINESTRING (-3.0028418 53.6477022, -3.002358 53.6479431, -3.0021111 53.6480666, -3.0005024 53.6488711, -3.0002036 53.6490187)",,,
"[962582088, 107545346]",False,,London Street,tertiary,20 mph,False,86.82399999999998,"LINESTRING (-3.0028418 53.6477022, -3.0025246 53.6474909, -3.0020628 53.6472124, -3.0019406 53.647133)",,,
24459705,True,,London Square,tertiary,20 mph,False,6.818,"LINESTRING (-3.0041141 53.6485025, -3.0042167 53.6484947)",,,
23158339,True,,London Street,tertiary,20 mph,False,60.184000000000005,"LINESTRING (-3.0041141 53.6485025, -3.0036747 53.6482279, -3.0034795 53.6481134)",,,
24475771,False,,Union Street,unclassified,20 mph,False,29.611,"LINESTRING (-3.0005142 53.6511233, -3.0002117 53.6509264)",,,
1105140005,False,4,Lord Street,trunk,30 mph,True,67.101,"LINESTRING (-3.0005142 53.6511233, -2.9997591 53.6515281)",A565,,
23158341,False,,Seabank Road,tertiary,20 mph,False,71.782,"LINESTRING (-3.0005142 53.6511233, -3.001184 53.6515348, -3.0012704 53.6515879)",,,
1105140005,False,4,Lord Street,trunk,30 mph,False,148.589,"LINESTRING (-3.0005142 53.6511233, -3.0008435 53.6509351, -3.002149 53.6502031)",A565,,
23158343,False,,Coronation Walk,secondary,30 mph,True,61.542,"LINESTRING (-3.0115588 53.6467618, -3.0109474 53.6463435)",B5245,,
