osmid,oneway,name,highway,maxspeed,reversed,length,geometry,lanes,ref,junction,width,tunnel
4390551,True,Madeira Drive,unclassified,20 mph,False,38.285,"LINESTRING (-0.1360372 50.8194309, -0.1361847 50.8194252, -0.1363288 50.8194536, -0.1364265 50.8194817, -0.1364737 50.8195065, -0.1365161 50.8195475)",,,,,
3995639,False,Church Street,unclassified,20 mph,False,37.524,"LINESTRING (-0.1459188 50.8256228, -0.1456764 50.8256348, -0.1453857 50.8256254)",,,,,
951495897,False,Dyke Road,secondary,20 mph,False,84.898,"LINESTRING (-0.1459188 50.8256228, -0.1454884 50.8250993, -0.1453597 50.8249459)",2,B2121,,,
951495897,False,Dyke Road,secondary,20 mph,True,84.898,"LINESTRING (-0.1453597 50.8249459, -0.1454884 50.8250993, -0.1459188 50.8256228)",2,B2121,,,
953010803,False,Dyke Road,secondary,20 mph,False,73.35,"LINESTRING (-0.1453597 50.8249459, -0.1452148 50.8248067, -0.1449183 50.8244497, -0.1448636 50.8243667)",2,B2121,,,
"[954035172, 960935109, 1221814025, 842430875, 954241918]",False,Western Road,secondary,20 mph,True,174.58400000000003,"LINESTRING (-0.1467236 50.8239256, -0.1463853 50.8238704, -0.1462314 50.8238479, -0.146062 50.8238276, -0.1457573 50.823794, -0.1454975 50.8237679, -0.1453053 50.8237483, -0.1449276 50.8237086, -0.144878 50.8237046, -0.1447897 50.8236965, -0.1447001 50.8236917, -0.1446432 50.8236956, -0.1445831 50.8237046, -0.1445142 50.823722, -0.1444613 50.8237385, -0.1443458 50.823771, -0.1443008 50.8237814)",2,B2066,,,
3663017,False,Queen's Road,primary,20 mph,True,166.77,"LINESTRING (-0.1428262 50.8250468, -0.1431989 50.8242104, -0.1433402 50.8239546, -0.143409 50.8238083, -0.1434489 50.8237284, -0.1435489 50.8236222)",2,A2010,,,
3995642,False,Church Street,unclassified,20 mph,False,68.342,"LINESTRING (-0.1428262 50.8250468, -0.1428856 50.8250644, -0.1429033 50.8250685, -0.1432164 50.8251303, -0.1433579 50.8251563, -0.1435364 50.8252066, -0.143723 50.8252774)",,,,,
1195037060,True,Church Street,unclassified,20 mph,False,49.268,"LINESTRING (-0.1415752 50.8247605, -0.142233 50.8249143)",,,,,
3989776,True,Portland Street,residential,20 mph,False,159.398,"LINESTRING (-0.1415752 50.8247605, -0.1418022 50.8240157, -0.142068 50.8233619)",,,,,
451624302,False,Spring Gardens,tertiary,20 mph,False,138.34799999999998,"LINESTRING (-0.1415752 50.8247605, -0.1415104 50.8248961, -0.1413772 50.8251701, -0.1413198 50.8252827, -0.1413017 50.8254124, -0.1410328 50.8259538)",,,,,
3989772,True,Church Street,tertiary,20 mph,False,34.544,"LINESTRING (-0.1398168 50.8243206, -0.1402714 50.8244391)",,,,,
3995559,False,Grand Parade,trunk,20 mph,True,55.341,"LINESTRING (-0.1356688 50.8244434, -0.135624 50.8247691, -0.1355821 50.8249378)",3,A23,,,
4321409,False,Kingswood Street,residential,20 mph,False,32.287000000000006,"LINESTRING (-0.1356688 50.8244434, -0.1355598 50.8244324, -0.1353791 50.8244132, -0.1352159 50.8243939)",,,,,
"[894677439, 986987780, 721310903]",False,Grand Parade,trunk,20 mph,False,123.52300000000001,"LINESTRING (-0.1356688 50.8244434, -0.1357092 50.8242446, -0.1357838 50.8241239, -0.1359725 50.823788, -0.1361677 50.8235147, -0.1362417 50.8233992)",4,A23,,,
719574499,False,Grand Parade,trunk,20 mph,False,6.404,"LINESTRING (-0.1362417 50.8233992, -0.1362721 50.8233449)",4,A23,,,
4378508,False,Church Street,tertiary,20 mph,False,54.214,"LINESTRING (-0.1362417 50.8233992, -0.1364494 50.8234534, -0.1365586 50.8234778, -0.1366096 50.8234927, -0.1369423 50.8236021)",2,,,,
"[721310903, 986987780, 894677439]",False,Grand Parade,trunk,20 mph,True,123.523,"LINESTRING (-0.1362417 50.8233992, -0.1361677 50.8235147, -0.1359725 50.823788, -0.1357838 50.8241239, -0.1357092 50.8242446, -0.1356688 50.8244434)",4,A23,,,
83824120,True,Grand Junction Road,primary,30 mph,False,93.553,"LINESTRING (-0.1365303 50.8195479, -0.1365916 50.8194938, -0.1366782 50.819456, -0.1368585 50.8194227, -0.136984 50.8194077, -0.1371124 50.8194046, -0.13744 50.8193946, -0.1376299 50.8194067, -0.1377829 50.8194322)",2,A259,,,
951526203,True,,trunk,30 mph,False,14.283000000000001,"LINESTRING (-0.1365303 50.8195479, -0.1365698 50.819554, -0.136605 50.8195668, -0.1366331 50.8195854, -0.1366519 50.8196082, -0.1366597 50.8196334)",,,roundabout,,
3995639,False,Church Street,unclassified,20 mph,False,23.458,"LINESTRING (-0.1453857 50.8256254, -0.1450542 50.8255998)",,,,,
3995639,False,Church Street,unclassified,20 mph,True,37.524,"LINESTRING (-0.1453857 50.8256254, -0.1456764 50.8256348, -0.1459188 50.8256228)",,,,,
3995645,False,Mount Zion Place,unclassified,20 mph,False,25.942,"LINESTRING (-0.1444184 50.8255391, -0.144113 50.8256703)",,,,,
3995642,False,Church Street,unclassified,20 mph,False,11.443999999999999,"LINESTRING (-0.1444184 50.8255391, -0.1445031 50.8255493, -0.144579 50.8255563)",,,,,
3995642,False,Church Street,unclassified,20 mph,True,57.489,"LINESTRING (-0.1444184 50.8255391, -0.1443033 50.8255255, -0.144118 50.8254569, -0.143723 50.8252774)",,,,,
