osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,tunnel
391944284,2,B1007,High Street,secondary,30 mph,False,True,3.968,"LINESTRING (0.419241 51.6276511, 0.4192351 51.6276156)",,
4355348,2,,Western Road,tertiary,,False,True,98.314,"LINESTRING (0.419241 51.6276511, 0.4190861 51.6276313, 0.4189481 51.6276203, 0.4187702 51.6275881, 0.4184726 51.627515, 0.4182955 51.6274592, 0.417904 51.6273597)",,
"[391944284, 4332429]",2,B1007,"['Stock Road', 'High Street']",secondary,30 mph,False,False,63.760000000000005,"LINESTRING (0.419241 51.6276511, 0.4192916 51.6277859, 0.4193771 51.6280643, 0.4194398 51.6282108)",,
4332393,,,Crown Road,residential,,True,False,69.744,"LINESTRING (0.4194398 51.6282108, 0.4196361 51.628163, 0.4199619 51.6280178, 0.4201099 51.6279302, 0.4202503 51.6278471)",,
"[49025304, 4332429, 4332430]",2,B1007,Stock Road,secondary,30 mph,False,False,69.903,"LINESTRING (0.4194398 51.6282108, 0.4194863 51.6282999, 0.4196357 51.6285012, 0.4197773 51.6287031, 0.4198528 51.6287836)",yes,
"[391944284, 4332429]",2,B1007,"['Stock Road', 'High Street']",secondary,30 mph,False,True,63.76,"LINESTRING (0.4194398 51.6282108, 0.4193771 51.6280643, 0.4192916 51.6277859, 0.419241 51.6276511)",,
49025304,2,B1007,Stock Road,secondary,30 mph,False,True,20.89,"LINESTRING (0.4200055 51.6289458, 0.4198528 51.6287836)",,
4309359,,B1007,Stock Road,secondary,30 mph,False,False,149.055,"LINESTRING (0.4200055 51.6289458, 0.4203469 51.6292021, 0.4207792 51.6295939, 0.4211908 51.6300617)",,
4355336,2,,Radford Way,tertiary,,False,False,38.292,"LINESTRING (0.4200055 51.6289458, 0.4198482 51.629025, 0.4197208 51.6291088, 0.4195907 51.6291734)",,
4309359,,B1007,Stock Road,secondary,30 mph,False,False,76.428,"LINESTRING (0.4211908 51.6300617, 0.4215014 51.630596, 0.4215672 51.6307081)",,
4309359,,B1007,Stock Road,secondary,30 mph,False,True,149.055,"LINESTRING (0.4211908 51.6300617, 0.4207792 51.6295939, 0.4203469 51.6292021, 0.4200055 51.6289458)",,
4339642,,,Cromwell Avenue,residential,,False,False,390.449,"LINESTRING (0.4211908 51.6300617, 0.4205679 51.6302085, 0.4196389 51.6304281, 0.4187082 51.6306469, 0.4186742 51.6306529, 0.4179304 51.6308224, 0.4174732 51.6309308, 0.4171514 51.6309735, 0.4169839 51.6310214, 0.4169121 51.6310548, 0.4168403 51.6311, 0.4167514 51.6311889, 0.4167206 51.6313223, 0.4167419 51.6314222, 0.4168266 51.6315247, 0.4169918 51.6316371)",,
4332382,,,Jacksons Lane,residential,,False,False,201.442,"LINESTRING (0.4241417 51.6298556, 0.4242114 51.6297927, 0.424359 51.6296663, 0.4248865 51.6293259, 0.4252638 51.6291358, 0.4255234 51.6289947, 0.4256858 51.6288514, 0.4257796 51.6286993, 0.4258328 51.6286043, 0.4258697 51.6284537)",,
50598015,,,Norsey Road,tertiary,30 mph,False,False,63.247,"LINESTRING (0.4241417 51.6298556, 0.4240149 51.6298118, 0.4238323 51.6297481, 0.4236565 51.6296895, 0.4235558 51.6296619, 0.4234374 51.6296338, 0.4233227 51.6296024)",,
50598015,,,Norsey Road,tertiary,30 mph,False,True,80.929,"LINESTRING (0.4241417 51.6298556, 0.4242354 51.6299065, 0.4244532 51.6300172, 0.4247687 51.6301826, 0.424794 51.6302031, 0.4248025 51.6302101, 0.4248096 51.6302158, 0.4248829 51.6302754, 0.4249811 51.630358)",,
4355336,2,,Radford Way,tertiary,,False,True,30.212,"LINESTRING (0.4187995 51.6293675, 0.4192141 51.6292804)",,
4319581,2,,Radford Way,tertiary,,False,False,91.89500000000001,"LINESTRING (0.4187995 51.6293675, 0.4186986 51.6293813, 0.4185455 51.6294185, 0.4182016 51.6294811, 0.4178829 51.6294903, 0.417643 51.6294985, 0.4174973 51.6295035)",,
"[827431203, 1093290884, 827131336, 826173685, 4319580]",,,Station Approach,unclassified,,True,False,143.434,"LINESTRING (0.4187995 51.6293675, 0.4186646 51.629125, 0.4186233 51.6290506, 0.4184813 51.6290812, 0.4183148 51.6291174, 0.4182598 51.6291293, 0.418097 51.6291655, 0.4179848 51.6291887, 0.4177916 51.6292324, 0.4176414 51.6292657, 0.4174753 51.629307, 0.4174986 51.6294466, 0.4174973 51.6295035)",,
4319581,2,,Radford Way,tertiary,,False,True,91.895,"LINESTRING (0.4174973 51.6295035, 0.417643 51.6294985, 0.4178829 51.6294903, 0.4182016 51.6294811, 0.4185455 51.6294185, 0.4186986 51.6293813, 0.4187995 51.6293675)",,
49025303,,,Radford Way,tertiary,30 mph,False,False,135.402,"LINESTRING (0.4174973 51.6295035, 0.4170714 51.6295205, 0.4168131 51.6295583, 0.4160102 51.6297509, 0.4156331 51.6298488)",,
4339613,,,Western Road,tertiary,30 mph,False,False,54.584,"LINESTRING (0.4154186 51.6272015, 0.4157996 51.627242, 0.4162034 51.6272306)",,
4357742,,,St James Mews,residential,,False,False,84.649,"LINESTRING (0.4154186 51.6272015, 0.4154499 51.6271744, 0.4154609 51.6271474, 0.4154408 51.6271033, 0.4154461 51.6270606, 0.4156097 51.6269825, 0.4158016 51.6269438, 0.4160729 51.6268497, 0.4162893 51.6267537)",,
4326840,,,Coxbridge Court,residential,,False,False,72.241,"LINESTRING (0.4162034 51.6272306, 0.416201 51.6271405, 0.4162349 51.6270912, 0.4168264 51.6267431)",,
4339613,,,Western Road,tertiary,30 mph,False,False,119.55700000000002,"LINESTRING (0.4162034 51.6272306, 0.4166124 51.6272124, 0.4168102 51.6272049, 0.4171102 51.627233, 0.417227 51.6272521, 0.417325 51.6272656, 0.4176948 51.6273166, 0.417904 51.6273597)",,
4339613,,,Western Road,tertiary,30 mph,False,True,54.584,"LINESTRING (0.4162034 51.6272306, 0.4157996 51.627242, 0.4154186 51.6272015)",,
4326840,,,Coxbridge Court,residential,,False,False,14.305,"LINESTRING (0.4168264 51.6267431, 0.4169466 51.6266383)",,
4611628,,,Coxbridge Court,residential,,False,False,16.298,"LINESTRING (0.4168264 51.6267431, 0.4169373 51.6268725)",,
4326840,,,Coxbridge Court,residential,,False,True,72.241,"LINESTRING (0.4168264 51.6267431, 0.4162349 51.6270912, 0.416201 51.6271405, 0.4162034 51.6272306)",,
4611628,,,Coxbridge Court,residential,,False,True,16.298,"LINESTRING (0.4169373 51.6268725, 0.4168264 51.6267431)",,
4326840,,,Coxbridge Court,residential,,False,True,14.305,"LINESTRING (0.4169466 51.6266383, 0.4168264 51.6267431)",,
