osmid,name,highway,oneway,reversed,length,geometry,ref,junction,maxspeed,lanes
227347739,Essington Way,tertiary,False,False,94.22000000000001,"LINESTRING (-1.3392616 54.7626087, -1.3396267 54.7630088, -1.3398344 54.7632363, -1.3399191 54.7633654)",,,,
"[234722057, 4055010]",Essington Way,tertiary,False,True,213.652,"LINESTRING (-1.3392616 54.7626087, -1.3387128 54.7621012, -1.3380546 54.7616203, -1.3377782 54.7614599, -1.3373117 54.7611927, -1.3371845 54.7611176)",,,,
4018560,,secondary,True,False,27.823,"LINESTRING (-1.3359923 54.7604615, -1.3361368 54.7604598, -1.336274 54.7604861, -1.3363881 54.7605373)",B1320,roundabout,,
951436315,Burnhope Way,secondary,True,False,33.935,"LINESTRING (-1.3359923 54.7604615, -1.3361695 54.7604111, -1.3364136 54.7602818)",B1320,,30 mph,
778476755,Essington Way,tertiary,True,False,66.731,"LINESTRING (-1.3364956 54.7606712, -1.3366603 54.7608116, -1.3368003 54.7609042, -1.3371845 54.7611176)",,,,
925363679,,secondary,True,False,34.034,"LINESTRING (-1.3364956 54.7606712, -1.3365202 54.760765, -1.3364918 54.7608369, -1.3364262 54.760893, -1.3363188 54.7609251)",B1320,roundabout,,
"[843034899, 675618827, 75220221]",Bede Way,unclassified,False,True,143.64200000000002,"LINESTRING (-1.3373071 54.7595896, -1.3371603 54.7595218, -1.3369208 54.7593926, -1.3367744 54.7592899, -1.3366815 54.7592231, -1.33653 54.7591419, -1.3363932 54.7590939, -1.3361773 54.7590366, -1.33611 54.7590248, -1.3358822 54.7589848, -1.3356462 54.7589352, -1.335484 54.7588904)",,,30 mph,"['2', '3']"
75221728,Burnhope Way,secondary,False,False,96.128,"LINESTRING (-1.3373071 54.7595896, -1.3371174 54.7597103, -1.3370597 54.759747, -1.33676 54.7599855, -1.3364136 54.7602818)",B1320,,30 mph,3
930584920,,secondary,True,False,13.928999999999998,"LINESTRING (-1.3311024 54.7589442, -1.3310636 54.7588914, -1.3310454 54.7588243)",B1320,roundabout,,
842826135,St Cuthbert's Road,unclassified,True,False,41.483999999999995,"LINESTRING (-1.3311983 54.7586308, -1.3312839 54.758599, -1.3313463 54.7585552, -1.3314709 54.7584507, -1.3316208 54.7583526)",,,,
930584909,,secondary,True,False,29.964,"LINESTRING (-1.3311983 54.7586308, -1.3312992 54.7586111, -1.3314209 54.7586137, -1.3315251 54.7586398, -1.3316145 54.7586903)",B1320,roundabout,,
4986274,,secondary,True,False,46.145999999999994,"LINESTRING (-1.3316145 54.7586903, -1.3316548 54.7587462, -1.3316875 54.7588026, -1.3317189 54.7588684, -1.3316958 54.7589302, -1.3316436 54.7589842, -1.3315871 54.7590074, -1.3314949 54.7590386)",B1320,roundabout,,
842826133,Surtees Road,secondary,True,False,44.411,"LINESTRING (-1.3314949 54.7590386, -1.3314027 54.7590926, -1.3313153 54.7591878, -1.3312218 54.7592867, -1.3311384 54.759378)",B1320,,,
