osmid,oneway,lanes,highway,maxspeed,reversed,length,geometry,junction,ref,name,bridge,tunnel
49602495,False,,residential,30 mph,True,68.382,"LINESTRING (-4.0797565 55.8890369, -4.0796508 55.8893305, -4.0795506 55.8896409)",,,Eastgate,,
33788824,False,,residential,30 mph,True,172.433,"LINESTRING (-4.0825051 55.8892062, -4.0809182 55.8891144, -4.0797565 55.8890369)",,,Kirkhill Road,,
47075749,False,,residential,30 mph,False,123.296,"LINESTRING (-4.0825051 55.8892062, -4.0823861 55.8888579, -4.0822329 55.8884019, -4.0821268 55.8881179)",,,Lochend Road,,
47075749,False,,residential,30 mph,True,70.018,"LINESTRING (-4.0825051 55.8892062, -4.0825838 55.8894598, -4.0827135 55.8898249)",,,Lochend Road,,
33788840,False,,residential,30 mph,False,104.613,"LINESTRING (-4.0812187 55.8897411, -4.0795506 55.8896409)",,,Manor Road,,
33788840,False,,residential,30 mph,True,93.774,"LINESTRING (-4.0812187 55.8897411, -4.0815652 55.8897613, -4.0825427 55.8898275, -4.0827135 55.8898249)",,,Manor Road,,
49602068,False,2,residential,30 mph,False,80.92399999999999,"LINESTRING (-4.0812187 55.8897411, -4.0811448 55.8900691, -4.0811341 55.8901589, -4.0811039 55.8903367, -4.0810975 55.8904652)",,,Mowbray Avenue,,
33788840,False,,residential,30 mph,True,104.613,"LINESTRING (-4.0795506 55.8896409, -4.0812187 55.8897411)",,,Manor Road,,
49602495,False,,residential,30 mph,False,68.382,"LINESTRING (-4.0795506 55.8896409, -4.0796508 55.8893305, -4.0797565 55.8890369)",,,Eastgate,,
49602495,False,,residential,30 mph,True,76.905,"LINESTRING (-4.0795506 55.8896409, -4.0795078 55.889708, -4.079383 55.8900011, -4.0792778 55.8902346, -4.0792685 55.8903126)",,,Eastgate,,
33788852,False,,residential,30 mph,False,89.674,"LINESTRING (-4.0800259 55.8915642, -4.0805545 55.8916317, -4.0812239 55.891724, -4.081319 55.8917228, -4.0814131 55.8916892)",,,Woodneuk Terrace,,
757031473,True,1,residential,30 mph,False,18.091,"LINESTRING (-4.0817694 55.8919292, -4.081979 55.8920417)",,,Mowbray Avenue,,
49602068,False,2,residential,30 mph,True,34.972,"LINESTRING (-4.0817694 55.8919292, -4.0816315 55.8918072, -4.0815329 55.891754, -4.0814131 55.8916892)",,,Mowbray Avenue,,
757031472,True,1,residential,30 mph,False,15.861,"LINESTRING (-4.0818225 55.8920687, -4.0817694 55.8919292)",,,Mowbray Avenue,,
203156472,True,1,primary,30 mph,False,10.343,"LINESTRING (-4.0818225 55.8920687, -4.0818968 55.8920481, -4.081979 55.8920417)",roundabout,,,,
33788852,False,,residential,30 mph,True,89.674,"LINESTRING (-4.0814131 55.8916892, -4.081319 55.8917228, -4.0812239 55.891724, -4.0805545 55.8916317, -4.0800259 55.8915642)",,,Woodneuk Terrace,,
49602068,False,2,residential,30 mph,False,34.972,"LINESTRING (-4.0814131 55.8916892, -4.0815329 55.891754, -4.0816315 55.8918072, -4.0817694 55.8919292)",,,Mowbray Avenue,,
49602068,False,2,residential,30 mph,True,73.883,"LINESTRING (-4.0814131 55.8916892, -4.0812976 55.8915884, -4.0811969 55.891465, -4.081157 55.8913663, -4.081117 55.891203, -4.0810843 55.8910613)",,,Mowbray Avenue,,
33788867,False,,residential,30 mph,False,45.709,"LINESTRING (-4.0818256 55.8905125, -4.0816176 55.8904963, -4.0810975 55.8904652)",,,Jardine Terrace,,
33788867,False,,residential,30 mph,False,115.514,"LINESTRING (-4.0810975 55.8904652, -4.0798727 55.89035, -4.0793822 55.890307, -4.0792685 55.8903126)",,,Jardine Terrace,,
33788867,False,,residential,30 mph,True,45.709,"LINESTRING (-4.0810975 55.8904652, -4.0816176 55.8904963, -4.0818256 55.8905125)",,,Jardine Terrace,,
49602068,False,2,residential,30 mph,False,66.305,"LINESTRING (-4.0810975 55.8904652, -4.081086 55.8907303, -4.0810927 55.8909061, -4.0810843 55.8910613)",,,Mowbray Avenue,,
49602068,False,2,residential,30 mph,True,80.92399999999999,"LINESTRING (-4.0810975 55.8904652, -4.0811039 55.8903367, -4.0811341 55.8901589, -4.0811448 55.8900691, -4.0812187 55.8897411)",,,Mowbray Avenue,,
33788867,False,,residential,30 mph,True,11.521,"LINESTRING (-4.0791225 55.8903761, -4.0792685 55.8903126)",,,Jardine Terrace,,
33788956,False,,residential,30 mph,False,108.344,"LINESTRING (-4.0795718 55.890626, -4.0797026 55.8907041, -4.079935 55.8908128, -4.0803952 55.8909607, -4.0808716 55.891042, -4.0810843 55.8910613)",,,Beard Crescent,,
33788956,False,,residential,30 mph,True,41.22,"LINESTRING (-4.0795718 55.890626, -4.0794128 55.8905285, -4.0793206 55.8904586, -4.0792743 55.8904009, -4.0792685 55.8903126)",,,Beard Crescent,,
33788960,False,,residential,30 mph,True,59.75399999999999,"LINESTRING (-4.0795718 55.890626, -4.0795058 55.8906978, -4.079474 55.8907606, -4.0794486 55.8908409, -4.0794199 55.8909426, -4.0793838 55.8910155, -4.0793355 55.8910912, -4.0793285 55.8911418)",,,Beech Grove,,
33788956,False,,residential,30 mph,True,108.34400000000001,"LINESTRING (-4.0810843 55.8910613, -4.0808716 55.891042, -4.0803952 55.8909607, -4.079935 55.8908128, -4.0797026 55.8907041, -4.0795718 55.890626)",,,Beard Crescent,,
49602068,False,2,residential,30 mph,False,73.88300000000001,"LINESTRING (-4.0810843 55.8910613, -4.081117 55.891203, -4.081157 55.8913663, -4.0811969 55.891465, -4.0812976 55.8915884, -4.0814131 55.8916892)",,,Mowbray Avenue,,
49602068,False,2,residential,30 mph,True,66.30499999999999,"LINESTRING (-4.0810843 55.8910613, -4.0810927 55.8909061, -4.081086 55.8907303, -4.0810975 55.8904652)",,,Mowbray Avenue,,
33788867,False,,residential,30 mph,False,11.521,"LINESTRING (-4.0792685 55.8903126, -4.0791225 55.8903761)",,,Jardine Terrace,,
33788867,False,,residential,30 mph,True,115.514,"LINESTRING (-4.0792685 55.8903126, -4.0793822 55.890307, -4.0798727 55.89035, -4.0810975 55.8904652)",,,Jardine Terrace,,
33788956,False,,residential,30 mph,False,41.22,"LINESTRING (-4.0792685 55.8903126, -4.0792743 55.8904009, -4.0793206 55.8904586, -4.0794128 55.8905285, -4.0795718 55.890626)",,,Beard Crescent,,
49602495,False,,residential,30 mph,False,76.905,"LINESTRING (-4.0792685 55.8903126, -4.0792778 55.8902346, -4.079383 55.8900011, -4.0795078 55.889708, -4.0795506 55.8896409)",,,Eastgate,,
33788960,False,,residential,30 mph,False,9.378,"LINESTRING (-4.0794116 55.8912121, -4.0793285 55.8911418)",,,Beech Grove,,
33788960,False,,residential,30 mph,True,9.378,"LINESTRING (-4.0793285 55.8911418, -4.0794116 55.8912121)",,,Beech Grove,,
896963286,False,,residential,,False,12.682,"LINESTRING (-4.0793285 55.8911418, -4.0791287 55.8911631)",,,,,
33788960,False,,residential,30 mph,False,59.754,"LINESTRING (-4.0793285 55.8911418, -4.0793355 55.8910912, -4.0793838 55.8910155, -4.0794199 55.8909426, -4.0794486 55.8908409, -4.079474 55.8907606, -4.0795058 55.8906978, -4.0795718 55.890626)",,,Beech Grove,,
24233309,False,2,secondary,30 mph,False,299.089,"LINESTRING (-4.0831996 55.885812, -4.0842454 55.8856781, -4.084752 55.8856132, -4.0874931 55.8852266, -4.0878407 55.8851446)",,B806,Gartloch Road,,
"[47075762, 23059113, 60099522]",False,2,primary,30 mph,False,221.916,"LINESTRING (-4.0831996 55.885812, -4.0834453 55.8861764, -4.0835861 55.8864709, -4.0837781 55.886906, -4.0838548 55.887108, -4.0839557 55.887752)",,A752,Coatbridge Road,yes,
34063764,False,,residential,30 mph,False,29.689,"LINESTRING (-4.0825849 55.8873988, -4.0827704 55.8876447)",,,Cadder Court,,
34063764,False,,residential,30 mph,False,35.715,"LINESTRING (-4.0827704 55.8876447, -4.0829693 55.8879459)",,,Cadder Court,,
34063764,False,,residential,30 mph,True,29.689,"LINESTRING (-4.0827704 55.8876447, -4.0825849 55.8873988)",,,Cadder Court,,
"[204779469, 204779470, 34063767]",False,,residential,30 mph,True,47.671,"LINESTRING (-4.0827704 55.8876447, -4.0829643 55.8876026, -4.0831411 55.8875643, -4.0834889 55.8874986)",,,Cadder Court,,yes
34063779,False,,residential,,True,151.861,"LINESTRING (-4.0807601 55.8931649, -4.0806764 55.8929292, -4.0806474 55.8928543, -4.0805423 55.8927389, -4.0802167 55.8924732, -4.0801041 55.8924192, -4.0796693 55.8923963, -4.0793373 55.8923453, -4.0792094 55.8923208)",,,Lochside,,
703508894,False,2,secondary,30 mph,False,92.505,"LINESTRING (-4.0807601 55.8931649, -4.0815585 55.8930852, -4.0820623 55.8930217, -4.0822148 55.8930025)",,B804,Johnston Road,,
34063779,False,,residential,,False,53.748999999999995,"LINESTRING (-4.0792094 55.8923208, -4.0791504 55.8922381, -4.0790874 55.8922013, -4.0789774 55.8921787, -4.0789358 55.8921825, -4.078901 55.8922013, -4.0789142 55.8922425, -4.0789855 55.8922727, -4.0790752 55.8922978, -4.0792094 55.8923208)",,,Lochside,,
34063779,False,,residential,,True,53.748999999999995,"LINESTRING (-4.0792094 55.8923208, -4.0790752 55.8922978, -4.0789855 55.8922727, -4.0789142 55.8922425, -4.078901 55.8922013, -4.0789358 55.8921825, -4.0789774 55.8921787, -4.0790874 55.8922013, -4.0791504 55.8922381, -4.0792094 55.8923208)",,,Lochside,,
34063779,False,,residential,,False,151.861,"LINESTRING (-4.0792094 55.8923208, -4.0793373 55.8923453, -4.0796693 55.8923963, -4.0801041 55.8924192, -4.0802167 55.8924732, -4.0805423 55.8927389, -4.0806474 55.8928543, -4.0806764 55.8929292, -4.0807601 55.8931649)",,,Lochside,,
39609694,False,,residential,30 mph,True,71.628,"LINESTRING (-4.0888712 55.8861926, -4.0893119 55.8862555, -4.0894714 55.8862519, -4.0895929 55.886237, -4.0897117 55.8862215, -4.0897814 55.8861944, -4.0898244 55.8860831)",,,Threave Place,,
39609737,False,,residential,30 mph,True,63.747,"LINESTRING (-4.0888712 55.8861926, -4.088868 55.886013, -4.0889898 55.8858984, -4.0892043 55.885754, -4.0892211 55.8856823)",,,Allison Place,,
39609737,False,,residential,30 mph,True,25.139,"LINESTRING (-4.088029 55.8853445, -4.0878407 55.8851446)",,,Allison Place,,
39609715,False,,residential,30 mph,True,69.95599999999999,"LINESTRING (-4.088029 55.8853445, -4.0876594 55.8855518, -4.0871083 55.8856835)",,,Lochmaben Road,,
39609737,False,,residential,30 mph,False,93.34500000000001,"LINESTRING (-4.088029 55.8853445, -4.0882467 55.8853843, -4.0885177 55.8853809, -4.0887614 55.8853782, -4.0889312 55.8854159, -4.0891557 55.8855594, -4.089202 55.8856225, -4.0892211 55.8856823)",,,Allison Place,,
39609715,False,,residential,30 mph,False,66.943,"LINESTRING (-4.0851884 55.8861032, -4.0853171 55.886055, -4.0855793 55.8859303, -4.0861294 55.8858366)",,,Lochmaben Road,,
39609715,False,,residential,30 mph,False,69.95599999999999,"LINESTRING (-4.0871083 55.8856835, -4.0876594 55.8855518, -4.088029 55.8853445)",,,Lochmaben Road,,
39609715,False,,residential,30 mph,True,63.463,"LINESTRING (-4.0871083 55.8856835, -4.0866873 55.8857341, -4.0861294 55.8858366)",,,Lochmaben Road,,
39609728,False,,residential,30 mph,True,59.354,"LINESTRING (-4.0871083 55.8856835, -4.0871398 55.8859046, -4.0873067 55.8862022)",,,Kildrummy Drive,,
39609716,False,,residential,30 mph,False,46.613,"LINESTRING (-4.0861294 55.8858366, -4.08639 55.8862295)",,,Borthwick Place,,
39609715,False,,residential,30 mph,False,63.463,"LINESTRING (-4.0861294 55.8858366, -4.0866873 55.8857341, -4.0871083 55.8856835)",,,Lochmaben Road,,
39609715,False,,residential,30 mph,True,66.943,"LINESTRING (-4.0861294 55.8858366, -4.0855793 55.8859303, -4.0853171 55.886055, -4.0851884 55.8861032)",,,Lochmaben Road,,
39609728,False,,residential,30 mph,False,22.47,"LINESTRING (-4.0874414 55.886386, -4.0874075 55.8862915, -4.0873067 55.8862022)",,,Kildrummy Drive,,
39609729,False,,residential,30 mph,False,55.134,"LINESTRING (-4.0881602 55.8862055, -4.0876989 55.8861393, -4.0873067 55.8862022)",,,Urquhart Place,,
39609728,False,,residential,30 mph,False,59.354,"LINESTRING (-4.0873067 55.8862022, -4.0871398 55.8859046, -4.0871083 55.8856835)",,,Kildrummy Drive,,
39609728,False,,residential,30 mph,True,22.47,"LINESTRING (-4.0873067 55.8862022, -4.0874075 55.8862915, -4.0874414 55.886386)",,,Kildrummy Drive,,
39609729,False,,residential,30 mph,True,55.134,"LINESTRING (-4.0873067 55.8862022, -4.0876989 55.8861393, -4.0881602 55.8862055)",,,Urquhart Place,,
33788759,False,,residential,30 mph,False,69.68,"LINESTRING (-4.0799702 55.8877406, -4.0799411 55.8878103, -4.079929 55.8878562, -4.0799574 55.8879117, -4.0802431 55.8883332)",,,Woodneuk Lane,,
39609716,False,,residential,30 mph,True,46.613,"LINESTRING (-4.08639 55.8862295, -4.0861294 55.8858366)",,,Borthwick Place,,
30818429,True,,tertiary,30 mph,False,23.549,"LINESTRING (-4.0764267 55.8911305, -4.0764236 55.8910902, -4.0764444 55.8910343, -4.076493 55.890984, -4.0765654 55.8909438)",roundabout,,,,
1178954004,True,,tertiary,30 mph,False,32.959,"LINESTRING (-4.0764267 55.8911305, -4.0763761 55.8910794, -4.0763165 55.8910378, -4.0762455 55.891007, -4.07603 55.8909485)",,,,,
162588487,True,1,tertiary,30 mph,False,35.185,"LINESTRING (-4.0818067 55.8923014, -4.0814982 55.8922126, -4.0813128 55.8921488)",,,,,
1150445684,True,1,primary,30 mph,False,20.337999999999997,"LINESTRING (-4.0818067 55.8923014, -4.0817393 55.8922536, -4.0817123 55.8921945, -4.0817305 55.8921344)",roundabout,,,,
22907134,True,1,tertiary,30 mph,False,26.146,"LINESTRING (-4.0813128 55.8921488, -4.0815004 55.8921482, -4.0815761 55.8921422, -4.0816359 55.8921415, -4.0817305 55.8921344)",,,,,
203154249,False,,tertiary,30 mph,False,257.157,"LINESTRING (-4.0813128 55.8921488, -4.0811957 55.8921187, -4.0811537 55.8921054, -4.0809502 55.8920312, -4.0805811 55.8918935, -4.0802867 55.8918023, -4.0799599 55.8917111, -4.0797079 55.89165, -4.0794152 55.8915862, -4.0786822 55.8914474, -4.0779694 55.8913163, -4.0775469 55.891234)",,,,,
203156470,True,1,primary,30 mph,False,11.731,"LINESTRING (-4.0822316 55.8922114, -4.0822018 55.8922631, -4.0821411 55.8923013)",roundabout,,,,
162588512,True,1,primary,30 mph,False,29.058,"LINESTRING (-4.08242 55.8919735, -4.0823784 55.8920513, -4.0823374 55.8921015, -4.0822316 55.8922114)",,A752,,,
203156469,False,2,primary,30 mph,False,106.347,"LINESTRING (-4.08242 55.8919735, -4.0824883 55.8918604, -4.0825417 55.8917461, -4.0827402 55.8913036, -4.0828486 55.8910482)",,A752,,,
33788798,False,,residential,30 mph,False,14.143,"LINESTRING (-4.0814282 55.8867052, -4.0813973 55.8867119, -4.0812141 55.8867471)",,,New Abbey Road,,
33788798,False,,residential,30 mph,True,61.201,"LINESTRING (-4.0814282 55.8867052, -4.0816029 55.8866671, -4.0823524 55.8865202)",,,New Abbey Road,,
183778703,False,,residential,30 mph,False,42.194,"LINESTRING (-4.0814282 55.8867052, -4.0815139 55.8867333, -4.0815508 55.8868065, -4.0814401 55.886956, -4.0814165 55.8870408)",,,Lochend Road,,
32514941,False,,residential,30 mph,False,118.916,"LINESTRING (-4.0814165 55.8870408, -4.0816275 55.8873467, -4.0816623 55.8873927, -4.0820902 55.8880412)",,,Lochend Road,,
32514941,False,,residential,30 mph,True,35.012,"LINESTRING (-4.0814165 55.8870408, -4.0813453 55.8869374, -4.0812141 55.8867471)",,,Lochend Road,,
183778703,False,,residential,30 mph,True,42.194,"LINESTRING (-4.0814165 55.8870408, -4.0814401 55.886956, -4.0815508 55.8868065, -4.0815139 55.8867333, -4.0814282 55.8867052)",,,Lochend Road,,
33788840,False,,residential,30 mph,False,93.774,"LINESTRING (-4.0827135 55.8898249, -4.0825427 55.8898275, -4.0815652 55.8897613, -4.0812187 55.8897411)",,,Manor Road,,
