osmid,oneway,highway,maxspeed,junction,reversed,length,geometry,ref,name,lanes
677055846,True,trunk,40 mph,roundabout,False,16.734,"LINESTRING (-0.6978009 52.4852217, -0.6976885 52.4851668, -0.6976306 52.4851149)",,,
677898320,True,trunk,40 mph,roundabout,False,28.158,"LINESTRING (-0.6976306 52.4851149, -0.6975885 52.485031, -0.697596 52.4849434, -0.6976435 52.4848712)",,,
4366285,True,trunk,40 mph,roundabout,False,17.837,"LINESTRING (-0.6976435 52.4848712, -0.6977375 52.4848047, -0.6978397 52.4847672)",,,
97824811,True,primary,40 mph,,False,34.87,"LINESTRING (-0.6978397 52.4847672, -0.6982113 52.4845501)",A6014,,
4366285,True,trunk,40 mph,roundabout,False,25.566,"LINESTRING (-0.6978397 52.4847672, -0.6979802 52.4847479, -0.6981231 52.4847589, -0.6982052 52.4847806)",,,
4366285,True,trunk,40 mph,roundabout,False,19.686999999999998,"LINESTRING (-0.6982052 52.4847806, -0.6983162 52.4848366, -0.6983912 52.4849133)",,,
4366285,True,trunk,40 mph,roundabout,False,27.579,"LINESTRING (-0.6983912 52.4849133, -0.6984097 52.4849739, -0.6984044 52.4850333, -0.6983785 52.4851036, -0.6983329 52.4851509)",,,
97824812,True,trunk,40 mph,,False,42.573,"LINESTRING (-0.6983912 52.4849133, -0.6986819 52.4850458, -0.6989116 52.485127)",A427,Westcott Way,
1159988582,False,unclassified,,,True,44.04,"LINESTRING (-0.6979044 52.4859124, -0.6979279 52.4855166)",,Elizabeth Street,
56473010,False,residential,,,True,54.195,"LINESTRING (-0.6979044 52.4859124, -0.6973181 52.485904, -0.6971042 52.4859034)",,Charles Street,
1159988582,False,unclassified,,,False,24.016000000000002,"LINESTRING (-0.6979044 52.4859124, -0.6979336 52.4859988, -0.6979752 52.4860568, -0.6980391 52.4861082)",,Elizabeth Street,
77629821,False,unclassified,,,False,148.497,"LINESTRING (-0.6992016 52.4894133, -0.699144 52.4894634, -0.6989917 52.489539, -0.6988666 52.4896431, -0.6985659 52.4898264, -0.698344 52.4899252, -0.697491 52.490224)",,Elizabeth Street,
677055839,True,unclassified,,roundabout,False,19.779,"LINESTRING (-0.6992016 52.4894133, -0.6991748 52.4893982, -0.6991575 52.4893786, -0.6991516 52.4893567, -0.6991577 52.4893348, -0.6991751 52.4893152, -0.6992021 52.4893002, -0.6992356 52.4892914, -0.699272 52.4892896)",,,
8027267,True,trunk,40 mph,roundabout,False,38.293,"LINESTRING (-0.7048271 52.4865397, -0.7047151 52.4865586, -0.704268 52.4865856)",,George Street Roundabout,
8027267,True,trunk,40 mph,roundabout,False,5.463,"LINESTRING (-0.7049731 52.4863113, -0.7049924 52.486359)",,George Street Roundabout,
8027267,True,trunk,40 mph,roundabout,False,10.499,"LINESTRING (-0.7046629 52.4861492, -0.7048052 52.4861867)",,George Street Roundabout,
8027267,True,trunk,40 mph,roundabout,False,35.852999999999994,"LINESTRING (-0.704268 52.4865856, -0.7040793 52.4865746, -0.7039845 52.4865482, -0.7038988 52.4865105, -0.7038156 52.4864497)",,George Street Roundabout,
56457868,True,unclassified,,,False,32.251000000000005,"LINESTRING (-0.704268 52.4865856, -0.704086 52.4866341, -0.7039814 52.4866881, -0.7038702 52.4867404)",,George Street,
677898323,True,trunk,40 mph,roundabout,False,9.445,"LINESTRING (-0.7038156 52.4864497, -0.7037652 52.4863705)",,George Street Roundabout,
97824737,True,tertiary,,,False,33.688,"LINESTRING (-0.7048052 52.4861867, -0.7052855 52.4861077)",,Jubilee Avenue,
8027267,True,trunk,40 mph,roundabout,False,18.267,"LINESTRING (-0.7048052 52.4861867, -0.704915 52.4862432, -0.7049731 52.4863113)",,George Street Roundabout,
77629821,False,unclassified,,,True,66.54599999999999,"LINESTRING (-0.6969836 52.4906964, -0.6969902 52.490596, -0.697023 52.4905246, -0.6970961 52.4904307, -0.6972134 52.4903425, -0.697491 52.490224)",,Elizabeth Street,
155132903,False,tertiary,,,True,108.89,"LINESTRING (-0.6969836 52.4906964, -0.6971717 52.4907394, -0.6976746 52.4907925, -0.6985667 52.4908494)",,Cottingham Road,
56323693,False,tertiary,,,True,143.756,"LINESTRING (-0.6985667 52.4908494, -0.6985626 52.4909109, -0.6986258 52.4911756, -0.6986395 52.4912386, -0.6988014 52.491931, -0.6988155 52.4919912, -0.6988557 52.4921291)",,Forest Gate Road,
155132903,False,tertiary,,,False,108.89,"LINESTRING (-0.6985667 52.4908494, -0.6976746 52.4907925, -0.6971717 52.4907394, -0.6969836 52.4906964)",,Cottingham Road,
155132903,False,tertiary,,,True,233.24699999999996,"LINESTRING (-0.6985667 52.4908494, -0.6991226 52.4908807, -0.6995425 52.4909118, -0.699787 52.4909476, -0.7005624 52.4910987, -0.7009524 52.4911346, -0.7013329 52.4911454, -0.7016525 52.4911232, -0.7019478 52.4910873)",,Cottingham Road,
56468569,False,residential,,,False,95.877,"LINESTRING (-0.6988557 52.4921291, -0.7002717 52.4921176)",,Ribblesdale Avenue,
56323693,False,tertiary,,,False,143.756,"LINESTRING (-0.6988557 52.4921291, -0.6988155 52.4919912, -0.6988014 52.491931, -0.6986395 52.4912386, -0.6986258 52.4911756, -0.6985626 52.4909109, -0.6985667 52.4908494)",,Forest Gate Road,
453956990,True,tertiary,,,False,31.101,"LINESTRING (-0.7052855 52.4861077, -0.7051258 52.4861941, -0.7049731 52.4863113)",,Jubilee Avenue,
155132897,False,tertiary,40 mph,,False,253.633,"LINESTRING (-0.7094111 52.4911509, -0.7088544 52.4911856, -0.7081946 52.4912084, -0.7078564 52.4912024, -0.707347 52.4911796, -0.7067491 52.4911364, -0.7065078 52.4911145, -0.7062763 52.4910852, -0.7060545 52.4910494, -0.7057102 52.4909764)",,Cottingham Road,
56323799,False,tertiary,20 mph,,False,104.54099999999998,"LINESTRING (-0.7056686 52.4919581, -0.7054903 52.4913294, -0.705472 52.4912057, -0.7054789 52.4911578, -0.7054921 52.4911121, -0.7055066 52.4910733, -0.7055256 52.4910312)",,Studfall Avenue,
56468568,False,residential,,,True,140.69299999999998,"LINESTRING (-0.7056686 52.4919581, -0.7043032 52.4921166, -0.7036273 52.4921951)",,Farndale Avenue,
780925385,False,tertiary,30 mph,,False,28.613,"LINESTRING (-0.709524 52.48352, -0.709123 52.4836011)",,Gainsborough Road,
780925385,False,tertiary,30 mph,,True,28.613,"LINESTRING (-0.709123 52.4836011, -0.709524 52.48352)",,Gainsborough Road,
56435107,False,residential,,,True,58.989000000000004,"LINESTRING (-0.709123 52.4836011, -0.7092937 52.4837491, -0.7095111 52.4840727)",,Leighton Road,
780925385,False,tertiary,30 mph,,False,99.482,"LINESTRING (-0.709123 52.4836011, -0.7087314 52.4837677, -0.7079108 52.4841065)",,Gainsborough Road,
56472906,False,residential,,,True,141.648,"LINESTRING (-0.7079108 52.4841065, -0.708395 52.4847603, -0.7085667 52.4847733, -0.7092533 52.4846035)",,,
780925385,False,tertiary,30 mph,,False,87.17099999999999,"LINESTRING (-0.7079108 52.4841065, -0.7074602 52.4841849, -0.7066418 52.484172)",,Gainsborough Road,
780925385,False,tertiary,30 mph,,True,99.482,"LINESTRING (-0.7079108 52.4841065, -0.7087314 52.4837677, -0.709123 52.4836011)",,Gainsborough Road,
780925385,False,tertiary,30 mph,,False,118.058,"LINESTRING (-0.7066418 52.484172, -0.7049055 52.484076)",,Gainsborough Road,
97824778,False,residential,,,False,76.349,"LINESTRING (-0.7066418 52.484172, -0.7066547 52.4840413, -0.70666 52.4835611, -0.7066493 52.4834859)",,Hunt Street,
780925385,False,tertiary,30 mph,,True,87.17099999999999,"LINESTRING (-0.7066418 52.484172, -0.7074602 52.4841849, -0.7079108 52.4841065)",,Gainsborough Road,
97824770,False,residential,,,True,58.543,"LINESTRING (-0.7049055 52.484076, -0.7048268 52.4846003)",,Turner Road,
780925385,False,tertiary,30 mph,,False,106.573,"LINESTRING (-0.7049055 52.484076, -0.7033403 52.4839758)",,Gainsborough Road,
780925385,False,tertiary,30 mph,,True,118.058,"LINESTRING (-0.7049055 52.484076, -0.7066418 52.484172)",,Gainsborough Road,
56435114,False,residential,,,True,41.309,"LINESTRING (-0.7033403 52.4839758, -0.7034226 52.4836077)",,Blake Road,
780925385,False,tertiary,30 mph,,False,99.186,"LINESTRING (-0.7033403 52.4839758, -0.7018773 52.4839323)",,Gainsborough Road,
780925385,False,tertiary,30 mph,,True,106.573,"LINESTRING (-0.7033403 52.4839758, -0.7049055 52.484076)",,Gainsborough Road,
780925385,False,tertiary,30 mph,,True,99.186,"LINESTRING (-0.7018773 52.4839323, -0.7033403 52.4839758)",,Gainsborough Road,
98097915,False,residential,,,False,145.743,"LINESTRING (-0.7018773 52.4839323, -0.7018386 52.4844821, -0.701898 52.484647, -0.7018148 52.4852364)",,Hogarth Walk,
780925385,False,tertiary,30 mph,,False,109.94,"LINESTRING (-0.7018773 52.4839323, -0.7012446 52.4839067, -0.7010689 52.4838987, -0.7002579 52.4838618)",,Gainsborough Road,
98097955,False,residential,,,False,57.373,"LINESTRING (-0.7002579 52.4838618, -0.7001642 52.4843746)",,Morland Road,
780925385,False,tertiary,30 mph,,False,71.67,"LINESTRING (-0.7002579 52.4838618, -0.6998625 52.4838463, -0.699714 52.483806, -0.69935 52.4835976)",,Gainsborough Road,
780925385,False,tertiary,30 mph,,True,109.94,"LINESTRING (-0.7002579 52.4838618, -0.7010689 52.4838987, -0.7012446 52.4839067, -0.7018773 52.4839323)",,Gainsborough Road,
56463929,False,primary,40 mph,,False,131.80599999999998,"LINESTRING (-0.69935 52.4835976, -0.6988301 52.4839462, -0.6987859 52.4839792, -0.6986091 52.4841112, -0.6984443 52.4842787, -0.6982113 52.4845501)",A6014,Oakley Road,
780925385,False,tertiary,30 mph,,True,71.67,"LINESTRING (-0.69935 52.4835976, -0.699714 52.483806, -0.6998625 52.4838463, -0.7002579 52.4838618)",,Gainsborough Road,
56469061,False,residential,,,True,57.39,"LINESTRING (-0.704636 52.4856346, -0.7038444 52.4854502)",,Constable Road,
97824770,False,residential,,,True,16.185,"LINESTRING (-0.704636 52.4856346, -0.7045923 52.4857777)",,Turner Road,
97824770,False,residential,,,False,57.243,"LINESTRING (-0.704636 52.4856346, -0.7047007 52.4854755, -0.704765 52.4851268)",,Turner Road,
56435107,False,residential,,,False,61.175,"LINESTRING (-0.704765 52.4851268, -0.7056661 52.4851663)",,Leighton Road,
97824770,False,residential,,,False,58.694,"LINESTRING (-0.704765 52.4851268, -0.7048268 52.4846003)",,Turner Road,
97824770,False,residential,,,True,57.243,"LINESTRING (-0.704765 52.4851268, -0.7047007 52.4854755, -0.704636 52.4856346)",,Turner Road,
97824770,False,residential,,,False,58.543,"LINESTRING (-0.7048268 52.4846003, -0.7049055 52.484076)",,Turner Road,
97824770,False,residential,,,True,58.694,"LINESTRING (-0.7048268 52.4846003, -0.704765 52.4851268)",,Turner Road,
98097926,False,residential,,,False,57.136,"LINESTRING (-0.7048268 52.4846003, -0.7039845 52.48457)",,Rubens Walk,
97824811,True,primary,40 mph,,False,25.634,"LINESTRING (-0.6982113 52.4845501, -0.6982052 52.4847806)",A6014,,
56463929,False,primary,40 mph,,True,131.806,"LINESTRING (-0.6982113 52.4845501, -0.6984443 52.4842787, -0.6986091 52.4841112, -0.6987859 52.4839792, -0.6988301 52.4839462, -0.69935 52.4835976)",A6014,Oakley Road,
56468574,False,residential,,,False,141.791,"LINESTRING (-0.7051519 52.4912831, -0.7041201 52.4909683, -0.7039551 52.4909392, -0.7037754 52.4909369, -0.7032042 52.4910235)",,Rosedale Avenue,
77629821,False,unclassified,,,False,66.54599999999999,"LINESTRING (-0.697491 52.490224, -0.6972134 52.4903425, -0.6970961 52.4904307, -0.697023 52.4905246, -0.6969902 52.490596, -0.6969836 52.4906964)",,Elizabeth Street,
77629821,False,unclassified,,,True,148.497,"LINESTRING (-0.697491 52.490224, -0.698344 52.4899252, -0.6985659 52.4898264, -0.6988666 52.4896431, -0.6989917 52.489539, -0.699144 52.4894634, -0.6992016 52.4894133)",,Elizabeth Street,
181352146,False,unclassified,,,False,23.569,"LINESTRING (-0.699339 52.4890816, -0.699272 52.4892896)",,Elizabeth Street,
181352146,False,unclassified,,,True,31.598,"LINESTRING (-0.699339 52.4890816, -0.6993847 52.4887988)",,Elizabeth Street,
56435075,False,residential,,,True,155.632,"LINESTRING (-0.699339 52.4890816, -0.6989354 52.489031, -0.6981304 52.4890589, -0.6978279 52.4890658, -0.6975736 52.4890307, -0.6970883 52.4889226)",,Argyll Street,
56435088,False,residential,,,True,139.143,"LINESTRING (-0.6992637 52.4873805, -0.6986221 52.4874577, -0.697681 52.4875641, -0.6972465 52.4876191)",,Stuart Road,
97824754,False,unclassified,,,False,94.47,"LINESTRING (-0.6992637 52.4873805, -0.6993605 52.4877394, -0.6994338 52.4880017, -0.6994313 52.4882215)",,Elizabeth Street,
97824754,False,unclassified,,,True,152.404,"LINESTRING (-0.6992637 52.4873805, -0.6992099 52.4872178, -0.6991227 52.4870467, -0.698867 52.4868139, -0.6985368 52.4865606, -0.698234 52.4863329, -0.6981938 52.4862728, -0.6981563 52.4862129)",,Elizabeth Street,
56435075,False,residential,,,False,51.457,"LINESTRING (-0.696284 52.4877582, -0.6964377 52.4882114)",,Argyll Street,
56435088,False,residential,,,False,66.983,"LINESTRING (-0.696284 52.4877582, -0.6970706 52.487646, -0.6972465 52.4876191)",,Stuart Road,
56435075,False,residential,,,False,155.632,"LINESTRING (-0.6970883 52.4889226, -0.6975736 52.4890307, -0.6978279 52.4890658, -0.6981304 52.4890589, -0.6989354 52.489031, -0.699339 52.4890816)",,Argyll Street,
