osmid,name,highway,maxspeed,oneway,reversed,length,lanes,geometry
60756400,Landunvez Place,residential,30 mph,False,False,32.032,,"LINESTRING (-3.4268549 50.8223753, -3.4264265 50.8222766)"
98046389,Hele Road,unclassified,30 mph,False,False,119.218,2,"LINESTRING (-3.4268549 50.8223753, -3.4268075 50.8224407, -3.4267243 50.8225728, -3.4265735 50.8228794, -3.4263923 50.8231497, -3.426202 50.8233614)"
52572571,Townlands,residential,30 mph,False,False,33.121,,"LINESTRING (-3.4257209 50.8237701, -3.4258292 50.8237778, -3.4259621 50.8237837, -3.4261898 50.8237665)"
98046389,Hele Road,unclassified,30 mph,False,False,31.531,2,"LINESTRING (-3.4257209 50.8237701, -3.425494 50.8239081, -3.4254403 50.8239382, -3.4253971 50.8239664)"
98046389,Hele Road,unclassified,30 mph,False,True,29.512999999999998,2,"LINESTRING (-3.4257209 50.8237701, -3.4258614 50.8236724, -3.4259905 50.8235668)"
52572653,Dukes Orchard,residential,30 mph,False,False,145.49099999999999,,"LINESTRING (-3.4241513 50.8253933, -3.4240914 50.8253907, -3.4238495 50.8253718, -3.4236294 50.8253337, -3.4235237 50.8252307, -3.423416 50.8249155, -3.4233058 50.8244701, -3.4232917 50.8244146, -3.4232867 50.8243947)"
547114861,Hele Road,unclassified,30 mph,False,False,132.149,2,"LINESTRING (-3.4241513 50.8253933, -3.4236949 50.8260055, -3.4236348 50.8261137, -3.4235219 50.8264178, -3.4235367 50.826468, -3.4235668 50.8264958)"
"[547114864, 547114861]",Hele Road,unclassified,30 mph,False,True,100.19800000000001,2,"LINESTRING (-3.4241513 50.8253933, -3.4242167 50.8252563, -3.4243733 50.8249741, -3.4245425 50.8247249, -3.4246712 50.8245699, -3.4246804 50.8245585)"
547115249,High Street,unclassified,30 mph,False,False,7.545,1,"LINESTRING (-3.4221875 50.8267952, -3.4220949 50.8268296)"
52572746,High Street,unclassified,30 mph,False,True,103.33299999999998,1,"LINESTRING (-3.4221875 50.8267952, -3.4227484 50.8266928, -3.4230267 50.8266506, -3.4231127 50.8266337, -3.423376 50.82658, -3.4234474 50.8265584, -3.4235018 50.8265287, -3.4235668 50.8264958)"
60756450,Peter Street,residential,30 mph,False,False,74.303,,"LINESTRING (-3.4221875 50.8267952, -3.422539 50.8271274, -3.4225661 50.8271623, -3.4227059 50.8272291, -3.4226269 50.8273372)"
166967600,Fore Street,unclassified,30 mph,False,False,85.62299999999999,2,"LINESTRING (-3.421761 50.8270368, -3.4216604 50.8271156, -3.4212188 50.8275424, -3.4210499 50.8276602)"
166967600,Fore Street,unclassified,30 mph,False,True,32.938,2,"LINESTRING (-3.421761 50.8270368, -3.4218834 50.8269484, -3.4220949 50.8268296)"
547115248,Beacon Road,unclassified,30 mph,False,True,70.491,2,"LINESTRING (-3.421761 50.8270368, -3.4218396 50.8271065, -3.4220836 50.8271831, -3.4222642 50.8272309, -3.4226269 50.8273372)"
60756450,Peter Street,residential,30 mph,False,True,74.303,,"LINESTRING (-3.4226269 50.8273372, -3.4227059 50.8272291, -3.4225661 50.8271623, -3.422539 50.8271274, -3.4221875 50.8267952)"
166967596,Beacon Road,unclassified,30 mph,False,True,63.101,,"LINESTRING (-3.4226269 50.8273372, -3.4230712 50.8274838, -3.423154 50.8275172, -3.4234212 50.8276018)"
547115248,Beacon Road,unclassified,30 mph,False,False,70.49100000000001,2,"LINESTRING (-3.4226269 50.8273372, -3.4222642 50.8272309, -3.4220836 50.8271831, -3.4218396 50.8271065, -3.421761 50.8270368)"
52572747,Parsonage Street,unclassified,30 mph,False,False,37.132000000000005,2,"LINESTRING (-3.42058 50.8283867, -3.4204165 50.8284641, -3.4202565 50.8285076, -3.4201074 50.8285189)"
166967600,Fore Street,unclassified,30 mph,False,True,87.799,2,"LINESTRING (-3.42058 50.8283867, -3.4206387 50.8282341, -3.4206671 50.8281604, -3.4208635 50.8278635, -3.4210499 50.8276602)"
15432056,Cullompton Hill,unclassified,30 mph,False,False,101.067,2,"LINESTRING (-3.4201074 50.8285189, -3.4191359 50.8291894)"
52572747,Parsonage Street,unclassified,30 mph,False,True,37.132,2,"LINESTRING (-3.4201074 50.8285189, -3.4202565 50.8285076, -3.4204165 50.8284641, -3.42058 50.8283867)"
98046868,Parsonage Street,unclassified,,False,False,89.47,2,"LINESTRING (-3.4201074 50.8285189, -3.4194608 50.8284551, -3.4190471 50.8283871, -3.4188721 50.8283373)"
15432056,Cullompton Hill,unclassified,30 mph,False,True,101.067,2,"LINESTRING (-3.4191359 50.8291894, -3.4201074 50.8285189)"
52578391,Heggadon Close,residential,,False,False,32.821,,"LINESTRING (-3.4191359 50.8291894, -3.4194348 50.8293338, -3.4195071 50.8293687)"
547115249,High Street,unclassified,30 mph,False,True,7.545,1,"LINESTRING (-3.4220949 50.8268296, -3.4221875 50.8267952)"
40735205,Millway,unclassified,30 mph,False,False,169.035,,"LINESTRING (-3.4220949 50.8268296, -3.4220297 50.8267868, -3.4219231 50.8267204, -3.4217222 50.8266409, -3.4216263 50.8265985, -3.4215472 50.8265532, -3.421405 50.8264174, -3.4213234 50.826324, -3.4212037 50.8260639, -3.4211449 50.825803, -3.4211169 50.8255324)"
166967600,Fore Street,unclassified,30 mph,False,False,32.938,2,"LINESTRING (-3.4220949 50.8268296, -3.4218834 50.8269484, -3.421761 50.8270368)"
40735206,Church Street,residential,,False,False,30.662999999999997,2,"LINESTRING (-3.4210499 50.8276602, -3.4212511 50.8277381, -3.4214352 50.8277884)"
166967600,Fore Street,unclassified,30 mph,False,False,87.799,2,"LINESTRING (-3.4210499 50.8276602, -3.4208635 50.8278635, -3.4206671 50.8281604, -3.4206387 50.8282341, -3.42058 50.8283867)"
166967600,Fore Street,unclassified,30 mph,False,True,85.623,2,"LINESTRING (-3.4210499 50.8276602, -3.4212188 50.8275424, -3.4216604 50.8271156, -3.421761 50.8270368)"
40735206,Church Street,residential,,False,True,30.662999999999997,2,"LINESTRING (-3.4214352 50.8277884, -3.4212511 50.8277381, -3.4210499 50.8276602)"
45420985,Kensham Avenue,unclassified,30 mph,False,True,30.482,,"LINESTRING (-3.4210831 50.8251225, -3.4211475 50.8253936)"
52572289,Cemetery Lane,residential,30 mph,False,False,101.613,,"LINESTRING (-3.4210831 50.8251225, -3.421739 50.8246951, -3.4218663 50.8246261, -3.4219312 50.8245702, -3.4219974 50.8245216, -3.4220956 50.8244724)"
547114866,Kensham Avenue,unclassified,30 mph,False,False,30.858,,"LINESTRING (-3.4210831 50.8251225, -3.4210696 50.825075, -3.4210195 50.8250039, -3.4208739 50.8248836)"
45420985,Kensham Avenue,unclassified,30 mph,False,False,15.583,,"LINESTRING (-3.4211169 50.8255324, -3.4211475 50.8253936)"
40735205,Millway,unclassified,30 mph,False,True,169.035,,"LINESTRING (-3.4211169 50.8255324, -3.4211449 50.825803, -3.4212037 50.8260639, -3.4213234 50.826324, -3.421405 50.8264174, -3.4215472 50.8265532, -3.4216263 50.8265985, -3.4217222 50.8266409, -3.4219231 50.8267204, -3.4220297 50.8267868, -3.4220949 50.8268296)"
52572096,Culver Close,residential,30 mph,False,False,147.22299999999998,,"LINESTRING (-3.4211169 50.8255324, -3.4208258 50.8255997, -3.4205411 50.8257745, -3.4199912 50.8261541, -3.4197603 50.826327, -3.4196462 50.8264431)"
52572096,Culver Close,residential,30 mph,False,False,103.791,,"LINESTRING (-3.4196462 50.8264431, -3.4193395 50.8267521, -3.4191776 50.8269599, -3.4191493 50.8269963, -3.4190363 50.8271639, -3.4190063 50.8272767)"
52572096,Culver Close,residential,30 mph,False,True,147.223,,"LINESTRING (-3.4196462 50.8264431, -3.4197603 50.826327, -3.4199912 50.8261541, -3.4205411 50.8257745, -3.4208258 50.8255997, -3.4211169 50.8255324)"
52572097,Culver Close,residential,,False,False,57.934,,"LINESTRING (-3.4196462 50.8264431, -3.419681 50.8266058, -3.4196905 50.8266449, -3.4197356 50.826679, -3.4197861 50.8266963, -3.4201352 50.8267819)"
52572096,Culver Close,residential,30 mph,False,True,103.791,,"LINESTRING (-3.4190063 50.8272767, -3.4190363 50.8271639, -3.4191493 50.8269963, -3.4191776 50.8269599, -3.4193395 50.8267521, -3.4196462 50.8264431)"
52572097,Culver Close,residential,,False,True,57.934000000000005,,"LINESTRING (-3.4201352 50.8267819, -3.4197861 50.8266963, -3.4197356 50.826679, -3.4196905 50.8266449, -3.419681 50.8266058, -3.4196462 50.8264431)"
52572229,Hornbeam Gardens,residential,,False,False,230.512,2,"LINESTRING (-3.4188721 50.8283373, -3.4189205 50.8281999, -3.4188603 50.8280107, -3.4188502 50.8279035, -3.4188754 50.8278284, -3.4189685 50.827772, -3.419052 50.8277719, -3.4193743 50.8278077, -3.4194433 50.8278196, -3.4196848 50.8278613, -3.4198094 50.8278569, -3.4198614 50.8278175, -3.4199023 50.8277475, -3.4199344 50.8276925, -3.4199663 50.8275763, -3.4199161 50.827495, -3.4198061 50.8274556, -3.4191042 50.8273241)"
98046868,Parsonage Street,unclassified,,False,True,89.47,2,"LINESTRING (-3.4188721 50.8283373, -3.4190471 50.8283871, -3.4194608 50.8284551, -3.4201074 50.8285189)"
52572229,Hornbeam Gardens,residential,,False,True,230.51199999999997,2,"LINESTRING (-3.4191042 50.8273241, -3.4198061 50.8274556, -3.4199161 50.827495, -3.4199663 50.8275763, -3.4199344 50.8276925, -3.4199023 50.8277475, -3.4198614 50.8278175, -3.4198094 50.8278569, -3.4196848 50.8278613, -3.4194433 50.8278196, -3.4193743 50.8278077, -3.419052 50.8277719, -3.4189685 50.827772, -3.4188754 50.8278284, -3.4188502 50.8279035, -3.4188603 50.8280107, -3.4189205 50.8281999, -3.4188721 50.8283373)"
52673242,Townlands,residential,30 mph,False,False,56.011,,"LINESTRING (-3.4274915 50.8232691, -3.4282022 50.8234975)"
52572571,Townlands,residential,30 mph,False,False,38.875,,"LINESTRING (-3.4274915 50.8232691, -3.4277321 50.8229925, -3.4277707 50.8229688)"
52572571,Townlands,residential,30 mph,False,True,142.591,,"LINESTRING (-3.4274915 50.8232691, -3.4269044 50.8239543, -3.4268431 50.8239698, -3.4266984 50.8239406, -3.4263797 50.8238366, -3.4261898 50.8237665)"
52572571,Townlands,residential,30 mph,False,False,140.89800000000002,,"LINESTRING (-3.4277707 50.8229688, -3.4278346 50.822973, -3.4286241 50.8232735, -3.4288364 50.8233589, -3.4293634 50.8235502, -3.4294912 50.8236114)"
52572571,Townlands,residential,30 mph,False,True,38.875,,"LINESTRING (-3.4277707 50.8229688, -3.4277321 50.8229925, -3.4274915 50.8232691)"
52572589,Bowley Meadow,residential,30 mph,False,False,150.341,,"LINESTRING (-3.4277707 50.8229688, -3.4279115 50.8227859, -3.4280499 50.8226896, -3.4281072 50.8226523, -3.4282341 50.8225697, -3.4283582 50.8225453, -3.4284419 50.8225389, -3.4285492 50.8225686, -3.4286699 50.8226342, -3.4289045 50.8227888, -3.4291491 50.8229179, -3.4293207 50.8229822)"
15430577,West End Road,unclassified,30 mph,False,True,526.697,1,"LINESTRING (-3.4294912 50.8236114, -3.429256 50.8237212, -3.4290136 50.8238314, -3.4287936 50.8239456, -3.4286254 50.824038, -3.4281738 50.8242767, -3.428131 50.8242998, -3.4280248 50.8243572, -3.4280077 50.8243665, -3.4275875 50.8246043, -3.4272427 50.8247994, -3.4265182 50.8250805, -3.4264653 50.8251085, -3.4264384 50.8251183, -3.4259424 50.8253456, -3.4254975 50.8255561, -3.4253356 50.8256309, -3.4244875 50.8259725, -3.4243857 50.8260169, -3.4243021 50.8260684, -3.423954 50.8262757, -3.4235668 50.8264958)"
52572571,Townlands,residential,30 mph,False,True,140.898,,"LINESTRING (-3.4294912 50.8236114, -3.4293634 50.8235502, -3.4288364 50.8233589, -3.4286241 50.8232735, -3.4278346 50.822973, -3.4277707 50.8229688)"
52673242,Townlands,residential,30 mph,False,True,56.011,,"LINESTRING (-3.4282022 50.8234975, -3.4274915 50.8232691)"
52572591,Townlands,residential,30 mph,False,False,16.174,,"LINESTRING (-3.4261898 50.8237665, -3.4261314 50.8236258)"
52572571,Townlands,residential,30 mph,False,False,142.591,,"LINESTRING (-3.4261898 50.8237665, -3.4263797 50.8238366, -3.4266984 50.8239406, -3.4268431 50.8239698, -3.4269044 50.8239543, -3.4274915 50.8232691)"
52572571,Townlands,residential,30 mph,False,True,33.121,,"LINESTRING (-3.4261898 50.8237665, -3.4259621 50.8237837, -3.4258292 50.8237778, -3.4257209 50.8237701)"
52572591,Townlands,residential,30 mph,False,True,134.142,,"LINESTRING (-3.4270054 50.8225538, -3.4269868 50.8225775, -3.4268935 50.8226961, -3.426317 50.8234292, -3.4261314 50.8236258)"
52572683,New Haven,residential,,False,False,38.772,2,"LINESTRING (-3.4234212 50.8276018, -3.4231259 50.8278964)"
166967596,Beacon Road,unclassified,30 mph,False,False,63.101,,"LINESTRING (-3.4234212 50.8276018, -3.423154 50.8275172, -3.4230712 50.8274838, -3.4226269 50.8273372)"
52572683,New Haven,residential,,False,True,38.772,2,"LINESTRING (-3.4231259 50.8278964, -3.4234212 50.8276018)"
52577323,Kensham Close,residential,,False,False,56.342,,"LINESTRING (-3.4208739 50.8248836, -3.4214121 50.8245079)"
547114866,Kensham Avenue,unclassified,30 mph,False,True,30.858,,"LINESTRING (-3.4208739 50.8248836, -3.4210195 50.8250039, -3.4210696 50.825075, -3.4210831 50.8251225)"
52577323,Kensham Close,residential,,False,True,56.342,,"LINESTRING (-3.4214121 50.8245079, -3.4208739 50.8248836)"
166967601,Heggadon Close,residential,,False,False,8.603,,"LINESTRING (-3.4195071 50.8293687, -3.4194556 50.8294389)"
52578391,Heggadon Close,residential,,False,False,16.793,,"LINESTRING (-3.4195071 50.8293687, -3.4196199 50.8293738, -3.4197459 50.8293738)"
52578391,Heggadon Close,residential,,False,True,32.821,,"LINESTRING (-3.4195071 50.8293687, -3.4194348 50.8293338, -3.4191359 50.8291894)"
52578391,Heggadon Close,residential,,False,True,16.793,,"LINESTRING (-3.4197459 50.8293738, -3.4196199 50.8293738, -3.4195071 50.8293687)"
60756400,Landunvez Place,residential,30 mph,False,True,32.032,,"LINESTRING (-3.4264265 50.8222766, -3.4268549 50.8223753)"
"[60756400, 163833104, 163833106]","['Jubilee Road', 'Landunvez Place']",residential,30 mph,False,False,247.97599999999997,,"LINESTRING (-3.4264265 50.8222766, -3.4263941 50.8222096, -3.4264043 50.8221452, -3.4263844 50.8220717, -3.426265 50.8219732, -3.4261508 50.8219041, -3.4260444 50.8218693, -3.42587 50.8218755, -3.4257242 50.8219099, -3.425647 50.8219689, -3.4256462 50.8220636, -3.4256324 50.8221371, -3.425579 50.8222403, -3.4255111 50.8223719, -3.4256722 50.822421, -3.4258302 50.822492, -3.4259003 50.8226233, -3.4261981 50.8226967, -3.4264265 50.8222766)"
