osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,width,junction,bridge,access
"[106385132, 144148454]",False,2,B6305,"['Priestpopple', 'Cattle Market']",secondary,,"[False, True]",58.583999999999996,"LINESTRING (-2.1011005 54.9700128, -2.1009436 54.9700306, -2.1004907 54.9700768, -2.1002003 54.970115)",,,,
"[837251428, 37346318, 37346319]",False,2,B6305,"['Battle Hill', 'Hencotes']",secondary,20 mph,False,159.021,"LINESTRING (-2.1011005 54.9700128, -2.1014512 54.969973, -2.1019039 54.9699217, -2.1025716 54.9698459, -2.1029616 54.9697986, -2.1030982 54.9697943, -2.1035546 54.9697987)",,,,
1239136021,False,2,,Haugh Lane,tertiary,20 mph,False,16.201,"LINESTRING (-2.1056221 54.9743112, -2.1058558 54.9743681)",,,,
33993797,False,2,,Alexander Place,unclassified,20 mph,False,35.057,"LINESTRING (-2.1056221 54.9743112, -2.1056504 54.9742219, -2.1056416 54.974083, -2.1055775 54.9740058)",,,,
582993226,False,2,,Haugh Lane,tertiary,20 mph,True,25.491,"LINESTRING (-2.1056221 54.9743112, -2.1053627 54.9742573, -2.1052465 54.9742332)",,,,
280833734,False,,,Gilesgate,unclassified,20 mph,False,21.576,"LINESTRING (-2.1051408 54.9735714, -2.1050422 54.9733858)",,,,
280833734,False,,,Gilesgate,unclassified,20 mph,True,35.328,"LINESTRING (-2.1051408 54.9735714, -2.1053981 54.9738527)",,,,
70603031,False,,,Circle Place,residential,,False,71.62700000000001,"LINESTRING (-2.1051408 54.9735714, -2.1048204 54.9737341, -2.1045122 54.9738013, -2.1043582 54.9738137, -2.1042041 54.9737324)",,,,
39429810,True,,,Back Row,unclassified,20 mph,False,68.63,"LINESTRING (-2.1019104 54.9720516, -2.1017267 54.9719978, -2.1010458 54.9718368, -2.1009965 54.9717661)",,,,
39429813,False,,,Market Street,unclassified,20 mph,True,86.004,"LINESTRING (-2.1019104 54.9720516, -2.1020445 54.9721378, -2.1021599 54.9722025, -2.1024174 54.9723226, -2.1029955 54.972497)",,,,
39429814,False,,,Church Row,unclassified,20 mph,False,52.524,"LINESTRING (-2.1019104 54.9720516, -2.1018122 54.9719199, -2.1017024 54.9718326, -2.1016334 54.9717544, -2.1015581 54.9716278)",,,,
39012051,False,,,St Hildas Road,residential,,False,54.297,"LINESTRING (-2.1033349 54.9676384, -2.1041426 54.9674852)",,,,
40579367,False,,,Elvaston Road,residential,,False,133.335,"LINESTRING (-2.1033349 54.9676384, -2.1033918 54.9677845, -2.1034395 54.9678225, -2.1035701 54.9678926, -2.1036278 54.9679647, -2.104038 54.9687015, -2.1040313 54.9687484)",,,,
40579367,False,,,Elvaston Road,residential,,True,133.335,"LINESTRING (-2.1040313 54.9687484, -2.104038 54.9687015, -2.1036278 54.9679647, -2.1035701 54.9678926, -2.1034395 54.9678225, -2.1033918 54.9677845, -2.1033349 54.9676384)",,,,
106385142,False,,,Gaprigg Lane,residential,,False,41.461,"LINESTRING (-2.1040313 54.9687484, -2.1039721 54.9687747, -2.1037955 54.9688056, -2.103521 54.9688543, -2.1035073 54.9688587, -2.1034314 54.9688832)",,,,
"[39012054, 106385142]",False,,,"['Gaprigg Lane', 'St Andrews Road']",residential,,True,150.001,"LINESTRING (-2.1040313 54.9687484, -2.1041141 54.9687594, -2.1045167 54.9687459, -2.1049051 54.9687085, -2.1045997 54.9681327, -2.1044775 54.9679024)",,,,
"[40429611, 39608359]",False,,,Gaprigg,residential,,False,78.634,"LINESTRING (-2.1034314 54.9688832, -2.1032929 54.9688264, -2.1030267 54.9688234, -2.1027113 54.9688503, -2.1023036 54.9688134, -2.1022534 54.9688361)",,,,
39608361,False,,,St Wilfrids Road,residential,,False,66.265,"LINESTRING (-2.1034314 54.9688832, -2.1034124 54.9689609, -2.1035195 54.9694747)",,,,
106385142,False,,,Gaprigg Lane,residential,,True,41.461,"LINESTRING (-2.1034314 54.9688832, -2.1035073 54.9688587, -2.103521 54.9688543, -2.1037955 54.9688056, -2.1039721 54.9687747, -2.1040313 54.9687484)",,,,
39012051,False,,,St Hildas Road,residential,,True,43.342,"LINESTRING (-2.1047871 54.9673625, -2.1041426 54.9674852)",,,,
39012051,False,,,St Hildas Road,residential,,False,43.342,"LINESTRING (-2.1041426 54.9674852, -2.1047871 54.9673625)",,,,
39012051,False,,,St Hildas Road,residential,,True,54.297,"LINESTRING (-2.1041426 54.9674852, -2.1033349 54.9676384)",,,,
39012054,False,,,St Andrews Road,residential,,False,22.051,"LINESTRING (-2.1043768 54.9677127, -2.1044775 54.9679024)",,,,
39012054,False,,,St Andrews Road,residential,,True,22.051,"LINESTRING (-2.1044775 54.9679024, -2.1043768 54.9677127)",,,,
39012055,False,,,St Nicholas Road,residential,,False,51.399,"LINESTRING (-2.1044775 54.9679024, -2.1052478 54.9677677)",,,,
"[106385142, 39012054]",False,,,"['Gaprigg Lane', 'St Andrews Road']",residential,,False,150.001,"LINESTRING (-2.1044775 54.9679024, -2.1045997 54.9681327, -2.1049051 54.9687085, -2.1045167 54.9687459, -2.1041141 54.9687594, -2.1040313 54.9687484)",,,,
39012055,False,,,St Nicholas Road,residential,,True,51.399,"LINESTRING (-2.1052478 54.9677677, -2.1044775 54.9679024)",,,,
70603029,False,,,Giles Place,residential,20 mph,False,22.215,"LINESTRING (-2.1050422 54.9733858, -2.1053842 54.9733486)",,,,
280833734,False,,,Gilesgate,unclassified,20 mph,True,21.576,"LINESTRING (-2.1050422 54.9733858, -2.1051408 54.9735714)",,,,
"[836926499, 280833734]",False,,,"['Market Street', 'Gilesgate']",unclassified,20 mph,False,164.074,"LINESTRING (-2.1050422 54.9733858, -2.1044408 54.9731052, -2.1040043 54.9729015, -2.1033648 54.9726185, -2.1032585 54.9725822, -2.103164 54.9725516, -2.1029955 54.972497)",,,,
151889048,False,2,,Haugh Lane,tertiary,20 mph,False,3.355,"LINESTRING (-2.0998002 54.9725585, -2.0998527 54.972557)",,,,
1091733296,True,2,,Haugh Lane,tertiary,20 mph,False,17.786,"LINESTRING (-2.0998002 54.9725585, -2.0997336 54.9725767, -2.0996538 54.9726013, -2.0995685 54.972645)",,,,
37332787,False,,,Hallgate,unclassified,,False,64.695,"LINESTRING (-2.1010046 54.9717081, -2.1007019 54.9716861, -2.1006434 54.9716728, -2.1005248 54.9715755, -2.1003861 54.9714898, -2.10024 54.9713842)",,,,
39429812,False,,,,unclassified,,False,7.056,"LINESTRING (-2.1010046 54.9717081, -2.1010224 54.9717391, -2.1009965 54.9717661)",,,,
"[39429812, 280833735]",False,,,Market Place,unclassified,20 mph,True,40.035,"LINESTRING (-2.1010046 54.9717081, -2.1010467 54.9716468, -2.1015581 54.9716278)",,,,
37332787,False,,,Hallgate,unclassified,,False,71.187,"LINESTRING (-2.10024 54.9713842, -2.1001539 54.971315, -2.100078 54.9711863, -2.1000306 54.9711451, -2.0999667 54.9711119, -2.0998961 54.9710888, -2.0998401 54.9710705, -2.0994815 54.9709534)",,,,
37332787,False,,,Hallgate,unclassified,,True,64.695,"LINESTRING (-2.10024 54.9713842, -2.1003861 54.9714898, -2.1005248 54.9715755, -2.1006434 54.9716728, -2.1007019 54.9716861, -2.1010046 54.9717081)",,,,
551057893,False,,,Hallgate,unclassified,,False,43.266,"LINESTRING (-2.10024 54.9713842, -2.1001602 54.9713867, -2.0995624 54.971395)",,,,
37332787,False,,,Hallgate,unclassified,,True,13.709,"LINESTRING (-2.0992938 54.9709007, -2.0993844 54.9709104, -2.0994815 54.9709534)",,,,
37346319,False,2,B6305,Hencotes,secondary,20 mph,True,11.181,"LINESTRING (-2.103729 54.9698082, -2.1035546 54.9697987)",,,,
"[836926496, 39429809, 39429814, 836926497]",False,,,"['Church Row', 'Beaumont Street']",unclassified,20 mph,"[False, True]",250.685,"LINESTRING (-2.103729 54.9698082, -2.1036844 54.9698945, -2.1036099 54.9700208, -2.1034671 54.9701618, -2.1031177 54.9704582, -2.1028623 54.9706749, -2.1026552 54.9708478, -2.1024405 54.9710293, -2.1023277 54.9711292, -2.1021912 54.9712325, -2.1020935 54.971281, -2.1020157 54.9713169, -2.1019129 54.9713485, -2.1016991 54.9714058, -2.1016202 54.9715222, -2.1015641 54.971605, -2.1015581 54.9716278)",,,,
151889050,False,2,B6305,Hencotes,secondary,20 mph,False,249.76800000000003,"LINESTRING (-2.103729 54.9698082, -2.1044922 54.9698337, -2.104862 54.9698511, -2.1049227 54.9698552, -2.1050339 54.9698797, -2.1053089 54.9699362, -2.105586 54.9699877, -2.1056903 54.9699959, -2.1058118 54.9699911, -2.1058944 54.9699834, -2.1062776 54.9699139, -2.106972 54.9697974, -2.1071116 54.969774, -2.1075269 54.9697044)",,,,
39429812,False,,,,unclassified,,True,7.056,"LINESTRING (-2.1009965 54.9717661, -2.1010224 54.9717391, -2.1010046 54.9717081)",,,,
144147070,True,,,Hallstile Bank,unclassified,20 mph,False,167.897,"LINESTRING (-2.1009965 54.9717661, -2.100693 54.9717557, -2.1003985 54.9717594, -2.1001628 54.971782, -2.1000158 54.9718068, -2.0999403 54.9718195, -2.0997832 54.9718721, -2.0996195 54.9719773, -2.0994199 54.9721915, -2.0993119 54.9723343, -2.0992836 54.9724358, -2.099294 54.9724703, -2.0993192 54.972501, -2.0993618 54.9725245, -2.0994335 54.9725459)",4.3,,,
37346319,False,2,B6305,Hencotes,secondary,20 mph,False,11.181,"LINESTRING (-2.1035546 54.9697987, -2.103729 54.9698082)",,,,
"[837251428, 37346318, 37346319]",False,2,B6305,"['Battle Hill', 'Hencotes']",secondary,20 mph,True,159.02100000000002,"LINESTRING (-2.1035546 54.9697987, -2.1030982 54.9697943, -2.1029616 54.9697986, -2.1025716 54.9698459, -2.1019039 54.9699217, -2.1014512 54.969973, -2.1011005 54.9700128)",,,,
39608361,False,,,St Wilfrids Road,residential,,True,36.097,"LINESTRING (-2.1035546 54.9697987, -2.1035256 54.9695309, -2.1035195 54.9694747)",,,,
39907143,False,,,Eilansgate Terrace,residential,30 mph,False,63.059,"LINESTRING (-2.1083305 54.974637, -2.1080108 54.9741004)",,,,
126516223,False,2,,Eilansgate,tertiary,30 mph,False,50.845,"LINESTRING (-2.1083305 54.974637, -2.1086022 54.9746785, -2.1090997 54.9747561)",,,,
126516223,False,2,,Eilansgate,tertiary,30 mph,True,48.68,"LINESTRING (-2.1083305 54.974637, -2.1079694 54.974589, -2.1078265 54.9745793, -2.1075788 54.97457)",,,,
70603051,False,,,Kingsgate Terrace,residential,30 mph,False,159.232,"LINESTRING (-2.1083033 54.973399, -2.1090997 54.9747561)",,,,
70603053,False,,,Windmill Hill,residential,,False,33.898,"LINESTRING (-2.1083033 54.973399, -2.1088318 54.9734294)",,,,
39907143,False,,,Eilansgate Terrace,residential,30 mph,True,106.28200000000001,"LINESTRING (-2.1083033 54.973399, -2.1079925 54.9733838, -2.1079134 54.9734265, -2.1077561 54.9736551, -2.1080108 54.9741004)",,,,
126516244,False,,,Kingsgate,residential,,False,71.609,"LINESTRING (-2.1083033 54.973399, -2.108196 54.9731457, -2.1079764 54.9727837)",,,,
70603040,False,,,Cockshaw,residential,,False,82.27,"LINESTRING (-2.1079764 54.9727837, -2.1072985 54.9728663, -2.106971 54.9729384, -2.1067693 54.9730185)",,,,
126516244,False,,,Kingsgate,residential,,True,71.609,"LINESTRING (-2.1079764 54.9727837, -2.108196 54.9731457, -2.1083033 54.973399)",,,,
42759000,False,,,Cowgarth,unclassified,,True,104.721,"LINESTRING (-2.1037591 54.9718519, -2.1034492 54.9718383, -2.1033223 54.9718335, -2.1031566 54.9722095, -2.103073 54.9723874, -2.1029955 54.972497)",,,,
39429813,False,,,Market Street,unclassified,20 mph,False,86.00399999999999,"LINESTRING (-2.1029955 54.972497, -2.1024174 54.9723226, -2.1021599 54.9722025, -2.1020445 54.9721378, -2.1019104 54.9720516)",,,,
42759000,False,,,Cowgarth,unclassified,,False,104.721,"LINESTRING (-2.1029955 54.972497, -2.103073 54.9723874, -2.1031566 54.9722095, -2.1033223 54.9718335, -2.1034492 54.9718383, -2.1037591 54.9718519)",,,,
"[836926499, 280833734]",False,,,"['Market Street', 'Gilesgate']",unclassified,20 mph,True,164.07399999999998,"LINESTRING (-2.1029955 54.972497, -2.103164 54.9725516, -2.1032585 54.9725822, -2.1033648 54.9726185, -2.1040043 54.9729015, -2.1044408 54.9731052, -2.1050422 54.9733858)",,,,
47131233,False,2,,Haugh Lane Industrial Estate,unclassified,30 mph,False,174.203,"LINESTRING (-2.1028006 54.973179, -2.1025165 54.973389, -2.1021893 54.9735599, -2.1021101 54.9736133, -2.1020485 54.9736617, -2.1019475 54.9737501, -2.1019017 54.9738007, -2.1018766 54.9738405, -2.1018554 54.9738923, -2.10184 54.973951, -2.1018495 54.9744743, -2.1018501 54.9745501)",,,,
151889048,False,2,,Haugh Lane,tertiary,20 mph,False,74.13199999999999,"LINESTRING (-2.1028006 54.973179, -2.1031486 54.9733238, -2.1037039 54.9735673, -2.1037278 54.9735803)",,,,
151889048,False,2,,Haugh Lane,tertiary,20 mph,True,203.997,"LINESTRING (-2.1028006 54.973179, -2.102378 54.9730038, -2.1021299 54.9729217, -2.1011987 54.9726911, -2.1010178 54.9726536, -2.1006236 54.9725961, -2.1001964 54.9725607, -2.0998527 54.972557)",,,,
151889048,False,2,,Haugh Lane,tertiary,20 mph,True,3.355,"LINESTRING (-2.0998527 54.972557, -2.0998002 54.9725585)",,,,
47131237,False,,,Orchard Terrace,residential,,False,48.569,"LINESTRING (-2.0998527 54.972557, -2.0998468 54.9724916, -2.0999014 54.9723119, -2.1000355 54.9721394)",,,,
151889048,False,2,,Haugh Lane,tertiary,20 mph,False,203.997,"LINESTRING (-2.0998527 54.972557, -2.1001964 54.9725607, -2.1006236 54.9725961, -2.1010178 54.9726536, -2.1011987 54.9726911, -2.1021299 54.9729217, -2.102378 54.9730038, -2.1028006 54.973179)",,,,
47131237,False,,,Orchard Terrace,residential,,True,48.569,"LINESTRING (-2.1000355 54.9721394, -2.0999014 54.9723119, -2.0998468 54.9724916, -2.0998527 54.972557)",,,,
"[47131241, 70603034]",False,,,Garden Terrace,residential,20 mph,False,138.17,"LINESTRING (-2.1037278 54.9735803, -2.1036614 54.9736555, -2.1036211 54.9737252, -2.1033985 54.9748025)",,,,
"[151889048, 582993226]",False,2,,Haugh Lane,tertiary,20 mph,False,123.27799999999999,"LINESTRING (-2.1037278 54.9735803, -2.1041613 54.973831, -2.1044394 54.9739966, -2.1046445 54.9740869, -2.1047633 54.9741322, -2.1048595 54.9741551, -2.1052465 54.9742332)",,,,
151889048,False,2,,Haugh Lane,tertiary,20 mph,True,74.13199999999999,"LINESTRING (-2.1037278 54.9735803, -2.1037039 54.9735673, -2.1031486 54.9733238, -2.1028006 54.973179)",,,,
47131242,False,,,Prior Terrace,unclassified,30 mph,False,95.421,"LINESTRING (-2.1071486 54.9745638, -2.1078955 54.9753072)",,,,
126516223,False,2,,Eilansgate,tertiary,30 mph,False,27.464,"LINESTRING (-2.1071486 54.9745638, -2.1075788 54.97457)",,,,
126516223,False,2,,Eilansgate,tertiary,30 mph,True,85.987,"LINESTRING (-2.1071486 54.9745638, -2.1068248 54.9745505, -2.1065148 54.9745127, -2.1061973 54.9744491, -2.1058558 54.9743681)",,,,
47131242,False,,,Prior Terrace,unclassified,30 mph,True,95.421,"LINESTRING (-2.1078955 54.9753072, -2.1071486 54.9745638)",,,,
47131244,False,,,Spittal Terrace,residential,,False,82.868,"LINESTRING (-2.1075788 54.97457, -2.1081969 54.9752254)",,,,
126516223,False,2,,Eilansgate,tertiary,30 mph,True,27.464,"LINESTRING (-2.1075788 54.97457, -2.1071486 54.9745638)",,,,
126516223,False,2,,Eilansgate,tertiary,30 mph,False,48.68,"LINESTRING (-2.1075788 54.97457, -2.1078265 54.9745793, -2.1079694 54.974589, -2.1083305 54.974637)",,,,
47131244,False,,,Spittal Terrace,residential,,True,82.868,"LINESTRING (-2.1081969 54.9752254, -2.1075788 54.97457)",,,,
1239136021,False,2,,Haugh Lane,tertiary,20 mph,True,16.201,"LINESTRING (-2.1058558 54.9743681, -2.1056221 54.9743112)",,,,
59659287,False,,,Tyne Green Lane,unclassified,30 mph,False,148.208,"LINESTRING (-2.1058558 54.9743681, -2.105801 54.9744508, -2.1058175 54.9745826, -2.1060255 54.9750038, -2.1062104 54.9754382, -2.1063036 54.9756591)",,,,
126516223,False,2,,Eilansgate,tertiary,30 mph,False,85.98700000000001,"LINESTRING (-2.1058558 54.9743681, -2.1061973 54.9744491, -2.1065148 54.9745127, -2.1068248 54.9745505, -2.1071486 54.9745638)",,,,
582993226,False,2,,Haugh Lane,tertiary,20 mph,False,25.491,"LINESTRING (-2.1052465 54.9742332, -2.1053627 54.9742573, -2.1056221 54.9743112)",,,,
"[151889048, 582993226]",False,2,,Haugh Lane,tertiary,20 mph,True,123.27799999999999,"LINESTRING (-2.1052465 54.9742332, -2.1048595 54.9741551, -2.1047633 54.9741322, -2.1046445 54.9740869, -2.1044394 54.9739966, -2.1041613 54.973831, -2.1037278 54.9735803)",,,,
39907143,False,,,Eilansgate Terrace,residential,30 mph,True,63.059,"LINESTRING (-2.1080108 54.9741004, -2.1083305 54.974637)",,,,
70602996,False,,,Eilansville,residential,30 mph,False,79.703,"LINESTRING (-2.1080108 54.9741004, -2.1067888 54.9742483)",,,,
39907143,False,,,Eilansgate Terrace,residential,30 mph,False,106.282,"LINESTRING (-2.1080108 54.9741004, -2.1077561 54.9736551, -2.1079134 54.9734265, -2.1079925 54.9733838, -2.1083033 54.973399)",,,,
70602996,False,,,Eilansville,residential,30 mph,True,79.703,"LINESTRING (-2.1067888 54.9742483, -2.1080108 54.9741004)",,,,
70603040,False,,,Cockshaw,residential,,True,23.198,"LINESTRING (-2.1061209 54.9732446, -2.1064453 54.9731505)",,,,
70603028,False,,,Glovers Place,residential,,False,41.991,"LINESTRING (-2.1061209 54.9732446, -2.1059262 54.9732196, -2.1054687 54.9732364)",,,,
106619040,False,,,Tanners Row,residential,,False,67.66,"LINESTRING (-2.1061209 54.9732446, -2.105985 54.9732973, -2.1059423 54.973355, -2.1058814 54.9738053)",,,,
70603028,False,,,Glovers Place,residential,,False,13.592,"LINESTRING (-2.1054687 54.9732364, -2.1053842 54.9733486)",,,,
70603028,False,,,Glovers Place,residential,,True,41.991,"LINESTRING (-2.1054687 54.9732364, -2.1059262 54.9732196, -2.1061209 54.9732446)",,,,
511392915,False,1,,,residential,30 mph,False,90.21000000000001,"LINESTRING (-2.1054687 54.9732364, -2.1054104 54.9730062, -2.1047371 54.9728276, -2.1045655 54.9727106)",,,,
70603028,False,,,Glovers Place,residential,,True,13.592,"LINESTRING (-2.1053842 54.9733486, -2.1054687 54.9732364)",,,,
70603029,False,,,Giles Place,residential,20 mph,True,22.215,"LINESTRING (-2.1053842 54.9733486, -2.1050422 54.9733858)",,,,
70603029,False,,,Giles Place,residential,20 mph,False,56.191,"LINESTRING (-2.1053842 54.9733486, -2.1054212 54.9736033, -2.1053981 54.9738527)",,,,
33993797,False,2,,Alexander Place,unclassified,20 mph,True,16.109,"LINESTRING (-2.1053981 54.9738527, -2.105539 54.9739729)",,,,
280833734,False,,,Gilesgate,unclassified,20 mph,False,35.328,"LINESTRING (-2.1053981 54.9738527, -2.1051408 54.9735714)",,,,
70603029,False,,,Giles Place,residential,20 mph,True,56.191,"LINESTRING (-2.1053981 54.9738527, -2.1054212 54.9736033, -2.1053842 54.9733486)",,,,
70603031,False,,,Circle Place,residential,,True,71.627,"LINESTRING (-2.1042041 54.9737324, -2.1043582 54.9738137, -2.1045122 54.9738013, -2.1048204 54.9737341, -2.1051408 54.9735714)",,,,
"[47131241, 70603034]",False,,,Garden Terrace,residential,20 mph,True,138.17,"LINESTRING (-2.1033985 54.9748025, -2.1036211 54.9737252, -2.1036614 54.9736555, -2.1037278 54.9735803)",,,,
70603038,False,,,Fenwick Grove,residential,,False,42.289,"LINESTRING (-2.1088318 54.9734294, -2.108939 54.9730541)",,,,
70603053,False,,,Windmill Hill,residential,,True,33.898,"LINESTRING (-2.1088318 54.9734294, -2.1083033 54.973399)",,,,
70603038,False,,,Fenwick Grove,residential,,True,42.289,"LINESTRING (-2.108939 54.9730541, -2.1088318 54.9734294)",,,,
70603040,False,,,Cockshaw,residential,,False,25.358,"LINESTRING (-2.1067693 54.9730185, -2.1064453 54.9731505)",,,,
70603044,False,,,Cockshaw Court,residential,,False,66.516,"LINESTRING (-2.1067693 54.9730185, -2.1072698 54.9735432)",,,,
70603040,False,,,Cockshaw,residential,,True,82.27,"LINESTRING (-2.1067693 54.9730185, -2.106971 54.9729384, -2.1072985 54.9728663, -2.1079764 54.9727837)",,,,
70603040,False,,,Cockshaw,residential,,False,23.198,"LINESTRING (-2.1064453 54.9731505, -2.1061209 54.9732446)",,,,
70603040,False,,,Cockshaw,residential,,True,25.358,"LINESTRING (-2.1064453 54.9731505, -2.1067693 54.9730185)",,,,
70603043,False,,,Gibson Place,residential,,True,73.043,"LINESTRING (-2.1064453 54.9731505, -2.1067853 54.9735381, -2.1070264 54.9737129)",,,,
70603042,False,,,,residential,,False,46.365,"LINESTRING (-2.1058814 54.9738053, -2.1060897 54.9738314, -2.1065365 54.9736864)",,,,
106619040,False,,,Tanners Row,residential,,False,29.674,"LINESTRING (-2.1058814 54.9738053, -2.1057291 54.9739242, -2.1055775 54.9740058)",,,,
106619040,False,,,Tanners Row,residential,,True,67.66,"LINESTRING (-2.1058814 54.9738053, -2.1059423 54.973355, -2.105985 54.9732973, -2.1061209 54.9732446)",,,,
33993797,False,2,,Alexander Place,unclassified,20 mph,False,4.407,"LINESTRING (-2.1055775 54.9740058, -2.105539 54.9739729)",,,,
33993797,False,2,,Alexander Place,unclassified,20 mph,True,35.057,"LINESTRING (-2.1055775 54.9740058, -2.1056416 54.974083, -2.1056504 54.9742219, -2.1056221 54.9743112)",,,,
106619040,False,,,Tanners Row,residential,,True,29.674,"LINESTRING (-2.1055775 54.9740058, -2.1057291 54.9739242, -2.1058814 54.9738053)",,,,
70603042,False,,,,residential,,True,46.365,"LINESTRING (-2.1065365 54.9736864, -2.1060897 54.9738314, -2.1058814 54.9738053)",,,,
70603043,False,,,Gibson Place,residential,,False,73.043,"LINESTRING (-2.1070264 54.9737129, -2.1067853 54.9735381, -2.1064453 54.9731505)",,,,
70603044,False,,,Cockshaw Court,residential,,True,66.516,"LINESTRING (-2.1072698 54.9735432, -2.1067693 54.9730185)",,,,
70603051,False,,,Kingsgate Terrace,residential,30 mph,True,159.232,"LINESTRING (-2.1090997 54.9747561, -2.1083033 54.973399)",,,,
126516223,False,2,,Eilansgate,tertiary,30 mph,True,50.845,"LINESTRING (-2.1090997 54.9747561, -2.1086022 54.9746785, -2.1083305 54.974637)",,,,
"[96983601, 126516234]",False,,,"[""Saint Cuthbert's Terrace"", 'Burncroft']",residential,,False,138.01,"LINESTRING (-2.1077031 54.9684882, -2.1077983 54.9687995, -2.1077763 54.9689306, -2.1075045 54.9695609, -2.1075269 54.9697044)",,,,
96983608,False,,,Maltkiln,residential,,False,101.80900000000001,"LINESTRING (-2.1062854 54.9689929, -2.1064356 54.9689436, -2.1065289 54.9684298, -2.1066711 54.968405, -2.1070445 54.9684084)",,,,
96983600,False,,,Priestlands Lane,residential,,False,11.549,"LINESTRING (-2.1070445 54.9684084, -2.1071829 54.9683415)",,,,
96983600,False,,,Priestlands Lane,residential,,True,108.921,"LINESTRING (-2.1070445 54.9684084, -2.1070043 54.9692885, -2.106999 54.9693876)",,,,
96983608,False,,,Maltkiln,residential,,True,101.809,"LINESTRING (-2.1070445 54.9684084, -2.1066711 54.968405, -2.1065289 54.9684298, -2.1064356 54.9689436, -2.1062854 54.9689929)",,,,
197769575,False,2,,St Cuthbert's Lane,residential,30 mph,True,17.011,"LINESTRING (-2.1085574 54.967696, -2.1086808 54.9675604)",,,,
858364360,False,,,Priestlands Crescent,residential,,False,22.231,"LINESTRING (-2.1085574 54.967696, -2.1083577 54.9675322)",,,,
