osmid,oneway,lanes,ref,name,highway,maxspeed,area,junction,reversed,length,geometry,bridge,tunnel
15520106,False,,,Waterloo Road,unclassified,20 mph,,,False,60.480000000000004,"LINESTRING (-2.1319413 52.5853437, -2.1319796 52.5854537, -2.1321284 52.5858756)",,
85551216,False,2,,Darlington Street,unclassified,20 mph,,,False,99.668,"LINESTRING (-2.1319413 52.5853437, -2.1321121 52.5853183, -2.1321993 52.5853067, -2.1333816 52.5851499)",,
183926041,False,2,,Darlington Street,unclassified,20 mph,,,True,53.709,"LINESTRING (-2.1319413 52.5853437, -2.1317493 52.5853723, -2.1311687 52.5854575)",,
645715020,False,2,,School Street,unclassified,20 mph,,,True,109.315,"LINESTRING (-2.1319413 52.5853437, -2.1319109 52.5852531, -2.1318018 52.5849619, -2.1317933 52.5849392, -2.1317322 52.5847731, -2.1317272 52.5846532, -2.1317345 52.5845426, -2.1317798 52.584377)",,
"[22801795, 22801796, 22982982, 43158987, 135964083]",False,2,,Railway Drive,unclassified,20 mph,,,"[False, True]",151.37500000000003,"LINESTRING (-2.1211162 52.5871177, -2.1212306 52.5870363, -2.1212668 52.5870106, -2.121278 52.5870045, -2.1213164 52.5869889, -2.1214379 52.5869619, -2.1220821 52.586827, -2.1221276 52.5868198, -2.1229089 52.5866814, -2.1229531 52.5866736, -2.1231746 52.586636)",yes,
153700256,True,2,,,trunk,40 mph,,,False,39.906,"LINESTRING (-2.1223467 52.5879714, -2.1223359 52.5878897, -2.1223524 52.587845, -2.1223755 52.5878058, -2.1224135 52.5877743, -2.1224678 52.5877484, -2.1225761 52.5877353, -2.1226406 52.5877486)",,
"[649691003, 295111886]",True,"['2', '3']",A4150,Ring Road St. Davids,trunk,40 mph,,,False,200.01500000000001,"LINESTRING (-2.1223467 52.5879714, -2.1222457 52.5878638, -2.1220287 52.5875826, -2.1218269 52.5872545, -2.1216472 52.5869066, -2.1214859 52.5865347, -2.1213747 52.5862786)",,
85548593,False,2,,Broad Street,unclassified,20 mph,,,False,61.613,"LINESTRING (-2.1243303 52.5876285, -2.1247385 52.587501, -2.1251488 52.5873843)",,
85548593,False,2,,Broad Street,unclassified,20 mph,,,True,36.663,"LINESTRING (-2.1243303 52.5876285, -2.1239838 52.5877428, -2.1238529 52.5877853)",,
"[19373424, 19373426]",False,2,,"['Whitmore Street', 'Westbury Street']",unclassified,20 mph,,,True,75.371,"LINESTRING (-2.1247132 52.5881475, -2.1248491 52.588352, -2.1248897 52.5883659, -2.1249282 52.5883631, -2.1251633 52.5882943, -2.1252907 52.5882571, -2.1255279 52.5881853)",,
36799795,True,2,,Westbury Street,unclassified,20 mph,,,False,63.282,"LINESTRING (-2.1247132 52.5881475, -2.1245379 52.5878851, -2.1243303 52.5876285)",,
22757766,True,,,Little Brickiln Street,unclassified,20 mph,,,False,89.837,"LINESTRING (-2.1324684 52.5819174, -2.1316149 52.5820156, -2.1313828 52.5820265, -2.1313152 52.582022, -2.1312326 52.5820087, -2.1311676 52.5819863)",,
775832920,True,,,School Street,unclassified,20 mph,,,False,46.3,"LINESTRING (-2.1324684 52.5819174, -2.1325036 52.5820277, -2.1325144 52.5821203, -2.1325118 52.5821894, -2.1324567 52.5822548, -2.132377 52.5823034)",,
146803784,True,,,Worcester Street,unclassified,20 mph,,,False,64.955,"LINESTRING (-2.1312235 52.581883, -2.1316365 52.5813555)",,
22757676,False,,,Convent Close,unclassified,,,,False,72.91,"LINESTRING (-2.1265957 52.582207, -2.1265661 52.5818026, -2.1265444 52.5817615, -2.1265141 52.5817246, -2.126453 52.5816954, -2.1263568 52.5816651, -2.1262689 52.5816661)",,
22779135,True,,,Temple Street,unclassified,20 mph,,,False,108.10900000000001,"LINESTRING (-2.1265957 52.582207, -2.12677 52.5822054, -2.1270811 52.5821998, -2.1272565 52.5821945, -2.1273942 52.582194, -2.1281954 52.5821923)",,
22757677,False,,,Bond Street,unclassified,20 mph,,,False,73.755,"LINESTRING (-2.1281954 52.5821923, -2.1282129 52.5818459, -2.1282139 52.5818109, -2.1282149 52.5817986, -2.1282365 52.5815295)",,
22779135,True,,,Temple Street,unclassified,20 mph,,,False,72.092,"LINESTRING (-2.1281954 52.5821923, -2.1284171 52.5821917, -2.1286713 52.5821876, -2.1288184 52.5821892, -2.1291753 52.5821883, -2.1292623 52.5821884)",,
7985844,True,,,St John's Square,unclassified,20 mph,,,False,104.796,"LINESTRING (-2.1282365 52.5815295, -2.1272575 52.5814996, -2.1272945 52.5811535)",,
22757677,False,,,Bond Street,unclassified,20 mph,,,True,73.755,"LINESTRING (-2.1282365 52.5815295, -2.1282149 52.5817986, -2.1282139 52.5818109, -2.1282129 52.5818459, -2.1281954 52.5821923)",,
15520106,False,,,Waterloo Road,unclassified,20 mph,,,False,149.73399999999998,"LINESTRING (-2.1321284 52.5858756, -2.1324887 52.5869759, -2.1325609 52.5871963)",,
15520106,False,,,Waterloo Road,unclassified,20 mph,,,True,60.480000000000004,"LINESTRING (-2.1321284 52.5858756, -2.1319796 52.5854537, -2.1319413 52.5853437)",,
22757715,False,2,,Clarence Street,unclassified,20 mph,,,False,56.283,"LINESTRING (-2.1321284 52.5858756, -2.1322042 52.5858661, -2.1329401 52.5857617)",,
22757716,True,2,,Birch Street,unclassified,20 mph,,,False,106.809,"LINESTRING (-2.1338773 52.5856293, -2.1340768 52.5861293, -2.1340941 52.5861723, -2.134118 52.5862291, -2.1342565 52.5865618)",,
85580983,False,2,,Birch Street,unclassified,20 mph,,,False,40.652,"LINESTRING (-2.1338773 52.5856293, -2.1338619 52.5855922, -2.1337264 52.5852754)",,
22757717,True,2,,Birch Street,unclassified,20 mph,,,False,64.778,"LINESTRING (-2.1342565 52.5865618, -2.1333255 52.5867012)",,
85580979,True,,,Birch Street,unclassified,20 mph,,,False,57.479,"LINESTRING (-2.1342565 52.5865618, -2.1343745 52.5865484, -2.1344255 52.5865395, -2.1344806 52.5865142, -2.1345634 52.5864111, -2.1347131 52.5861728)",,
85580983,False,2,,Birch Street,unclassified,20 mph,,,True,40.652,"LINESTRING (-2.1337264 52.5852754, -2.1338619 52.5855922, -2.1338773 52.5856293)",,
25696174,True,2,A4150,Ring Road St. Andrews,trunk,40 mph,,,False,108.63600000000001,"LINESTRING (-2.1347131 52.5861728, -2.1347115 52.5860132, -2.1346638 52.5858304, -2.1346225 52.585666, -2.1345547 52.5854132, -2.134545 52.5853901, -2.134486 52.5853011, -2.1343913 52.5852318)",,
22757718,False,2,,Clarence Road,unclassified,20 mph,,,True,34.354,"LINESTRING (-2.1333255 52.5867012, -2.1333451 52.5867454, -2.1333849 52.5868654, -2.1334306 52.5870034)",,
85580974,True,,,Clarence Road,unclassified,20 mph,,,False,107.694,"LINESTRING (-2.1333255 52.5867012, -2.1332901 52.5866348, -2.1331013 52.5861901, -2.1329546 52.5857966, -2.1329401 52.5857617)",,
22757718,False,2,,Clarence Road,unclassified,20 mph,,,False,34.354,"LINESTRING (-2.1334306 52.5870034, -2.1333849 52.5868654, -2.1333451 52.5867454, -2.1333255 52.5867012)",,
22757715,False,2,,Clarence Street,unclassified,20 mph,,,True,56.283,"LINESTRING (-2.1329401 52.5857617, -2.1322042 52.5858661, -2.1321284 52.5858756)",,
233524862,True,2,,Clarence Street,unclassified,20 mph,,,False,65.007,"LINESTRING (-2.1329401 52.5857617, -2.1330032 52.5857525, -2.1332195 52.5857208, -2.1333592 52.5857009, -2.1338773 52.5856293)",,
22757732,False,,,Little's Lane,unclassified,20 mph,,,False,10.016,"LINESTRING (-2.1261258 52.588887, -2.1261822 52.5889703)",,
1251752305,False,2,,Little's Lane,unclassified,20 mph,,,False,12.77,"LINESTRING (-2.1261258 52.588887, -2.126295 52.5888358)",,
"[1251752305, 148994807]",False,2,,"[""Little's Lane"", 'Thornley Street']",unclassified,20 mph,,,True,103.079,"LINESTRING (-2.1261258 52.588887, -2.1259911 52.5889246, -2.1259221 52.5889286, -2.1258651 52.5889115, -2.1258545 52.5889018, -2.1258347 52.5888837, -2.1255279 52.5881853)",,
22757732,False,,,Little's Lane,unclassified,20 mph,,,True,10.016,"LINESTRING (-2.1261822 52.5889703, -2.1261258 52.588887)",,
22757739,True,2,,Red Lion Street,unclassified,20 mph,,,False,85.662,"LINESTRING (-2.1311687 52.5854575, -2.1312624 52.5856974, -2.1313893 52.585961, -2.1315174 52.5861977)",,
183926041,False,2,,Darlington Street,unclassified,20 mph,,,False,53.709,"LINESTRING (-2.1311687 52.5854575, -2.1317493 52.5853723, -2.1319413 52.5853437)",,
"[627988061, 22757741, 22757742]",True,2,,"['Mitre Fold', 'North Street']",unclassified,20 mph,,,False,246.66899999999998,"LINESTRING (-2.1317051 52.5866775, -2.1314579 52.5867074, -2.1313724 52.5867471, -2.1304934 52.5868912, -2.130414 52.5868881, -2.1303334 52.5868748, -2.1302512 52.5868365, -2.1301544 52.5866729, -2.1300177 52.5864027, -2.1300163 52.5863971, -2.1299274 52.5861955, -2.1298887 52.5861317, -2.1298442 52.5860865, -2.1297931 52.586056, -2.1296612 52.5859788, -2.129436 52.5858255, -2.1293936 52.5857939, -2.1293491 52.5857059)",,
38791085,False,2,,Red Lion Street,unclassified,20 mph,,,False,71.25800000000001,"LINESTRING (-2.1317051 52.5866775, -2.1317073 52.5868078, -2.1317112 52.5870257, -2.1317243 52.5871083, -2.1317565 52.587181, -2.13182 52.5873097)",,
85580984,False,2,,Red Lion Street,unclassified,20 mph,,,False,8.501,"LINESTRING (-2.13182 52.5873097, -2.1318706 52.5873797)",,
22757740,False,2,,Paternoster Row,unclassified,20 mph,,,False,98.164,"LINESTRING (-2.13182 52.5873097, -2.1312996 52.587379, -2.1305117 52.5875014, -2.1304071 52.5875153)",,
38791085,False,2,,Red Lion Street,unclassified,20 mph,,,True,71.258,"LINESTRING (-2.13182 52.5873097, -2.1317565 52.587181, -2.1317243 52.5871083, -2.1317112 52.5870257, -2.1317073 52.5868078, -2.1317051 52.5866775)",,
85580984,False,2,,Red Lion Street,unclassified,20 mph,,,True,8.501,"LINESTRING (-2.1318706 52.5873797, -2.13182 52.5873097)",,
22757740,False,2,,Paternoster Row,unclassified,20 mph,,,True,98.16399999999999,"LINESTRING (-2.1304071 52.5875153, -2.1305117 52.5875014, -2.1312996 52.587379, -2.13182 52.5873097)",,
1251752305,False,2,,Little's Lane,unclassified,20 mph,,,True,12.77,"LINESTRING (-2.126295 52.5888358, -2.1261258 52.588887)",,
"[491066198, 22757767]",True,2,,Peel Street,unclassified,20 mph,,,False,220.232,"LINESTRING (-2.133563 52.5836739, -2.133607 52.5836071, -2.1336289 52.5835331, -2.1336388 52.5834744, -2.1336086 52.5833294, -2.1333763 52.5826644, -2.1333592 52.5825885, -2.1333446 52.5825488, -2.1332698 52.582348, -2.1332484 52.5822964, -2.1331829 52.5822426, -2.1330865 52.5822184, -2.1329782 52.5822148, -2.1326402 52.582264, -2.1325765 52.5822743, -2.132377 52.5823034)",,
23991405,True,2,,Salop Street,unclassified,20 mph,,,False,33.839,"LINESTRING (-2.1342055 52.5841256, -2.1340707 52.5839756, -2.1340129 52.5839306, -2.133908 52.5838886)",,
"[438851184, 85580980]",True,"['2', '3']",A4150,Ring Road St Marks,trunk,40 mph,,,False,377.669,"LINESTRING (-2.1342055 52.5841256, -2.134075 52.5837521, -2.1338834 52.5832564, -2.1336537 52.5826638, -2.133564 52.5824374, -2.1333362 52.5817927, -2.1332401 52.5814984, -2.133171 52.5813659, -2.133115 52.5812835, -2.1329907 52.5811592, -2.1328084 52.5810563, -2.1326738 52.5810202, -2.1325281 52.5810032)",,
22757917,True,1,,Fold Street,unclassified,20 mph,,,False,59.037,"LINESTRING (-2.1328344 52.5836063, -2.1325677 52.5841119)",,
85580977,False,2,,Salop Street,unclassified,20 mph,,,False,49.521,"LINESTRING (-2.1328344 52.5836063, -2.1326047 52.5835559, -2.132375 52.5835148, -2.1321323 52.5834802)",,
85580986,True,1,,Salop Street,unclassified,20 mph,,,False,52.237,"LINESTRING (-2.1328344 52.5836063, -2.1330077 52.5836183, -2.1333639 52.5837008, -2.133443 52.5837103, -2.1335123 52.5836986, -2.133563 52.5836739)",,
149160142,True,2,,Fold Street,unclassified,20 mph,,,False,44.701,"LINESTRING (-2.1325677 52.5841119, -2.1324258 52.584095, -2.1320672 52.5840596, -2.1319177 52.5840378)",,
7984145,False,2,,School Street,unclassified,20 mph,,,True,38.851,"LINESTRING (-2.1319177 52.5840378, -2.1317798 52.584377)",,
852047642,False,2,,School Street,unclassified,20 mph,,,False,63.675,"LINESTRING (-2.1319177 52.5840378, -2.1321323 52.5834802)",,
15520106,False,,,Waterloo Road,unclassified,20 mph,,,True,149.73399999999998,"LINESTRING (-2.1325609 52.5871963, -2.1324887 52.5869759, -2.1321284 52.5858756)",,
85550728,True,,,Waterloo Road,unclassified,20 mph,,,False,42.574,"LINESTRING (-2.1325609 52.5871963, -2.1326654 52.5874203, -2.1326938 52.5875017, -2.1327032 52.5875683)",,
22766041,False,,,Tempest Street,unclassified,20 mph,,,True,7.037,"LINESTRING (-2.1248153 52.5811744, -2.1248251 52.5812374)",,
"[19373955, 7984133]",True,2,,"['Market Street', 'Queen Street']",unclassified,20 mph,,,False,248.407,"LINESTRING (-2.1256107 52.5850101, -2.1257348 52.5853545, -2.1257426 52.5853992, -2.1257628 52.5854665, -2.1256235 52.5854899, -2.125577 52.5855012, -2.1232669 52.5858535, -2.1231145 52.5858804, -2.1230575 52.5858951, -2.1229942 52.5859168, -2.1229706 52.5859367)",,
109182581,False,1,,Castle Yard,unclassified,20 mph,,,False,60.921,"LINESTRING (-2.1256107 52.5850101, -2.1260867 52.5849402, -2.1261809 52.5851839)",,
148994805,True,,,Bell Street,unclassified,20 mph,,,False,73.536,"LINESTRING (-2.1285182 52.5837381, -2.1284735 52.5836993, -2.1284918 52.5836562, -2.1286663 52.5830967)",,yes
149166968,False,2,,,unclassified,20 mph,,,False,64.964,"LINESTRING (-2.1285182 52.5837381, -2.1276375 52.5835812, -2.1275951 52.5835746)",,
22779199,False,1,,Cleveland Passage,unclassified,20 mph,,,False,85.453,"LINESTRING (-2.1295808 52.583977, -2.1297258 52.5836187, -2.1297513 52.5835519, -2.1298743 52.5832295)",,
38791088,True,2,,Bell Street,unclassified,20 mph,,,False,76.548,"LINESTRING (-2.1295808 52.583977, -2.1293922 52.5839346, -2.1285182 52.5837381)",,
38791083,False,,,Cleveland Street,unclassified,20 mph,,,True,31.412999999999997,"LINESTRING (-2.1286663 52.5830967, -2.1288405 52.5831176, -2.1289639 52.5831107, -2.129052 52.5830874, -2.1290948 52.5830558)",,
"[852047641, 38791084]",True,,,Cleveland Street,unclassified,20 mph,,,False,200.38299999999998,"LINESTRING (-2.1286663 52.5830967, -2.1279606 52.5830177, -2.1276798 52.5829977, -2.1272221 52.5829861, -2.1267368 52.5829925, -2.126114 52.5830171, -2.1260331 52.5830203, -2.125872 52.5830122, -2.1257337 52.5829694)",,
612858583,True,1,,,unclassified,20 mph,,,False,8.734,"LINESTRING (-2.1231721 52.5840798, -2.1231675 52.5841583)",,
72710827,True,2,,Bilston Street,unclassified,20 mph,,,False,23.627,"LINESTRING (-2.1231721 52.5840798, -2.123029 52.5840705, -2.1229485 52.5840629, -2.1228959 52.584056, -2.1228284 52.5840436)",,
19373954,True,1,,Pipers Row,unclassified,20 mph,,,False,41.242999999999995,"LINESTRING (-2.1231675 52.5841583, -2.1231357 52.5841952, -2.1230143 52.5843242, -2.1228254 52.5844637)",,
290002936,True,2,,Bilston Street,unclassified,20 mph,,,False,70.3,"LINESTRING (-2.1228284 52.5840436, -2.1226505 52.5840028, -2.1224125 52.5839369, -2.1222739 52.5838956, -2.1221406 52.5838662, -2.1219972 52.5838562, -2.121854 52.5838796)",,
24930293,True,1,,,unclassified,20 mph,,,False,36.797,"LINESTRING (-2.1228165 52.5838749, -2.1230744 52.5839403, -2.1231229 52.5839644, -2.1231329 52.5839763, -2.123169 52.5840123, -2.1231721 52.5840798)",,
"[852018219, 22779028, 24930295]",True,2,,"[""St George's Parade"", 'Bilston Street']",unclassified,20 mph,,,False,268.93,"LINESTRING (-2.1228165 52.5838749, -2.1229672 52.5838879, -2.123413 52.5838907, -2.123454 52.5838915, -2.1235354 52.5838822, -2.123583 52.5838466, -2.1235934 52.5838142, -2.1235974 52.5836803, -2.1235962 52.5836248, -2.1235961 52.5833922, -2.1235923 52.5831938, -2.1235941 52.5830385, -2.1236014 52.5829513, -2.1236296 52.5828743, -2.1237083 52.5827897, -2.123737 52.5827715, -2.1237992 52.5827323, -2.123925 52.5826756, -2.1240278 52.5826467, -2.1241062 52.5826338, -2.1241429 52.5826278, -2.1242417 52.5826224, -2.1242644 52.5826211, -2.1243764 52.5826274, -2.1245492 52.5826641, -2.1248993 52.5827522, -2.1249935 52.5827757)",,
"[34106032, 438845248]",True,"['2', '4']",A4150,Ring Road St. Georges,trunk,40 mph,,,False,385.559,"LINESTRING (-2.1252785 52.5807941, -2.1250042 52.5808147, -2.1248002 52.5808544, -2.1246515 52.5808998, -2.1243814 52.5809928, -2.1239806 52.5811973, -2.123683 52.5813908, -2.1230563 52.5818736, -2.1227437 52.5821465, -2.1225686 52.5823219, -2.122259 52.5826673, -2.1220766 52.5829199, -2.1220297 52.5830185, -2.1219894 52.5832011, -2.12201 52.5833888)",,
"[612926059, 149038892, 86628388]",True,2,A4124,Wednesfield Road,primary,30 mph,,,False,49.87,"LINESTRING (-2.1224676 52.5885396, -2.1224224 52.5885627, -2.1223496 52.5885805, -2.1222557 52.5885956, -2.1221597 52.5886012, -2.1219967 52.5886107, -2.1218748 52.5886135, -2.1217535 52.5886159)",,
"[25689656, 7982408, 43158989]",True,"['2', '3']",A4124,Wednesfield Road,primary,30 mph,,,False,77.135,"LINESTRING (-2.1217535 52.5886159, -2.1222526 52.5885043, -2.1224278 52.5884324, -2.1225178 52.5883742, -2.1225443 52.5883445, -2.1225805 52.588293, -2.1225969 52.5882212)",,
"[25689657, 220679428]",False,2,A4124,Wednesfield Road,primary,30 mph,,,False,45.376000000000005,"LINESTRING (-2.1217535 52.5886159, -2.1216488 52.5886461, -2.1213976 52.5886932, -2.1211152 52.5887404)",,yes
"[25689657, 220679428]",False,2,A4124,Wednesfield Road,primary,30 mph,,,True,45.376000000000005,"LINESTRING (-2.1211152 52.5887404, -2.1213976 52.5886932, -2.1216488 52.5886461, -2.1217535 52.5886159)",,yes
153700257,True,2,,,trunk_link,40 mph,,,False,57.266999999999996,"LINESTRING (-2.1235133 52.5884187, -2.1235879 52.5885182, -2.1235963 52.5885718, -2.1235794 52.5886181, -2.1235428 52.5886568, -2.1234524 52.588705, -2.1233531 52.5887234, -2.1232612 52.5887277, -2.12316 52.5886995)",,
295111882,True,3,A4150,Ring Road St Patricks,trunk,40 mph,,,False,161.90599999999998,"LINESTRING (-2.1235133 52.5884187, -2.1238223 52.5885889, -2.1240416 52.5886863, -2.1243426 52.5887972, -2.1246114 52.5888771, -2.1250627 52.588988, -2.1252476 52.5890205, -2.1254377 52.5890466, -2.1256171 52.5890668)",,
85550385,True,1,,,trunk_link,40 mph,,,False,88.25800000000001,"LINESTRING (-2.1279358 52.5892169, -2.1273172 52.5892695, -2.1271004 52.589269, -2.1269391 52.589252, -2.1268666 52.5892371, -2.1268082 52.589223, -2.1267202 52.5892019, -2.1266634 52.5891799)",,
"[628486652, 627988062]",False,2,,Corporation Street,unclassified,20 mph,,,True,82.029,"LINESTRING (-2.1315174 52.5861977, -2.1313409 52.5862363, -2.130365 52.5864299)",,
868591197,True,2,,Red Lion Street,unclassified,20 mph,,,False,55.289,"LINESTRING (-2.1315174 52.5861977, -2.1315943 52.5863572, -2.1317092 52.5865798, -2.1317051 52.5866775)",,
37852781,False,2,,Whitmore Hill,unclassified,30 mph,,,True,100.81300000000002,"LINESTRING (-2.1311125 52.5888122, -2.1312393 52.5887763, -2.1316265 52.5886597, -2.1317694 52.5886167, -2.1318981 52.5885865, -2.1320469 52.5885516, -2.1321918 52.5885337, -2.1322129 52.5885347, -2.1323139 52.5885393, -2.1325017 52.5885664)",,
897791710,True,2,A449,Stafford Street,trunk,40 mph,,,False,16.828,"LINESTRING (-2.1265379 52.5892297, -2.1265134 52.5890791)",,
643170777,True,2,,Stafford Street,unclassified,20 mph,,,False,31.741999999999997,"LINESTRING (-2.1265454 52.5887998, -2.1265997 52.5889651, -2.1266127 52.5890061, -2.126636 52.5890799)",,
643170792,True,1,,Stafford Street,unclassified,20 mph,,,False,47.239999999999995,"LINESTRING (-2.1265454 52.5887998, -2.1266176 52.5888642, -2.1267356 52.5889306, -2.1267965 52.5889586, -2.1268208 52.5889698, -2.1268677 52.5889914, -2.1269841 52.5890377, -2.1270756 52.5890694)",,
897791706,True,2,A4150,Ring Road St Patricks,trunk,40 mph,,,False,8.283,"LINESTRING (-2.1265134 52.5890791, -2.126636 52.5890799)",,
85550392,True,2,,Stafford Street,unclassified,20 mph,,,False,42.452,"LINESTRING (-2.1265134 52.5890791, -2.1265008 52.5890055, -2.1264918 52.5889533, -2.126463 52.5886986)",,
"[140653958, 38791086]",False,2,,Lichfield Street,unclassified,20 mph,,,True,173.67399999999998,"LINESTRING (-2.1257033 52.586771, -2.1256388 52.5867823, -2.1255586 52.5867964, -2.1254387 52.5868221, -2.1253193 52.5868184, -2.1248269 52.5867612, -2.1244273 52.5867124, -2.1243722 52.5867061, -2.1241418 52.5866795, -2.1239423 52.5866607, -2.1238523 52.5866538, -2.123747 52.5866458, -2.1235418 52.5866331, -2.1233224 52.5866242, -2.1231746 52.586636)",,
85550386,True,,,Princes Square,unclassified,20 mph,,,False,49.096,"LINESTRING (-2.1257033 52.586771, -2.1258199 52.5868825, -2.1258755 52.5869843, -2.1259505 52.5870828, -2.125967 52.5871759)",,
897791708,True,1,,,trunk_link,40 mph,,,False,15.312999999999999,"LINESTRING (-2.1266634 52.5891799, -2.1265834 52.5891427, -2.1265436 52.5891068, -2.1265134 52.5890791)",,
156594812,True,2,,Waterloo Road,tertiary,40 mph,,,False,9.203,"LINESTRING (-2.1325906 52.5878687, -2.1325961 52.587786)",,
879699937,True,3,A4150,Ring Road St. Peters,trunk,40 mph,,,False,26.683,"LINESTRING (-2.1325906 52.5878687, -2.1324984 52.5878853, -2.1322119 52.5879369)",,
85550726,True,2,A4150,Ring Road St. Peter's,trunk,40 mph,,,False,7.401,"LINESTRING (-2.1325975 52.5875858, -2.1327032 52.5875683)",,
85550727,True,,,,unclassified,20 mph,,,False,43.423,"LINESTRING (-2.1325975 52.5875858, -2.132601 52.5875122, -2.132594 52.587426, -2.1325609 52.5871963)",,
85551215,True,2,,,trunk,40 mph,,,False,85.344,"LINESTRING (-2.1344585 52.5837797, -2.1345073 52.5838676, -2.1345876 52.5840066, -2.1346753 52.5842475, -2.1347203 52.5843693, -2.1347896 52.5844478, -2.1348527 52.5845025)",,
645732297,True,2,A4150,Ring Road St Marks,trunk,40 mph,,,False,81.72600000000001,"LINESTRING (-2.1344585 52.5837797, -2.1344709 52.5840061, -2.134548 52.584313, -2.1345621 52.5843471, -2.1346343 52.5844335, -2.1347054 52.5844833)",,
23991405,True,2,,Salop Street,unclassified,20 mph,,,False,18.955,"LINESTRING (-2.133908 52.5838886, -2.1337831 52.5838509, -2.1336502 52.5838221)",,
85580990,True,1,,Salop Street,unclassified,20 mph,,,False,33.942,"LINESTRING (-2.133908 52.5838886, -2.1338675 52.5838395, -2.1338255 52.5838006, -2.1336065 52.5836982, -2.133563 52.5836739)",,
85581304,True,2,,,trunk_link,40 mph,,,False,125.524,"LINESTRING (-2.1308068 52.5879269, -2.1312442 52.5878817, -2.1322434 52.5877108, -2.132444 52.5877395, -2.1325076 52.5877589, -2.1325961 52.587786)",,
643170789,True,3,A4150,Ring Road Saint Peters,trunk,40 mph,,,False,126.831,"LINESTRING (-2.1308068 52.5879269, -2.1319594 52.5876998, -2.1321471 52.5876637, -2.1324186 52.5876224, -2.1324984 52.5876087, -2.1325975 52.5875858)",,
37852781,False,2,,Whitmore Hill,unclassified,30 mph,,,False,100.813,"LINESTRING (-2.1325017 52.5885664, -2.1323139 52.5885393, -2.1322129 52.5885347, -2.1321918 52.5885337, -2.1320469 52.5885516, -2.1318981 52.5885865, -2.1317694 52.5886167, -2.1316265 52.5886597, -2.1312393 52.5887763, -2.1311125 52.5888122)",,
85550730,True,2,,Waterloo Road,tertiary,30 mph,,,False,53.397,"LINESTRING (-2.1325017 52.5885664, -2.1325488 52.5884061, -2.1325605 52.5880888)",,
879699933,True,2,,Waterloo Road,tertiary,40 mph,,,False,19.047,"LINESTRING (-2.1327185 52.5876681, -2.1327351 52.5878391)",,
879699934,True,1,,,trunk_link,40 mph,,,False,12.271,"LINESTRING (-2.1327185 52.5876681, -2.1326696 52.5876349, -2.1325975 52.5875858)",,
879699936,True,2,,,trunk_link,40 mph,,,False,11.092,"LINESTRING (-2.1325961 52.587786, -2.1327351 52.5878391)",,
879699935,True,2,,Waterloo Road,tertiary,40 mph,,,False,22.262,"LINESTRING (-2.1325961 52.587786, -2.1325971 52.587645, -2.1325975 52.5875858)",,
19366135,False,2,,Newhampton Road East,tertiary,30 mph,,,True,38.081999999999994,"LINESTRING (-2.1328727 52.5891697, -2.1327161 52.589057, -2.1324845 52.588922)",,
86336507,True,1,,,tertiary,30 mph,,,False,34.632,"LINESTRING (-2.1328727 52.5891697, -2.1326071 52.5891365, -2.1324917 52.5891415, -2.1323721 52.5891652)",,
684848393,True,2,A4150,Ring Road St Patricks,trunk,40 mph,,,False,20.996,"LINESTRING (-2.1227708 52.5883777, -2.1225969 52.5882212)",,
"[612926060, 156594813]",True,2,A4124,Broad Street,primary,30 mph,,,False,27.269,"LINESTRING (-2.1227708 52.5883777, -2.1226972 52.5884169, -2.1224676 52.5885396)",,
636402735,True,2,A4150,Ring Road St. Davids,trunk,40 mph,,,False,26.512,"LINESTRING (-2.1226998 52.5878083, -2.1229291 52.5880018)",,
86628390,True,2,,,trunk_link,40 mph,,,False,66.0,"LINESTRING (-2.1226998 52.5878083, -2.1227555 52.587978, -2.1228453 52.5881788, -2.1228598 52.5882505, -2.1228268 52.5883274, -2.1227708 52.5883777)",,
35406700,False,3,,Victoria Street,unclassified,20 mph,,,True,5.768,"LINESTRING (-2.1299242 52.5841155, -2.1299527 52.5840666)",,
86882780,True,2,,Skinner Street,unclassified,20 mph,,,False,78.503,"LINESTRING (-2.1299242 52.5841155, -2.1303508 52.5842408, -2.1305273 52.5842697, -2.1306723 52.5842825, -2.1310278 52.584312)",,
22757678,False,,,Summer Row,unclassified,20 mph,,,False,63.6,"LINESTRING (-2.1291698 52.5827576, -2.1291821 52.5826762, -2.1292048 52.582531, -2.1292623 52.5821884)",,
22757678,False,,,Summer Row,unclassified,20 mph,,,True,33.760000000000005,"LINESTRING (-2.1291698 52.5827576, -2.1291358 52.5829666, -2.1291224 52.5830205, -2.1290948 52.5830558)",,
86886182,False,,,Summer Row,unclassified,20 mph,,,False,117.19300000000001,"LINESTRING (-2.1291698 52.5827576, -2.1289457 52.5827529, -2.1288866 52.5827489, -2.128842 52.5827334, -2.1287512 52.5826635, -2.1287162 52.5826474, -2.1286764 52.5826459, -2.1275074 52.5826349)",,
86886182,False,,,Summer Row,unclassified,20 mph,,,True,117.19300000000001,"LINESTRING (-2.1275074 52.5826349, -2.1286764 52.5826459, -2.1287162 52.5826474, -2.1287512 52.5826635, -2.128842 52.5827334, -2.1288866 52.5827489, -2.1289457 52.5827529, -2.1291698 52.5827576)",,
149125994,False,,,Great Brickkiln Street,unclassified,,,,True,18.021,"LINESTRING (-2.1347156 52.5819605, -2.1344542 52.5819927)",,
