osmid,name,highway,oneway,reversed,length,maxspeed,ref,geometry
31903208,Stadiou,residential,False,False,36.899,,,"LINESTRING (32.9000034 34.6741116, 32.8998351 34.67381)"
1176456030,Kremastis Rodou,secondary,False,False,10.289,40,,"LINESTRING (32.9000034 34.6741116, 32.8998981 34.6741442)"
642526325,Nikou Georgiou,tertiary,False,True,109.41999999999999,40,F627,"LINESTRING (32.9000034 34.6741116, 32.9003831 34.6740442, 32.9006059 34.6739987, 32.9008319 34.673935, 32.901138 34.673814)"
826587511,Aristotelous,residential,False,True,6.009,,,"LINESTRING (32.8969501 34.674761, 32.896968 34.674813)"
826615788,Kremastis Rodou,secondary,False,True,53.345,40,,"LINESTRING (32.8969501 34.674761, 32.8975328 34.6747836)"
642526329,Nikou Georgiou,tertiary,False,False,71.275,40,F627,"LINESTRING (32.9059696 34.6730254, 32.9051951 34.6730972)"
642526329,Nikou Georgiou,tertiary,False,True,80.032,40,F627,"LINESTRING (32.9059696 34.6730254, 32.9068445 34.6730077)"
826615785,Δρόμος Αριθμός 31,residential,False,False,81.018,,,"LINESTRING (32.9059696 34.6730254, 32.9059592 34.6725243, 32.9059544 34.6722969)"
1246308485,Nikou Georgiou,tertiary,False,True,11.105,40,F627,"LINESTRING (32.9027293 34.6735106, 32.9028484 34.6734911)"
"[642526325, 1246308486]",Nikou Georgiou,tertiary,False,False,110.587,40,F627,"LINESTRING (32.9027293 34.6735106, 32.9025496 34.673528, 32.9017469 34.6736059, 32.9015302 34.6736375)"
"[30152814, 1246308487]",Archiepiskopou Makariou III,residential,False,True,67.66,,,"LINESTRING (32.9027293 34.6735106, 32.9026768 34.6733579, 32.9026818 34.6733123, 32.9026868 34.6732667, 32.9027597 34.6730412, 32.9027927 34.6729193)"
642526325,Nikou Georgiou,tertiary,False,True,12.168,40,F627,"LINESTRING (32.901138 34.673814, 32.9012454 34.6737494)"
77016318,,residential,False,True,73.856,,,"LINESTRING (32.901138 34.673814, 32.9010669 34.6738929, 32.9006574 34.6743478)"
642526325,Nikou Georgiou,tertiary,False,False,109.41999999999999,40,F627,"LINESTRING (32.901138 34.673814, 32.9008319 34.673935, 32.9006059 34.6739987, 32.9003831 34.6740442, 32.9000034 34.6741116)"
24704886,Δρόμος Αριθμός 4,residential,False,False,33.949,,,"LINESTRING (32.905041 34.6662841, 32.9050438 34.6665894)"
642526327,Δρόμος Αριθμός 1,residential,False,True,103.308,,,"LINESTRING (32.905041 34.6662841, 32.9048367 34.6663837, 32.9046858 34.6664766, 32.9041499 34.6668516)"
24704604,Δρόμος Αριθμός 1,residential,False,True,105.135,,,"LINESTRING (32.903538 34.6682347, 32.903402 34.6682836, 32.903284 34.6683832, 32.9031459 34.6686858, 32.9031094 34.6690457)"
24704953,Parodos 1st Road,residential,False,False,132.436,,,"LINESTRING (32.903538 34.6682347, 32.9036094 34.668354, 32.9036981 34.6684807, 32.9038182 34.6685563, 32.9040285 34.6686304, 32.904211 34.6686387, 32.9042846 34.6686146, 32.9043964 34.6685177, 32.9044562 34.6683859, 32.9045452 34.6683044)"
524712599,Δρόμος Αριθμός 1,residential,False,False,49.783,,,"LINESTRING (32.903538 34.6682347, 32.9035075 34.6680526, 32.9034861 34.6678883, 32.903457 34.6677926)"
30152814,Archiepiskopou Makariou III,residential,False,True,63.182,,,"LINESTRING (32.9025498 34.6709315, 32.902531 34.6703635)"
30152814,Archiepiskopou Makariou III,residential,False,False,216.443,,,"LINESTRING (32.9025498 34.6709315, 32.9025534 34.6710829, 32.9025579 34.6712732, 32.9026572 34.6716812, 32.902735 34.6720012, 32.9027519 34.6721451, 32.9027672 34.672724, 32.9027876 34.6728617)"
370281928,Feneromenis,residential,False,True,142.777,,,"LINESTRING (32.9025498 34.6709315, 32.9027148 34.6708867, 32.9035794 34.670342, 32.9037284 34.6701294)"
31903208,Stadiou,residential,False,False,55.359,,,"LINESTRING (32.8998351 34.67381, 32.8995894 34.673355)"
31903208,Stadiou,residential,False,True,36.899,,,"LINESTRING (32.8998351 34.67381, 32.9000034 34.6741116)"
24704730,Salaminas,residential,False,True,68.294,,,"LINESTRING (32.8998351 34.67381, 32.9001106 34.6736813, 32.900218 34.6735891, 32.90033 34.6733828)"
31903208,Stadiou,residential,False,True,55.359,,,"LINESTRING (32.8995894 34.673355, 32.8998351 34.67381)"
826615789,Δρόμος Αριθμός 23,residential,False,True,62.909,,,"LINESTRING (32.8995894 34.673355, 32.8989435 34.6735497)"
31903208,Stadiou,residential,False,False,151.94299999999998,,,"LINESTRING (32.8995894 34.673355, 32.8992033 34.6726586, 32.8991852 34.6726016, 32.8990003 34.6720812)"
24704717,26th Road,residential,False,False,170.54399999999998,,,"LINESTRING (32.8990003 34.6720812, 32.8984166 34.672293, 32.8982535 34.6723847, 32.8980942 34.6725839, 32.898039 34.672653, 32.8977777 34.6729239, 32.8976013 34.6730299)"
31903208,Stadiou,residential,False,False,99.245,,,"LINESTRING (32.8990003 34.6720812, 32.898932 34.6718658, 32.8988412 34.6717167, 32.8986572 34.671527, 32.8983925 34.6713839)"
31903208,Stadiou,residential,False,True,151.94299999999998,,,"LINESTRING (32.8990003 34.6720812, 32.8991852 34.6726016, 32.8992033 34.6726586, 32.8995894 34.673355)"
24704709,25th Road,residential,False,False,138.787,,,"LINESTRING (32.8983925 34.6713839, 32.8979294 34.6717654, 32.8975199 34.6721922, 32.897414 34.6723328)"
