osmid,oneway,ref,name,highway,reversed,length,geometry,lanes,maxspeed,bridge
126306256,True,59-12,Varinli Caddesi,secondary,False,11.07,"LINESTRING (37.7588983 39.8972824, 37.7589418 39.897255, 37.7589879 39.8972111)",,,
"[400518450, 105287502]",False,,Abdulmuttalip Gökçe Caddesi,residential,True,178.298,"LINESTRING (37.7588983 39.8972824, 37.7585255 39.8973832, 37.7576512 39.8977273, 37.7575525 39.8977512, 37.7574109 39.8977849, 37.7569695 39.8976845)",,,
129246055,False,,Reşitpaşa Caddesi,secondary,False,45.942,"LINESTRING (37.7534279 39.8940858, 37.7538941 39.8942926)",2,,
129246058,False,,Aydınlar Caddesi,residential,True,138.37199999999999,"LINESTRING (37.7534279 39.8940858, 37.7536093 39.8943089, 37.7538196 39.8945048, 37.7539322 39.8946835, 37.7540599 39.8949313, 37.7541769 39.8951782)",,,
1059035829,False,59-12,Varinli Caddesi,secondary,False,36.057,"LINESTRING (37.7626221 39.8954009, 37.7630247 39.8953022)",2,,
1059035829,False,59-12,Varinli Caddesi,secondary,True,27.464,"LINESTRING (37.7626221 39.8954009, 37.7623271 39.8954998)",2,,
105287128,False,,,residential,True,120.719,"LINESTRING (37.7626221 39.8954009, 37.7630373 39.8963632, 37.7630557 39.8964338)",,,
105287450,False,,,residential,True,84.741,"LINESTRING (37.7619352 39.8956748, 37.7616123 39.8949541)",,,
1059035829,False,59-12,Varinli Caddesi,secondary,False,38.684,"LINESTRING (37.7619352 39.8956748, 37.7623271 39.8954998)",2,,
1059035829,False,59-12,Varinli Caddesi,secondary,True,31.505,"LINESTRING (37.7619352 39.8956748, 37.7616219 39.8958248)",2,,
105287172,False,,,unclassified,True,12.714,"LINESTRING (37.7613879 39.8941136, 37.7615014 39.8940395)",,,
105287329,False,,,residential,False,106.766,"LINESTRING (37.7613879 39.8941136, 37.7613977 39.8943065, 37.7612796 39.8944946, 37.7612463 39.8949158, 37.7612574 39.8950519)",,,
