osmid,highway,oneway,reversed,length,geometry,maxspeed,name,lanes,tunnel
85423075,tertiary,False,True,39.787,"LINESTRING (30.7178955 36.8888238, 30.7178923 36.8891816)",,,,
120423303,residential,False,False,72.08500000000001,"LINESTRING (30.7252515 36.885649, 30.7249458 36.88542, 30.7246784 36.8851911)",,,,
209297812,residential,False,False,62.28,"LINESTRING (30.7252515 36.885649, 30.7250073 36.8860103, 30.7249015 36.8861334)",,,,
120423303,residential,False,False,46.126999999999995,"LINESTRING (30.7240732 36.8847063, 30.7237965 36.884546, 30.7236534 36.8844627)",,,,
120423303,residential,False,True,77.035,"LINESTRING (30.7240732 36.8847063, 30.7241981 36.884767, 30.7243329 36.884849, 30.7244749 36.8849708, 30.7246784 36.8851911)",,,,
120423351,residential,False,False,202.397,"LINESTRING (30.7188668 36.8849235, 30.7194608 36.8848396, 30.7199567 36.8847546, 30.7202655 36.8846979, 30.7203482 36.8847025, 30.7204291 36.8848208, 30.7206864 36.8852517)",,,,
1002240861,secondary,True,False,97.27,"LINESTRING (30.7188668 36.8849235, 30.7189152 36.8851204, 30.7189969 36.8853085, 30.7192704 36.8857301)",70,,,
658177471,residential,False,True,136.982,"LINESTRING (30.7192704 36.8857301, 30.7196683 36.8855885, 30.7201136 36.8854508, 30.7205084 36.8853375, 30.7206864 36.8852517)",,1372 Sokak,,
1002240861,secondary,True,False,76.95599999999999,"LINESTRING (30.7192704 36.8857301, 30.7195857 36.8861787, 30.7196981 36.8863317)",70,,,
85422375,secondary,True,False,135.097,"LINESTRING (30.719283 36.8859335, 30.7191106 36.8857106, 30.7188914 36.8853824, 30.7187835 36.8851689, 30.7187332 36.8849968, 30.7186861 36.8848272)",70,Burhanettin Onat Caddesi,,
91728304,residential,False,False,77.202,"LINESTRING (30.719283 36.8859335, 30.7190998 36.8859276, 30.7188174 36.8859769, 30.7186922 36.8859988, 30.7184277 36.8860307)",,1376 Sokak,,
91728304,residential,False,True,41.033,"LINESTRING (30.7172663 36.8862642, 30.7177146 36.886177)",,1376 Sokak,,
91728304,residential,False,False,77.686,"LINESTRING (30.7172663 36.8862642, 30.7164811 36.8860759, 30.7164284 36.8860674)",,1376 Sokak,,
409129085,residential,False,True,157.083,"LINESTRING (30.7172663 36.8862642, 30.7172282 36.8865743, 30.7171974 36.8866384, 30.7171388 36.8866458, 30.7165688 36.8865743, 30.7165281 36.8865244, 30.7164284 36.8860674)",,,,
91728304,residential,False,True,60.414,"LINESTRING (30.7157784 36.8859218, 30.7159655 36.8859928, 30.7164284 36.8860674)",,1376 Sokak,,
337187931,tertiary,False,False,83.593,"LINESTRING (30.7157784 36.8859218, 30.7162615 36.8855182, 30.7164263 36.8853772)",,Değirmenönü Caddesi,2,
721593282,primary,True,False,31.06,"LINESTRING (30.7209608 36.8890115, 30.7206414 36.8891245)",,Ali Çetinkaya Caddesi,,
436131058,primary,True,False,35.888999999999996,"LINESTRING (30.7209608 36.8890115, 30.7208691 36.8890012, 30.7208039 36.8889661, 30.7207274 36.8889098, 30.7206818 36.8888138)",,,,
85423079,primary,True,False,10.291,"LINESTRING (30.7184584 36.88997, 30.7183769 36.8900357)",70,Mevlana Caddesi,,
721593282,primary,True,False,17.359,"LINESTRING (30.7206414 36.8891245, 30.7204627 36.8891873)",,Ali Çetinkaya Caddesi,,
982018716,primary,True,False,6.722,"LINESTRING (30.7206164 36.8888441, 30.7206818 36.8888138)",,,,
120423284,primary_link,True,False,16.359,"LINESTRING (30.7206164 36.8888441, 30.7206266 36.8888084, 30.7206367 36.8887734, 30.7206439 36.8887482, 30.7206462 36.8886995)",,,,
120423578,residential,False,False,67.89600000000002,"LINESTRING (30.7196981 36.8863317, 30.7198986 36.8862394, 30.7200731 36.8861592, 30.7201457 36.8861047, 30.7202202 36.8859296)",,1353. Sokak,,
1002240861,secondary,True,False,37.439,"LINESTRING (30.7196981 36.8863317, 30.7198646 36.8865874, 30.7198926 36.8866303)",70,,,
120423280,residential,False,False,34.494,"LINESTRING (30.7203779 36.8871742, 30.7207514 36.8870906)",,1356. Sokak,,
85423074,primary_link,True,False,88.13,"LINESTRING (30.7203779 36.8871742, 30.720507 36.8874333, 30.720686 36.8879266)",,,1,
982018716,primary,True,False,27.587,"LINESTRING (30.7212473 36.8886133, 30.7215337 36.888518)",,,,
85423065,tertiary,True,False,75.64599999999999,"LINESTRING (30.7177697 36.8903582, 30.7178901 36.8901705, 30.7179316 36.8900557, 30.7179254 36.8897059)",,,,
85423078,primary,True,False,72.709,"LINESTRING (30.7177697 36.8903582, 30.7180322 36.890114, 30.7183447 36.8898957)",70,Mevlana Caddesi,,
982018716,primary,True,False,158.529,"LINESTRING (30.7216275 36.8884904, 30.7232984 36.8879938)",,,,
85423072,residential,False,False,56.646,"LINESTRING (30.7216275 36.8884904, 30.721475 36.8881864, 30.7214416 36.8880065)",,,,
85423075,tertiary,False,False,20.939,"LINESTRING (30.7179254 36.8897059, 30.7179023 36.8895185)",,,,
85423080,tertiary,True,False,56.231,"LINESTRING (30.7179254 36.8897059, 30.7179632 36.8898244, 30.7179893 36.8898712, 30.7180312 36.8899102, 30.7180772 36.8899419, 30.7181313 36.8899569, 30.7181765 36.8899618, 30.7183447 36.8898957)",,,,
426543545,residential,False,False,160.048,"LINESTRING (30.7179254 36.8897059, 30.7180713 36.88962, 30.7183043 36.8894863, 30.7186639 36.889251, 30.7184164 36.8891128, 30.7182062 36.8890344, 30.7181457 36.8888168, 30.7181409 36.8887865, 30.7181388 36.8887735)",,,,
85423079,primary,True,False,129.115,"LINESTRING (30.7176648 36.8906919, 30.7172021 36.8911539, 30.7167746 36.891609)",70,Mevlana Caddesi,,
85511166,tertiary,False,True,67.408,"LINESTRING (30.7176648 36.8906919, 30.7177211 36.8907306, 30.7179333 36.8908766, 30.7182259 36.8910992)",,,,
