osmid,name,highway,oneway,reversed,length,geometry,lanes,ref,width
23488729,Kale Caddesi,living_street,False,False,23.081,"LINESTRING (27.4307184 37.0344405, 27.4305517 37.0342812)",,,
25646234,Cevat Şakir Caddesi,secondary,True,False,16.097,"LINESTRING (27.4307184 37.0344405, 27.4306398 37.0344202, 27.4305445 37.0344408)",,,
23488830,Nafiz Özsoy Caddesi,secondary,False,True,214.995,"LINESTRING (27.4336913 37.0368803, 27.4335715 37.0369629, 27.4335118 37.0370145, 27.4331945 37.0372473, 27.4331115 37.0373542, 27.4330507 37.037482, 27.4329997 37.0382524, 27.4329887 37.0385389, 27.432982 37.038611)",,,
25646234,Cevat Şakir Caddesi,secondary,True,False,119.749,"LINESTRING (27.4336913 37.0368803, 27.4331936 37.0364854, 27.4330463 37.0363436, 27.4327471 37.0361122)",,,
28247198,Artemis Caddesi,tertiary,False,True,115.578,"LINESTRING (27.4336913 37.0368803, 27.4338014 37.0368325, 27.4347264 37.0364548, 27.4348539 37.0364131)",,,
506073474,Cumhuriyet Caddesi,residential,False,False,46.967999999999996,"LINESTRING (27.4290853 37.0332053, 27.4292728 37.0331375, 27.4293805 37.0331231, 27.4294925 37.0331048, 27.4295915 37.0330949)",,,
713315305,Turgutreis Caddesi,secondary,True,False,13.575,"LINESTRING (27.4323292 37.0385078, 27.4324801 37.0385277)",,,
35103512,Cemil Uyar Sokak,residential,False,True,50.471999999999994,"LINESTRING (27.4323292 37.0385078, 27.4323762 37.0384224, 27.4323643 37.0382699, 27.4323737 37.0380622)",,,
23488708,Turgutreis Caddesi,secondary,False,True,22.113,"LINESTRING (27.4254892 37.0382537, 27.4252407 37.0382679)",,,
769730684,Turgutreis Caddesi,secondary,True,False,14.853,"LINESTRING (27.4254892 37.0382537, 27.4256565 37.0382565)",,,
23488716,Hamam Sokak,residential,True,False,35.45099999999999,"LINESTRING (27.4254892 37.0382537, 27.4254897 37.0382387, 27.4254997 37.037935)",,,
