osmid,oneway,highway,reversed,length,bridge,geometry,lanes,ref,name,maxspeed,junction
"[37815708, 185519908]",True,trunk_link,False,361.98300000000006,yes,"LINESTRING (29.9368001 40.7617793, 29.937958 40.761822, 29.9390304 40.7618767, 29.9391314 40.7618833, 29.9404823 40.7619847, 29.9406408 40.761995, 29.9407427 40.7619935, 29.9408325 40.7619887, 29.9408816 40.7619692, 29.9409251 40.7619402, 29.9410181 40.7618604)",,,,,
227656403,True,trunk,False,645.5709999999999,,"LINESTRING (29.9368001 40.7617793, 29.9408096 40.7621294, 29.9429937 40.7622399, 29.9444312 40.7623051)",2,D100,,,
83239151,True,trunk,False,36.133,,"LINESTRING (29.9410379 40.7632295, 29.9410153 40.763554)",3,,Gazanfer Bilge Bulvarı,,
"[83239177, 193784546, 1156883666]",True,primary_link,False,213.56799999999998,,"LINESTRING (29.9410379 40.7632295, 29.9410808 40.7633058, 29.9411728 40.7633486, 29.9412688 40.7633535, 29.9422049 40.7633339, 29.9423196 40.7633122, 29.942424 40.7632766, 29.9425127 40.7632331, 29.9426019 40.7631408, 29.9426289 40.7630935, 29.9426458 40.7630298, 29.9426551 40.762966, 29.9426626 40.762837, 29.9426458 40.7627777, 29.9426182 40.7627444, 29.9425953 40.7627167, 29.9425223 40.7626699, 29.9424213 40.762626)",,,,,
83239150,True,trunk,False,80.966,yes,"LINESTRING (29.9408977 40.7632482, 29.9409731 40.7625223)",3,,,,
114331705,True,primary,False,36.429,,"LINESTRING (29.9402237 40.7625143, 29.9398796 40.7624883, 29.9397933 40.7624818)",2,,,30,
114331716,True,primary_link,False,50.574999999999996,,"LINESTRING (29.9402237 40.7625143, 29.9400273 40.7625661, 29.9399631 40.7625995, 29.93994 40.7626116, 29.9398569 40.7626875, 29.9397792 40.7627903)",,,,,
83239151,True,trunk,False,152.101,,"LINESTRING (29.9410153 40.763554, 29.9409477 40.7644904, 29.9409136 40.7649197)",3,,Gazanfer Bilge Bulvarı,,
83239173,True,trunk,False,33.391,,"LINESTRING (29.940875 40.763548, 29.9408977 40.7632482)",3,,Gazanfer Bilge Bulvarı,,
114331701,True,primary_link,False,138.57399999999998,,"LINESTRING (29.940875 40.763548, 29.9407961 40.7634761, 29.9407364 40.7634416, 29.9406487 40.7634175, 29.9404846 40.7634099, 29.9402811 40.7633888, 29.9401344 40.7633477, 29.9400266 40.7633029, 29.9399085 40.7632308, 29.9398156 40.7631382, 29.939729 40.7630046, 29.9396867 40.7628545)",,,,,
