osmid,name,highway,oneway,reversed,length,geometry,lanes,junction,tunnel,bridge
87578336,Mescid Sokağı,residential,False,False,46.977,"LINESTRING (28.7909542 41.1035925, 28.7905038 41.1038441)",,,,
87578532,Balkan Sokağı,residential,False,False,106.27000000000001,"LINESTRING (28.7909542 41.1035925, 28.7915909 41.1039363, 28.7920134 41.1041158)",,,,
734022845,Mescid Sokak,residential,False,True,115.743,"LINESTRING (28.7909542 41.1035925, 28.791512 41.1034484, 28.7917397 41.1033848, 28.792266 41.1032674)",,,,
87578336,Mescid Sokağı,residential,False,True,46.977,"LINESTRING (28.7905038 41.1038441, 28.7909542 41.1035925)",,,,
87578336,Mescid Sokağı,residential,False,False,72.114,"LINESTRING (28.7905038 41.1038441, 28.7903112 41.1039625, 28.7898421 41.1042588)",,,,
734289209,Zerdali Çıkmazı Sokak,living_street,False,True,220.38599999999994,"LINESTRING (28.7905038 41.1038441, 28.7907886 41.1042371, 28.7908094 41.1042793, 28.790785 41.1046423, 28.7907572 41.1047658, 28.7907529 41.1047849, 28.7906915 41.104839, 28.7906015 41.1049288, 28.7905379 41.1050146, 28.790522 41.1050684, 28.7905273 41.1051363, 28.7905459 41.1051901, 28.7905935 41.105258, 28.7906862 41.1053637, 28.7907524 41.1053996, 28.790808 41.1053956, 28.7910648 41.1053058)",,,,
87578336,Mescid Sokağı,residential,False,True,72.114,"LINESTRING (28.7898421 41.1042588, 28.7903112 41.1039625, 28.7905038 41.1038441)",,,,
734407487,Prof.Dr.Necmettin Erbakan Caddesi,secondary,True,False,316.55100000000004,"LINESTRING (28.7898421 41.1042588, 28.7907104 41.1056562, 28.790796 41.1057552, 28.7909031 41.1058512, 28.7910587 41.1059534, 28.7911711 41.106004, 28.7912968 41.1060546, 28.7914553 41.1061009, 28.792166 41.1062979)",,,,
229356843,Cihangir Sokak,residential,False,True,96.82,"LINESTRING (28.792266 41.1032674, 28.7922581 41.1033479, 28.7921547 41.1037166, 28.7920134 41.1041158)",2,,,
734022845,Mescid Sokak,residential,False,False,115.743,"LINESTRING (28.792266 41.1032674, 28.7917397 41.1033848, 28.791512 41.1034484, 28.7909542 41.1035925)",,,,
87578532,Balkan Sokağı,residential,False,True,106.27000000000001,"LINESTRING (28.7920134 41.1041158, 28.7915909 41.1039363, 28.7909542 41.1035925)",,,,
229238414,Hayati Üstün Sokak,residential,False,True,130.554,"LINESTRING (28.7920134 41.1041158, 28.7921296 41.1043486, 28.7922076 41.1045301, 28.7923468 41.1047828, 28.7925656 41.1052133)",,,,
229356843,Cihangir Sokak,residential,False,False,96.82,"LINESTRING (28.7920134 41.1041158, 28.7921547 41.1037166, 28.7922581 41.1033479, 28.792266 41.1032674)",2,,,
229238414,Hayati Üstün Sokak,residential,False,False,130.554,"LINESTRING (28.7925656 41.1052133, 28.7923468 41.1047828, 28.7922076 41.1045301, 28.7921296 41.1043486, 28.7920134 41.1041158)",,,,
734022843,Hayati Üstün Sokak,residential,True,False,52.022,"LINESTRING (28.7925656 41.1052133, 28.7926519 41.1053033, 28.7927846 41.1055683, 28.792768 41.1056408)",,,,
97620180,Kanuni Sultan Süleyman Caddesi,primary,True,False,151.721,"LINESTRING (28.7970348 41.1073345, 28.7952607 41.1076081)",,,,
87578610,Onurkent Kavşağı,primary,True,False,35.745,"LINESTRING (28.7952607 41.1076081, 28.7952207 41.1076524, 28.7951646 41.1076854, 28.795098 41.107704, 28.7950269 41.1077065, 28.7949583 41.1076926, 28.7948985 41.1076636)",,roundabout,,
216927249,Onurkent Kavşağı,primary_link,True,False,225.89,"LINESTRING (28.7952607 41.1076081, 28.7955089 41.1081305, 28.7958304 41.1088466, 28.7961146 41.1095347)",,,,
87578602,Kanuni Sultan Süleyman Caddesi,primary,True,False,192.48399999999998,"LINESTRING (28.7951502 41.1073758, 28.7953101 41.1073772, 28.7956171 41.107351, 28.797415 41.1070999)",,,,
